-- all spawns in map 37
-- select * from gameobject where map = 37;

INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (2135481, 173047, 37, 0, 0, 1, 1, 113.16, 1024.23, 296.189, 5.49008, 0, 0, -0.386242, 0.922398, 300, 0, 1, '', 0, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530657, 173197, 37, 0, 0, 1, 1, 80.7409, 914.782, 337.597, 3.80526, -0, -0, -0.945447, 0.325775, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530658, 173197, 37, 0, 0, 1, 1, 21.0383, 946.581, 339.395, 3.67409, -0, -0, -0.964765, 0.263113, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530659, 173197, 37, 0, 0, 1, 1, 1.79002, 924.816, 339.395, 0.872572, -0, -0, -0.422576, -0.906327, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530660, 173197, 37, 0, 0, 1, 1, 55.527, 892.367, 339.206, 5.92818, -0, -0, -0.176572, 0.984288, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530661, 173197, 37, 0, 0, 1, 1, 28.0371, 861.597, 330.882, 3.57904, -0, -0, -0.976175, 0.216984, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530662, 173197, 37, 0, 0, 1, 1, 10.7299, 848.384, 332.426, 3.94189, -0, -0, -0.921002, 0.389557, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530663, 173197, 37, 0, 0, 1, 1, 2.29873, 826.465, 326.94, 5.02889, -0, -0, -0.586839, 0.809703, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530664, 173197, 37, 0, 0, 1, 1, -31.0832, 827.873, 343.036, 4.82075, -0, -0, -0.667776, 0.744363, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530665, 173197, 37, 0, 0, 1, 1, -43.0243, 921.628, 339.396, 1.69173, -0, -0, -0.748544, -0.663085, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530666, 173197, 37, 0, 0, 1, 1, -74.808, 928.786, 339.395, 1.13723, -0, -0, -0.538467, -0.842647, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530667, 173197, 37, 0, 0, 1, 1, -82.6307, 876.212, 339.9, 6.10177, -0, -0, -0.0905835, 0.995889, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530668, 173197, 37, 0, 0, 1, 1, -53.2315, 874.041, 339.098, 5.47738, -0, -0, -0.392091, 0.919926, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530669, 173197, 37, 0, 0, 1, 1, -31.4982, 860.799, 339.308, 5.35643, -0, -0, -0.446974, 0.894547, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530670, 173197, 37, 0, 0, 1, 1, 120.674, 1038.57, 296.463, 5.59835, -0, -0, -0.335765, 0.941946, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530671, 173197, 37, 0, 0, 1, 1, 156.125, 1006.83, 296.031, 2.66095, -0, -0, -0.971261, -0.238015, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530672, 173197, 37, 0, 0, 1, 1, 147.085, 1066.28, 307.423, 5.20169, -0, -0, -0.514778, 0.857323, 1, 0, 1, '', NULL, NULL);
INSERT INTO `gameobject` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `position_x`, `position_y`, `position_z`, `orientation`, `rotation0`, `rotation1`, `rotation2`, `rotation3`, `spawntimesecs`, `animprogress`, `state`, `ScriptName`, `VerifiedBuild`, `Comment`) VALUES (5530673, 173197, 37, 0, 0, 1, 1, 166.274, 988.869, 296.032, 0.998175, -0, -0, -0.478625, -0.87802, 1, 0, 1, '', NULL, NULL);
