ID,Flags,ModelName,SizeClass,ModelScale,BloodID,FootprintTextureID,FootprintTextureLength,FootprintTextureWidth,FootprintParticleScale,FoleyMaterialID,FootstepShakeSize,DeathThudShakeSize,SoundID,CollisionWidth,CollisionHeight,MountHeight,GeoBoxMinX,GeoBoxMinY,GeoBoxMinZ,GeoBoxMaxX,GeoBoxMaxY,GeoBoxMaxZ,WorldEffectScale,AttachedEffectScale,MissileCollisionRadius,MissileCollisionPush,MissileCollisionRaise
2304,0,Creature\SPELLS\InvisibilityTotem.mdx,0,1,-1,-1,0,0,0,0,0,0,201,0.7936,2.083,0,-1.09496,-1.048614,-0.20291,1.1202,1.166546,2.764852,1,1,0,0,0
2305,0,Creature\SPELLS\SentryTotem.mdx,0,1,-1,-1,0,0,0,0,0,0,200,0.7936,1.739,0,-1.158509,-1.112163,-0.20291,1.183749,1.230096,2.337321,1,1,0,0,0
2306,0,Creature\SPELLS\FireTotem.mdx,0,1,-1,-1,0,0,0,0,0,0,2182,0,0,0,-0.930926,-0.88458,-0.448078,0.956166,1.002512,1.905412,1,1,0,0,0
2307,3,Creature\Cloud\CloudSwampGas.mdx,1,1,-1,-1,1,1,1,0,0,0,2183,0.6111,2.031,0,1,1,1,-1,-1,-1,1,1,0,0,0
2310,0,Creature\Arakkoa\Arakkoa_Sage.mdx,1,1,1,5,18,12,1,0,0,0,2186,0.6111,2.031,1.729134,-0.728514,-0.934374,-0.047999,0.973004,0.870786,2.395526,1,1,0,0,0
2311,0,Creature\Arakkoa\Arakkoa.mdx,1,1,1,5,18,12,1,0,0,0,2171,0.6111,2.031,1.729134,-0.728515,-0.899278,-0.048002,0.973008,0.870782,2.46467,1,1,0,0,0
2313,0,Creature\RidingElekk\RidingElekk.mdx,2,1,1,6,24,20,1,0,0,0,2188,0.6111,2.031,2.930861,-2.118531,-2.735876,-0.080192,3.491959,1.749824,4.46696,1,1,0,0,0
2315,2,Creature\MountainGiantOutland\MountainGiant_Bladesedge.mdx,3,1,3,1,18,12,1,0,0,0,2189,0.6111,2.031,0,-2.808567,-4.147496,-0.021337,3.972667,4.007575,10.13471,1,1,0,0,0
2316,2,Creature\MountainGiantOutland\MountainGiant_Netherstorm.mdx,3,1,3,1,18,12,1,0,0,0,2190,0.6111,2.031,0,-2.29473,-4.147496,-0.021337,3.972667,4.007575,8.500208,1,1,0,0,0
2317,2,Creature\MountainGiantOutland\MountainGiant_Zangarmarsh.mdx,3,1,3,1,18,12,1,0,0,0,2191,0.6111,2.031,0,-2.29473,-4.147496,-0.021337,3.972667,4.007575,8.500208,1,1,0,0,0
2318,1,Creature\VoidWalkerOutland\VoidWalker_Outland.mdx,1,1,3,4,18,12,1,0,0,0,2192,0.6111,2.031,0,-1.165525,-1.840402,0.081421,1.015104,1.841627,3.337138,0.4,1,0,0,0
2319,1,Creature\ChimeraOutland\ChimeraOutland.mdx,2,1,1,-1,0,0,0,0,0,0,2193,0.6111,2.031,0,-4.811544,-7.228538,0.313006,3.736141,7.034856,5.103721,1,1,0,0,0
2320,0,Creature\DoomGuardOutland\DoomGuardOutland.mdx,0,1,-1,-1,18,12,1,0,0,0,2194,0.6111,2.031,0,-2.48123,-2.232563,-0.008044,1.01201,2.456476,4.631334,1,1,0,0,0
2321,0,Creature\LobstrokOutland\LobstrokOutland.mdx,0,1,-1,-1,18,12,1,0,0,0,2195,0.6944,2.083,0,-3.062251,-2.156813,-0.021987,1.250076,1.809268,3.84386,1,1,0,0,0
2322,0,Creature\MountainGiantOutland\MountainGiant_Bladesedge.mdx,0,1,-1,-1,0,0,0,0,0,0,2189,0.6111,2.031,0,-2.808567,-4.147496,-0.021337,3.972667,4.007575,10.13471,1,1,0,0,0
2323,0,Creature\MountainGiantOutland\MountainGiant_Netherstorm.mdx,0,1,-1,-1,0,0,0,0,0,0,2190,0.6111,2.031,0,-2.29473,-4.147496,-0.021337,3.972667,4.007575,8.500208,1,1,0,0,0
2324,0,Creature\MountainGiantOutland\MountainGiant_Zangarmarsh.mdx,0,1,-1,-1,0,0,0,0,0,0,2191,0.6111,2.031,0,-2.29473,-4.147496,-0.021337,3.972667,4.007575,8.500208,1,1,0,0,0
2325,0,Creature\RidingTurtle\RidingTurtle.mdx,1,1,-1,6,18,12,1,0,0,0,2196,0.6111,2.031,1.69127,-2.077393,-0.978854,-0.01387,0.944146,0.978973,1.846965,1,1,0,0,0
2326,3,Creature\Gryphon\Gryphon_Skeletal.mdx,0,1,-1,5,18,12,1,0,0,0,2197,0.6111,2.031,1.56762,-2.470151,-3.383821,0.237628,1.698388,3.334072,4.354697,1,1,0,0,0
2328,0,Creature\Zippelin\Zippelin.mdx,0,1,-1,-1,0,0,0,0,0,0,2199,0.6944,2.083,0,-0.792914,-0.542132,0.70749,0.490943,0.548828,2.105674,1,1,0,0,0
2329,0,Creature\Landro\Landro.mdx,0,1,-1,-1,0,0,0,0,0,0,2200,0.6111,2.031,0,-0.403987,-0.578804,-0.005904,0.452517,0.616748,1.42024,1,1,0,0,0
2330,0,Creature\TempDeathGuard\DeathGuard.mdx,0,1,-1,-1,18,12,1,0,0,0,148,0.6944,2.083,0,-0.502933,-0.566322,-0.000469,0.2983,0.359835,1.858261,1,1,0,0,0
2332,1,Creature\AllianceRider\AllianceRider.mdx,0,1,-1,-1,18,12,1,0,0,0,2201,0.6111,2.031,0,-2.541015,-4.041359,0.033179,1.934455,4.030257,5.404322,1,1,0,0,0
2333,1,Creature\HordeRider\HordeRider.mdx,0,1,-1,-1,18,12,1,0,0,0,2202,0.6944,2.083,0,-3.20153,-5.221857,0.423987,3.136625,5.234344,6.741571,1,1,0,0,0
2334,1,Creature\DragonWhelpOutland\DragonWhelpOutland.mdx,0,1,1,-1,0,0,0,0,0,0,2203,0.6111,2.031,0,-0.752446,-0.898724,0.979083,0.622046,0.943049,3.196534,1,1,0,0,0
2335,0,Creature\Gronn\Gronn.mdx,4,1,1,1,18,12,1,0,2,12,2204,0.6111,2.031,0,-2.390379,-2.370678,-0.04484,1.997466,2.61977,4.84858,1,1,0,0,0
2337,0,Creature\Landro\Landro.mdx,0,1,-1,1,0,0,0,0,0,0,2206,0.6111,2.031,0,-0.403987,-0.578804,-0.005904,0.452517,0.616748,1.42024,1,1,0,0,0
2338,0,Creature\Elekk\Elekk.mdx,2,1,1,6,24,20,1,0,0,0,2207,3.803,3.358,0,1,1,1,-1,-1,-1,1,1,0,0,0
2340,3,Creature\AirElemental\AirElemental.mdx,0,1,2,4,0,0,0,0,0,0,528,0.6944,2.083,0,-1.340894,-1.544356,0.414726,1.107398,1.500984,3.368752,1,1,0,0,0
2353,0,CHARACTER\Naga_\Male\Naga_Male.mdx,0,1,1,1,0,0,0,0,0,0,2281,0.6111,2.031,0,-1.648441,-1.10391,-0.045229,0.800145,1.114195,2.815387,1,1,0,0,0
2354,4,CHARACTER\Naga_\Female\Naga_Female.mdx,0,1,1,1,0,0,0,0,0,0,2282,0.6111,2.031,0,-1.806274,-0.73834,-0.020102,0.602764,0.747194,2.83436,1,1,0,0,0
2355,0,Creature\Tiger\Tigercub.mdx,0,1,1,7,4,3,1,0,0,0,2208,0.6111,2.031,0,-1.256005,-0.279825,-0.000143,0.496194,0.270766,0.70163,1,1,0,0,0
2356,0,Creature\Hippogryph\HippogryphPet.mdx,0,1,-1,-1,0,0,0,0,0,0,2209,0.6111,2.031,1.656586,-3.556484,-2.332845,4.23749,2.7655,2.391085,9.72349,1,1,0,0,0
2357,0,Creature\QuestObjects\Creature_NagaDistiller.mdx,0,1,-1,-1,12,18,0,0,0,0,2210,2.985,4.574,0,-2.163442,-2.180796,-0.353008,2.175091,2.157738,4.687422,1,1,0,0,0
2358,0,Creature\Elekk\ElekkWild.mdx,1,1,1,3,24,20,1,0,0,0,2207,0.6111,2.031,0,-2.164633,-2.735859,-0.080545,3.491957,1.749821,4.466979,1,1,0,0,0
2360,0,Creature\Wrathguard\Wrathguard.mdx,1,1,1,4,18,12,1,0,0,0,2225,0.6111,2.031,0,-3.043092,-0.996633,0.00517,0.919769,1.530662,4.147787,1,1,0,0,0
2361,0,Creature\Shivan\Shivan.mdx,1,1,2,7,18,12,1,0,0,0,2226,0,0,0,-0.805182,-2.712103,-0.004211,1.684052,2.488175,5.312059,1,1,0,0,0
2363,1,Creature\DragonHawk\DragonHawk.mdx,1,1,1,-1,18,12,1,0,0,0,2228,0.6111,2.031,2.35259,-3.946105,-4.175804,-0.442462,3.407507,4.158127,4.655947,1,1,0,0,0
2364,0,Creature\RidingElekk\RidingElekk.mdx,0,1,3,6,24,20,1,0,0,0,2229,0.6111,2.031,2.930861,-2.118531,-2.735876,-0.080192,3.491959,1.749824,4.46696,1,1,0,0,0
2365,1,Creature\GRYPHON\Gryphon_Ghost.mdx,0,1,-1,-1,18,12,1,0,0,0,2230,0.6111,2.031,1.56762,-2.541015,-4.041359,-0.647368,2.514731,4.030257,6.215681,1,1,0,0,0
2366,1,Creature\Moth\Moth.mdx,1,1,2,-1,0,0,0,0,0,0,2231,0.6111,2.031,0,-1.892025,-3.977445,-0.455839,1.69037,4.140096,5.508933,1,1,0,0,0
2367,4,CHARACTER\Broken\Male\BrokenMale.mdx,0,1,1,1,0,0,0,0,0,0,2285,0.6111,2.031,0.987215,-1.376,-0.828457,-0.003823,0.63889,0.829371,2.479663,1,1,0,0,0
2368,0,CHARACTER\Broken\Female\BrokenFemale.mdx,0,1,1,1,0,0,0,0,0,0,2286,0.6667,2.111,0,-0.755765,-0.704947,-0.000734,0.330821,0.704947,2.14554,1,1,0,0,0
2369,0,CHARACTER\Skeleton\Male\SkeletonMale.mdx,0,1,1,1,18,14,1,0,0,0,2280,0.6944,1.861,1.078235,-0.825213,-0.562815,-0.005537,0.376165,0.463345,1.815309,1,1,0,0,0
2370,0,CHARACTER\Skeleton\Female\SkeletonFemale.mdx,0,1,1,1,18,14,1,0,0,0,2279,0,0,0,-0.117494,-0.117093,0,0.118663,0.119065,0.146137,1,1,0,0,0
2371,0,Creature\RockFlayer\RockFlayer.mdx,1,1,-1,5,18,12,1,0,0,0,2233,0.6111,2.031,0,-1.788573,-1.179748,-0.291443,1.458972,1.673305,2.356165,1,1,0,0,0
2372,0,Creature\InvisibleStalker\InvisibleStalkerNoName.mdx,0,1,-1,-1,18,12,1,0,0,0,2234,0.6111,2.031,0,1,1,1,-1,-1,-1,1,1,0,0,0
2373,0,Creature\StormCrow\StormCrow.mdx,0,1,1,-1,18,12,1,0,0,0,390,0.6111,2.031,0,-1.496657,-2.028712,0.74859,1.739901,2.203794,6.261179,1,1,0,0,0
2374,0,Creature\Wyvern\Wyvern_Armored.mdx,1,1,1,-1,18,12,1,0,0,0,2235,0.6944,2.083,1.193891,-3.390851,-5.221857,0.306299,3.136625,5.234344,6.741571,1,1,0,0,0
2375,0,Creature\Gryphon\Gryphon_Mount.mdx,1,1,1,5,24,16,1,0,0,0,2236,0.6111,2.031,1.567621,-2.135734,-1.289662,-0.097416,2.503899,1.174462,2.490018,1,1,0,0,0
2376,0,Creature\Gryphon\Gryphon_ArmoredMount.mdx,1,1,1,5,24,16,1,0,0,0,2237,0.6111,2.031,1.567621,-2.135736,-1.289662,-0.097414,2.52731,1.174462,2.665081,1,1,0,0,0
2377,0,Creature\RidingWyvern\RidingWyvern.mdx,1,1,1,5,18,12,1,0,0,0,2235,0.6111,2.031,1.193891,-4.447721,-1.549087,-0.224931,1.687837,0.954883,2.019848,1,1,0,0,0
2378,0,Creature\RidingWyvernArmored\RidingWyvernArmored.mdx,1,1,1,5,18,12,1,0,0,0,2238,0.6111,2.031,1.193891,-4.638083,-1.618196,-0.324002,1.728463,1.038783,2.116598,0.6,1,0,0,0
2379,0,Creature\Voidcaller\VoidCaller.mdx,1,1,3,4,18,12,1,0,0,0,2239,0.6111,2.031,0,-1.213004,-1.840402,0.081421,1.07103,1.841627,4.231808,0.5,1,0,0,0
2380,1,Creature\LasherOrchid\LasherOrchid.mdx,0,1,2,4,18,12,1,0,0,0,2240,0.6111,2.031,0,-1.724997,-1.773771,-0.086876,1.709322,1.969018,3.020389,1,1,0,0,0
2381,0,Creature\DragonWhelpOutlandCute\DragonWhelpOutlandCute.mdx,0,1,2,-1,10,6,1,0,0,0,2241,0.6111,2.031,0,-0.752446,-0.898724,0.979083,0.622046,0.943049,3.196534,1,1,0,0,0
2382,0,Creature\InvisibleMan\InvisibleMan.mdx,0,1,-1,-1,18,12,1,0,0,0,2101,0.6111,2.031,0,1,1,1,-1,-1,-1,1,1,0,0,0
2383,0,Creature\sporebat\SporeBat.mdx,0,1,2,-1,18,12,1,0,0,0,2242,0.6111,2.031,0,-1.762484,-1.067784,0.206971,1.20354,0.996336,3.763164,1,1,0,0,0
2384,11,Creature\PHOENIX\Phoenix.mdx,3,1,-1,-1,18,12,1,0,0,0,2243,0.6111,2.031,1.56762,-3.882576,-4.726706,-0.462449,2.27771,4.621935,6.001948,0.6,1,0,0,0
2385,9,Creature\Tripod\Tripod.mdx,2,1,2,-1,18,12,1,0,0,0,2244,0.6111,2.031,0,-1.067839,-1.564611,-0.121418,2.60427,1.502675,7.553962,1,1,0,0,0
2386,0,Creature\DragonWhelpOutland\DragonWhelpOutland.mdx,0,1,-1,-1,0,0,0,0,0,0,2203,0.6111,2.031,0,-0.752446,-0.898724,0.979083,0.622046,0.943049,3.196534,1,1,0,0,0
2387,0,Creature\Velen\Velen.mdx,1,1,1,1,18,12,1,0,0,0,2245,0.8629,2.504,0,-1.074795,-0.719511,-0.0033,0.665598,0.667403,2.843592,1,1,0,0,0
2388,1,Creature\QuestObjects\Creature_PowerCrystal.mdx,0,1,-1,-1,18,12,1,0,0,0,2246,0.4444,0.4444,0,-0.686639,-0.722746,0.086748,0.634922,0.626118,1.208103,1,1,0,0,0
2390,0,Creature\Naaru\Naaru.mdx,2,1,-1,-1,0,0,0,0,0,0,2248,0.6111,2.031,0,-2.408952,-2.476407,0.805461,2.46561,2.500221,8.060759,1,1,0,0,0
2392,0,Creature\SporeCreature\SporeCreature.mdx,0,1,-1,-1,18,12,1,0,0,0,2135,0.6111,2.031,0,-1.931838,-1.956832,0.765299,1.846245,1.777507,4.619514,1,1,0,0,0
2393,0,Creature\Voidlord\VoidLord.mdx,0,1,3,4,18,12,1,0,0,0,2250,0.6111,2.031,0,-1.165525,-1.388685,0.081421,1.015104,1.410706,3.66544,0.5,1,0,0,0
2394,0,Creature\Voidwraith\VoidWraith.mdx,1,1,3,4,18,12,1,0,0,0,2251,0.6111,2.031,0,-1.307138,-1.476596,0.460248,1.251373,1.4454,3.167249,0.4,1,0,0,0
2395,0,Creature\Lord Kezzak\LordKezzak_Armored.mdx,2,1,3,3,12,18,1,0,1,11,2252,0.6111,2.031,0,-6.896018,-9.758015,0.001132,4.327205,9.908403,11.4411,1,1,0,0,0
2396,0,Creature\NetherDrake\NetherDrake.mdx,1,1,-1,-1,18,12,1,0,0,0,2147,0.6111,2.031,2.797753,-7.769135,-2.982964,-0.402444,3.352342,2.490784,3.708086,1,1,0,0,0
2397,9,Creature\NetherDragon\NetherDragon.mdx,2,1,3,4,18,12,1,0,0,0,2253,0.6111,2.031,0,-9.739508,-3.918645,0.524357,3.827445,4.481482,9.211594,1.1,3,0,0,0
2398,0,Creature\RidingPhoenix\RidingPhoenix.mdx,1,1,-1,-1,18,12,1,0,0,0,2254,0.6111,2.031,1.567621,-3.858041,-4.758667,-0.527917,2.555013,4.673545,6.093445,1,1,0,0,0
2399,0,Creature\RidingElekk\RidingElekk.mdx,1,1,3,3,24,20,1,0,0,0,2229,0.6111,2.031,2.930861,-2.118531,-2.735876,-0.080192,3.491959,1.749824,4.46696,1,1,0,0,0
2400,0,Creature\RidingElekk\RidingElekkElite.mdx,0,1,3,6,24,20,1,0,0,0,2255,0.6111,2.031,2.930861,-2.163933,-2.654414,-0.186485,3.75438,1.768203,4.488004,1,1,0,0,0
2401,0,Creature\OgreMageLord\OgreMageLord.mdx,2,1,1,4,18,12,1,0,0,0,2256,0.6111,2.031,0,-0.619898,-1.102902,-0.012722,0.555241,1.097788,2.881102,1,1,0,0,0
2402,0,Creature\FungalGiant\FungalGiant.mdx,3,1,2,1,18,12,1,0,0,0,2258,0.6111,2.031,0,-1.39423,-2.614861,-0.005557,2.02268,2.671407,5.988422,1,1,0,0,0
2405,0,Creature\Nightbane\NightBane.mdx,3,1,3,5,8,12,1,0,2,12,2261,0.6111,2.031,0,-18.76118,-10.51989,-0.41255,10.05063,10.58985,13.7527,1,1,0,0,0
2409,1,Creature\Raccoon\Raccoon.mdx,0,1,1,5,18,12,1,0,0,0,2265,0.6111,2.031,0,-5.246969,-1.29989,-1.692382,2.222215,1.355406,3.030633,1,1,0,0,0
2410,0,Creature\PitLord\Magtheridon.mdx,3,1,2,1,18,12,1,0,0,0,2266,0.6111,2.031,0,-8.195559,-2.492997,-0.066967,1.696124,2.652409,5.755147,1,1,0,0,0
2411,0,Creature\WarpStorm\WarpStorm.mdx,1,1,-1,-1,0,0,0,0,0,0,2267,0.6111,2.031,0,-7.846309,-7.742655,-4.527683,7.626886,7.73054,10.94551,1,1,0,0,0
2416,0,Creature\Rabbit\RabbitGold.mdx,0,1,1,4,18,12,1,0,0,0,2272,0.6111,2.031,0,-0.477103,-0.201774,-0.006385,0.28776,0.194655,0.497671,1,1,0,0,0
2417,0,Creature\Drake\Drake.mdx,1,1,-1,-1,18,12,1,0,0,0,1188,0.6111,2.031,2.600726,-6.451479,-10.21152,-0.551222,2.749523,10.21095,11.51261,1,1,0,0,0
2418,0,Creature\DoomGuardOutland\DoomGuardOutland.mdx,3,1,-1,3,18,12,1,0,79,12,2194,0.6111,2.031,0,-2.48123,-2.232563,-0.008044,1.01201,2.456476,4.631334,1,1,0,0,0
2423,0,Creature\Etherial\Etherial.mdx,1,1,-1,-1,18,12,1,0,0,0,2277,0.6111,2.031,0,-0.796857,-0.826611,-0.001928,0.47879,0.904797,2.502115,1,1,0,0,0
2424,0,Creature\EREDAR\Eredar.mdx,2,1,3,3,0,0,0,0,0,0,2278,0.6111,2.031,1.375894,-1.054902,-0.918145,0.000703,0.584841,0.792734,2.526165,1,1,0,0,0
2425,1,Creature\DragonHawk\DragonHawk.mdx,1,1,1,-1,1,1,1,0,0,0,2228,0.6111,2.031,2.35259,-3.946105,-4.175804,-0.442462,3.407507,4.158127,4.655947,1,1,0,0,0
2426,0,Creature\Owl\Owl.mdx,1,1,-1,5,0,0,0,0,0,0,350,0.6111,2.031,0,-2.591072,-2.028931,0.46202,1.547392,2.204091,6.261832,1,1,0,0,0
2427,0,Creature\EREDAR\Archimonde.mdx,4,1,-1,-1,18,12,1,0,0,0,2287,0.6111,2.031,1.375894,-1.054902,-0.918151,0.000703,0.594212,0.792545,2.661856,1,1,0,0,0
2428,3,Creature\FelCannon\FelCannon.mdx,1,1,3,-1,18,12,1,0,0,0,2288,0.6111,2.031,0,-3.178585,-2.607412,-1.263417,4.522241,2.607411,5.374071,1,1,0,0,0
2429,0,Creature\OgreKing\OgreKing.mdx,3,1,-1,-1,18,12,1,0,0,0,2289,0.6111,2.031,0,-1.008924,-1.08066,-0.001994,0.786606,1.07487,3.109771,1,1,0,0,0
2430,0,Creature\Sporeling\Sporeling.mdx,0,1,2,-1,18,12,1,0,0,0,2227,0.6111,2.031,0,-0.247948,-0.855028,-0.001826,1.082981,0.856485,2.172258,1,1,0,0,0
2432,3,Creature\WarpStorm\WarpStorm_Large.mdx,2,1,-1,-1,0,0,0,0,0,0,2291,0.6111,2.031,0,-13.61694,-13.51329,-5.577567,13.39752,13.50117,21.43689,1,1,0,0,0
2433,3,Creature\WarpStorm\WarpStorm_XLarge.mdx,3,1,-1,-1,0,0,0,0,0,0,2292,0.6111,2.031,0,-0.109711,-13.16096,-0.216245,-0.10971,13.14885,26.09356,1,1,0,0,0
2434,0,Creature\Cockatrice\CockatriceMount.mdx,1,1,3,5,18,12,1,0,0,0,2293,0.6111,2.031,2.308809,-1.843695,-1.228365,0.008555,1.470045,1.515234,3.360334,1,1,0,0,0
2435,0,Creature\Cockatrice\CockatriceElite.mdx,1,1,3,5,18,12,1,0,0,0,2294,0.6111,2.031,2.308809,-2.026368,-1.228365,0.008555,1.470045,1.515234,3.360334,1,1,0,0,0
2436,0,Creature\Wyvern\Wyvern_Armored.mdx,1,1,1,5,18,12,1,0,0,0,2238,0.6944,2.083,0,-3.390851,-5.221857,0.306299,3.136625,5.234344,6.741571,1,1,0,0,0
2437,0,Creature\medivh\Medivh.mdx,1,1,-1,1,0,0,0,0,0,0,2295,0.6111,2.031,0,-0.493138,-0.904696,-0.004171,0.33755,0.90427,2.45682,1,1,0,0,0
2438,0,Creature\warpstalker\WarpStalker.mdx,1,1,1,5,18,12,1,0,0,0,2296,0.6111,2.031,0,-8.984439,-2.096377,-0.089307,2.04835,2.055444,2.829718,1,1,0,0,0
2439,3,Creature\firefly\FireFlyGreen.mdx,1,1,2,-1,0,0,0,0,0,0,2297,0.6111,2.031,2.83406,-2.482397,-3.567214,1.029646,2.40411,3.449948,6.881572,1,1,0,0,0
2442,0,Creature\FelBeast\FelBeast.mdx,1,1,3,1,20,14,0,0,0,0,1368,0.6111,2.031,0,-4.191121,-2.344445,-0.024322,3.619161,2.329423,4.351176,1,1,0,0,0
2443,0,Creature\Gryphon\Gryphon_Armored.mdx,1,1,1,5,18,12,1,0,0,0,2237,0.6111,2.031,1.56762,-2.541618,-4.041522,0.036023,1.936561,4.030262,5.403697,1,1,0,0,0
2444,0,Creature\FelOrcNetherdrake\FelOrcNetherDrake.mdx,1,1,3,-1,18,12,1,0,0,0,2300,0.6111,2.031,0,-7.272362,-2.969753,-0.366902,3.752443,2.710803,3.864715,1,1,0,0,0
2445,1,Creature\FelOrcNetherdrake\FelOrcNetherDrakeMounted.mdx,2,1,3,-1,18,12,1,0,0,0,2301,0.6111,2.031,0,-7.25062,-2.925512,-0.366902,3.752444,2.663224,4.573591,1,1,0,0,0
2446,1,Creature\Murmur\Murmur.mdx,0,1,-1,-1,18,12,1,0,0,12,2302,0.6111,2.031,0,-14.59569,-18.37943,-2.301688,24.30922,18.41118,44.08781,1,1,0,0,0
2447,11,Creature\Timerift\Time_Rift1.mdx,1,1,1,-1,0,0,0,0,0,0,2303,0.6111,2.031,0,1,1,1,-1,-1,-1,1,1,0,0,0
2448,0,Creature\Krakken\Krakken.mdx,4,1,1,-1,18,12,1,0,0,0,2304,0.6111,2.031,0,-9.67973,-10.55497,-20.36516,5.601659,10.44734,8.372259,1,1,0,0,0
2449,0,Creature\Beholder\Beholder.mdx,1,1,-1,-1,18,12,1,0,0,0,2305,0.6111,2.031,1.278172,-2.68801,-2.628942,0.529363,3.235418,3.216633,8.626985,1,1,0,0,0
2450,9,Creature\DragonWhelpOutlandCute\DragonWhelpOutlandCute.mdx,0,1,3,-1,18,12,1,0,0,0,2241,0.6111,2.031,0,-0.752446,-0.898724,0.979083,0.622046,0.943049,3.196534,1,1,0,0,0
2453,0,Creature\DragonSpawnDarkshade\DragonSpawnDarkshade.mdx,1,1,3,5,18,12,1,0,0,0,2308,0.6111,2.031,1.547733,-3.220913,-2.392489,-0.035368,1.97218,1.779187,2.580163,1,1,0,0,0
2454,0,Creature\DragonSpawnArmoredDarkshade\DragonSpawnArmoredDarkshade.mdx,1,1,3,5,18,12,1,0,0,0,2309,0.6111,2.031,0,-3.220913,-2.392489,-0.035368,1.97218,1.779187,3.288881,1,1,0,0,0
2455,0,Creature\DrakeDarkshade\DrakeDarkshade.mdx,1,1,3,5,18,12,1,0,0,0,2310,0.6111,2.031,2.53466,-6.451479,-10.21152,-0.551221,2.749523,10.21095,11.51261,1,1,0,0,0
2456,0,Creature\DragonSpawnCasterDarkshade\DragonSpawnCasterDarkshade.mdx,1,1,3,5,18,12,1,0,0,0,2311,0.6111,2.031,0,-4.051073,-1.959626,-0.030039,1.025043,1.86131,2.443504,1,1,0,0,0
2457,3,Creature\SPELLS\DraeneiTotem_Air.mdx,0,1,-1,-1,18,12,1,0,0,0,2312,0.5193,1.315,0,-1.134596,-1.136914,-0.861518,1.159684,1.157367,1.616884,1,1,0,0,0
2458,3,Creature\SPELLS\DraeneiTotem_Earth.mdx,0,1,-1,-1,0,0,0,0,0,0,2313,0.5193,1.315,0,-1.118749,-1.070567,-0.550365,1.140332,1.188514,1.616884,1,1,0,0,0
2459,3,Creature\SPELLS\DraeneiTotem_Fire.mdx,0,1,-1,-1,0,0,0,0,0,0,2314,0.5201,1.315,0,-1.404712,-1.350936,-0.446231,1.420942,1.474719,1.616884,1,1,0,0,0
2460,3,Creature\SPELLS\DraeneiTotem_Water.mdx,0,1,-1,-1,0,0,0,0,0,0,2315,0.5193,1.315,0,-1.491318,-1.443136,-0.552131,1.511999,1.56018,1.616884,1,1,0,0,0
2462,0,Creature\DraeneiFemaleKid\DraeneiFemaleKid.mdx,0,1,1,3,18,12,1,0,0,0,2317,0.6111,2.031,0,-0.328565,-0.213489,-0.000487,0.137,0.20648,1.220236,1,1,0,0,0
2463,0,Creature\DraeneiMaleKid\DraeneiMaleKid.mdx,0,1,1,3,18,12,1,0,0,0,2318,0.6111,2.031,0,-0.417512,-0.254112,0.006621,0.203091,0.256929,1.399425,1,1,0,0,0
2464,0,Creature\talbuk\Talbuk.mdx,1,1,1,-1,18,12,1,0,0,0,2303,0.6111,2.031,0,-1.367971,-0.534037,-0.003023,1.345095,0.49329,3.460194,1,1,0,0,0
2465,0,Creature\FelOrcBoss\FelOrcWarriorBoss.mdx,1,1,-1,-1,0,0,0,0,0,0,2319,0.6111,2.031,0,-0.725227,-0.937222,-0.000199,1.055821,0.94657,2.667219,1,1,0,0,0
2466,3,Creature\SPELLS\FlameTurret.mdx,0,1,3,-1,18,12,1,0,0,0,2320,0.6111,1.52,0,-0.308548,-0.559979,-0.095121,0.246116,0.557029,1.458649,1,1,0,0,0
2467,0,Creature\ARCANETITAN\ArcaneTitan.mdx,3,1,-1,4,18,12,1,0,0,0,2321,0.6111,2.031,0,-1.574138,-2.816106,-0.060544,4.13985,3.209484,4.743273,1,1,0,0,0
2468,0,Creature\Kaelthas\Kaelthas.mdx,1,1,1,1,18,12,1,0,0,0,2322,0.6111,2.031,0,-0.552885,-0.788341,-0.004676,0.33051,0.634866,2.443119,1,1,0,0,0
2470,0,Creature\MOUNTEDDEATHKNIGHT\UnMountedDeathKnight.mdx,0,1,1,1,18,12,1,0,0,0,2324,0.6111,2.031,0,-0.576529,-0.477784,-0.001885,0.334475,0.471355,2.298821,1,1,0,0,0
2471,0,Creature\FelOrc\FelOrc_Axe.mdx,1,1,-1,1,0,0,0,0,0,0,2158,0.6111,2.031,0,-0.418873,-0.776519,-0.000199,0.673703,0.826487,2.294148,1,1,0,0,0
2472,0,Creature\FelOrc\FelOrc_Sword.mdx,1,1,-1,1,0,0,0,0,0,0,2168,0.6111,2.031,0,-0.418873,-0.776519,-0.000199,0.870654,0.826487,2.294148,1,1,0,0,0
2473,3,Creature\QuestObjects\Creature_EtherealStorm.mdx,1,1,-1,-1,18,12,1,0,0,0,2325,0.6111,2.031,0,1,1,1,-1,-1,-1,1,1,0,0,0
2474,0,Creature\Ancientofarcane\AncientofArcane.mdx,4,1,3,5,180,120,10,0,82,12,2326,0.6111,2.031,0,-2.730903,-3.683378,-0.10581,3.599947,3.658053,10.75263,0.3,0.3,0,0,0
2475,0,Creature\felhorse\FelHorseEpic.mdx,0,1,3,6,18,12,1,0,0,0,2327,0.6111,2.031,1.877115,-1.190584,-0.61867,-0.018232,2.21191,0.61867,2.6697,1,1,0,0,0
