"ID","ModelName","Sound_1","Sound_2","Sound_3","Sound_4","Sound_5","Sound_6","Sound_7","Sound_8","Sound_9","Sound_10","GeoBoxMinX","GeoBoxMinY","GeoBoxMinZ","GeoBoxMaxX","GeoBoxMaxY","GeoBoxMaxZ","ObjectEffectPackageID"
"61472","World\Expansion02\Doodads\IceCrown\Rocks\IceCrown_Rock_05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61473","World\Expansion02\Doodads\IceCrown\Rocks\IceCrown_Rock_04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61474","World\Expansion02\Doodads\IceCrown\Rocks\IceCrown_Rock_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61475","World\Expansion02\Doodads\IceCrown\Rocks\IceCrown_Rock_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61476","World\Expansion02\Doodads\IceCrown\Rocks\IceCrown_Rock_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61477","World\Expansion02\Doodads\IceCrown\IceShards\IceShardA.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61478","World\Expansion02\Doodads\IceCrown\Frozen\IceCrown_FrozenWurm_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61479","World\Expansion02\Doodads\IceCrown\Alliance_Gunship\AGS_Engines.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61480","World\Expansion02\Doodads\HOWLINGFJORD\TITANSTATUES\TitanHead_waterfall.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61481","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_ForestRock_Cluster_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61482","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_ForestRock_05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61483","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_ForestRock_04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61484","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_ForestRock_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61485","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_ForestRock_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61486","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_ForestRock_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61487","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_CoastRock_05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61488","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_CoastRock_04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61489","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_CoastRock_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61490","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_CoastRock_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61491","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HFjord_CoastRock_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61492","World\Expansion02\Doodads\HOWLINGFJORD\Rocks\HF_WaterFall_Cap_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61493","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_TreeStump_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61494","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_TreeFallen_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61495","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_Roots_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61496","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_Roots_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61497","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_Roots_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61498","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_DryadShrine02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61499","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_DryadShrine01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61500","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_CanyonTree_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61501","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_Bush_05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61502","World\Expansion02\Doodads\HOWLINGFJORD\HFjord_Bush_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61503","World\Expansion02\Doodads\HOWLINGFJORD\HF_Elevator_Lift_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61504","World\Expansion02\Doodads\HOWLINGFJORD\HF_Elevator_Lift.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61505","World\Expansion02\Doodads\HOWLINGFJORD\HF_Elevator_Gate.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61506","World\Expansion02\Doodads\HOWLINGFJORD\Fog\HFjord_Fog_05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61507","World\Expansion02\Doodads\HOWLINGFJORD\Fog\HFjord_Fog_04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61508","World\Expansion02\Doodads\HOWLINGFJORD\Fog\HFjord_Fog_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61509","World\Expansion02\Doodads\GrizzlyHills\VentureCo\ND_Grizzly_LogRuns_Water02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61510","World\Expansion02\Doodads\GrizzlyHills\VentureCo\ND_Grizzly_LogRuns_Water01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61511","World\Expansion02\Doodads\GrizzlyHills\VentureCo\LogRun_PumpElevator03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61512","World\Expansion02\Doodads\GrizzlyHills\VentureCo\LogRun_PumpElevator02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61513","World\Expansion02\Doodads\GrizzlyHills\VentureCo\LogRun_PumpElevator01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61514","World\Expansion02\Doodads\GrizzlyHills\VentureCo\LogRun_Pump02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61515","World\Expansion02\Doodads\GrizzlyHills\VentureCo\LogRun_Pump01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61516","World\Expansion02\Doodads\GrizzlyHills\VentureCo\LogRun_Gate.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61517","World\Expansion02\Doodads\GrizzlyHills\VentureCo\GrizzlyHillsLogMachine01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61518","World\Expansion02\Doodads\GrizzlyHills\Trees\Grizzly_AmberPineTree.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61519","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Yellowflower02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61520","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Yellowflower01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61521","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TunnelTree.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61522","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TunnelBridge01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61523","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TreeTrunk06.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61524","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TreeTrunk05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61525","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TreeTrunk04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61526","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TreeTrunk03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61527","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_TreeTrunk01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61528","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree12.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61529","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree11.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61530","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree10.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61531","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree09.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61532","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree08.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61533","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree07.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61534","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree06.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61535","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61536","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61537","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61538","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61539","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Tree01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61540","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Sapling.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61541","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_RopeTree01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61542","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Root04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61543","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Redishflower02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61544","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Redishflower01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61545","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_MushroomGroup03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61546","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_MushroomGroup02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61547","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_MushroomGroup01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61548","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Mushroom03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61549","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Mushroom02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61550","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Mushroom01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61551","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Log05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61552","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Log04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61553","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Log03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61554","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Log02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61555","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Log01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61556","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Greenflower02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61557","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Greenflower01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61558","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Clovers03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61559","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Clovers02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61560","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Clovers01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61561","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Bush06.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61562","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Bush04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61563","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Bush01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61564","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Blurpleflower02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61565","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Blurpleflower01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61566","World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHillsHUGE_Tree.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61567","World\Expansion02\Doodads\GrizzlyHills\Trees\GH_bridgelightbeams.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61568","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Wall05.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61569","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Wall04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61570","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Wall03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61571","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Wall02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61572","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Wall01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61573","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Snowshoe_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61574","World\Expansion02\Doodads\GrizzlyHills\Trappers\Trapper_Potbellystove_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61575","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperSignpost_Sign.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61576","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperSignpost.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61577","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperLamppost_01_Unlit.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61578","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperLamppost_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61579","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperFence_Large03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61580","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperFence_Large01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61581","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperFence_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61582","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperFence_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61583","World\Expansion02\Doodads\GrizzlyHills\Trappers\TrapperFence_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61584","World\Expansion02\Doodads\GrizzlyHills\Trappers\GH_trapperdraping.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61585","World\Expansion02\Doodads\GrizzlyHills\Termites\Termite_Shaft.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61586","World\Expansion02\Doodads\GrizzlyHills\Termites\Termite_Rock02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61587","World\Expansion02\Doodads\GrizzlyHills\Termites\Termite_Rock01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61588","World\Expansion02\Doodads\GrizzlyHills\Termites\TermiteDust.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61589","World\Expansion02\Doodads\GrizzlyHills\Termites\GrizzlyHills_Termite_Tree.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61590","World\Expansion02\Doodads\GrizzlyHills\Termites\GrizzlemawTermiteChunk03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61591","World\Expansion02\Doodads\GrizzlyHills\Termites\GrizzlemawTermiteChunk02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61592","World\Expansion02\Doodads\GrizzlyHills\Termites\GrizzlemawTermiteChunk01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61593","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_RoadLog01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61594","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_FurbolgRoad_Snow_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61595","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_FurbolgRoad_Snow_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61596","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_FurbolgRoad_Snow_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61597","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_FurbolgRoad_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61598","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_FurbolgRoad_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61599","World\Expansion02\Doodads\GrizzlyHills\RoadLogs\GrizzlyHills_FurbolgRoad_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61600","World\Expansion02\Doodads\GrizzlyHills\ROCKS\GrizzlyHills_Rock_Large_02.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61601","World\Expansion02\Doodads\GrizzlyHills\ROCKS\GrizzlyHills_Rock_Large_01.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61602","World\Expansion02\Doodads\GrizzlyHills\ROCKS\GrizzlyHills_Rock_04.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
"61603","World\Expansion02\Doodads\GrizzlyHills\ROCKS\GrizzlyHills_Rock_03.mdx","0","0","0","0","0","0","0","0","0","0","-42.59333","-43.32759","-11.2867","53.83852","43.31153","66.5478","0"
