"ID","Name","Flags","Type","SoundID","SpellID","MaxDarkenDepth","FogDarkenintensity","AmbDarkenintensity","DirDarkenintensity","LightID","ParticleScale","ParticleMovement","ParticleTexSlots","MaterialID","Texture_1","Texture_2","Texture_3","Texture_4","Texture_5","Texture_6","Color_1","Color_2","Float_1","Float_2","Float_3","Float_4","Float_5","Float_6","Float_7","Float_8","Float_9","Float_10","Float_11","Float_12","Float_13","Float_14","Float_15","Float_16","Float_17","Float_18","Int_1","Int_2","Int_3","Int_4"
"881","7VS Nightmare Mist","8","0","31115","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"884","7LN_Spider_OrangeMist","8","0","31115","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"885","7AZ felisle bogfog","8","0","31115","0","0","0","0","0","0","0.5","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"886","NightmareGrizzly","8","0","31115","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"887","7XP Valhallas Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"888","7AZ felisle_felfog","8","0","0","0","0","0","0","0","0","0.5","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"890","Suramar Illuminated Water","15","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\manawater\manawaterdetail01.blp","xtextures\manawater\manawaterdetail02.blp","xtextures\manawater\manawaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\manawater\manawater_shore.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"891","Backup_Ley Line","15","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\ley\leydetail01.blp","xtextures\ley\leydetail02.blp","xtextures\ley\leydiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\foam\waterchop7bw.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"892","UnderRot Fog","8","0","119649","0","0","0","0","0","0","1","0","0","0","xtextures\ocean\01basicwaterheighttex_25.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"894","test- do not use- WMO Water - Interior","15","0","1111","0","0","0","0","0","0","1","0","0","0","XTextures\river\lake_a.%d.blp","proceduralWmoWaterTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"896","WMO Ley Line","15","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\ley\leydetail01.blp","xtextures\ley\leydetail02.blp","xtextures\ley\leydiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\manawater\manawater_shore.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"897","8SWA - Swamp Water - Brown Orange","127","2","0","0","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampalgae_shallow01.blp","xtextures\swamp\swampalgae_mid01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_shore01.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"898","8.0 - Prototype - Swamp Water - Red Orange","115","2","238384","188517","0","0","0","0","6","4","0","0","0","xtextures\swamp\swampdeep02.blp","xtextures\swamp\swampdeep.blp","xtextures\swamp\swampspecular.blp","xtextures\swamp\swampshore.blp","xtextures\swamp\swampemissive.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"899","8SWA - Swamp Water - Green Orange","127","2","0","0","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampalgae_shallow02.blp","xtextures\swamp\swampalgae_mid01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_shore02.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"909","8SWA_Blood Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"915","7.2 Tomb Raid - Avatar Lava - MRN","104","2","238384","0","0","0","0","20","6","4","0","0","0","xtextures\fel\feldeep.blp","xtextures\fel\felshallow.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshore.blp","xtextures\fel\felemissive.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"920","WMO Suramar Illuminated Water","15","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\manawater\manawaterdetail01.blp","xtextures\manawater\manawaterdetail02.blp","xtextures\manawater\manawaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\manawater\manawater_shore.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"923","FelShallow - Argus Orange Fel","122","2","238384","251702","0","0","0","0","3316","4","0","0","0","xtextures\fel\feldeeporange02.blp","xtextures\fel\felshalloworange01.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshorebright.blp","xtextures\fel\felemissiveorange.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924","7.3 Void Water","15","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\void\voiddetail01.blp","xtextures\void\voiddetail01.blp","xtextures\void\voiddiffuse01.blp","xtextures\ocean\newoceanbump.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"926","FelShallow - Argus Orange Fel - Intense","122","2","238384","251702","0","0","0","0","3316","4","0","0","0","xtextures\fel\feldeeporange03.blp","xtextures\fel\felshalloworange02.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshorebright.blp","xtextures\fel\felemissiveorange.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"927","7.3 Void Water - No Glow","15","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\void\voiddetail01.blp","xtextures\void\voiddetail01.blp","xtextures\void\voiddiffuse01.blp","xtextures\ocean\newoceanbump.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"928","Argus Raig Fog","8","0","31115","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"929","FelShallow - Argus Tar Fel","122","2","238384","0","0","0","0","0","3478","3","0","0","0","xtextures\fel\feldeeptar02.blp","xtextures\fel\felshallowtar01.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshoredark.blp","xtextures\fel\felemissivetar.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"931","WMO FelShallow - Argus Orange Fel","122","2","238384","251702","0","0","0","0","3316","4","0","0","0","xtextures\fel\feldeeporange02.blp","xtextures\fel\felshalloworange01.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshorebright.blp","xtextures\fel\felemissiveorange.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"940","8XP Azerite","104","2","0","275760","0","0","0","20","3316","4","0","0","0","xtextures\azerite\azeritedeep.blp","xtextures\azerite\azeritecentercolor.blp","xtextures\azerite\azeriteblend.blp","xtextures\azerite\azerite_basenormal.blp","xtextures\azerite\azeritetranscolor.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"941","8XP Puddle Water","15","0","1112","0","0","0","0","0","0","1","0","0","0","XTextures\river\lake_a.%d.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"943","8DRU Witch Forest Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"945","8SWA - Swamp Water - Blood","127","2","0","0","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampblood_shallow01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampblood_shore01.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"946","8SWA Tar Pits - No Water Walking","122","2","101093","0","0","0","0","0","3478","3","0","0","0","xtextures\fel\feldeeptar02.blp","xtextures\fel\felshallowtar02.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshoredark.blp","xtextures\fel\felemissivetar.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"947","Kul Tiras Ocean","1039","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","XTextures\ocean\ocean_h.%d.blp","proceduralOceanDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"949","8SS_QuillboarFog","8","0","0","0","0","0","0","0","0","0.5","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"951","8XP Azerite (THe Motherlode)","104","2","0","269831","0","0","0","20","3316","4","0","0","0","xtextures\azerite\azeritedeep.blp","xtextures\azerite\azeritecentercolor.blp","xtextures\azerite\azeriteblend.blp","xtextures\azerite\azerite_basenormal.blp","xtextures\azerite\azeritetranscolor.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"952","8KUL - Swamp Water - Brown Orange","127","2","0","0","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampalgae_shallow01.blp","xtextures\swamp\swampalgae_mid01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_shore01.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1055","8XP Slow Water Transparent","15","0","1112","0","0","0","0","0","0","1","0","0","0","XTextures\river\lake_a.%d.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1065","8.1 Sea Priest Raid","15","0","1112","0","0","0","0","0","0","1","0","0","0","XTextures\river\lake_a.%d.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1100","Ocean (Scroll Speed 0.8)","1039","1","1114","0","30","0.5","0.5","0.25","0","1","0","0","0","XTextures\ocean\ocean_h.%d.blp","proceduralOceanDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1132","8.2 Bioluminescent Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\bioluminescent\bioluminescentwater_sparkle2.blp","xtextures\bioluminescent\bioluminescentwater_sparkle3.blp","xtextures\bioluminescent\bioluminescentwaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\bioluminescent\bioluminescentwater_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1133","9CAS Fog Pool","8","0","0","0","0","0","0","0","0","0.10000000149011612","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1135","8.2 Purple Bioluminescent Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\bioluminescent\bioluminescentwater_purple_sparkle2.blp","xtextures\bioluminescent\bioluminescentwater_purple_sparkle3.blp","xtextures\bioluminescent\bioluminescentwaterdiffuse_purple.blp","xtextures\ocean\newoceanbump.blp","xtextures\bioluminescent\bioluminescentwater_purple_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1136","9.0 Bastion Soul River","15","1","1112","317104","30","0.5","2","1","0","1","0","0","0","xtextures\valkyrwater\valkyrwater_sparkle2.blp","xtextures\valkyrwater\valkyrwater_sparkle3.blp","xtextures\valkyrwater\valkyrwaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\valkyrwater\valkyrwater_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1138","9.0 Bastion Soul River Plains","15","1","1112","317104","30","0.5","2","1","0","1","0","0","0","xtextures\valkyrwater\valkyrwater_sparkle2.blp","xtextures\valkyrwater\valkyrwater_sparkle3.blp","xtextures\valkyrwater\valkyrwaterdiffuse02.blp","xtextures\ocean\newoceanbump.blp","xtextures\valkyrwater\valkyrwater_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1140","Black Ink","15","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\river\lake_a.%d.blp","xtextures\fx\blobbybump.blp","XTextures\ocean\newoceanbump.blp","xtextures\river\fast_a.%d.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1141","Ink","15","0","1112","0","0","0","0","0","0","1","0","0","0","XTextures\river\lake_a.%d.blp","proceduralRiverDepthTex","xtextures\ocean\newoceanbump.blp","xtextures\river\fast_a.%d.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1142","Ocean - No Particles","1031","1","1114","0","30","0.5","0.5","0.25","0","1","0","0","0","XTextures\ocean\ocean_h.%d.blp","proceduralOceanDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1143","9CAS - Aether Water","127","2","0","0","0","0","0","0","3585","4","0","0","0","xtextures\swamp\swampblood_shallow01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampblood_shore01.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1145","8RAID Nzoth Magma","120","2","3072","0","0","0","0","0","7","4","0","0","0","XTextures\lava\lava.%d.blp","xtextures\lavanzoth\magma0_nzoth.blp","xtextures\lavanzoth\magma1_nzoth.blp","xtextures\lavanzoth\magma2_nzoth.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1146","9.0 Bastion Soul River Caves","15","1","1112","317104","30","0.5","2","1","0","1","0","0","0","xtextures\valkyrwater\valkyrwater_sparkle2.blp","xtextures\valkyrwater\valkyrwater_sparkle3.blp","xtextures\valkyrwater\valkyrwaterdiffuse03.blp","xtextures\ocean\newoceanbump.blp","xtextures\valkyrwater\valkyrwater_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1147","9ARD_Drust Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1148","9MAW Fog Pool","8","0","0","0","0","0","0","0","0","0.10000000149011612","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1149","Toxic Slime - Deep","104","2","238384","330100","0","0","0","0","6","4","0","0","0","xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp","xtextures\plagueslime\plagueslimeshore.blp","xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp","xtextures\plagueslime\plagueslimeanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1155","Green Liquid Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1156","Red Liquid Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1157","8SWA Tar Pits","126","2","101093","0","0","0","0","0","3478","3","0","0","0","xtextures\fel\feldeeptar02.blp","xtextures\fel\felshallowtar02.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshoredark.blp","xtextures\fel\felemissivetar.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1158","Friendly Slime - Shallow","106","3","3880","0","0","0","0","0","5085","4","0","0","0","xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp","xtextures\plagueslime\plagueslimeshorelowcontrast.blp","xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp","xtextures\plagueslime\plagueslimeanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1159","Friendly Slime - Medium","104","2","3880","0","0","0","0","0","5085","4","0","0","0","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp","xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp","xtextures\plagueslime\plagueslimeanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1160","Toxic Slime - Medium","104","2","238384","330065","0","0","0","0","5085","4","0","0","0","xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp","xtextures\plagueslime\plagueslimeshore.blp","xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp","xtextures\plagueslime\plagueslimeanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1161","Toxic Slime - Shallow","106","2","3880","330065","0","0","0","0","5085","4","0","0","0","xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp","xtextures\plagueslime\plagueslimeshorelowcontrast.blp","xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp","xtextures\plagueslime\plagueslimeanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1162","9.0 Arden Bioluminescent Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\bioluminescent\bioluminescentwater_arden_sparkle2.blp","xtextures\bioluminescent\bioluminescentwater_arden_sparkle3.blp","xtextures\bioluminescent\bioluminescentwaterdiffuse_arden.blp","xtextures\ocean\newoceanbump.blp","xtextures\bioluminescent\bioluminescentwater_arden_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1163","9.0 Arden Fae Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\ley\leydetail01_arden.blp","xtextures\ley\leydetail02_arden.blp","xtextures\ley\leydiffuse_arden.blp","xtextures\ocean\newoceanbump.blp","xtextures\bioluminescent\bioluminescentwater_arden_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1164","Orange Liquid Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1165","Purple Liquid Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1170","9MAL - Dark Water","15","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\river\lake_a.%d.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\foam\waterchop7bw.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1174","10FX - Generic - Lava - Solid - Exterior - (0.5 Depth)","123","2","238384","372339","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow.blp","xtextures\10_lava\fx_lava_deep.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore.blp","xtextures\10_lava\fx_lava_emissive.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1177","10FX - Generic - Lava - Molten - Exterior - (0.5 Depth)","603","2","238384","372339","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow_molten.blp","xtextures\10_lava\fx_lava_deep_molten.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore_molten.blp","xtextures\10_lava\fx_lava_emissive_molten.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1188","9.2 Progenitor Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\progenitor\progenitorwater_sparkle02.blp","xtextures\progenitor\progenitorwater_sparkle03.blp","xtextures\progenitor\progenitorwaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\progenitor\progenitorwater_sparkle01.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1190","9PRG Raid Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1191","10FX - Generic - Lava - Solid - Interior - (0.5 Depth)","123","2","238384","372339","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow.blp","xtextures\10_lava\fx_lava_deep.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore.blp","xtextures\10_lava\fx_lava_emissive.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1192","10FX - Generic - Lava - Molten -  Interior - (0.3 Depth)","123","2","238384","372339","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow_molten.blp","xtextures\10_lava\fx_lava_deep_molten.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore_molten.blp","xtextures\10_lava\fx_lava_emissive_molten.blp","xtextures\azerite\bc5azeriteanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1193","10.0 Tyrhold Eternity Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic02.blp","xtextures\eternitywater\eternitywater_magic01.blp","xtextures\eternitywater\eternitywaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic03.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
