ID,Flags,AttachmentID,AttachmentOffsetX,AttachmentOffsetY,AttachmentOffsetZ,EnterPreDelay,EnterSpeed,EnterGravity,EnterMinDuration,EnterMaxDuration,EnterMinArcHeight,EnterMaxArcHeight,EnterAnimStart,EnterAnimLoop,RideAnimStart,RideAnimLoop,RideUpperAnimStart,RideUpperAnimLoop,ExitPreDelay,ExitSpeed,ExitGravity,ExitMinDuration,ExitMaxDuration,ExitMinArcHeight,ExitMaxArcHeight,ExitAnimStart,ExitAnimLoop,ExitAnimEnd,PassengerYaw,PassengerPitch,PassengerRoll,PassengerAttachmentID,VehicleEnterAnim,VehicleExitAnim,VehicleRideAnimLoop,VehicleEnterAnimBone,VehicleExitAnimBone,VehicleRideAnimBone,VehicleEnterAnimDelay,VehicleExitAnimDelay,VehicleAbilityDisplay,EnterUISoundID,ExitUISoundID,UiSkin,FlagsB,CameraEnteringDelay,CameraEnteringDuration,CameraExitingDelay,CameraExitingDuration,CameraOffsetX,CameraOffsetY,CameraOffsetZ,CameraPosChaseRate,CameraFacingChaseRate,CameraEnteringZoom,CameraSeatZoomMin,CameraSeatZoomMax
1406,33588235,14,0,0,0,0,7,19.29,0.4,0.8,0.8,4,37,38,96,97,-1,97,0,7,19.29,0.5,1,0.8,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,33588235,15,0,0,0,0,7,19.29,0.4,0.8,0.8,4,37,38,96,97,-1,97,0,7,19.29,0.5,1,0.8,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,33588235,16,0,0,0,0,7,19.29,0.4,0.8,0.8,4,37,38,96,97,-1,97,0,7,19.29,0.5,1,0.8,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,1662028811,13,0,0,0,0,7,19.29,0.7,2,1.5,4,37,38,-1,91,-1,91,0,7,19.29,0.7,2,1.5,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1431,33554439,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,33619987,21,-0.75,0,0.2,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,1645251083,1,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1457,1712359434,2,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,103,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,17,0,0,0,0,0,0,0,0,0,0,0,0
1458,33587721,2,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,102,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,34635790,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,97,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,33587214,2,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,120,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,1074823178,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,33587308,21,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,216,220,220,0,7,19.29,0,1,0,4,218,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,33587212,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,220,217,217,0,7,19.29,0,0,1,4,219,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,33587212,14,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,220,217,217,0,7,19.29,0,0,1,4,218,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,33587212,15,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,220,216,216,0,7,19.29,0,0,1,4,219,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,33587212,16,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,220,216,216,0,7,19.29,0,0,1,4,218,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,1191217679,1,0,0,1,0,7,19.29,0.4,0.8,0.8,4,37,38,-1,104,128,123,0,7,19.29,0.5,2,0.5,2,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,1107331087,2,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,120,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,1644169646,2,-1.5,0,1,0,7,19.29,0,0,1,4,37,38,-1,104,128,63,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,3,10,0,0,0,0,0
1520,1644201995,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,441352202,5,1.25,0,-2,0,7,19.29,0,0,1,4,-1,-1,-1,132,1,6,0,100,19.29,0,0,1,4,37,38,39,0,0,0,-1,245,411,280,7,7,7,0.9,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,33588234,1,-1.25,-1.75,2.5,0,7,19.29,0,0,1,4,37,38,-1,104,-1,-1,0,7,19.29,0,0,1,4,37,40,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,33588239,0,0.15,0,-0.08,0,7,19.29,0,0,1,4,37,38,-1,0,0,0,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,33555459,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,33619987,21,-0.75,0,0.2,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,33590287,5,1.2,0.1,3.73,0,7,19.29,0,0,1,4,37,38,96,97,96,97,0,7,0,0,0,3,10,135,135,135,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,1729136651,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,1,1.5,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1556,1192281099,15,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,1,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,524305,0,0,0,0,0,0,0,0,0,0,0,0
1557,1192281099,16,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,1,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,524305,0,0,0,0,0,0,0,0,0,0,0,0
1559,33587215,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,33587215,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,1107331083,21,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,1073774607,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,1645250575,9,-0.5,0.85,0.6,0,7,19.29,0,0,1,4,37,38,-1,102,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,33587215,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,32909,21,0,0,-0.5,0,7,19.29,0,0,1,4,131,132,131,132,131,132,0,7,19.29,0,0,1,4,40,40,1,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1107331083,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,1108346895,10,0,0,-0.25,0,7,19.29,0,0,1,4,37,38,-1,120,128,120,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1642,33554447,10,0.25,0,-0.1,0,7,19.29,0,0,1,4,37,38,-1,97,-1,97,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1729104399,-1,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,524305,0,0,0,0,0,0,0,0,0,0,0,0
1648,1729137163,13,0.2,0,0,0,7,19.29,0.5,1.5,1,4,37,38,-1,91,128,123,0,7,19.29,0,1,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1649,1192264203,14,0,0,0,0,7,19.29,0.5,1.5,1,4,37,38,-1,91,128,123,0,7,19.29,0,1,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1650,1192264203,15,0,0,0,0,7,19.29,0.5,1.5,1,4,37,38,-1,91,128,123,0,7,19.29,0,1,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1652,50357256,20,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,2621460,0,0,0,0,0,0,0,0,0,0,0,0
1662,117457929,20,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,33587211,21,-0.2,0,-0.6,0,7,19.29,0,0,1,4,37,38,91,115,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,1107298319,10,0.8,0,-0.2,0,7,19.29,0,0,1,4,37,38,-1,102,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,33554447,0,-0.2,0.8,-1.6,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,1644169227,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1706,33554447,21,1.9,0,-0.2,0,7,19.29,0,0,1,4,37,38,-1,115,48,48,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,-33372049,-1,-1.5,0,1.5,0,4,-3,0.5,1.5,-1,0,193,193,-1,193,-1,52,0,4,8,0.5,1.3,0,2,-1,193,-1,0,0,0,-1,185,82,195,4,-1,4,1,1,1,0,0,0,527425,0,2,0,2,0,0,-0.5,0,0,5,10,50
1773,33611787,-1,0,0,0,0,7,19.29,0.6,1,1.5,4,-1,-1,-1,-1,-1,-1,0,7,19.29,0.6,1.2,1.5,4,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,33611787,-1,0,0,0,0,7,19.29,0.6,1,1.5,4,-1,-1,-1,-1,-1,-1,0,7,19.29,0.6,1.2,1.5,4,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,1644464139,21,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,94,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,33587210,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,33587211,21,0,0,0,0,22,19.29,0,0,1,4,37,38,-1,102,128,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,1107298315,14,0,0,0,0,22,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,1108379695,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,13837,13835,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1806,1048591,1,-1.9,0,-1.3,0,7,19.29,0,0,1,4,225,225,131,132,131,132,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,1108346895,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,74,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,33554443,13,0,0,-1,0,7,19.29,0,0,1,4,37,38,-1,102,103,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,1644202507,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,2,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1112442955,1,-2,0,-0.4,0,7,19.29,0.7,1.3,1,2,37,132,-1,132,-1,68,0,10,19.29,0.3,2,1,4,37,38,121,0.523599,0,0,-1,228,32,83,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,33587211,21,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,1107298315,9,-1,-0.2,0.6,0,7,19.29,0,0,1,4,37,38,-1,132,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,34,-1,-1,94,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,-565255089,9,-0.35,0,0.1,0,7,19.29,0.7,1.3,1,2,37,38,-1,91,-1,68,0,10,19.29,0.3,2,1,4,37,38,39,0,0,0,-1,54,32,195,-1,-1,4,1,0.35,1,0,0,0,35127297,0.2,1,0,0,0,0,-2,5,0,0,0,0
1866,1661995526,1,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,402653184,0,0,0,0,0,0,0,0,0,0,0,0
1869,1661995526,1,0,0,-1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,402653184,0,0,0,0,0,0,0,0,0,0,0,0
1871,1644464139,21,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,94,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,1107298822,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,34604555,2,0,0,1.25,0,7,19.29,0,0,1,4,37,38,-1,120,128,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,1661995015,13,-2.5,0,1,0,7,19.29,0,0,1,4,37,38,-1,104,128,195,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,1245708303,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1902,34635787,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,1660979211,13,0,0,-0.1,0,7,19.29,0,0,1,4,37,38,97,97,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,33554445,1,-1,0,0,0,7,19.29,0,0,1,4,-1,-1,-1,102,131,132,0,7,19.29,0,0,1,4,37,38,39,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,33619983,10,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,1662028299,9,0,0,0.6,0,7,19.29,0,0,1,4,37,38,-1,132,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1927,1645218318,13,0,0,0,0,7,19.29,0,0,1,4,128,123,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,-2113929205,14,0,0,0,0,7,19.29,1.5,1.5,1,4,37,38,-1,500,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1048624,0,0,0,0,0,0,0,0,0,0,0,0
1963,33556491,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,407797898,14,0,-0.75,-5,0,7,19.29,0,0,1,4,37,38,-1,32,17,5,0,30,30,0,0,0,0,17,32,10,0,0,-0.087266,-1,455,457,456,-1,-1,-1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,9,5,-0.15,0,-0.05,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1108379659,21,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,1645217807,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,74,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,407797770,5,1.25,0,-2,0,7,19.29,0,0,1,4,37,38,-1,132,17,5,0,100,19.29,0,0,0,1,17,32,10,0,0,0,-1,245,411,280,7,7,7,0.89,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1729136651,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,14,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,1192281099,15,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,524289,0,0,0,0,0,0,0,0,0,0,0,0
2024,1192281099,16,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,524289,0,0,0,0,0,0,0,0,0,0,0,0
2029,1712326671,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,484,128,123,0,14,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,1645251083,9,0,0,0.6,0,7,19.29,0,0,1,4,37,38,-1,132,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,1107363863,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,1,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,1645250575,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,1645217799,1,-1,0,0.25,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,1644202507,9,0,0,0.6,0,7,19.29,0,0,1,4,37,38,-1,132,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,1,10,-0.2,0,-0.2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,3.141593,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,32779,21,0,0,0,0,7,19.29,0,2,5,7,37,38,91,91,-1,-1,0,7,19.29,0,0,1,4,469,470,471,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
