"ID","RaceID","SexID","BaseSection","TextureName_1","TextureName_2","TextureName_3","Flags","VariationIndex","ColorIndex"
"2589","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_05.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_05.blp","","1","4","5"
"2590","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_06.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_06.blp","","1","4","6"
"2591","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_07.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_07.blp","","1","4","7"
"2592","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_08.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_08.blp","","1","4","8"
"2593","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_09.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_09.blp","","1","4","9"
"2594","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_10.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_10.blp","","1","4","10"
"2595","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_11.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_11.blp","","1","4","11"
"2596","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_12.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_12.blp","","1","4","12"
"2597","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_13.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_13.blp","","1","4","13"
"2598","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_14.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_14.blp","","1","4","14"
"2599","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_15.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_15.blp","","1","4","15"
"2600","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_16.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_16.blp","","1","4","16"
"2601","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_17.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_17.blp","","1","4","17"
"2602","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_18.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_18.blp","","1","4","18"
"10650","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_19.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_19.blp","","5","4","19"
"10655","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_20.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_20.blp","","5","4","20"
"10660","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower04_21.blp","Character\Tauren\Male\TaurenMaleFaceUpper04_21.blp","","5","4","21"
"13372","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_00.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_00.blp","","5","5","0"
"13373","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_01.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_01.blp","","5","5","1"
"13374","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_02.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_02.blp","","5","5","2"
"13375","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_03.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_03.blp","","5","5","3"
"13376","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_04.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_04.blp","","5","5","4"
"13377","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_05.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_05.blp","","5","5","5"
"13378","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_06.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_06.blp","","5","5","6"
"13379","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_07.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_07.blp","","5","5","7"
"13380","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_08.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_08.blp","","5","5","8"
"13381","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_09.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_09.blp","","5","5","9"
"13382","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_10.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_10.blp","","5","5","10"
"13383","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_11.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_11.blp","","5","5","11"
"13384","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_12.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_12.blp","","5","5","12"
"13385","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_13.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_13.blp","","5","5","13"
"13386","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_14.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_14.blp","","5","5","14"
"13387","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_15.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_15.blp","","5","5","15"
"13388","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_16.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_16.blp","","5","5","16"
"13389","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_17.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_17.blp","","5","5","17"
"13390","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower05_18.blp","Character\Tauren\Male\TaurenMaleFaceUpper05_18.blp","","5","5","18"
"13391","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_00.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_00.blp","","5","6","0"
"13392","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_01.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_01.blp","","5","6","1"
"13393","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_02.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_02.blp","","5","6","2"
"13394","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_03.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_03.blp","","5","6","3"
"13395","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_04.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_04.blp","","5","6","4"
"13396","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_05.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_05.blp","","5","6","5"
"13397","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_06.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_06.blp","","5","6","6"
"13398","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_07.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_07.blp","","5","6","7"
"13399","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_08.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_08.blp","","5","6","8"
"13400","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_09.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_09.blp","","5","6","9"
"13401","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_10.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_10.blp","","5","6","10"
"13402","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_11.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_11.blp","","5","6","11"
"13403","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_12.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_12.blp","","5","6","12"
"13404","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_13.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_13.blp","","5","6","13"
"13405","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_14.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_14.blp","","5","6","14"
"13406","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_15.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_15.blp","","5","6","15"
"13407","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_16.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_16.blp","","5","6","16"
"13408","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_17.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_17.blp","","5","6","17"
"13409","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower06_18.blp","Character\Tauren\Male\TaurenMaleFaceUpper06_18.blp","","5","6","18"
"13410","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_00.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_00.blp","","5","7","0"
"13411","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_01.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_01.blp","","5","7","1"
"13412","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_02.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_02.blp","","5","7","2"
"13413","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_03.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_03.blp","","5","7","3"
"13414","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_04.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_04.blp","","5","7","4"
"13415","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_05.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_05.blp","","5","7","5"
"13416","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_06.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_06.blp","","5","7","6"
"13417","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_07.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_07.blp","","5","7","7"
"13418","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_08.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_08.blp","","5","7","8"
"13419","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_09.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_09.blp","","5","7","9"
"13420","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_10.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_10.blp","","5","7","10"
"13421","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_11.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_11.blp","","5","7","11"
"13422","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_12.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_12.blp","","5","7","12"
"13423","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_13.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_13.blp","","5","7","13"
"13424","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_14.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_14.blp","","5","7","14"
"13425","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_15.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_15.blp","","5","7","15"
"13426","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_16.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_16.blp","","5","7","16"
"13427","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_17.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_17.blp","","5","7","17"
"13428","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower07_18.blp","Character\Tauren\Male\TaurenMaleFaceUpper07_18.blp","","5","7","18"
"13429","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_00.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_00.blp","","5","8","0"
"13430","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_01.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_01.blp","","5","8","1"
"13431","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_02.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_02.blp","","5","8","2"
"13432","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_03.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_03.blp","","5","8","3"
"13433","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_04.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_04.blp","","5","8","4"
"13434","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_05.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_05.blp","","5","8","5"
"13435","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_06.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_06.blp","","5","8","6"
"13436","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_07.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_07.blp","","5","8","7"
"13437","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_08.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_08.blp","","5","8","8"
"13438","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_09.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_09.blp","","5","8","9"
"13439","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_10.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_10.blp","","5","8","10"
"13440","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_11.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_11.blp","","5","8","11"
"13441","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_12.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_12.blp","","5","8","12"
"13442","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_13.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_13.blp","","5","8","13"
"13443","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_14.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_14.blp","","5","8","14"
"13444","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_15.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_15.blp","","5","8","15"
"13445","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_16.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_16.blp","","5","8","16"
"13446","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_17.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_17.blp","","5","8","17"
"13447","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower08_18.blp","Character\Tauren\Male\TaurenMaleFaceUpper08_18.blp","","5","8","18"
"13448","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_00.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_00.blp","","5","9","0"
"13449","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_01.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_01.blp","","5","9","1"
"13450","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_02.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_02.blp","","5","9","2"
"13451","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_03.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_03.blp","","5","9","3"
"13452","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_04.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_04.blp","","5","9","4"
"13453","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_05.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_05.blp","","5","9","5"
"13454","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_06.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_06.blp","","5","9","6"
"13455","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_07.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_07.blp","","5","9","7"
"13456","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_08.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_08.blp","","5","9","8"
"13457","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_09.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_09.blp","","5","9","9"
"13458","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_10.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_10.blp","","5","9","10"
"13459","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_11.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_11.blp","","5","9","11"
"13460","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_12.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_12.blp","","5","9","12"
"13461","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_13.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_13.blp","","5","9","13"
"13462","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_14.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_14.blp","","5","9","14"
"13463","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_15.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_15.blp","","5","9","15"
"13464","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_16.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_16.blp","","5","9","16"
"13465","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_17.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_17.blp","","5","9","17"
"13466","6","0","1","Character\Tauren\Male\TaurenMaleFaceLower09_18.blp","Character\Tauren\Male\TaurenMaleFaceUpper09_18.blp","","5","9","18"
"2603","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","0","0"
"2604","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","0","1"
"2605","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","0","2"
"14028","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","0","3"
"2606","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","1","0"
"2607","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","1","1"
"2608","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","1","2"
"14031","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","1","3"
"2609","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","2","0"
"2610","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","2","1"
"2611","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","2","2"
"14034","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","2","3"
"2612","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","3","0"
"2613","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","3","1"
"2614","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","3","2"
"14037","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","3","3"
"2615","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","4","0"
"2616","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","4","1"
"2617","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","4","2"
"14040","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","4","3"
"2618","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","5","0"
"2619","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","5","1"
"2620","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","5","2"
"14043","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","5","3"
"2621","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","6","0"
"2622","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","6","1"
"2623","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","6","2"
"14046","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","6","3"
"2624","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","17","7","0"
"2625","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","17","7","1"
"2626","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","17","7","2"
"14049","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","7","3"
"9289","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","18","8","0"
"9290","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","18","8","1"
"9291","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","18","8","2"
"14052","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","8","3"
"9292","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","18","9","0"
"9293","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","18","9","1"
"9294","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","18","9","2"
"14055","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","9","3"
"9295","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","18","10","0"
"9296","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","18","10","1"
"9297","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","18","10","2"
"14058","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","10","3"
"9298","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","18","11","0"
"9299","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","18","11","1"
"9300","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","18","11","2"
"14061","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","11","3"
"9301","6","0","3","Character\Tauren\TAURENHORNS_01.blp","","","18","12","0"
"9302","6","0","3","Character\Tauren\TAURENHORNS_02.blp","","","18","12","1"
"9303","6","0","3","Character\Tauren\TAURENHORNS_03.blp","","","18","12","2"
"14064","6","0","3","Character\Tauren\TAURENHORNS_04.blp","","","8","12","3"
"2627","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_00.blp","","","17","0","0"
"2628","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_01.blp","","","17","0","1"
"2629","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_02.blp","","","17","0","2"
"2630","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_03.blp","","","17","0","3"
"2631","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_04.blp","","","17","0","4"
"2632","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_05.blp","","","17","0","5"
"2633","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_06.blp","","","17","0","6"
"2634","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_07.blp","","","17","0","7"
"2635","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_08.blp","","","17","0","8"
"2636","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_09.blp","","","17","0","9"
"2637","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_10.blp","","","17","0","10"
"2638","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_11.blp","","","17","0","11"
"2639","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_12.blp","","","17","0","12"
"2640","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_13.blp","","","17","0","13"
"2641","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_14.blp","","","17","0","14"
"2642","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_15.blp","","","17","0","15"
"2643","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_16.blp","","","17","0","16"
"2644","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_17.blp","","","17","0","17"
"2645","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_18.blp","","","17","0","18"
"10651","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_19.blp","","","5","0","19"
"10656","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_20.blp","","","5","0","20"
"10661","6","0","4","Character\Tauren\Male\TaurenMaleNakedPelvisSkin00_21.blp","","","5","0","21"
"2646","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_00.blp","Character\Tauren\Female\TaurenFemaleSkin00_00_Extra.blp","","17","0","0"
"2647","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_01.blp","Character\Tauren\Female\TaurenFemaleSkin00_00_Extra.blp","","17","0","1"
"2648","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_02.blp","Character\Tauren\Female\TaurenFemaleSkin00_02_Extra.blp","","17","0","2"
"2649","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_03.blp","Character\Tauren\Female\TaurenFemaleSkin00_02_Extra.blp","","17","0","3"
"2650","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_04.blp","Character\Tauren\Female\TaurenFemaleSkin00_04_Extra.blp","","17","0","4"
"2651","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_05.blp","Character\Tauren\Female\TaurenFemaleSkin00_04_Extra.blp","","17","0","5"
"2652","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_06.blp","Character\Tauren\Female\TaurenFemaleSkin00_06_Extra.blp","","17","0","6"
"2653","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_07.blp","Character\Tauren\Female\TaurenFemaleSkin00_06_Extra.blp","","17","0","7"
"2654","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_08.blp","Character\Tauren\Female\TaurenFemaleSkin00_08_Extra.blp","","17","0","8"
"2655","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_09.blp","Character\Tauren\Female\TaurenFemaleSkin00_08_Extra.blp","","17","0","9"
"2656","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_10.blp","Character\Tauren\Female\TaurenFemaleSkin00_10_Extra.blp","","17","0","10"
"10632","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_11.blp","Character\Tauren\Female\TaurenFemaleSkin00_11_Extra.blp","","5","0","11"
"10637","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_12.blp","Character\Tauren\Female\TaurenFemaleSkin00_12_Extra.blp","","5","0","12"
"10642","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_13.blp","Character\Tauren\Female\TaurenFemaleSkin00_13_Extra.blp","","5","0","13"
"14025","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_100.blp","Character\Tauren\Female\TaurenFemaleSkin00_00_Extra.blp","","8","0","14"
"14026","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_101.blp","Character\Tauren\Female\TaurenFemaleSkin00_00_Extra.blp","","8","0","15"
"14027","6","1","0","Character\Tauren\Female\TaurenFemaleSkin00_102.blp","Character\Tauren\Female\TaurenFemaleSkin00_00_Extra.blp","","8","0","16"
"2657","6","1","1","Character\Tauren\Female\TaurenFemaleFaceLower00_00.blp","Character\Tauren\Female\TaurenFemaleFaceUpper00_00.blp","","1","0","0"
"2658","6","1","1","Character\Tauren\Female\TaurenFemaleFaceLower00_00.blp","Character\Tauren\Female\TaurenFemaleFaceUpper00_00.blp","","1","0","1"
"2659","6","1","1","Character\Tauren\Female\TaurenFemaleFaceLower00_02.blp","Character\Tauren\Female\TaurenFemaleFaceUpper00_02.blp","","1","0","2"
"2660","6","1","1","Character\Tauren\Female\TaurenFemaleFaceLower00_02.blp","Character\Tauren\Female\TaurenFemaleFaceUpper00_02.blp","","1","0","3"
"2661","6","1","1","Character\Tauren\Female\TaurenFemaleFaceLower00_04.blp","Character\Tauren\Female\TaurenFemaleFaceUpper00_04.blp","","1","0","4"
