"ID","HighlightSky","LightSkyboxID","CloudTypeID","Glow","WaterShallowAlpha","WaterDeepAlpha","OceanShallowAlpha","OceanDeepAlpha"
"1210","1","1440","0","0","0","0","0","0"
"1211","1","1440","0","0","0","0","0","0"
"1212","1","1440","0","0","0","0","0","0"
"1213","1","1440","0","0","0","0","0","0"
"1214","1","1440","0","0","0","0","0","0"
"1215","0","0","0","0","0","0","0","0"
"1216","1","1440","0","0","0","0","0","0"
"1217","0","0","0","0","0","0","0","0"
"1218","0","0","0","0","0","0","0","0"
"1219","0","0","0","0","0","0","0","0"
"1220","0","0","0","0","0","0","0","0"
"1221","0","0","0","0","0","0","0","0"
"1222","0","0","0","0","0","0","0","0"
"1223","1","1440","0","0","0","0","0","0"
"1224","1","1440","0","0","0","0","0","0"
"1225","1","1440","0","0","0","0","0","0"
"1226","1","1440","0","0","0","0","0","0"
"1227","1","1440","0","0","0","0","0","0"
"1228","1","1440","0","0","0","0","0","0"
"1229","1","1440","0","0","0","0","0","0"
"1230","1","1440","0","0","0","0","0","0"
"1231","1","1440","0","0","0","0","0","0"
"1232","1","1440","0","0","0","0","0","0"
"1233","0","0","0","0","0","0","0","0"
"1234","1","1440","0","0","0","0","0","0"
"1235","0","0","0","0","0","0","0","0"
"1236","0","0","0","0","0","0","0","0"
"1237","0","0","0","0","0","0","0","0"
"1238","0","0","0","0","0","0","0","0"
"1239","0","0","0","0","0","0","0","0"
"1240","0","0","0","0","0","0","0","0"
"1241","1","1440","0","0","0","0","0","0"
"1242","1","1440","0","0","0","0","0","0"
"1243","2","0","1440","0","0","0","0","0"
"1244","2","0","1440","0","0","0","0","0"
"1245","1","1440","0","0","0","0","0","0"
"1246","2","0","1440","0","0","0","0","0"
"1247","2","0","1440","0","0","0","0","0"
"1248","2","0","1440","0","0","0","0","0"
"1249","2","0","1440","0","0","0","0","0"
"1250","2","0","1440","0","0","0","0","0"
"1251","1","1440","0","0","0","0","0","0"
"1252","2","0","1440","0","0","0","0","0"
"1253","2","0","1440","0","0","0","0","0"
"1254","2","0","1440","0","0","0","0","0"
"1255","1","1440","0","0","0","0","0","0"
"1256","1","1440","0","0","0","0","0","0"
"1257","2","0","1440","0","0","0","0","0"
"1258","2","0","1440","0","0","0","0","0"
"1259","2","0","1440","0","0","0","0","0"
"1260","2","0","1440","0","0","0","0","0"
"1261","1","1440","0","0","0","0","0","0"
"1262","1","1440","0","0","0","0","0","0"
"1263","1","1440","0","0","0","0","0","0"
"1264","1","1440","0","0","0","0","0","0"
"1265","1","1440","0","0","0","0","0","0"
"1266","1","1440","0","0","0","0","0","0"
"1267","1","1440","0","0","0","0","0","0"
"1268","1","1440","0","0","0","0","0","0"
"1269","1","1440","0","0","0","0","0","0"
"1270","1","1440","0","0","0","0","0","0"
"1271","1","1440","0","0","0","0","0","0"
"1272","1","1440","0","0","0","0","0","0"
"1273","0","0","0","0","0","0","0","0"
"1274","0","0","0","0","0","0","0","0"
"1275","4","0","720","1440","2160","0","0","0"
"1276","4","0","720","1440","2160","0","0","0"
"1277","4","0","720","1440","2160","0","0","0"
"1278","4","0","720","1440","2160","0","0","0"
"1279","9","0","360","720","840","1440","2040","2160"
"1280","6","0","360","720","1440","2160","2520","0"
"1281","7","0","360","720","1440","2160","2280","2520"
"1282","7","0","360","720","780","1440","2160","2520"
"1283","9","0","360","690","780","1440","2140","2160"
"1284","10","0","360","720","780","840","1440","2100"
"1285","11","0","360","690","720","840","1440","1980"
"1286","10","0","360","720","840","1440","1980","2100"
"1287","6","0","360","720","1440","2160","2520","0"
"1288","8","0","360","720","750","1440","2130","2160"
"1289","7","0","360","720","1440","2160","2280","2400"
"1290","6","360","720","1440","2160","2280","2360","0"
"1291","9","540","600","720","900","1440","2100","2160"
"1292","5","360","720","1440","2160","2520","0","0"
"1293","4","0","360","1440","2520","0","0","0"
"1294","6","0","360","840","1440","2040","2220","0"
"1295","4","0","360","1440","2520","0","0","0"
"1296","6","0","360","840","1440","2280","2400","0"
"1297","1","1440","0","0","0","0","0","0"
"1298","1","1440","0","0","0","0","0","0"
"1299","1","1440","0","0","0","0","0","0"
"1300","1","1440","0","0","0","0","0","0"
"1301","1","1440","0","0","0","0","0","0"
"1302","1","1440","0","0","0","0","0","0"
"1303","1","1440","0","0","0","0","0","0"
"1304","1","1440","0","0","0","0","0","0"
"1305","0","0","0","0","0","0","0","0"
"1306","1","1440","0","0","0","0","0","0"
"1307","0","0","0","0","0","0","0","0"
"1308","0","0","0","0","0","0","0","0"
"1309","0","0","0","0","0","0","0","0"
"1310","0","0","0","0","0","0","0","0"
"1311","0","0","0","0","0","0","0","0"
"1312","0","0","0","0","0","0","0","0"
"1313","1","1440","0","0","0","0","0","0"
"1314","1","1440","0","0","0","0","0","0"
"1315","2","0","1440","0","0","0","0","0"
"1316","2","0","1440","0","0","0","0","0"
"1317","1","1440","0","0","0","0","0","0"
"1318","2","0","1440","0","0","0","0","0"
"1319","2","0","1440","0","0","0","0","0"
"1320","2","0","1440","0","0","0","0","0"
"1321","2","0","1440","0","0","0","0","0"
"1322","2","0","1440","0","0","0","0","0"
"1323","2","0","1440","0","0","0","0","0"
"1324","2","0","1440","0","0","0","0","0"
"1325","2","0","1440","0","0","0","0","0"
"1326","1","1440","0","0","0","0","0","0"
"1327","1","1440","0","0","0","0","0","0"
"1328","1","1440","0","0","0","0","0","0"
"1329","0","0","0","0","0","0","0","0"
"1330","0","0","0","0","0","0","0","0"
"1331","0","0","0","0","0","0","0","0"
"1332","0","0","0","0","0","0","0","0"
"1333","2","0","1440","0","0","0","0","0"
"1334","2","0","1440","0","0","0","0","0"
"1335","3","0","720","1440","0","0","0","0"
"1336","3","0","720","1440","0","0","0","0"
"1337","3","0","720","1440","0","0","0","0"
"1338","3","0","720","1440","0","0","0","0"
"1339","3","0","720","1440","0","0","0","0"
"1340","3","0","720","1440","0","0","0","0"
"1341","3","0","720","1440","0","0","0","0"
"1342","2","0","1440","0","0","0","0","0"
"1343","3","0","720","1440","0","0","0","0"
"1344","3","0","720","1440","0","0","0","0"
"1345","4","0","720","1440","2160","0","0","0"
"1346","0","0","0","0","0","0","0","0"
"1347","0","0","0","0","0","0","0","0"
"1348","0","0","0","0","0","0","0","0"
"1349","0","0","0","0","0","0","0","0"
"1350","0","0","0","0","0","0","0","0"
"1351","2","0","1440","0","0","0","0","0"
"1352","2","0","1440","0","0","0","0","0"
"1353","2","0","1440","0","0","0","0","0"
"1354","2","0","1440","0","0","0","0","0"
"1355","2","0","1440","0","0","0","0","0"
"1356","2","0","1440","0","0","0","0","0"
"1357","2","0","1440","0","0","0","0","0"
"1358","2","0","1440","0","0","0","0","0"
"1359","2","0","1440","0","0","0","0","0"
"1360","2","0","1440","0","0","0","0","0"
"1361","2","0","1440","0","0","0","0","0"
"1362","1","1440","0","0","0","0","0","0"
"1363","1","1440","0","0","0","0","0","0"
"1364","1","1440","0","0","0","0","0","0"
"1365","2","0","1440","0","0","0","0","0"
"1366","2","0","1440","0","0","0","0","0"
"1367","2","0","1440","0","0","0","0","0"
"1368","2","0","1440","0","0","0","0","0"
"1369","2","0","1440","0","0","0","0","0"
"1370","2","0","1440","0","0","0","0","0"
"1371","2","0","1440","0","0","0","0","0"
"1372","2","0","1440","0","0","0","0","0"
"1373","2","0","1440","0","0","0","0","0"
"1374","2","0","1440","0","0","0","0","0"
"1375","2","0","1440","0","0","0","0","0"
"1376","2","0","1440","0","0","0","0","0"
"1377","1","1440","0","0","0","0","0","0"
"1378","2","0","1440","0","0","0","0","0"
"1379","2","1440","2870","0","0","0","0","0"
"1380","2","1440","2870","0","0","0","0","0"
"1381","1","1440","0","0","0","0","0","0"
"1382","1","1440","0","0","0","0","0","0"
"1383","0","0","0","0","0","0","0","0"
"1384","0","0","0","0","0","0","0","0"
"1385","0","0","0","0","0","0","0","0"
"1386","0","0","0","0","0","0","0","0"
"1387","1","1440","0","0","0","0","0","0"
"1388","1","1440","0","0","0","0","0","0"
"1389","1","1440","0","0","0","0","0","0"
"1390","1","1440","0","0","0","0","0","0"
"1391","1","1440","0","0","0","0","0","0"
"1392","1","1440","0","0","0","0","0","0"
"1393","1","1440","0","0","0","0","0","0"
"1394","1","1440","0","0","0","0","0","0"
"1395","1","1440","0","0","0","0","0","0"
"1396","1","1440","0","0","0","0","0","0"
"1397","1","1440","0","0","0","0","0","0"
"1398","1","1440","0","0","0","0","0","0"
"1399","0","0","0","0","0","0","0","0"
"1400","0","0","0","0","0","0","0","0"
"1401","0","0","0","0","0","0","0","0"
"1402","0","0","0","0","0","0","0","0"
"1403","0","0","0","0","0","0","0","0"
"1404","0","0","0","0","0","0","0","0"
"1405","6","0","360","720","1440","2520","2640","0"
"1406","6","0","360","720","1440","2520","2640","0"
"1407","6","0","360","720","1440","2520","2640","0"
"1408","6","0","360","720","1440","2520","2640","0"
"1409","6","0","360","720","1440","2520","2640","0"
"1410","6","0","360","720","1440","2520","2640","0"
"1411","6","0","360","720","1440","2520","2640","0"
"1412","6","0","360","720","1440","2520","2640","0"
"1413","6","0","360","720","1440","2520","2640","0"
"1414","6","0","360","720","1440","2520","2640","0"
"1415","6","0","360","720","1440","2520","2640","0"
"1416","6","0","360","720","1440","2520","2640","0"
"1417","1","1440","0","0","0","0","0","0"
"1418","5","360","720","1440","2160","2520","0","0"
"1419","6","0","360","720","1440","2520","2640","0"
"1420","6","0","360","720","1440","2520","2640","0"
"1421","6","0","360","720","1440","2520","2640","0"
"1422","6","0","360","720","1440","2520","2640","0"
"1423","6","0","360","720","1440","2520","2640","0"
"1424","6","0","360","720","1440","2520","2640","0"
"1425","6","0","360","720","1440","2520","2640","0"
"1426","6","0","360","720","1440","2520","2640","0"
"1427","6","0","360","720","1440","2520","2640","0"
"1428","6","0","360","720","1440","2520","2640","0"
"1429","6","0","360","720","1440","2520","2640","0"
"1430","6","0","360","720","1440","2520","2640","0"
"1431","6","0","360","720","1440","2520","2640","0"
"1432","6","0","360","720","1440","2520","2640","0"
"1433","6","0","360","720","1440","2520","2640","0"
"1434","6","0","360","720","1440","2520","2640","0"
"1435","1","1440","0","0","0","0","0","0"
"1436","5","360","720","1440","2160","2520","0","0"
"1437","6","0","360","720","1440","2520","2640","0"
"1438","6","0","360","720","1440","2520","2640","0"
"1439","6","0","360","720","1440","2520","2640","0"
"1440","6","0","360","720","1440","2520","2640","0"
"1441","2","0","1440","0","0","0","0","0"
"1442","2","0","1440","0","0","0","0","0"
"1443","2","0","1440","0","0","0","0","0"
"1444","2","0","1440","0","0","0","0","0"
"1445","2","0","1440","0","0","0","0","0"
"1446","2","0","1440","0","0","0","0","0"
"1447","2","0","1440","0","0","0","0","0"
"1448","2","0","1440","0","0","0","0","0"
"1449","2","0","1440","0","0","0","0","0"
"1450","2","0","1440","0","0","0","0","0"
"1451","2","0","1440","0","0","0","0","0"
"1452","2","0","1440","0","0","0","0","0"
"1453","1","1440","0","0","0","0","0","0"
"1454","1","1440","0","0","0","0","0","0"
"1455","0","0","0","0","0","0","0","0"
"1456","0","0","0","0","0","0","0","0"
"1457","0","0","0","0","0","0","0","0"
"1458","0","0","0","0","0","0","0","0"
"1459","2","0","1440","0","0","0","0","0"
"1460","2","0","1440","0","0","0","0","0"
"1461","2","0","1440","0","0","0","0","0"
"1462","2","0","1440","0","0","0","0","0"
"1463","2","0","1440","0","0","0","0","0"
"1464","2","0","1440","0","0","0","0","0"
"1465","2","0","1440","0","0","0","0","0"
"1466","2","0","1440","0","0","0","0","0"
"1467","2","0","1440","0","0","0","0","0"
"1468","2","0","1440","0","0","0","0","0"
"1469","2","0","1440","0","0","0","0","0"
"1470","2","0","1440","0","0","0","0","0"
"1471","2","0","1440","0","0","0","0","0"
"1472","1","1440","0","0","0","0","0","0"
"1473","0","0","0","0","0","0","0","0"
"1474","0","0","0","0","0","0","0","0"
"1475","0","0","0","0","0","0","0","0"
"1476","0","0","0","0","0","0","0","0"
"1477","3","0","780","1440","0","0","0","0"
"1478","3","0","660","1440","0","0","0","0"
"1479","3","0","780","1440","0","0","0","0"
"1480","3","0","780","1440","0","0","0","0"
"1481","3","0","780","1440","0","0","0","0"
"1482","3","0","660","1440","0","0","0","0"
"1483","3","0","660","1440","0","0","0","0"
"1484","3","0","720","1440","0","0","0","0"
"1485","2","0","1440","0","0","0","0","0"
"1486","2","0","1440","0","0","0","0","0"
"1487","2","0","1440","0","0","0","0","0"
"1488","2","0","1440","0","0","0","0","0"
"1489","2","0","1440","0","0","0","0","0"
"1490","2","0","1440","0","0","0","0","0"
"1491","0","0","0","0","0","0","0","0"
"1492","0","0","0","0","0","0","0","0"
"1493","2","0","1440","0","0","0","0","0"
"1494","2","0","1440","0","0","0","0","0"
"1495","1","1440","0","0","0","0","0","0"
"1496","2","0","1440","0","0","0","0","0"
"1497","1","1440","0","0","0","0","0","0"
"1498","1","1440","0","0","0","0","0","0"
"1499","1","1440","0","0","0","0","0","0"
"1500","1","1440","0","0","0","0","0","0"
"1501","2","1440","2870","0","0","0","0","0"
"1502","2","0","1440","0","0","0","0","0"
"1503","1","1440","0","0","0","0","0","0"
"1504","1","1440","0","0","0","0","0","0"
"1505","1","1440","0","0","0","0","0","0"
"1506","1","1440","0","0","0","0","0","0"
"1507","0","0","0","0","0","0","0","0"
"1508","0","0","0","0","0","0","0","0"
"1509","2","0","1440","0","0","0","0","0"
"1510","2","0","1440","0","0","0","0","0"
"1511","2","1440","2870","0","0","0","0","0"
"1512","2","1440","2870","0","0","0","0","0"
"1513","2","0","1440","0","0","0","0","0"
"1514","2","0","1440","0","0","0","0","0"
"1515","2","0","1440","0","0","0","0","0"
"1516","2","0","1440","0","0","0","0","0"
"1517","2","0","1440","0","0","0","0","0"
"1518","2","0","1440","0","0","0","0","0"
"1519","2","0","1440","0","0","0","0","0"
"1520","2","0","1440","0","0","0","0","0"
"1521","1","1440","0","0","0","0","0","0"
"1522","2","0","1440","0","0","0","0","0"
"1523","2","1440","2870","0","0","0","0","0"
"1524","2","1440","2870","0","0","0","0","0"
"1525","1","1440","0","0","0","0","0","0"
"1526","1","1440","0","0","0","0","0","0"
"1527","0","0","0","0","0","0","0","0"
"1528","0","0","0","0","0","0","0","0"
"1529","0","0","0","0","0","0","0","0"
"1530","0","0","0","0","0","0","0","0"
"1531","1","1440","0","0","0","0","0","0"
"1532","1","1440","0","0","0","0","0","0"
"1533","1","1440","0","0","0","0","0","0"
"1534","1","1440","0","0","0","0","0","0"
"1535","1","1440","0","0","0","0","0","0"
"1536","1","1440","0","0","0","0","0","0"
"1537","1","1440","0","0","0","0","0","0"
"1538","2","1440","2870","0","0","0","0","0"
"1539","1","1440","0","0","0","0","0","0"
"1540","1","1440","0","0","0","0","0","0"
"1541","1","1440","0","0","0","0","0","0"
"1542","1","1440","0","0","0","0","0","0"
"1543","0","0","0","0","0","0","0","0"
"1544","0","0","0","0","0","0","0","0"
"1545","2","1440","2870","0","0","0","0","0"
"1546","2","1440","2870","0","0","0","0","0"
"1547","2","1440","2870","0","0","0","0","0"
"1548","2","1440","2870","0","0","0","0","0"
"1549","2","0","1440","0","0","0","0","0"
"1550","2","0","1440","0","0","0","0","0"
"1551","2","0","1440","0","0","0","0","0"
"1552","2","0","1440","0","0","0","0","0"
"1553","2","0","1440","0","0","0","0","0"
"1554","2","0","1440","0","0","0","0","0"
"1555","2","0","1440","0","0","0","0","0"
"1556","2","0","1440","0","0","0","0","0"
"1557","2","0","1440","0","0","0","0","0"
"1558","3","0","1440","2870","0","0","0","0"
"1559","2","0","1440","0","0","0","0","0"
"1560","2","0","1440","0","0","0","0","0"
"1561","1","1440","0","0","0","0","0","0"
"1562","2","0","1440","0","0","0","0","0"
"1563","2","0","1440","0","0","0","0","0"
"1564","2","0","1440","0","0","0","0","0"
"1565","2","0","1440","0","0","0","0","0"
"1566","2","0","1440","0","0","0","0","0"
"1567","1","1440","0","0","0","0","0","0"
"1568","1","1440","0","0","0","0","0","0"
"1569","1","1440","0","0","0","0","0","0"
"1570","1","1440","0","0","0","0","0","0"
"1571","1","1440","0","0","0","0","0","0"
"1572","1","1440","0","0","0","0","0","0"
"1573","1","1440","0","0","0","0","0","0"
"1574","2","1440","2870","0","0","0","0","0"
"1575","1","1440","0","0","0","0","0","0"
"1576","1","1440","0","0","0","0","0","0"
"1577","1","1440","0","0","0","0","0","0"
"1578","1","1440","0","0","0","0","0","0"
"1579","0","0","0","0","0","0","0","0"
"1580","0","0","0","0","0","0","0","0"
"1581","2","1440","2870","0","0","0","0","0"
"1582","0","0","0","0","0","0","0","0"
"1583","2","1440","2870","0","0","0","0","0"
"1584","2","1440","2870","0","0","0","0","0"
"1585","2","0","1440","0","0","0","0","0"
"1586","2","0","1440","0","0","0","0","0"
"1587","2","0","1440","0","0","0","0","0"
"1588","2","0","1440","0","0","0","0","0"
"1589","2","0","1440","0","0","0","0","0"
"1590","2","0","1440","0","0","0","0","0"
"1591","2","0","1440","0","0","0","0","0"
"1592","2","0","1440","0","0","0","0","0"
"1593","2","0","1440","0","0","0","0","0"
"1594","2","0","1440","0","0","0","0","0"
"1595","2","0","1440","0","0","0","0","0"
"1596","1","1440","0","0","0","0","0","0"
"1597","1","1440","0","0","0","0","0","0"
"1598","1","1440","0","0","0","0","0","0"
"1599","2","0","1440","0","0","0","0","0"
"1600","2","0","1440","0","0","0","0","0"
"1601","2","0","1440","0","0","0","0","0"
"1602","2","0","1440","0","0","0","0","0"
"1603","2","0","1440","0","0","0","0","0"
"1604","2","0","1440","0","0","0","0","0"
"1605","0","0","0","0","0","0","0","0"
"1606","0","0","0","0","0","0","0","0"
"1607","0","0","0","0","0","0","0","0"
"1608","0","0","0","0","0","0","0","0"
"1609","0","0","0","0","0","0","0","0"
"1610","2","0","1440","0","0","0","0","0"
"1611","0","0","0","0","0","0","0","0"
"1612","0","0","0","0","0","0","0","0"
"1613","0","0","0","0","0","0","0","0"
"1614","0","0","0","0","0","0","0","0"
"1615","0","0","0","0","0","0","0","0"
"1616","0","0","0","0","0","0","0","0"
"1617","2","0","1440","0","0","0","0","0"
"1618","2","0","1440","0","0","0","0","0"
"1619","2","0","1440","0","0","0","0","0"
"1620","2","0","1440","0","0","0","0","0"
"1621","2","0","1440","0","0","0","0","0"
"1622","2","0","1440","0","0","0","0","0"
"1623","1","1440","0","0","0","0","0","0"
"1624","2","0","1440","0","0","0","0","0"
"1625","2","0","1440","0","0","0","0","0"
"1626","2","0","1440","0","0","0","0","0"
"1627","2","0","1440","0","0","0","0","0"
"1628","2","0","1440","0","0","0","0","0"
"1629","1","1440","0","0","0","0","0","0"
"1630","2","0","1440","0","0","0","0","0"
"1631","2","0","1440","0","0","0","0","0"
"1632","2","0","1440","0","0","0","0","0"
"1633","1","1440","0","0","0","0","0","0"
"1634","1","1440","0","0","0","0","0","0"
"1635","2","0","1440","0","0","0","0","0"
"1636","2","0","1440","0","0","0","0","0"
"1637","2","0","1440","0","0","0","0","0"
"1638","2","0","1440","0","0","0","0","0"
"1639","1","1440","0","0","0","0","0","0"
"1640","1","1440","0","0","0","0","0","0"
"1641","2","1440","2870","0","0","0","0","0"
"1642","2","1440","2870","0","0","0","0","0"
"1643","2","1440","2870","0","0","0","0","0"
"1644","2","1440","2870","0","0","0","0","0"
"1645","2","1440","2870","0","0","0","0","0"
"1646","2","0","1440","0","0","0","0","0"
"1647","1","1440","0","0","0","0","0","0"
"1648","1","1440","0","0","0","0","0","0"
"1649","1","1440","0","0","0","0","0","0"
"1650","1","1440","0","0","0","0","0","0"
"1651","0","0","0","0","0","0","0","0"
"1652","0","0","0","0","0","0","0","0"
"1653","2","0","1440","0","0","0","0","0"
"1654","2","0","1440","0","0","0","0","0"
"1655","2","0","1440","0","0","0","0","0"
"1656","2","0","1440","0","0","0","0","0"
"1657","2","0","1440","0","0","0","0","0"
"1658","2","0","1440","0","0","0","0","0"
"1659","2","0","1440","0","0","0","0","0"
"1660","2","0","1440","0","0","0","0","0"
"1661","2","0","1440","0","0","0","0","0"
"1662","2","0","1440","0","0","0","0","0"
"1663","2","0","1440","0","0","0","0","0"
"1664","2","0","1440","0","0","0","0","0"
"1665","2","0","1440","0","0","0","0","0"
"1666","2","0","1440","0","0","0","0","0"
"1667","0","0","0","0","0","0","0","0"
"1668","0","0","0","0","0","0","0","0"
"1669","0","0","0","0","0","0","0","0"
"1670","0","0","0","0","0","0","0","0"
"1671","0","0","0","0","0","0","0","0"
"1672","0","0","0","0","0","0","0","0"
"1673","2","0","1440","0","0","0","0","0"
"1674","2","0","1440","0","0","0","0","0"
"1675","1","1440","0","0","0","0","0","0"
"1676","1","1440","0","0","0","0","0","0"
"1677","1","1440","0","0","0","0","0","0"
"1678","1","1440","0","0","0","0","0","0"
"1679","1","1440","0","0","0","0","0","0"
"1680","1","1440","0","0","0","0","0","0"
"1681","1","1440","0","0","0","0","0","0"
"1682","3","0","720","1440","0","0","0","0"
"1683","1","1440","0","0","0","0","0","0"
"1684","1","1440","0","0","0","0","0","0"
"1685","1","1440","0","0","0","0","0","0"
"1686","1","1440","0","0","0","0","0","0"
"1687","0","0","0","0","0","0","0","0"
"1688","0","0","0","0","0","0","0","0"
"1689","0","0","0","0","0","0","0","0"
"1690","0","0","0","0","0","0","0","0"
"1691","2","0","1440","0","0","0","0","0"
"1692","2","0","1440","0","0","0","0","0"
"1693","0","0","0","0","0","0","0","0"
"1694","0","0","0","0","0","0","0","0"
"1695","0","0","0","0","0","0","0","0"
"1696","0","0","0","0","0","0","0","0"
"1697","0","0","0","0","0","0","0","0"
"1698","0","0","0","0","0","0","0","0"
"1699","0","0","0","0","0","0","0","0"
"1700","0","0","0","0","0","0","0","0"
"1701","0","0","0","0","0","0","0","0"
"1702","0","0","0","0","0","0","0","0"
"1703","0","0","0","0","0","0","0","0"
"1704","0","0","0","0","0","0","0","0"
"1705","0","0","0","0","0","0","0","0"
"1706","0","0","0","0","0","0","0","0"
"1707","0","0","0","0","0","0","0","0"
"1708","0","0","0","0","0","0","0","0"
"1709","0","0","0","0","0","0","0","0"
"1710","0","0","0","0","0","0","0","0"
"1711","6","0","360","720","1440","2160","2640","0"
"1712","6","0","360","720","1440","2160","2640","0"
"1713","6","0","360","720","1440","2160","2640","0"
"1714","6","0","360","720","1440","2160","2640","0"
"1715","6","0","360","720","1440","2160","2640","0"
"1716","6","0","360","720","1440","2160","2640","0"
"1717","6","0","360","720","1440","2160","2640","0"
"1718","6","0","360","720","1440","2160","2640","0"
"1719","6","0","360","720","1440","2160","2640","0"
"1720","6","0","360","720","1440","2160","2640","0"
"1721","6","0","360","720","1440","2160","2640","0"
"1722","6","0","360","720","1440","2160","2640","0"
"1723","1","1440","0","0","0","0","0","0"
"1724","5","360","720","1440","2160","2520","0","0"
"1725","6","0","360","720","1440","2160","2640","0"
"1726","6","0","360","720","1440","2160","2640","0"
"1727","6","0","360","720","1440","2160","2640","0"
"1728","6","0","360","720","1440","2160","2640","0"
"1729","1","1440","0","0","0","0","0","0"
"1730","1","1440","0","0","0","0","0","0"
"1731","1","1440","0","0","0","0","0","0"
"1732","1","1440","0","0","0","0","0","0"
"1733","1","1440","0","0","0","0","0","0"
"1734","1","1440","0","0","0","0","0","0"
"1735","1","1440","0","0","0","0","0","0"
"1736","2","1440","2870","0","0","0","0","0"
"1737","1","1440","0","0","0","0","0","0"
"1738","1","1440","0","0","0","0","0","0"
"1739","1","1440","0","0","0","0","0","0"
"1740","1","1440","0","0","0","0","0","0"
"1741","0","0","0","0","0","0","0","0"
"1742","0","0","0","0","0","0","0","0"
"1743","2","1440","2870","0","0","0","0","0"
"1744","0","0","0","0","0","0","0","0"
"1745","2","1440","2870","0","0","0","0","0"
"1746","2","1440","2870","0","0","0","0","0"
"1747","6","0","360","720","1440","2160","2640","0"
"1748","6","0","360","720","1440","2160","2640","0"
"1749","6","0","360","720","1440","2160","2640","0"
"1750","6","0","360","720","1440","2160","2640","0"
"1751","6","0","360","720","1440","2160","2640","0"
"1752","6","0","360","720","1440","2160","2640","0"
"1753","6","0","360","720","1440","2160","2640","0"
"1754","6","0","360","720","1440","2160","2640","0"
"1755","6","0","360","720","1440","2160","2640","0"
"1756","6","0","360","720","1440","2160","2640","0"
"1757","6","0","360","720","1440","2160","2640","0"
"1758","6","0","360","720","1440","2160","2640","0"
"1759","1","1440","0","0","0","0","0","0"
"1760","4","0","720","1440","2160","0","0","0"
"1761","6","0","360","720","1440","2160","2640","0"
"1762","6","0","360","720","1440","2160","2640","0"
"1763","6","0","360","720","1440","2160","2640","0"
"1764","6","0","360","720","1440","2160","2640","0"
"1765","1","1440","0","0","0","0","0","0"
"1766","1","1440","0","0","0","0","0","0"
"1767","1","1440","0","0","0","0","0","0"
"1768","1","1440","0","0","0","0","0","0"
"1769","1","1440","0","0","0","0","0","0"
"1770","1","1440","0","0","0","0","0","0"
"1771","1","1440","0","0","0","0","0","0"
"1772","2","1440","2870","0","0","0","0","0"
"1773","1","1440","0","0","0","0","0","0"
"1774","1","1440","0","0","0","0","0","0"
"1775","1","1440","0","0","0","0","0","0"
"1776","1","1440","0","0","0","0","0","0"
"1777","0","0","0","0","0","0","0","0"
"1778","0","0","0","0","0","0","0","0"
"1779","0","0","0","0","0","0","0","0"
"1780","0","0","0","0","0","0","0","0"
"1781","2","1440","2870","0","0","0","0","0"
"1782","2","1440","2870","0","0","0","0","0"
"1783","2","0","1440","0","0","0","0","0"
"1784","2","0","1440","0","0","0","0","0"
"1785","2","0","1440","0","0","0","0","0"
"1786","2","0","1440","0","0","0","0","0"
"1787","2","0","1440","0","0","0","0","0"
"1788","2","0","1440","0","0","0","0","0"
"1789","2","0","1440","0","0","0","0","0"
"1790","2","0","1440","0","0","0","0","0"
"1791","6","0","360","720","1440","2160","2640","0"
"1792","1","1440","0","0","0","0","0","0"
"1793","2","0","1440","0","0","0","0","0"
"1794","2","0","1440","0","0","0","0","0"
"1795","0","0","0","0","0","0","0","0"
"1796","0","0","0","0","0","0","0","0"
"1797","1","1440","0","0","0","0","0","0"
"1798","1","1440","0","0","0","0","0","0"
"1799","6","0","360","720","1440","2160","2640","0"
"1800","6","0","360","720","1440","2160","2640","0"
"1801","1","1440","0","0","0","0","0","0"
"1802","2","0","1440","0","0","0","0","0"
"1803","0","0","0","0","0","0","0","0"
"1804","0","0","0","0","0","0","0","0"
"1805","0","0","0","0","0","0","0","0"
"1806","0","0","0","0","0","0","0","0"
"1807","0","0","0","0","0","0","0","0"
"1808","1","1440","0","0","0","0","0","0"
"1809","0","0","0","0","0","0","0","0"
"1810","0","0","0","0","0","0","0","0"
"1811","0","0","0","0","0","0","0","0"
"1812","0","0","0","0","0","0","0","0"
"1813","0","0","0","0","0","0","0","0"
"1814","0","0","0","0","0","0","0","0"
"1815","1","1440","0","0","0","0","0","0"
"1816","1","1440","0","0","0","0","0","0"
"1817","2","0","1440","0","0","0","0","0"
"1818","2","0","1440","0","0","0","0","0"
"1819","6","0","360","720","1440","2520","2640","0"
"1820","6","0","360","720","1440","2520","2640","0"
"1821","6","0","360","720","1440","2520","2640","0"
"1822","6","0","360","720","1440","2520","2640","0"
"1823","6","0","360","720","1440","2520","2640","0"
"1824","6","0","360","720","1440","2520","2640","0"
"1825","6","0","360","720","1440","2520","2640","0"
"1826","6","0","360","720","1440","2520","2640","0"
"1827","6","0","360","720","1440","2520","2640","0"
"1828","6","0","360","720","1440","2520","2640","0"
"1829","6","0","360","720","1440","2520","2640","0"
"1830","6","0","360","720","1440","2520","2640","0"
"1831","1","1440","0","0","0","0","0","0"
"1832","5","360","720","1440","2160","2520","0","0"
"1833","6","0","360","720","1440","2520","2640","0"
"1834","6","0","360","720","1440","2520","2640","0"
"1835","6","0","360","720","1440","2520","2640","0"
"1836","6","0","360","720","1440","2520","2640","0"
