"ID","PathID","NodeIndex","ContinentID","LocX","LocY","LocZ","Flags","Delay","ArrivalEventID","DepartureEventID"
"12035","451","13","1","-5833.901","1217.372","105.1403","0","0","0","0"
"12036","451","14","1","-5609.526","1328.706","91.7237","0","0","0","0"
"12037","451","15","1","-5400.213","1420.608","78.2237","0","0","0","0"
"12038","451","16","1","-5298.662","1412.183","71.1126","0","0","0","0"
"12039","451","17","1","-5170.006","1464.227","71.1126","0","0","0","0"
"12040","451","18","1","-4813.659","1639.376","95.58493","0","0","0","0"
"12041","451","19","1","-4783.986","1872.33","94.02938","0","0","0","0"
"12042","451","20","1","-4709.149","2034.62","36.83497","0","0","0","0"
"12043","451","21","1","-4569.729","2261.417","36.83497","0","0","0","0"
"12044","451","22","1","-4327.264","2614.088","65.30721","0","0","0","0"
"12045","451","23","1","-3999.656","3032.37","65.30721","0","0","0","0"
"12046","451","24","1","-3999.406","3333.747","65.30721","0","0","0","0"
"12047","451","25","1","-4134.266","3431.927","65.30721","0","0","0","0"
"12048","451","26","1","-4267.107","3399.831","36.97388","0","0","0","0"
"12049","451","27","1","-4333.132","3366.297","23.22389","0","0","0","0"
"12050","451","28","1","-4372.489","3339.843","14.585","0","0","0","0"
"12055","452","0","1","-6115.185","-1144.531","-186.7585","0","0","0","0"
"12056","452","1","1","-6130.085","-1142.158","-181.7401","0","0","0","0"
"12057","452","2","1","-6167.473","-1131.997","-174.463","0","0","0","0"
"12058","452","3","1","-6237.813","-1132.29","-174.3519","0","0","0","0"
"12059","452","4","1","-6314.889","-1183.385","-174.7686","0","0","0","0"
"12060","452","5","1","-6465.438","-1298.895","-174.7686","0","0","0","0"
"12061","452","6","1","-6699.965","-1491.714","-174.7686","0","0","0","0"
"12062","452","7","1","-6779.964","-1772.393","-174.7686","0","0","0","0"
"12063","452","8","1","-6880.373","-2051.789","-174.7686","0","0","0","0"
"12064","452","9","1","-6939.155","-2264.433","-174.7686","0","0","0","0"
"12065","452","10","1","-7088.829","-2569.269","20.77687","0","0","0","0"
"12066","453","0","1","-6115.445","-1145.472","-186.7852","0","0","0","0"
"12067","453","1","1","-6133.511","-1141.953","-181.1505","0","0","0","0"
"12068","453","2","1","-6177.498","-1127.378","-174.8642","0","0","0","0"
"12069","453","3","1","-6238.744","-1142.28","-172.8083","0","0","0","0"
"12070","453","4","1","-6406.627","-1241.977","-172.8083","0","0","0","0"
"12071","453","5","1","-6700.454","-1473.343","-172.8083","0","0","0","0"
"12072","453","6","1","-6816.629","-1787.009","-172.8083","0","0","0","0"
"12073","453","7","1","-6874.557","-2081.173","-172.8083","0","0","0","0"
"12074","453","8","1","-6956.126","-2255.388","-172.8083","0","0","0","0"
"12075","453","9","1","-7110.829","-2576.88","26.11288","0","0","0","0"
"12076","454","0","1","-6113.239","-1143.128","-186.2741","0","0","0","0"
"12077","454","1","1","-6132.45","-1141.677","-183.4819","0","0","0","0"
"12078","454","2","1","-6207.485","-1133.75","-174.6166","0","0","0","0"
"12079","454","3","1","-6405.874","-1095.789","-174.6166","0","0","0","0"
"12080","454","4","1","-6584.959","-868.911","-182.4778","0","0","0","0"
"12081","454","5","1","-6566.433","-590.0892","-226.8668","0","0","0","0"
"12082","454","6","1","-6391.855","-555.834","-171.2836","0","0","0","0"
"12083","454","7","1","-6328.883","-552.2257","-144.5341","0","0","0","0"
"12084","454","8","1","-6228.826","-588.9412","-91.7892","0","0","0","0"
"12085","454","9","1","-6234.392","-456.1729","-33.20257","0","0","0","0"
"12086","454","10","1","-6302.985","-368.6125","20.77553","0","0","0","0"
"12087","454","11","1","-6482.568","-185.1145","21.42503","0","0","0","0"
"12088","454","12","1","-6699.268","-37.76236","21.42503","0","0","0","0"
"12089","455","0","1","-6116.647","-1143.767","-186.8558","0","0","0","0"
"12090","455","1","1","-6133.837","-1143.096","-184.4363","0","0","0","0"
"12091","455","2","1","-6216.907","-1135.085","-174.0024","0","0","0","0"
"12092","455","3","1","-6412.795","-1088.534","-174.0024","0","0","0","0"
"12093","455","4","1","-6597.299","-909.4764","-187.8082","0","0","0","0"
"12094","455","5","1","-6574.241","-650.2888","-226.0581","0","0","0","0"
"12095","455","6","1","-6366.428","-552.4137","-168.086","0","0","0","0"
"12096","455","7","1","-6255.908","-588.5582","-113.7895","0","0","0","0"
"12097","455","8","1","-6219.604","-558.0181","-100.7608","0","0","0","0"
"12098","455","9","1","-6226.939","-467.9807","-49.19291","0","0","0","0"
"12099","455","10","1","-6298.97","-371.5591","17.92646","0","0","0","0"
"12100","455","11","1","-6401.55","-233.8867","8.427381","0","0","0","0"
"12101","455","12","1","-6679.803","-37.94091","14.37473","0","0","0","0"
"12102","452","11","1","-7087.952","-2807.307","27.41547","0","0","0","0"
"12103","452","12","1","-7129.81","-3252.45","27.41547","0","0","0","0"
"12104","452","13","1","-7130.192","-3528.44","27.41547","0","0","0","0"
"12105","452","14","1","-7188.143","-3666.74","22.45346","0","0","0","0"
"12106","453","10","1","-7210.429","-2801.417","29.91836","0","0","0","0"
"12107","453","11","1","-7233.472","-3099.079","29.91836","0","0","0","0"
"12108","453","12","1","-7298.75","-3532.469","29.91836","0","0","0","0"
"12109","453","13","1","-7241.657","-3765.895","29.91836","0","0","0","0"
"12110","453","14","1","-7142.764","-3829.823","29.75169","0","0","0","0"
"12111","453","15","1","-7081.619","-3826.915","29.19613","0","0","0","0"
"12112","453","16","1","-7044.252","-3781.628","13.8628","0","0","0","0"
"12113","454","13","1","-6845.097","288.0778","15.45071","0","0","0","0"
"12114","454","14","1","-6944.734","634.577","60.11739","0","0","0","0"
"12115","454","15","1","-6887.78","780.8494","62.9785","0","0","0","0"
"12116","454","16","1","-6811.545","836.7127","52.75629","0","0","0","0"
"12117","455","13","1","-6751.604","346.6332","27.68823","0","0","0","0"
"12118","455","14","1","-6784.648","517.6857","40.43824","0","0","0","0"
"12119","455","15","1","-6755.103","685.246","91.4154","0","0","0","0"
"12120","455","16","1","-6760.291","772.7916","91.4154","0","0","0","0"
"12121","456","16","1","-6116.333","-1143.761","-186.5725","0","0","0","0"
"12122","456","15","1","-6207.485","-1133.75","-169.0336","0","0","0","0"
"12123","456","14","1","-6405.874","-1095.789","-190.0055","0","0","0","0"
"12124","456","13","1","-6555.825","-951.895","-209.4787","0","0","0","0"
"12125","456","12","1","-6589.672","-783.9091","-204.6453","0","0","0","0"
"12126","456","11","1","-6357.393","-649.6687","-155.9786","0","0","0","0"
"12127","456","10","1","-6272.933","-586.7751","-115.9784","0","0","0","0"
"12128","456","9","1","-6224.23","-574.0549","-101.7304","0","0","0","0"
"12129","456","8","1","-6227.421","-469.9956","-9.424788","0","0","0","0"
"12130","456","7","1","-6280.874","-402.2625","17.50627","0","0","0","0"
"12131","456","6","1","-6399.713","-243.9273","15.47849","0","0","0","0"
"12132","456","5","1","-6701.19","-37.51574","15.14515","0","0","0","0"
"12133","456","4","1","-6803.688","277.952","15.14515","0","0","0","0"
"12134","456","3","1","-6969.353","572.9382","44.56184","0","0","0","0"
"12135","456","2","1","-6905.106","746.6793","65.86741","0","0","0","0"
"12136","456","1","1","-6836.392","817.8812","57.66157","0","0","0","0"
"12137","456","0","1","-6811.545","836.7127","50.72855","0","0","0","0"
"12139","457","16","1","-6115.034","-1145.302","-185.9646","0","0","0","0"
"12140","457","15","1","-6236.333","-1121.171","-169.586","0","0","0","0"
"12141","457","14","1","-6417.226","-1026.653","-173.8913","0","0","0","0"
"12142","457","13","1","-6579.013","-852.1306","-201.4192","0","0","0","0"
"12143","457","12","1","-6573.197","-647.1155","-228.6136","0","0","0","0"
"12144","457","11","1","-6366.713","-548.7894","-173.6969","0","0","0","0"
"12145","457","10","1","-6255.908","-588.5582","-102.2617","0","0","0","0"
"12146","457","9","1","-6219.604","-558.0181","-81.48301","0","0","0","0"
"12147","457","8","1","-6226.939","-467.9807","-30.16515","0","0","0","0"
"12148","457","7","1","-6319.52","-312.3888","53.06538","0","0","0","0"
"12149","457","6","1","-6449.133","-171.8659","22.9988","0","0","0","0"
"12150","457","5","1","-6597.51","-64.81725","55.58213","0","0","0","0"
"12151","457","4","1","-6678.269","190.8472","55.88769","0","0","0","0"
"12152","457","3","1","-6701.311","500.3477","56.35991","0","0","0","0"
"12153","457","2","1","-6729.329","666.5241","93.91544","0","0","0","0"
"12154","457","1","1","-6753.788","751.719","93.85989","0","0","0","0"
"12155","457","0","1","-6760.291","772.7916","89.77658","0","0","0","0"
"12158","458","13","1","-6273.305","-1129.071","-192.8521","0","0","0","0"
"12159","458","12","1","-6314.889","-1183.385","-196.2686","0","0","0","0"
"12160","458","11","1","-6465.438","-1298.895","-204.4353","0","0","0","0"
"12161","458","10","1","-6699.965","-1491.714","-211.5187","0","0","0","0"
"12162","458","9","1","-6779.964","-1772.393","-204.7409","0","0","0","0"
"12163","458","8","1","-6880.373","-2051.789","-213.4908","0","0","0","0"
"12164","458","7","1","-6986.083","-2265.568","-174.7408","0","0","0","0"
"12165","458","6","1","-7110.166","-2575.851","23.41576","0","0","0","0"
"12166","458","5","1","-7128.593","-2832.371","48.2766","0","0","0","0"
"12167","458","4","1","-7155.195","-3399.945","30.33214","0","0","0","0"
"12168","458","3","1","-7176.209","-3568.35","30.33214","0","0","0","0"
"12169","458","2","1","-7199.98","-3668.884","22.91549","0","0","0","0"
"12170","458","1","1","-7218.439","-3720.96","13.35993","0","0","0","0"
"12171","458","0","1","-7223.813","-3732.826","9.471033","0","0","0","0"
"12173","459","15","1","-6115.156","-1144.931","-185.5085","0","0","0","0"
"12174","459","14","1","-6185.144","-1126.913","-178.3361","0","0","0","0"
"12175","459","13","1","-6238.744","-1142.28","-189.5028","0","0","0","0"
"12176","459","12","1","-6406.627","-1241.977","-223.7251","0","0","0","0"
"12177","459","11","1","-6700.454","-1473.343","-229.7806","0","0","0","0"
"12178","459","10","1","-6816.629","-1787.009","-221.3084","0","0","0","0"
"12179","459","9","1","-6874.557","-2081.173","-213.9474","0","0","0","0"
"12180","459","8","1","-6931.293","-2269.419","-173.7805","0","0","0","0"
"12181","459","7","1","-7071.497","-2573.29","30.02947","0","0","0","0"
"12182","459","6","1","-7170.574","-2768.991","30.02947","0","0","0","0"
"12183","459","5","1","-7145.427","-2994.6","30.27947","0","0","0","0"
"12184","459","4","1","-7038.433","-3322.164","28.84918","0","0","0","0"
"12185","459","3","1","-6996.176","-3626.622","56.15473","0","0","0","0"
"12186","459","2","1","-6991.522","-3716.27","53.34099","0","0","0","0"
"12187","459","1","1","-7028.163","-3771.374","20.37803","0","0","0","0"
"12188","459","0","1","-7044.252","-3781.628","11.08504","0","0","0","0"
"12189","359","38","0","1569.392","269.135","-41.21397","0","0","0","0"
"12194","369","38","1","6341.541","558.9352","17.84066","0","0","0","0"
"12198","357","36","0","2328.332","-5285.975","83.5769","0","0","0","0"
"12199","461","0","1","-893.7648","-3774.787","12.35585","0","0","0","0"
"12200","461","1","1","-875.6819","-3797.002","20.59893","0","0","0","0"
"12201","461","2","1","-836.9222","-3841.163","29.60588","0","0","0","0"
"12202","461","3","1","-710.3105","-3853.001","80.98916","0","0","0","0"
"12203","461","4","1","-622.123","-3814.357","103.8226","0","0","0","0"
"12204","461","5","1","-500.0277","-3497.598","112.6283","0","0","0","0"
"12205","461","6","1","-652.9493","-3308.66","122.5172","0","0","0","0"
"12206","461","7","1","-714.8763","-3033.532","107.7395","0","0","0","0"
"12207","461","8","1","-670.1341","-2681.92","120.1839","0","0","0","0"
"12208","461","9","1","-632.8615","-2533.879","120.1839","0","0","0","0"
"12209","462","9","1","-921.3951","-3803.612","25.2646","0","0","0","0"
"12210","462","8","1","-975.842","-3784.834","35.4868","0","0","0","0"
"12211","462","7","1","-1016.765","-3620.039","60.18123","0","0","0","0"
"12212","462","6","1","-1042.151","-3369.956","107.5146","0","0","0","0"
"12213","462","5","1","-933.4266","-3248.954","110.3757","0","0","0","0"
"12214","462","4","1","-565.5953","-2890.923","108.1535","0","0","0","0"
"12215","462","3","1","-455.769","-2775.728","109.0701","0","0","0","0"
"12216","462","2","1","-434.4111","-2707.988","114.1006","0","0","0","0"
"12217","462","1","1","-438.9296","-2648.624","106.3334","0","0","0","0"
"12218","462","0","1","-442.6244","-2598.044","97.18118","0","0","0","0"
"12220","460","0","1","-895.1197","-3773.628","12.436","0","0","0","0"
"12221","460","1","1","-875.9017","-3819.589","24.43601","0","0","0","0"
"12222","460","2","1","-893.1829","-3873.737","32.65825","0","0","0","0"
"12223","460","3","1","-1009.072","-3946.438","24.04713","0","0","0","0"
"12224","460","4","1","-1276.039","-3984.46","32.9638","0","0","0","0"
"12225","460","5","1","-1588.066","-3993.642","32.9638","0","0","0","0"
"12226","460","6","1","-2245.533","-4047.396","32.9638","0","0","0","0"
"12227","460","7","1","-2880.332","-4235.447","32.9638","0","0","0","0"
"12228","460","8","1","-3211.865","-4403.166","32.9638","0","0","0","0"
"12229","460","9","1","-3532.253","-4454.227","41.7416","0","0","0","0"
"12230","460","10","1","-3693.237","-4484.819","29.79715","0","0","0","0"
"12231","460","11","1","-3789.982","-4506.479","24.01937","0","0","0","0"
"12232","460","12","1","-3826.107","-4517.491","12.71381","0","0","0","0"
"12233","464","12","1","-895.1197","-3773.628","13.49157","0","0","0","0"
"12234","464","11","1","-900.7717","-3833.837","30.21382","0","0","0","0"
"12235","464","10","1","-1001.436","-3913.854","30.21382","0","0","0","0"
"12236","464","9","1","-1366.399","-4016.748","30.21382","0","0","0","0"
"12237","464","8","1","-2228.573","-3904.441","30.21382","0","0","0","0"
"12238","464","7","1","-2581.95","-4123.625","30.21382","0","0","0","0"
"12239","464","6","1","-3015.642","-4303.787","30.21382","0","0","0","0"
"12240","464","5","1","-3520.793","-4600.937","65.13053","0","0","0","0"
"12241","464","4","1","-3684.55","-4701.836","66.71388","0","0","0","0"
"12242","464","3","1","-3831.267","-4688.717","49.90834","0","0","0","0"
"12243","464","2","1","-3872.075","-4611.136","30.01937","0","0","0","0"
"12244","464","1","1","-3853.931","-4557.476","20.8805","0","0","0","0"
"12245","464","0","1","-3826.107","-4517.491","11.40826","0","0","0","0"
"12246","465","0","1","2721.98","-3880.859","101.6021","0","0","0","0"
"12247","465","1","1","2733.002","-3873.202","108.0466","0","0","0","0"
"12248","465","2","1","2755.959","-3856.042","108.0466","0","0","0","0"
"12249","465","3","1","2780.83","-3823.234","110.0189","0","0","0","0"
"12250","465","4","1","2779.717","-3763.187","114.4633","0","0","0","0"
"12251","465","5","1","2722.747","-3713.813","115.88","0","0","0","0"
"12252","465","6","1","2499.97","-3679.369","116.0468","0","0","0","0"
"12253","465","7","1","2033.848","-3624.595","125.4912","0","0","0","0"
"12254","465","8","1","1600.999","-3817.385","109.6301","0","0","0","0"
"12255","465","9","1","1101.046","-3833.892","73.1023","0","0","0","0"
"12256","465","10","1","-129.03","-3868.229","75.85227","0","0","0","0"
"12257","465","11","1","-514.3542","-3881.88","67.29676","0","0","0","0"
"12258","465","12","1","-724.5707","-3993.735","52.32457","0","0","0","0"
"12259","465","13","1","-825.704","-3977.48","37.24126","0","0","0","0"
"12260","465","14","1","-863.3238","-3833.843","23.77295","0","0","0","0"
"12265","466","14","1","2721.98","-3880.859","103.1577","0","0","0","0"
"12266","466","13","1","2699.89","-3865.42","113.2411","0","0","0","0"
"12267","466","12","1","2680.304","-3835.536","114.5467","0","0","0","0"
"12268","466","11","1","2637.402","-3757.37","113.5189","0","0","0","0"
"12269","466","10","1","2457.821","-3727.501","113.4356","0","0","0","0"
"12270","466","9","1","2166.582","-3720.247","113.5467","0","0","0","0"
"12271","466","8","1","1900.903","-3732.735","113.2411","0","0","0","0"
"12272","466","7","1","1600.058","-3817.935","113.2411","0","0","0","0"
"12273","466","6","1","1102.57","-3839.46","68.1857","0","0","0","0"
"12274","466","5","1","-129.03","-3868.229","66.90788","0","0","0","0"
"12275","466","4","1","-514.3542","-3881.88","54.49122","0","0","0","0"
"12276","466","3","1","-724.5707","-3993.735","59.35237","0","0","0","0"
"12277","466","2","1","-825.704","-3977.48","47.01905","0","0","0","0"
"12278","466","1","1","-866.7288","-3835.7","29.82851","0","0","0","0"
"12279","466","0","1","-895.2391","-3772.532","12.46739","0","0","0","0"
"12280","467","0","1","2825.954","-292.5903","108.6131","0","0","0","0"
"12281","467","1","1","2838.918","-298.6954","113.8632","0","0","0","0"
"12282","467","2","1","2855.388","-322.8629","120.1409","0","0","0","0"
"12283","467","3","1","2857.483","-386.6455","120.9186","0","0","0","0"
"12284","467","4","1","2826.706","-493.5836","114.0575","0","0","0","0"
"12285","467","5","1","2637.751","-584.9014","118.6409","0","0","0","0"
"12286","467","6","1","2483.726","-653.6596","124.1131","0","0","0","0"
"12287","467","7","1","2476.736","-752.501","138.5854","0","0","0","0"
"12288","467","8","1","2507.943","-879.803","147.6966","0","0","0","0"
"12289","467","9","1","2502.735","-1064.008","135.9744","0","0","0","0"
"12290","467","10","1","2456.051","-1276.36","140.8914","0","0","0","0"
"12291","467","11","1","2398.802","-1437.197","132.2804","0","0","0","0"
"12292","467","12","1","2352.927","-1599.976","130.3916","0","0","0","0"
"12293","467","13","1","2326.161","-1670.837","132.2804","0","0","0","0"
"12294","467","14","1","2181.012","-1780.555","118.1138","0","0","0","0"
"12295","467","15","1","2011.332","-1913.517","103.8083","0","0","0","0"
"12296","467","16","1","1995.348","-1976.339","104.1138","0","0","0","0"
"12297","467","17","1","2090.033","-2022.5","105.225","0","0","0","0"
"12298","467","18","1","2234.636","-2217.123","116.3083","0","0","0","0"
"12299","467","19","1","2324.211","-2321.129","126.3361","0","0","0","0"
"12300","467","20","1","2434.894","-2325.472","146.864","0","0","0","0"
"12301","467","21","1","2555.441","-2408.957","169.3364","0","0","0","0"
"12302","467","22","1","2539.825","-2578.089","169.0864","0","0","0","0"
"12303","467","23","1","2500.815","-2672.441","164.9753","0","0","0","0"
"12304","467","24","1","2483.898","-2757.405","164.9197","0","0","0","0"
"12305","467","25","1","2534.481","-2827.583","164.9753","0","0","0","0"
"12306","467","26","1","2568.907","-2950.479","164.9753","0","0","0","0"
"12307","467","27","1","2673.108","-3095.198","164.9753","0","0","0","0"
"12308","467","28","1","2716.275","-3176.811","162.2531","0","0","0","0"
"12309","467","29","1","2734.448","-3288.14","147.642","0","0","0","0"
"12310","467","30","1","2727.396","-3496.719","131.67","0","0","0","0"
"12311","467","31","1","2708.432","-3693.117","114.3923","0","0","0","0"
"12312","467","32","1","2670.732","-3805.638","123.1423","0","0","0","0"
"12313","467","33","1","2700.935","-3861","114.5311","0","0","0","0"
"12314","468","33","1","2825.954","-292.5903","109.3353","0","0","0","0"
"12315","468","32","1","2798.101","-277.0349","116.5298","0","0","0","0"
"12316","468","31","1","2733.731","-249.313","122.1409","0","0","0","0"
"12317","468","30","1","2646.316","-299.7389","122.1409","0","0","0","0"
"12318","468","29","1","2584.167","-399.9106","127.5853","0","0","0","0"
"12319","468","28","1","2486.849","-579.8471","135.6409","0","0","0","0"
"12320","468","27","1","2476.736","-752.501","138.5854","0","0","0","0"
"12321","468","26","1","2507.943","-879.803","147.6966","0","0","0","0"
"12322","468","25","1","2502.735","-1064.008","135.9744","0","0","0","0"
"12323","468","24","1","2456.051","-1276.36","140.8914","0","0","0","0"
"12324","468","23","1","2398.802","-1437.197","132.2804","0","0","0","0"
"12325","468","22","1","2352.927","-1599.976","130.3916","0","0","0","0"
"12326","468","21","1","2326.161","-1670.837","132.2804","0","0","0","0"
"12327","468","20","1","2181.012","-1780.555","118.1138","0","0","0","0"
"12328","468","19","1","2011.332","-1913.517","103.8083","0","0","0","0"
"12329","468","18","1","1995.348","-1976.339","105.9472","0","0","0","0"
"12330","468","17","1","2090.033","-2022.5","109.0305","0","0","0","0"
"12331","468","16","1","2234.636","-2217.123","114.5027","0","0","0","0"
"12332","468","15","1","2324.211","-2321.129","129.3084","0","0","0","0"
"12333","468","14","1","2434.894","-2325.472","147.8084","0","0","0","0"
"12334","468","13","1","2555.441","-2408.957","171.9475","0","0","0","0"
"12335","468","12","1","2539.825","-2578.089","169.0864","0","0","0","0"
"12336","468","11","1","2500.815","-2672.441","164.9753","0","0","0","0"
"12337","468","10","1","2483.898","-2757.405","164.9197","0","0","0","0"
"12338","468","9","1","2534.481","-2827.583","164.9753","0","0","0","0"
"12339","468","8","1","2568.907","-2950.479","164.9753","0","0","0","0"
"12340","468","7","1","2673.108","-3095.198","164.9753","0","0","0","0"
"12341","468","6","1","2716.275","-3176.811","162.2531","0","0","0","0"
"12342","468","5","1","2733.056","-3313.854","147.6698","0","0","0","0"
"12343","468","4","1","2832.845","-3486.545","121.1423","0","0","0","0"
"12344","468","3","1","2890.8","-3625.242","110.2534","0","0","0","0"
"12345","468","2","1","2829.769","-3764.433","110.0034","0","0","0","0"
"12346","468","1","1","2753.311","-3853.483","103.0592","0","0","0","0"
"12347","468","0","1","2722.31","-3880.385","101.9202","0","0","0","0"
"12348","469","0","0","-9430.244","-2237.684","69.64081","0","0","0","0"
"12349","469","1","0","-9417.392","-2267.072","76.66861","0","0","0","0"
"12350","469","2","0","-9395.969","-2301.026","81.66862","0","0","0","0"
"12351","469","3","0","-9315.303","-2410.509","95.69641","0","0","0","0"
"12352","469","4","0","-9158.765","-2550.901","131.5692","0","0","0","0"
"12353","469","5","0","-8999.324","-2601.808","134.2915","0","0","0","0"
"12354","469","6","0","-8884.854","-2579.816","150.1437","0","0","0","0"
"12355","469","7","0","-8697.625","-2574.491","161.7271","0","0","0","0"
"12356","469","8","0","-8427.181","-2542.583","178.8382","0","0","0","0"
"12357","469","9","0","-8178.483","-2611.377","178.8382","0","0","0","0"
"12358","469","10","0","-8131.738","-2717.673","177.2549","0","0","0","0"
"12359","469","11","0","-8248.601","-2800.733","216.7828","0","0","0","0"
"12360","469","12","0","-8363.102","-2740.242","187.255","0","0","0","0"
"12362","470","11","0","-9158.765","-2550.901","160.1803","0","0","0","0"
"12363","470","10","0","-8999.324","-2601.808","188.9583","0","0","0","0"
"12364","470","9","0","-8884.854","-2579.816","179.0882","0","0","0","0"
"12365","470","8","0","-8697.625","-2574.491","169.7271","0","0","0","0"
"12366","470","7","0","-8427.181","-2542.583","167.866","0","0","0","0"
"12367","470","6","0","-8234.936","-2575.958","194.4494","0","0","0","0"
"12368","470","5","0","-8133.511","-2679.307","198.3383","0","0","0","0"
"12369","470","4","0","-8163.787","-2782.971","209.3663","0","0","0","0"
"12370","470","3","0","-8226.021","-2818.968","209.3663","0","0","0","0"
"12371","470","2","0","-8311.302","-2780.002","203.5245","0","0","0","0"
"12372","470","1","0","-8355.782","-2745.024","188.7676","0","0","0","0"
"12373","470","0","0","-8361.306","-2740.253","186.565","0","0","0","0"
"12378","471","24","1","-6760.332","773.0685","90.60983","0","0","0","0"
"12379","471","23","1","-6781.522","732.0803","100.6655","0","0","0","0"
"12380","471","22","1","-6833.728","735.3197","92.74878","0","0","0","0"
"12381","471","21","1","-6867.292","799.4698","82.10995","0","0","0","0"
"12382","471","20","1","-6828.956","905.67","70.13774","0","0","0","0"
"12383","471","19","1","-6700.414","1066.402","55.49891","0","0","0","0"
"12384","471","18","1","-6400.065","1332.41","64.13767","0","0","0","0"
"12385","471","17","1","-6135.932","1307.828","176.5494","0","0","0","0"
"12386","471","16","1","-6049.601","1290.643","186.7054","0","0","0","0"
"12387","471","15","1","-5935.323","1309.065","178.7337","0","0","0","0"
"12388","471","14","1","-5878.87","1257.602","130.2237","0","0","0","0"
"12389","471","13","1","-5827.379","1210.379","104.9458","0","0","0","0"
"12390","471","12","1","-5608.604","1326.749","91.55704","0","0","0","0"
"12391","471","11","1","-5464.852","1424.516","79.22372","0","0","0","0"
"12392","471","10","1","-5298.662","1412.183","78.1404","0","0","0","0"
"12393","471","9","1","-5157.569","1476.862","71.16816","0","0","0","0"
"12394","471","8","1","-4780.045","1651.187","98.14053","0","0","0","0"
"12395","471","7","1","-4783.986","1872.33","94.02938","0","0","0","0"
"12396","471","6","1","-4739.194","1979.962","63.14056","0","0","0","0"
"12397","471","5","1","-4598.178","2265.123","37.25164","0","0","0","0"
"12398","471","4","1","-4430.231","2552.888","65.33501","0","0","0","0"
"12399","471","3","1","-4271.563","2987.812","65.52943","0","0","0","0"
"12400","471","2","1","-4286.046","3256.954","36.80724","0","0","0","0"
"12401","471","1","1","-4314.153","3326.774","28.30722","0","0","0","0"
"12402","471","0","1","-4372.489","3339.843","13.22389","0","0","0","0"
"12403","325","29","1","-4375.422","3337.96","13.82174","0","0","0","0"
"12404","373","31","1","-4378.028","3337.835","14.34952","0","0","0","0"
"12405","323","31","1","-4444.402","-764.6492","-19.07872","0","0","0","0"
"12406","323","32","1","-4491.454","-776.591","-37.41952","0","0","0","0"
"12407","390","12","1","-7000.017","-4133.837","77.67458","0","0","0","0"
"12408","390","13","1","-7003.893","-3810.457","32.70128","0","0","0","0"
"12410","407","10","0","-6635.592","-2381.254","284.1653","0","0","0","0"
"12411","407","11","0","-6630.262","-2243.255","265.0544","0","0","0","0"
"12412","407","12","0","-6633.702","-2182.243","247.8878","0","0","0","0"
"12420","45","18","1","1726.345","-4374.791","62.16547","0","0","0","0"
"12422","388","14","1","-3129.335","-2873.699","47.30011","0","0","0","0"
"12423","390","14","1","-7051.644","-3779.07","12.36234","0","0","0","0"
"12424","389","32","1","-4329.815","-34.87326","88.17207","0","0","0","0"
"12425","389","33","1","-4340.886","72.84267","86.00552","0","0","0","0"
"12426","389","34","1","-4350.837","136.9971","63.81104","0","0","0","0"
"12427","389","35","1","-4372.919","186.8714","39.36659","0","0","0","0"
"12428","389","36","1","-4416.834","200.1951","27.97767","0","0","0","0"
"12429","420","12","1","-1172.863","24.97076","181.227","0","0","0","0"
"12430","420","13","1","-1197.184","29.27062","179.7548","0","0","0","0"
"12431","348","26","1","-1158.569","21.55415","189.6456","0","0","0","0"
"12432","348","27","1","-1196.67","29.37354","179.477","0","0","0","0"
"12433","341","61","1","1662.821","-4410.062","64.35073","0","0","0","0"
"12434","341","62","1","1721.54","-4379.896","64.35073","0","0","0","0"
"12435","341","63","1","1706.16","-4326.777","64.35073","0","0","0","0"
"12436","341","64","1","1678.121","-4315.294","64.54515","0","0","0","0"
"12443","45","19","1","1718.02","-4326.988","65.16547","0","0","0","0"
"12444","45","20","1","1679.459","-4314.91","65.16547","0","0","0","0"
"12448","327","21","1","1682.605","-4402.458","63.55177","0","0","0","0"
"12449","327","22","1","1719.029","-4371.123","64.99621","0","0","0","0"
"12450","327","23","1","1719.749","-4331.291","66.52399","0","0","0","0"
"12451","327","24","1","1678.809","-4314.917","65.0518","0","0","0","0"
"12452","387","16","1","1629.702","-4396.884","63.74881","0","0","0","0"
"12453","387","17","1","1694.328","-4392.377","63.74881","0","0","0","0"
"12454","387","18","1","1722.893","-4344.708","63.74881","0","0","0","0"
"12455","387","19","1","1679.586","-4314.126","63.74881","0","0","0","0"
"12459","338","62","1","5071.089","-336.7489","369.4305","0","0","0","0"
"12460","286","41","1","1136.155","-2256.833","155.3289","0","0","0","0"
"12461","286","42","1","1019.625","-2377.953","155.3289","0","0","0","0"
"12462","286","43","1","824.439","-2396.345","155.3289","0","0","0","0"
"12463","286","44","1","447.0903","-2449.849","155.3289","0","0","0","0"
"12464","286","45","1","-29.88194","-2536.264","155.3289","0","0","0","0"
"12465","286","46","1","-154.5549","-2526.782","155.3289","0","0","0","0"
"12466","286","47","1","-285.2033","-2515.661","140.4124","0","0","0","0"
"12467","286","48","1","-398.8945","-2526.366","124.3014","0","0","0","0"
"12468","286","49","1","-440.9486","-2596.229","98.77363","0","0","0","0"
"12469","473","0","0","-634.393","-4720.511","6.469805","0","0","0","0"
"12470","473","1","0","-626.7758","-4723.561","7.969803","0","0","0","0"
"12471","473","2","0","-570.9139","-4742.404","23.05314","0","0","0","0"
