"ID","FromTaxiNode","ToTaxiNode","Cost"
"9840","434","428","2000"
"9841","434","429","1460"
"9842","434","430","2000"
"9843","434","431","2000"
"9844","434","432","2000"
"9845","434","433","2000"
"9846","434","435","1460"
"9847","434","436","730"
"9848","434","437","1460"
"9849","434","368","840"
"9850","434","369","840"
"9851","434","370","730"
"9852","434","371","1060"
"9853","434","372","950"
"9854","434","373","1170"
"9855","434","374","1390"
"9856","434","378","1390"
"9857","434","385","1390"
"9858","434","386","950"
"9859","434","387","1170"
"9860","434","388","2000"
"9861","434","389","1570"
"9862","434","390","2000"
"9863","434","391","1020"
"9864","434","396","2000"
"9865","434","397","1370"
"9866","434","398","1370"
"9867","434","399","1170"
"9868","435","426","730"
"9869","435","427","2000"
"9870","435","428","2000"
"9871","435","429","1460"
"9872","435","430","2000"
"9873","435","431","2000"
"9874","435","432","2000"
"9875","435","433","2000"
"9876","435","434","1460"
"9877","435","436","730"
"9878","435","437","1460"
"9879","435","368","2000"
"9880","435","369","2000"
"9881","435","370","2000"
"9882","435","371","2000"
"9883","435","372","2000"
"9884","435","373","2000"
"9885","435","374","2000"
"9886","435","378","2000"
"9887","435","385","2000"
"9888","435","386","2000"
"9889","435","387","2000"
"9890","435","388","1460"
"9891","435","389","2000"
"9892","435","390","730"
"9893","435","391","2000"
"9894","435","396","1260"
"9895","435","397","2000"
"9896","435","398","2000"
"9897","435","399","2000"
"9898","436","426","730"
"9899","436","427","1750"
"9900","436","428","2000"
"9901","436","429","1020"
"9902","436","430","2000"
"9903","436","431","2000"
"9904","436","432","1750"
"9905","436","433","1460"
"9906","436","434","730"
"9907","436","435","730"
"9908","436","437","730"
"9909","436","368","1570"
"9910","436","369","1570"
"9911","436","370","1460"
"9912","436","371","1790"
"9913","436","372","1680"
"9914","436","373","1900"
"9915","436","374","1970"
"9916","436","378","1970"
"9917","436","385","2000"
"9918","436","386","1680"
"9919","436","387","1750"
"9920","436","388","1750"
"9921","436","389","2000"
"9922","436","390","1460"
"9923","436","391","1750"
"9924","436","396","1990"
"9925","436","397","1970"
"9926","436","398","2000"
"9927","436","399","1900"
"9928","437","426","1460"
"9929","437","427","2000"
"9930","437","428","2000"
"9931","437","429","1750"
"9932","437","430","1460"
"9933","437","431","1460"
"9934","437","432","1460"
"9935","437","433","730"
"9936","437","434","1460"
"9937","437","435","1460"
"9938","437","436","730"
"9939","437","368","2000"
"9940","437","369","2000"
"9941","437","370","2000"
"9942","437","371","2000"
"9943","437","372","2000"
"9944","437","373","2000"
"9945","437","374","2000"
"9946","437","378","2000"
"9947","437","385","2000"
"9948","437","386","2000"
"9949","437","387","2000"
"9950","437","388","2000"
"9951","437","389","2000"
"9952","437","390","2000"
"9953","437","391","2000"
"9954","437","396","2000"
"9955","437","397","2000"
"9956","437","398","2000"
"9957","437","399","2000"
"9958","368","426","1570"
"9959","368","427","1020"
"9960","368","428","1750"
"9961","368","429","840"
"9962","368","430","1750"
"9963","368","431","1750"
"9964","368","432","1570"
"9965","368","433","2000"
"9966","368","434","840"
"9967","368","435","2000"
"9968","368","436","1570"
"9969","368","437","2000"
"9970","368","369","50"
"9971","368","370","110"
"9972","368","371","220"
"9973","368","372","110"
"9974","368","373","330"
"9975","368","374","550"
"9976","368","378","550"
"9977","368","385","550"
"9978","368","386","330"
"9979","368","387","330"
"9980","368","388","1570"
"9981","368","389","730"
"9982","368","390","2000"
"9983","368","391","1060"
"9984","368","396","2000"
"9985","368","397","530"
"9986","368","398","530"
"9987","368","399","330"
"9988","369","426","1570"
"9989","369","427","1020"
"9990","369","428","1750"
"9991","369","429","840"
"9992","369","430","1750"
"9993","369","431","1750"
"9994","369","432","1570"
"9995","369","433","2000"
"9996","369","434","840"
"9997","369","435","2000"
"9998","369","436","1570"
"9999","369","437","2000"
"10000","369","368","50"
"10001","369","370","110"
"10002","369","371","220"
"10003","369","372","110"
"10004","369","373","330"
"10005","369","374","550"
"10006","369","378","550"
"10007","369","385","550"
"10008","369","386","330"
"10009","369","387","330"
"10010","369","388","1570"
"10011","369","389","730"
"10012","369","390","2000"
"10013","369","391","1060"
"10014","369","396","2000"
"10015","369","397","530"
"10016","369","398","530"
"10017","369","399","330"
"10018","370","426","1460"
"10019","370","427","1130"
"10020","370","428","1860"
"10021","370","429","730"
"10022","370","430","1860"
"10023","370","431","1860"
"10024","370","432","1460"
"10025","370","433","2000"
"10026","370","434","730"
"10027","370","435","2000"
"10028","370","436","1460"
"10029","370","437","2000"
"10030","370","368","110"
"10031","370","369","110"
"10032","370","371","330"
"10033","370","372","220"
"10034","370","373","440"
"10035","370","374","660"
"10036","370","378","660"
"10037","370","385","660"
"10038","370","386","220"
"10039","370","387","440"
"10040","370","388","1460"
"10041","370","389","840"
"10042","370","390","2000"
"10043","370","391","1170"
"10044","370","396","2000"
"10045","370","397","640"
"10046","370","398","640"
"10047","370","399","440"
"10048","371","426","1790"
"10049","371","427","1240"
"10050","371","428","1970"
"10051","371","429","1060"
"10052","371","430","1970"
"10053","371","431","1970"
"10054","371","432","1790"
"10055","371","433","2000"
"10056","371","434","1060"
"10057","371","435","2000"
"10058","371","436","1790"
"10059","371","437","2000"
"10060","371","368","220"
"10061","371","369","220"
"10062","371","370","330"
"10063","371","372","110"
"10064","371","373","330"
"10065","371","374","660"
"10066","371","378","660"
"10067","371","385","550"
"10068","371","386","550"
"10069","371","387","440"
"10070","371","388","1790"
"10071","371","389","950"
"10072","371","390","2000"
"10073","371","391","1170"
"10074","371","396","2000"
"10075","371","397","660"
"10076","371","398","750"
"10077","371","399","330"
"10078","372","426","1680"
"10079","372","427","1130"
"10080","372","428","1860"
"10081","372","429","950"
"10082","372","430","1860"
"10083","372","431","1860"
"10084","372","432","1680"
"10085","372","433","2000"
"10086","372","434","950"
"10087","372","435","2000"
"10088","372","436","1680"
"10089","372","437","2000"
"10090","372","368","110"
"10091","372","369","110"
"10092","372","370","220"
"10093","372","371","110"
"10094","372","373","220"
"10095","372","374","550"
"10096","372","378","550"
"10097","372","385","440"
"10098","372","386","440"
"10099","372","387","330"
"10100","372","388","1680"
"10101","372","389","840"
"10102","372","390","2000"
"10103","372","391","1060"
"10104","372","396","2000"
"10105","372","397","550"
"10106","372","398","640"
"10107","372","399","220"
"10108","373","426","1900"
"10109","373","427","1350"
"10110","373","428","2000"
"10111","373","429","1170"
"10112","373","430","2000"
"10113","373","431","2000"
"10114","373","432","1900"
"10115","373","433","2000"
"10116","373","434","1170"
"10117","373","435","2000"
"10118","373","436","1900"
"10119","373","437","2000"
"10120","373","368","330"
"10121","373","369","330"
"10122","373","370","440"
"10123","373","371","330"
"10124","373","372","220"
"10125","373","374","440"
"10126","373","378","660"
"10127","373","385","220"
"10128","373","386","660"
"10129","373","387","550"
"10130","373","388","1900"
"10131","373","389","1060"
"10132","373","390","2000"
"10133","373","391","1280"
"10134","373","396","2000"
"10135","373","397","770"
"10136","373","398","860"
"10137","373","399","220"
"10138","374","426","1680"
"10139","374","427","1460"
"10140","374","428","2000"
"10141","374","429","950"
"10142","374","430","2000"
"10143","374","431","2000"
"10144","374","432","1680"
"10145","374","433","2000"
"10146","374","434","1280"
"10147","374","435","2000"
"10148","374","436","1680"
"10149","374","437","2000"
"10150","374","368","440"
"10151","374","369","440"
"10152","374","370","550"
"10153","374","371","440"
"10154","374","372","330"
"10155","374","373","440"
"10156","374","378","220"
"10157","374","385","220"
"10158","374","386","440"
"10159","374","387","220"
"10160","374","388","1680"
"10161","374","389","950"
"10162","374","390","2000"
"10163","374","391","950"
"10164","374","396","2000"
"10165","374","397","440"
"10166","374","398","660"
"10167","374","399","550"
"10168","378","426","1680"
"10169","378","427","1460"
"10170","378","428","2000"
"10171","378","429","950"
"10172","378","430","2000"
"10173","378","431","2000"
"10174","378","432","1680"
"10175","378","433","2000"
"10176","378","434","1280"
"10177","378","435","2000"
"10178","378","436","1680"
"10179","378","437","2000"
"10180","378","368","440"
"10181","378","369","440"
"10182","378","370","550"
"10183","378","371","440"
"10184","378","372","330"
"10185","378","373","550"
"10186","378","374","220"
"10187","378","385","440"
"10188","378","386","440"
"10189","378","387","220"
"10190","378","388","1680"
"10191","378","389","950"
"10192","378","390","2000"
"10193","378","391","950"
"10194","378","396","2000"
"10195","378","397","220"
"10196","378","398","440"
"10197","378","399","550"
"10198","385","426","1900"
"10199","385","427","1570"
"10200","385","428","2000"
"10201","385","429","1170"
"10202","385","430","2000"
"10203","385","431","2000"
"10204","385","432","1900"
"10205","385","433","2000"
"10206","385","434","1390"
"10207","385","435","2000"
"10208","385","436","1900"
"10209","385","437","2000"
"10210","385","368","550"
"10211","385","369","550"
"10212","385","370","660"
"10213","385","371","550"
"10214","385","372","440"
"10215","385","373","220"
"10216","385","374","220"
"10217","385","378","440"
"10218","385","386","660"
"10219","385","387","440"
"10220","385","388","1900"
"10221","385","389","1170"
"10222","385","390","2000"
"10223","385","391","1170"
"10224","385","396","2000"
"10225","385","397","660"
"10226","385","398","880"
"10227","385","399","440"
"10228","386","426","1680"
"10229","386","427","1350"
"10230","386","428","2000"
"10231","386","429","950"
"10232","386","430","2000"
"10233","386","431","2000"
"10234","386","432","1680"
"10235","386","433","2000"
"10236","386","434","950"
"10237","386","435","2000"
"10238","386","436","1680"
"10239","386","437","2000"
"10240","386","368","330"
"10241","386","369","330"
"10242","386","370","220"
"10243","386","371","440"
"10244","386","372","330"
"10245","386","373","550"
"10246","386","374","440"
"10247","386","378","440"
"10248","386","385","660"
"10249","386","387","220"
"10250","386","388","1680"
"10251","386","389","950"
"10252","386","390","2000"
"10253","386","391","950"
"10254","386","396","2000"
"10255","386","397","440"
"10256","386","398","660"
"10257","386","399","550"
"10258","387","426","1460"
"10259","387","427","1240"
"10260","387","428","1970"
"10261","387","429","730"
"10262","387","430","1970"
"10263","387","431","1970"
"10264","387","432","1460"
"10265","387","433","2000"
"10266","387","434","1060"
"10267","387","435","2000"
"10268","387","436","1460"
"10269","387","437","2000"
"10270","387","368","220"
"10271","387","369","220"
"10272","387","370","330"
"10273","387","371","220"
"10274","387","372","110"
"10275","387","373","330"
"10276","387","374","220"
"10277","387","378","220"
"10278","387","385","440"
"10279","387","386","220"
"10280","387","388","1460"
"10281","387","389","730"
"10282","387","390","2000"
"10283","387","391","730"
"10284","387","396","2000"
"10285","387","397","220"
"10286","387","398","440"
"10287","387","399","330"
"10288","388","426","1460"
"10289","388","427","1460"
"10290","388","428","2000"
"10291","388","429","730"
"10292","388","430","2000"
"10293","388","431","2000"
"10294","388","432","1460"
"10295","388","433","2000"
"10296","388","434","2000"
"10297","388","435","1750"
"10298","388","436","1460"
"10299","388","437","2000"
"10300","388","368","1570"
"10301","388","369","1570"
"10302","388","370","1460"
"10303","388","371","1680"
"10304","388","372","1570"
"10305","388","373","1790"
"10306","388","374","1680"
"10307","388","378","1680"
"10308","388","385","1900"
"10309","388","386","1680"
"10310","388","387","1460"
"10311","388","389","2000"
"10312","388","390","730"
"10313","388","391","1750"
"10314","388","396","730"
"10315","388","397","1680"
"10316","388","398","1900"
"10317","388","399","1790"
"10318","389","426","1990"
"10319","389","427","1030"
"10320","389","428","1760"
"10321","389","429","1260"
"10322","389","430","1760"
"10323","389","431","1760"
"10324","389","432","1990"
"10325","389","433","2000"
"10326","389","434","1260"
"10327","389","435","2000"
"10328","389","436","1990"
"10329","389","437","2000"
"10330","389","368","730"
"10331","389","369","730"
"10332","389","370","840"
"10333","389","371","950"
"10334","389","372","840"
"10335","389","373","1060"
"10336","389","374","950"
"10337","389","378","950"
"10338","389","385","1170"
"10339","389","386","950"
"10340","389","387","730"
"10341","389","388","1990"
"10342","389","390","2000"
"10343","389","391","530"
"10344","389","396","2000"
"10345","389","397","750"
"10346","389","398","530"
"10347","389","399","1060"
"10348","390","426","1020"
"10349","390","427","2000"
"10350","390","428","2000"
"10351","390","429","1460"
"10352","390","430","2000"
"10353","390","431","2000"
"10354","390","432","2000"
"10355","390","433","2000"
"10356","390","434","2000"
"10357","390","435","1020"
"10358","390","436","1750"
"10359","390","437","2000"
"10360","390","368","2000"
"10361","390","369","2000"
"10362","390","370","2000"
"10363","390","371","2000"
"10364","390","372","2000"
"10365","390","373","2000"
"10366","390","374","2000"
"10367","390","378","2000"
"10368","390","385","2000"
"10369","390","386","2000"
"10370","390","387","2000"
"10371","390","388","730"
"10372","390","389","2000"
"10373","390","391","2000"
"10374","390","396","530"
"10375","390","397","2000"
"10376","390","398","2000"
"10377","390","399","2000"
"10378","391","426","1460"
"10379","391","427","1460"
"10380","391","428","2000"
"10381","391","429","730"
"10382","391","430","2000"
"10383","391","431","2000"
"10384","391","432","1460"
"10385","391","433","2000"
"10386","391","434","730"
"10387","391","435","2000"
"10388","391","436","1460"
"10389","391","437","2000"
"10390","391","368","950"
"10391","391","369","950"
"10392","391","370","1060"
"10393","391","371","950"
"10394","391","372","840"
"10395","391","373","1060"
"10396","391","374","950"
"10397","391","378","950"
"10398","391","385","1170"
"10399","391","386","950"
"10400","391","387","730"
"10401","391","388","1460"
"10402","391","389","730"
"10403","391","390","2000"
"10404","391","396","2000"
"10405","391","397","950"
"10406","391","398","730"
"10407","391","399","1060"
"10408","396","426","1750"
"10409","396","427","2000"
"10410","396","428","2000"
"10411","396","429","1460"
"10412","396","430","2000"
"10413","396","431","2000"
"10414","396","432","2000"
"10415","396","433","2000"
"10416","396","434","2000"
"10417","396","435","1750"
"10418","396","436","2000"
"10419","396","437","2000"
"10420","396","368","2000"
"10421","396","369","2000"
"10422","396","370","2000"
"10423","396","371","2000"
"10424","396","372","2000"
"10425","396","373","2000"
"10426","396","374","2000"
"10427","396","378","2000"
"10428","396","385","2000"
"10429","396","386","2000"
"10430","396","387","2000"
"10431","396","388","730"
"10432","396","389","2000"
"10433","396","390","730"
"10434","396","391","2000"
"10435","396","397","2000"
"10436","396","398","2000"
"10437","396","399","2000"
"10438","397","426","1680"
"10439","397","427","1460"
"10440","397","428","2000"
"10441","397","429","950"
"10442","397","430","2000"
"10443","397","431","2000"
"10444","397","432","1680"
"10445","397","433","2000"
"10446","397","434","1280"
"10447","397","435","2000"
"10448","397","436","1680"
"10449","397","437","2000"
"10450","397","368","440"
"10451","397","369","440"
"10452","397","370","550"
"10453","397","371","440"
"10454","397","372","330"
"10455","397","373","550"
"10456","397","374","440"
"10457","397","378","220"
"10458","397","385","660"
"10459","397","386","440"
"10460","397","387","220"
"10461","397","388","1680"
"10462","397","389","950"
"10463","397","390","2000"
"10464","397","391","950"
"10465","397","396","2000"
"10466","397","398","220"
"10467","397","399","550"
"10468","398","426","1790"
"10469","398","427","1550"
"10470","398","428","2000"
"10471","398","429","1060"
"10472","398","430","2000"
"10473","398","431","2000"
"10474","398","432","1790"
"10475","398","433","2000"
"10476","398","434","1370"
"10477","398","435","2000"
"10478","398","436","1790"
"10479","398","437","2000"
"10480","398","368","530"
"10481","398","369","530"
"10482","398","370","640"
"10483","398","371","550"
"10484","398","372","440"
"10485","398","373","660"
"10486","398","374","550"
"10487","398","378","440"
"10488","398","385","770"
"10489","398","386","550"
"10490","398","387","330"
"10491","398","388","1790"
"10492","398","389","730"
"10493","398","390","2000"
"10494","398","391","730"
"10495","398","396","2000"
"10496","398","397","220"
"10497","398","399","660"
"10498","399","426","1900"
"10499","399","427","1350"
"10500","399","428","2000"
"10501","399","429","1170"
"10502","399","430","2000"
"10503","399","431","2000"
"10504","399","432","1900"
"10505","399","433","2000"
"10506","399","434","1170"
"10507","399","435","2000"
"10508","399","436","1900"
"10509","399","437","2000"
"10510","399","368","330"
"10511","399","369","330"
"10512","399","370","440"
"10513","399","371","330"
"10514","399","372","220"
"10515","399","373","220"
"10516","399","374","660"
"10517","399","378","770"
"10518","399","385","440"
"10519","399","386","660"
"10520","399","387","550"
"10521","399","388","1900"
"10522","399","389","1060"
"10523","399","390","2000"
"10524","399","391","1280"
"10525","399","396","2000"
"10526","399","397","770"
"10527","399","398","860"
