"ID","DisplayID","InventoryType","ItemClass","ItemSubClass","VisualSlot","CanonicalItemID","Rarity","ItemLevel","Name","Icon","ItemIDsTotal","ItemIDs"
"20188","64624","28","4","8","317","50457","4","264","Idol of the Lunar Eclipse","Interface\Icons\inv_offhand_1h_ulduarraid_d_01","1","50457"
"20189","64625","28","4","7","317","50460","4","264","Libram of Blinding Light","Interface\Icons\spell_holy_blessedresillience","1","50460"
"20190","64626","28","4","7","317","50461","4","264","Libram of the Eternal Tower","Interface\Icons\inv_offhand_ulduarraid_d_02","1","50461"
"20191","64627","10","4","4","301","50327","4","251","Lightsworn Gauntlets","Interface\Icons\inv_gauntlets_85","7","50327,50863,50868,50967,51718,51723,51728"
"20192","64628","28","4","9","317","50463","4","264","Totem of the Avalanche","Interface\Icons\inv_misc_gem_diamond_03","1","50463"
"20193","64629","28","4","9","317","50458","4","264","Bizuri's Totem of Shattered Ice","Interface\Icons\spell_frost_frostnova","5","50458,400836,400851,400866,400881"
"20194","64630","1","4","4","283","50326","4","251","Lightsworn Helmet","Interface\Icons\inv_helmet_154","6","50326,50862,50867,51719,51724,51729"
"20195","64631","12","4","0","0","50358","4","264","Purified Lunar Dust","Interface\Icons\inv_misc_ammo_gunpowder_05","1","50358"
"20196","64633","7","4","4","295","50325","4","251","Lightsworn Legplates","Interface\Icons\inv_pants_plate_33","7","50325,50775,50861,50866,51720,51725,51730"
"20197","64635","6","4","2","293","50995","4","264","Vengeful Noose","Interface\Icons\inv_misc_noose_01","1","50995"
"20198","64637","5","4","4","291","50328","4","251","Lightsworn Battleplate","Interface\Icons\inv_chest_plate22","7","50328,50864,50869,51018,51717,51722,51727"
"20199","64640","16","4","1","311","49792","4","219","Accursed Crawling Cape","Interface\Icons\inv_misc_cape_22","1","49792"
"20200","64645","21","2","15","313","51939","4","271","Tel'thas, Dagger of the Blood King","Interface\Icons\inv_weapon_shortblade_101","2","51788,51939"
"20201","64646","21","2","15","313","49968","4","264","Frozen Bonespike","Interface\Icons\inv_weapon_shortblade_101","2","49968,51815"
"20202","64647","16","4","1","311","49832","4","219","Eerie Runeblade Polisher","Interface\Icons\inv_misc_cape_11","1","49832"
"20203","64648","16","4","1","311","49842","4","219","Tapestry of the Frozen Throne","Interface\Icons\inv_misc_cape_16","1","49842"
"20204","64649","21","2","15","313","50608","4","277","Frozen Bonespike","Interface\Icons\inv_weapon_shortblade_101","3","50608,300196,300254"
"20205","64650","1","4","3","283","50214","4","232","Helm of the Spirit Shock","Interface\Icons\inv_helmet_157","4","49804,50214,133488,188488"
"20206","64651","13","2","15","313","171580","4","0","Tel'thas, Dagger of the Blood King","Interface\Icons\inv_weapon_shortblade_101","1","171580"
"20207","64651","21","2","15","313","51803","4","258","Tel'thas, Dagger of the Blood King","Interface\Icons\inv_weapon_shortblade_101","1","51803"
"20208","64653","13","2","15","313","51846","4","264","Bloodsipper","Interface\Icons\inv_weapon_shortblade_102","4","51846,400333,410041,410141"
"20209","64654","13","2","15","313","51384","4","251","Bloodsipper","Interface\Icons\inv_weapon_shortblade_102","1","51384"
"20210","64655","8","4","4","297","50772","4","251","Ancient Skeletal Boots","Interface\Icons\inv_boots_plate_14","1","50772"
"20211","64656","13","2","15","313","51011","4","251","Flesh-Carving Scalpel","Interface\Icons\inv_weapon_shortblade_102","1","51011"
"20212","64657","13","2","15","313","51868","4","264","Flesh-Carving Scalpel","Interface\Icons\inv_weapon_shortblade_102","2","51868,400363"
"20213","64658","5","4","4","291","50027","4","264","Rot-Resistant Breastplate","Interface\Icons\inv_chest_plate22","7","50027,50969,51164,51165,51174,51861,400346"
"20214","64660","6","4","4","293","50010","4","264","Waistband of Righteous Fury","Interface\Icons\inv_belt_70","8","50010,50451,50989,51836,400330,400425,410015,410115"
"20215","64661","6","4","4","293","54565","4","271","Surrogate Belt","Interface\Icons\inv_belt_70","3","51555,53121,54565"
"20216","64662","7","4","3","295","50265","4","232","Blackened Ghoul Skin Leggings","Interface\Icons\inv_pants_mail_33","4","49811,49847,50265,133495"
"20217","64664","8","4","4","297","54586","4","284","Foreshadow Steps","Interface\Icons\inv_boots_plate_14","7","50416,51931,53487,54586,400327,410023,410123"
"20218","64665","8","4","3","297","50283","4","232","Mudslide Boots","Interface\Icons\inv_boots_chain_11","3","49798,50283,188470"
"20219","64666","9","4","3","299","49787","4","219","Seven Stormy Mornings","Interface\Icons\inv_bracer_31b","2","49787,188459"
"20220","64667","7","4","4","295","50199","4","264","Leggings of Dying Candles","Interface\Icons\inv_pants_plate_33","6","50199,51161,51168,51171,51928,400353"
"20221","64668","10","4","4","301","49995","4","264","Fallen Lord's Handguards","Interface\Icons\inv_gauntlets_85","7","49995,50976,51163,51169,51172,51886,400361"
"20222","64669","13","2","15","313","49982","4","264","Heartpierce","Interface\Icons\inv_weapon_shortblade_103","5","49982,400827,400842,400857,400872"
"20223","64671","13","2","15","313","50641","4","277","Heartpierce","Interface\Icons\inv_weapon_shortblade_103","3","50641,300200,300258"
"20224","64672","8","4","4","297","50632","4","277","Boots of the Funeral March","Interface\Icons\inv_boots_plate_14","1","50632"
"20225","64674","7","4","4","295","50623","4","277","Leggings of Dying Candles","Interface\Icons\inv_pants_plate_33","9","50623,51271,51278,300042,300054,300136,300148,400245,400250"
"20226","64675","21","2","15","313","50793","4","251","Midnight Sun","Interface\Icons\inv_weapon_shortblade_103","1","50793"
"20227","64676","21","2","15","313","51910","4","264","Midnight Sun","Interface\Icons\inv_weapon_shortblade_103","1","51910"
"20228","64677","13","2","15","313","50183","4","264","Lungbreaker","Interface\Icons\inv_weapon_shortblade_105","1","50183"
"20229","64678","13","2","15","313","50621","4","277","Lungbreaker","Interface\Icons\inv_weapon_shortblade_105","5","50621,51800,171577,300197,300255"
"20230","64679","5","4","3","291","133508","3","0","Shroud of Rime","Interface\Icons\INV_Chest_Mail_06","1","133508"
"20231","64680","5","4","3","291","49826","4","219","Shroud of Rime","Interface\Icons\inv_chest_mail_12","1","49826"
"20232","64681","13","2","15","313","50016","4","264","Rib Spreader","Interface\Icons\inv_weapon_shortblade_105","1","50016"
"20233","64682","10","4","3","301","49837","4","219","Mitts of Burning Hail","Interface\Icons\inv_gauntlets_62","1","49837"
"20234","64683","13","2","15","313","50676","4","277","Rib Spreader","Interface\Icons\inv_weapon_shortblade_105","3","50676,300204,300262"
"20235","64688","1","4","4","283","50060","4","264","Faceplate of the Forgotten","Interface\Icons\inv_helmet_154","4","50060,51162,51167,51173"
"20236","64689","9","4","4","299","50175","4","264","Crypt Keeper's Bracers","Interface\Icons\inv_bracer_46","1","50175"
"20237","64690","9","4","4","299","50721","4","277","Crypt Keeper's Bracers","Interface\Icons\inv_bracer_46","1","50721"
"20238","64692","1","4","4","283","50701","4","277","Faceplate of the Forgotten","Interface\Icons\inv_helmet_154","13","50701,51266,51272,51277,300043,300049,300053,300137,300143,300147,400242,400247,400248"
"20239","64693","1","4","3","283","50197","4","232","Eyes of Bewilderment","Interface\Icons\inv_helmet_157","3","50197,183639,188477"
"20240","64694","10","4","4","301","50650","4","277","Fallen Lord's Handguards","Interface\Icons\inv_gauntlets_85","13","50650,51267,51270,51276,300044,300048,300055,300138,300142,300149,400243,400244,400246"
"20241","64695","5","4","4","291","50680","4","277","Rot-Resistant Breastplate","Interface\Icons\inv_chest_plate22","13","50680,51265,51274,51275,300045,300050,300052,300139,300144,300146,400240,400241,400254"
"20242","64696","9","4","3","299","50209","4","232","Essence of Suffering","Interface\Icons\inv_bracer_31","4","49820,50209,133502,188483"
"20243","64697","7","4","4","295","51268","4","277","Sanctified Lightsworn Legguards","Interface\Icons\inv_pants_plate_33","4","51268,300047,300141,400249"
"20244","64698","3","4","3","287","50233","4","232","Spurned Val'kyr Shoulderguards","Interface\Icons\inv_shoulder_120","1","50233"
"20245","64699","6","4","3","293","50270","4","232","Belt of Rotted Fingernails","Interface\Icons\inv_belt_69","3","49810,50270,133494"
"20246","64700","26","2","19","0","50204","4","264","Wand of the Drowned Contessa","Interface\Icons\inv_wand_35","1","50204"
"20247","64701","8","4","3","297","50295","4","232","Spiked Toestompers","Interface\Icons\inv_boots_chain_13","1","50295"
"20248","64702","6","4","4","293","50667","4","277","Waistband of Righteous Fury","Interface\Icons\inv_belt_70","1","50667"
"20249","64703","5","4","3","291","50297","4","232","Frostsworn Bone Chestpiece","Interface\Icons\inv_chest_mail_12","2","50297,183662"
"20250","64704","10","4","3","301","50304","4","232","Hoarfrost Gauntlets","Interface\Icons\inv_gauntlets_77a","1","50304"
"20251","64705","3","4","4","287","51847","4","264","Spaulders of the Blood Princes","Interface\Icons\inv_shoulder_130","8","50098,50853,51682,51691,51847,51865,400399,400415"
"20252","64706","3","4","4","287","51125","4","264","Sanctified Scourgelord Shoulderplates","Interface\Icons\inv_shoulder_130","2","51125,51130"
"20253","64707","3","4","4","287","50660","4","277","Boneguard Commander's Pauldrons","Interface\Icons\inv_shoulder_130","9","50660,50674,51309,51314,300007,300015,300101,400283,400284"
"20254","64710","8","4","3","297","49831","4","219","Muddied Boots of Brill","Interface\Icons\inv_boots_chain_11","1","49831"
"20255","64711","12","4","0","0","50706","4","277","Tiny Abomination in a Jar","Interface\Icons\inv_alchemy_enchantedvial","2","50351,50706"
"20256","64712","7","4","3","295","49836","4","219","Frostsworn Bone Leggings","Interface\Icons\inv_pants_mail_33","1","49836"
"20257","64716","5","4","4","291","50294","4","232","Chestpiece of High Treason","Interface\Icons\inv_chest_plate22","1","50294"
"20258","64718","3","4","4","287","49829","4","219","Valonforth's Tarnished Pauldrons","Interface\Icons\inv_shoulder_100","2","49829,183665"
"20259","64721","8","4","4","297","50207","4","232","Black Spire Sabatons","Interface\Icons\inv_boots_plate_15","3","49795,50207,50215"
"20260","64722","7","4","4","295","50229","4","232","Legguards of the Frosty Depths","Interface\Icons\inv_pants_plate_34","4","49794,50229,183666,188466"
"20261","64723","10","4","4","301","50284","4","232","Rusty Frozen Fingerguards","Interface\Icons\inv_gauntlets_94","2","49843,50284"
"20262","64724","9","4","4","299","49797","4","219","Brace Guards of the Starless Night","Interface\Icons\inv_bracer_49","2","49797,188469"
"20263","64730","20","4","2","291","50106","4","251","Lasherweave Robes","Interface\Icons\inv_chest_leather_21","3","50106,50823,51696"
"20264","64731","20","4","2","291","51702","4","251","Lasherweave Vestment","Interface\Icons\inv_chest_leather_21","1","51702"
"20265","64732","20","4","2","291","51139","4","264","Sanctified Lasherweave Robes","Interface\Icons\inv_chest_leather_21","2","51139,51145"
"20266","64734","20","4","2","291","51294","4","277","Sanctified Lasherweave Vestment","Interface\Icons\inv_chest_leather_21","8","51294,51300,300016,300030,300110,300124,400321,400324"
"20267","64735","5","4","2","291","51958","3","167","Pristine Glowbear Pelt","Interface\Icons\inv_chest_fur","1","51958"
"20268","64737","13","2","15","313","49807","4","219","Krick's Beetle Stabber","Interface\Icons\inv_weapon_shortblade_80","1","49807"
"20269","64739","17","2","10","313","49801","4","219","Unspeakable Secret","Interface\Icons\inv_staff_82","2","49801,133485"
"20270","64740","17","2","5","313","49802","4","219","Garfrost's Two-Ton Hammer","Interface\Icons\inv_mace_83","3","49802,133486,183630"
"20271","64741","17","2","10","313","49793","4","219","Tower of the Mouldering Corpse","Interface\Icons\inv_staff_85","2","49793,188465"
"20272","64742","17","2","10","313","49790","4","219","Blood Boil Lancet","Interface\Icons\inv_staff_86","1","49790"
"20273","64743","13","2","15","313","49789","4","219","Heartshiver","Interface\Icons\inv_weapon_shortblade_80","2","49789,188461"
"20274","64744","13","2","4","313","49783","4","219","Lucky Old Sun","Interface\Icons\INV_Mace_89","2","49783,188455"
"20275","64745","26","2","19","0","49852","4","219","Coffin Nail","Interface\Icons\inv_wand_1h_stratholme_d_01","1","49852"
"20276","64746","21","2","15","313","49846","4","219","Chilled Heart of the Glacier","Interface\Icons\inv_weapon_shortblade_79","1","49846"
"20277","64748","15","2","2","317","49844","4","219","Crypt Fiend Slayer","Interface\Icons\inv_weapon_bow_44","1","49844"
"20278","64749","13","2","0","313","49840","4","219","Hate-Forged Cleaver","Interface\Icons\inv_axe_94","1","49840"
"20279","64750","17","2","8","313","49839","4","219","Mourning Malice","Interface\Icons\inv_sword_127","1","49839"
"20280","64753","21","2","7","313","49833","4","219","Splintered Icecrown Parapet","Interface\Icons\inv_sword_85","1","49833"
"20281","64754","13","2","15","313","50319","4","232","Unsharpened Ice Razor","Interface\Icons\inv_weapon_shortblade_61","1","50319"
"20282","64755","13","2","4","313","50303","4","232","Black Icicle","Interface\Icons\inv_mace_78","1","50303"
"20283","64756","13","2","7","313","50302","4","232","Liar's Tongue","Interface\Icons\inv_sword_118","1","50302"
"20284","64757","13","2","7","313","49827","4","219","Ghoulslicer","Interface\Icons\inv_sword_119","2","49827,183667"
"20285","64758","17","2","6","313","50296","4","232","Orca-Hunter's Harpoon","Interface\Icons\inv_weapon_halberd_26","1","50296"
"20286","64760","26","2","19","0","50291","4","232","Soulsplinter","Interface\Icons\inv_wand_1h_stratholme_d_02","1","50291"
"20287","64761","13","2","0","313","50290","4","232","Falric's Wrist-Chopper","Interface\Icons\inv_axe_89","1","50290"
"20288","64762","17","2","10","313","50273","4","232","Engraved Gargoyle Femur","Interface\Icons\inv_staff_81","1","50273"
"20289","64763","13","2","7","313","50268","4","232","Rimefang's Claw","Interface\Icons\inv_weapon_shortblade_86","9","50268,94257,117028,119478,122084,129435,153726,170591,177287"
"20290","64764","17","2","1","313","50267","4","232","Tyrannical Beheader","Interface\Icons\inv_axe_96","1","50267"
"20291","64765","26","2","18","0","50262","4","232","Felglacier Bolter","Interface\Icons\inv_weapon_crossbow_30","1","50262"
"20292","64766","21","2","15","313","50227","4","232","Surgeon's Needle","Interface\Icons\inv_weapon_shortblade_100","1","50227"
"20293","64767","13","2","7","313","188484","4","0","Seethe","Interface\Icons\inv_sword_120","1","188484"
"20294","64767","21","2","7","313","50210","4","232","Seethe","Interface\Icons\inv_sword_120","1","50210"
"20295","64768","13","2","15","313","50203","4","232","Blood Weeper","Interface\Icons\inv_weapon_shortblade_77","2","50203,188479"
"20296","64769","13","2","0","313","50191","4","232","Nighttime","Interface\Icons\inv_axe_91","2","50191,188473"
"20297","64770","25","2","16","317","50169","4","232","Papa's Brand New Knife","Interface\Icons\inv_throwingknife_02","1","50169"
"20298","64771","8","4","4","297","54564","4","271","Scion's Treads","Interface\Icons\inv_boots_plate_12","4","50788,51787,53111,54564"
"20299","64772","9","4","4","299","50796","4","251","Bracers of Pale Illumination","Interface\Icons\inv_bracer_42","2","50796,50802"
"20300","64774","6","4","4","293","51000","4","251","Flesh-Shaper's Gurney Strap","Interface\Icons\inv_belt_62","3","51000,51564,51782"
"20301","64775","5","4","4","291","50786","4","251","Ghoul Commander's Cuirass","Interface\Icons\inv_chest_plate_25","1","50786"
"20302","64776","10","4","3","301","51753","4","251","Frost Witch's Grips","Interface\Icons\inv_gauntlets_86","1","51753"
"20303","64779","9","4","4","299","54559","4","271","Bracers of the Heir","Interface\Icons\inv_bracer_42","3","51563,53112,54559"
"20304","64780","10","4","4","301","51386","4","251","Throatrender Handguards","Interface\Icons\inv_gauntlets_86","1","51386"
"20305","64781","8","4","4","297","51816","4","264","Scourge Fanged Stompers","Interface\Icons\inv_boots_plate_13","2","51816,51915"
"20306","64782","9","4","4","299","51901","4","264","Gargoyle Spit Bracers","Interface\Icons\inv_bracer_43","5","51901,51907,400366,410027,410127"
"20307","64784","6","4","4","293","50036","4","264","Belt of Broken Bones","Interface\Icons\inv_belt_62","4","50036,50187,50987,50991"
"20308","64786","6","4","4","293","51821","4","264","Etched Dragonbone Girdle","Interface\Icons\inv_belt_63","4","51821,51831,51879,400364"
"20309","64787","5","4","4","291","51917","4","264","Ghoul Commander's Cuirass","Interface\Icons\inv_chest_plate_26","2","51917,400367"
"20310","64789","8","4","4","297","54578","4","284","Apocalypse's Advance","Interface\Icons\inv_boots_plate_12","8","49906,49907,49983,50190,53125,53129,54578,54579"
"20311","64790","9","4","4","299","51832","4","264","Taiga Bindings","Interface\Icons\inv_bracer_43","1","51832"
"20312","64791","10","4","4","301","51844","4","264","Throatrender Handguards","Interface\Icons\inv_gauntlets_87","2","51844,400424"
"20313","64795","9","4","4","299","50002","4","264","Polar Bear Claw Bracers","Interface\Icons\inv_bracer_42","1","50002"
"20314","64796","9","4","4","299","49960","4","264","Bracers of Dark Reckoning","Interface\Icons\inv_bracer_42","1","49960"
"20315","64797","8","4","4","297","50625","4","277","Grinning Skull Greatboots","Interface\Icons\inv_boots_plate_13","2","50625,50639"
"20316","64798","6","4","4","293","50620","4","277","Coldwraith Links","Interface\Icons\inv_belt_63","2","50620,50691"
"20317","64799","9","4","4","299","50611","4","277","Bracers of Dark Reckoning","Interface\Icons\inv_bracer_43","1","50611"
"20318","64800","9","4","4","299","50659","4","277","Polar Bear Claw Bracers","Interface\Icons\inv_bracer_43","1","50659"
"20319","64804","3","4","3","287","54566","4","271","Twilight Scale Shoulders","Interface\Icons\inv_shoulder_113","6","50117,50792,51015,51708,53113,54566"
"20320","64809","6","4","3","293","50762","4","251","Linked Scourge Vertebrae","Interface\Icons\inv_belt_60","2","50762,51325"
"20321","64810","10","4","3","301","50114","4","251","Ahn'Kahar Blood Hunter's Handguards","Interface\Icons\inv_gauntlets_84","3","50114,50777,51711"
"20322","64812","7","4","3","295","50116","4","251","Ahn'Kahar Blood Hunter's Legguards","Interface\Icons\inv_pants_mail_32","3","50116,51566,51709"
"20323","64813","3","4","4","287","50208","4","232","Pauldrons of the Souleater","Interface\Icons\inv_shoulder_121","2","50208,188482"
"20324","64814","5","4","3","291","50118","4","251","Ahn'Kahar Blood Hunter's Tunic","Interface\Icons\inv_chest_mail_11","2","50118,51707"
"20325","64816","8","4","3","297","50812","4","251","Taldron's Long Neglected Boots","Interface\Icons\inv_boots_mail_06","2","50812,51785"
"20326","64817","5","4","3","291","50800","4","251","Hauberk of a Thousand Cuts","Interface\Icons\inv_chest_mail_07","1","50800"
"20327","64818","9","4","3","299","50789","4","251","Icecrown Rampart Bracers","Interface\Icons\inv_bracer_40","1","50789"
"20328","64819","3","4","3","287","50022","4","264","Dual-Bladed Pauldrons","Interface\Icons\inv_shoulder_113","5","50022,51151,51864,51911,400405"
"20329","64820","6","4","3","293","50413","4","264","Nerub'ar Stalker's Cord","Interface\Icons\inv_belt_60","7","50413,50993,51853,51935,183677,400332,400384"
"20330","64821","7","4","3","295","49901","4","264","Draconic Bonesplinter Legguards","Interface\Icons\inv_pants_mail_32","4","49901,49988,51152,51829"
"20331","64822","8","4","3","297","54577","4","284","Returning Footfalls","Interface\Icons\inv_boots_mail_06","6","50071,51818,51891,53127,54577,400419"
"20332","64823","10","4","3","301","50188","4","264","Anub'ar Stalker's Gloves","Interface\Icons\inv_gauntlets_84","8","50188,50979,51154,51926,129823,129877,183655,400372"
"20333","64824","9","4","3","299","50000","4","264","Scourge Hunter's Vambraces","Interface\Icons\inv_bracer_40","2","50000,51914"
"20334","64825","5","4","3","291","51903","4","264","Hauberk of a Thousand Cuts","Interface\Icons\inv_chest_mail_07","3","51903,129890,400374"
"20335","64827","10","4","3","301","50619","4","277","Anub'ar Stalker's Gloves","Interface\Icons\inv_gauntlets_84","7","50619,51285,300031,300125,400255,410030,410130"
"20336","64828","5","4","3","291","50038","4","264","Carapace of Forgotten Kings","Interface\Icons\inv_chest_mail_11","3","50038,50970,51150"
"20337","64829","3","4","3","287","50673","4","277","Dual-Bladed Pauldrons","Interface\Icons\inv_shoulder_113","7","50673,51288,300034,300128,400258,410006,410106"
"20338","64830","10","4","4","301","50194","4","232","Weeping Gauntlets","Interface\Icons\inv_gauntlets_85","3","50194,183635,188475"
"20339","64831","9","4","3","299","50655","4","277","Scourge Hunter's Vambraces","Interface\Icons\inv_bracer_40","1","50655"
"20340","64832","7","4","3","295","50645","4","277","Leggings of Northern Lights","Interface\Icons\inv_pants_mail_32","7","50645,51287,300033,300127,400257,410018,410118"
"20341","64833","9","4","4","299","50230","4","232","Malykriss Vambraces","Interface\Icons\inv_bracer_49","1","50230"
"20342","64835","8","4","3","297","50711","4","277","Treads of the Wasteland","Interface\Icons\inv_boots_mail_06","1","50711"
"20343","64836","5","4","4","291","53500","4","251","Tectonic Plate","Interface\Icons\inv_chest_plate23","2","50272,53500"
"20344","64837","6","4","3","293","50688","4","277","Nerub'ar Stalker's Cord","Interface\Icons\inv_belt_60","1","50688"
"20345","64838","5","4","3","291","50689","4","277","Carapace of Forgotten Kings","Interface\Icons\inv_chest_mail_11","1","50689"
"20346","64840","5","4","3","291","51289","4","277","Sanctified Ahn'Kahar Blood Hunter's Tunic","Interface\Icons\inv_chest_mail_11","6","51289,300035,300129,400259,410010,410110"
"20347","64843","10","4","4","301","49855","4","219","Plated Grips of Korth'azz","Interface\Icons\inv_gauntlets_94","1","49855"
"20348","64844","7","4","4","295","49784","4","219","Minister's Number One Legplates","Interface\Icons\inv_pants_plate_34","2","49784,188456"
"20349","64845","5","4","4","291","49791","4","219","Lost Reliquary Chestguard","Interface\Icons\inv_chest_plate23","2","49791,188463"
"20350","64846","8","4","4","297","49905","4","264","Protectors of Life","Interface\Icons\inv_boots_plate_14","1","49905"
"20351","64847","6","4","4","293","49808","4","219","Bent Gold Belt","Interface\Icons\inv_belt_70","2","49808,133492"
"20352","64848","7","4","4","295","49903","4","264","Legplates of Painful Death","Interface\Icons\inv_pants_plate_32","2","49903,49904"
"20353","64852","7","4","4","295","49902","4","264","Puresteel Legplates","Interface\Icons\inv_pants_plate_33","1","49902"
"20354","64853","3","4","4","287","50234","4","232","Shoulderplates of Frozen Blood","Interface\Icons\inv_shoulder_121","1","50234"
"20355","64854","5","4","4","291","53505","4","251","Salamander Skin","Interface\Icons\inv_chest_plate23","4","49816,50285,53505,133498"
"20356","64856","6","4","4","293","49853","4","219","Titanium Links of Lore","Interface\Icons\inv_belt_70","1","49853"
"20357","64857","8","4","4","297","50305","4","232","Grinning Skull Boots","Interface\Icons\inv_boots_plate_11","1","50305"
"20358","64858","20","4","1","291","50278","4","251","Bloodmage Robe","Interface\Icons\inv_chest_cloth_78purple","2","50278,51790"
"20359","64859","20","4","1","291","51283","4","277","Sanctified Bloodmage Robe","Interface\Icons\inv_chest_cloth_78black","4","51283,300039,300133,400303"
"20360","64860","20","4","1","291","50717","4","277","Sanguine Silk Robes","Interface\Icons\inv_chest_cloth_80","11","50717,51259,51263,300057,300064,300151,300158,400272,400273,410008,410108"
"20361","64865","5","4","3","291","61861","4","0","Item 61861","Interface\Icons\INV_Chest_Chain_15","2","61861,61874"
"20362","64872","4","4","0","289","52019","2","1","Precious's Ribbon","Interface\Icons\inv_misc_ribbon_01","1","52019"
"20363","64879","17","2","1","313","50709","4","277","Bryntroll, the Bone Arbiter","Interface\Icons\inv_axe_120","4","50415,50709,300211,300269"
"20364","64881","14","4","6","315","49821","4","219","Protector of Frigid Souls","Interface\Icons\inv_shield_55","1","49821"
"20365","64882","14","4","6","315","49835","4","219","Splintered Door of the Citadel","Interface\Icons\inv_shield_63","1","49835"
"20366","64892","1","4","1","283","50276","4","251","Bloodmage Hood","Interface\Icons\inv_helmet_150purple","2","50276,51554"
"20367","64893","3","4","1","287","50279","4","251","Bloodmage Shoulderpads","Interface\Icons\inv_shoulder_116purple","2","50279,51020"
"20368","64895","3","4","1","287","51155","4","264","Sanctified Bloodmage Shoulderpads","Interface\Icons\inv_shoulder_116","1","51155"
"20369","64896","3","4","1","287","51284","4","277","Sanctified Bloodmage Shoulderpads","Interface\Icons\inv_shoulder_116black","4","51284,300040,300134,400304"
"20370","64897","1","4","1","283","51281","4","277","Sanctified Bloodmage Hood","Interface\Icons\inv_helmet_150black","4","51281,300037,300131,400301"
"20371","64902","1","4","2","283","49471","4","245","Stormrage Coverlet","Interface\Icons\INV_Helmet_09","6","49326,49327,49328,49471,49472,49473"
"20372","64903","1","4","2","283","28220","3","115","Moon-Crown Antlers","Interface\Icons\INV_Helmet_24","1","28220"
"20373","64904","1","4","3","283","41013","4","232","Furious Gladiator's Ringmail Helm","Interface\Icons\INV_Helmet_140","3","41013,41019,41151"
"20374","64905","17","2","10","313","52033","0","0","NPC Equip 52033","Interface\Icons\inv_staff_102","1","52033"
"20375","64906","21","2","7","313","52034","0","0","NPC Equip 52034","Interface\Icons\INV_Sword_137","1","52034"
"20376","64907","17","2","1","313","49291","0","0","NPC Equip 49291","Interface\Icons\INV_Axe_01","1","49291"
"20377","64910","21","2","4","313","52037","0","0","NPC Equip 52037","Interface\Icons\INV_Hammer_05","1","52037"
"20378","64922","1","4","3","283","41014","4","251","Relentless Gladiator's Ringmail Helm","Interface\Icons\inv_helmet_121","3","41014,41020,41152"
"20379","64923","12","4","0","0","50344","4","264","Unidentifiable Organ","Interface\Icons\inv_ore_feliron_01","3","50341,50344,400427"
"20380","64943","10","4","2","301","51188","4","264","Sanctified Shadowblade Gauntlets","Interface\Icons\inv_gauntlets_85","1","51188"
"20381","64944","10","4","2","301","51251","4","277","Sanctified Shadowblade Gauntlets","Interface\Icons\inv_gauntlets_85","6","51251,300067,300161,400261,410029,410129"
"20382","64945","1","4","1","283","51896","4","264","Thaumaturge's Crackling Cowl","Interface\Icons\inv_helmet_156","2","51896,400421"
"20383","64946","1","4","3","283","49824","4","219","Horns of the Spurned Val'kyr","Interface\Icons\inv_helmet_157","2","49824,133506"
"20384","64949","1","4","2","283","49830","4","219","Fallen Sentry's Hood","Interface\Icons\inv_helmet_153","1","49830"
"20385","64950","1","4","4","283","50311","4","232","Second Helm of the Executioner","Interface\Icons\inv_helmet_158","2","49851,50311"
"20386","64951","1","4","4","283","49819","4","219","Skeleton Lord's Cranium","Interface\Icons\INV_Helmet_130","2","49819,133501"
"20387","64952","6","4","1","293","50263","4","232","Braid of Salt and Fire","Interface\Icons\inv_belt_67","1","50263"
"20388","64953","6","4","1","293","50314","4","232","Strip of Remorse","Interface\Icons\inv_belt_67","1","50314"
"20389","64954","21","2","4","313","50051","4","251","Hammer of Purified Flame","Interface\Icons\inv_mace_86","1","50051"
"20390","64994","13","2","4","313","52042","0","0","NPC Equip 52042","Interface\Icons\INV_Mace_101","1","52042"
"20391","64995","26","2","19","0","51852","4","264","Wand of Ruby Claret","Interface\Icons\inv_wand_34","3","51326,51852,400429"
"20392","64996","13","2","15","313","50426","4","271","Heaven's Fall, Kryss of a Thousand Lies","Interface\Icons\inv_weapon_shortblade_104","2","50426,171568"
"20393","64997","13","2","15","313","50736","4","284","Heaven's Fall, Kryss of a Thousand Lies","Interface\Icons\inv_weapon_shortblade_104","4","50736,300250,300308,400443"
"20394","64998","3","4","4","287","49980","4","264","Rusted Bonespike Pauldrons","Interface\Icons\inv_shoulder_117","5","49980,51160,51166,51170,51824"
"20395","64999","3","4","4","287","50324","4","251","Lightsworn Shoulderplates","Interface\Icons\inv_shoulder_117","7","50324,50860,50865,51586,51721,51726,51731"
"20396","65000","3","4","4","287","50617","4","277","Rusted Bonespike Pauldrons","Interface\Icons\inv_shoulder_117","14","50617,51269,51273,51279,300041,300046,300051,300135,300140,300145,400251,400252,400253,400453"
"20397","65002","10","4","1","301","50011","4","264","Gunship Captain's Mittens","Interface\Icons\inv_gauntlets_90","2","50011,50983"
"20398","65029","14","4","6","315","50616","4","277","Bulwark of Smouldering Steel","Interface\Icons\inv_shield_72","1","50616"
"20399","65030","14","4","6","315","49976","4","264","Bulwark of Smouldering Steel","Interface\Icons\inv_shield_72","5","49976,400834,400849,400864,400879"
"20400","65031","14","4","6","315","45470","4","239","Wisdom's Hold","Interface\Icons\inv_shield_65","2","45470,156191"
"20401","65032","10","4","3","301","50064","4","264","Unclean Surgical Gloves","Interface\Icons\inv_gauntlets_104","6","50064,50980,51191,51196,51201,51827"
