"ID","CollectionType","EntryID","CategoryID","SortOrder","Flags","Rarity","ItemID","SpellID","DisplayID","CreatureID","MountType","SourceObjectID","SourceValue","Name","Icon","SourceType","SourceName","SourceText"
"373","1","300856","2","373","0","4","300526","300856","500856","3461352","3","3461020","0","Golden Sunrunner","Interface\Icons\inv_horse2bastionmount_yellow","vendor","Skeletal Stablemaster",""
"374","1","300857","2","374","0","4","300527","300857","500857","3461353","3","3461020","0","Pureheart Courser","Interface\Icons\inv_horse2white","vendor","Skeletal Stablemaster",""
"375","1","300858","2","375","0","4","300528","300858","500858","3461354","3","3461020","0","Turquoise Courser","Interface\Icons\inv_horse2green","vendor","Skeletal Stablemaster",""
"376","1","300859","2","376","0","4","300529","300859","500859","3461355","3","3461020","0","Twilight Courser","Interface\Icons\inv_horse2bastionmount_purple","vendor","Skeletal Stablemaster",""
"377","1","300860","2","377","0","4","300530","300860","500860","3461356","3","3461020","0","Wild Dreamrunner","Interface\Icons\inv_horse2green","vendor","Skeletal Stablemaster",""
"378","1","300861","2","378","0","4","300531","300861","500861","3461357","3","3461020","0","Azure Cloud Serpent","Interface\Icons\inv_pandarenserpentmount_blue","vendor","Skeletal Stablemaster",""
"379","1","300862","2","379","0","4","300532","300862","500862","3461358","3","3461020","0","Crimson Cloud Serpent","Interface\Icons\inv_pandarenserpentmount","vendor","Skeletal Stablemaster",""
"380","1","300863","2","380","0","4","300533","300863","500863","3461359","3","3461020","0","Echo of Alnsharan","Interface\Icons\inv_pandarenserpentmount_bluewhite","vendor","Skeletal Stablemaster",""
"381","1","300864","2","381","0","4","300534","300864","500864","3461360","3","3461020","0","Golden Cloud Serpent","Interface\Icons\inv_pandarenserpentmount_yellow","vendor","Skeletal Stablemaster",""
"382","1","300865","2","382","0","4","300535","300865","500865","3461361","3","3461020","0","Ivory Cloud Serpent","Interface\Icons\inv_pandarenserpentmount_white","vendor","Skeletal Stablemaster",""
"383","1","300866","2","383","0","4","300536","300866","500866","3461362","3","3461020","0","Jade Cloud Serpent","Interface\Icons\inv_pandarenserpentmount_green","vendor","Skeletal Stablemaster",""
"384","1","300867","2","384","0","4","300537","300867","500867","3461363","3","3461020","0","Magenta Cloud Serpent","Interface\Icons\inv_pandarenserpentmount_purple","vendor","Skeletal Stablemaster",""
"385","1","300868","2","385","0","4","300538","300868","500868","3461364","3","3461020","0","Onyx Cloud Serpent","Interface\Icons\inv_pandarenserpentmount_blue","vendor","Skeletal Stablemaster",""
"386","1","300869","2","386","0","4","300539","300869","500869","3461365","3","3461020","0","Armored Golden Pterrordax","Interface\Icons\inv_pterrordax2mount_gold","vendor","Skeletal Stablemaster",""
"387","1","300870","2","387","0","4","300540","300870","500870","3461366","3","3461020","0","Captured Swampstalker","Interface\Icons\inv_pterrordax2mount_lightgreen","vendor","Skeletal Stablemaster",""
"388","1","300871","2","388","0","4","300541","300871","500871","3461367","3","3461020","0","Cobalt Pterrordax","Interface\Icons\inv_pterrordax2mount_blue","vendor","Skeletal Stablemaster",""
"389","1","300872","2","389","0","4","300542","300872","500872","3461368","3","3461020","0","Dazaralor Windreaver","Interface\Icons\inv_pterrordax2mount_bronze","vendor","Skeletal Stablemaster",""
"390","1","300873","2","390","0","4","300543","300873","500873","3461369","3","3461020","0","Kuafon","Interface\Icons\inv_pterrordax2mount_yellow","vendor","Skeletal Stablemaster",""
"391","1","300874","2","391","0","4","300544","300874","500874","3461370","3","3461020","0","Scarlet Pterrordax","Interface\Icons\inv_pterrordax2mount_red","vendor","Skeletal Stablemaster",""
"392","1","300875","2","392","0","4","300545","300875","500875","3461371","3","3461020","0","Spectral Pterrorwing","Interface\Icons\inv_pterrordax2mount_white","vendor","Skeletal Stablemaster",""
"393","1","300876","2","393","0","4","300546","300876","500876","3461372","3","3461020","0","Voldunai Dunescraper","Interface\Icons\inv_pterrordax2mount_purple","vendor","Skeletal Stablemaster",""
"394","1","300877","2","394","0","4","300547","300877","500877","3461373","3","3461020","0","Boulder Hauler","Interface\Icons\inv_sporebatrock_stonered","vendor","Skeletal Stablemaster",""
"395","1","300878","2","395","0","4","300548","300878","500878","3461374","3","3461020","0","Calescent Shalewing","Interface\Icons\inv_sporebatrock_yellow","vendor","Skeletal Stablemaster",""
"396","1","300879","2","396","0","4","300549","300879","500879","3461375","3","3461020","0","Cataloged Shalewing","Interface\Icons\inv_sporebatrock_orange","vendor","Skeletal Stablemaster",""
"397","1","300880","2","397","0","4","300550","300880","500880","3461376","3","3461020","0","Cobalt Shalewing","Interface\Icons\inv_sporebatrock_blue","vendor","Skeletal Stablemaster",""
"398","1","300881","2","398","0","4","300551","300881","500881","3461377","3","3461020","0","Imagiwing","Interface\Icons\inv_sporebatrock_orange","vendor","Skeletal Stablemaster",""
"399","1","300882","2","399","0","4","300552","300882","500882","3461378","3","3461020","0","Morsel Sniffer","Interface\Icons\inv_sporebatrock_stoneblack","vendor","Skeletal Stablemaster",""
"400","1","300883","2","400","0","4","300553","300883","500883","3461379","3","3461020","0","Sandy Shalewing","Interface\Icons\inv_sporebatrock_stoneorange","vendor","Skeletal Stablemaster",""
"401","1","300884","2","401","0","4","300554","300884","500884","3461380","3","3461020","0","Shadowflame Shalewing","Interface\Icons\inv_sporebatrock_deepred","vendor","Skeletal Stablemaster",""
"402","1","300885","2","402","0","4","300555","300885","500885","3461381","0","3461020","0","Armored Frostboar","Interface\Icons\inv_giantboarmount_brown","vendor","Skeletal Stablemaster",""
"403","1","300886","2","403","0","4","300556","300886","500886","3461382","0","3461020","0","Armored Razorback","Interface\Icons\inv_giantboarmount_brown","vendor","Skeletal Stablemaster",""
"404","1","300887","2","404","0","4","300557","300887","500887","3461383","0","3461020","0","Blacksteel Battleboar","Interface\Icons\inv_giantboarmount_brown","vendor","Skeletal Stablemaster",""
"405","1","300888","2","405","0","4","300558","300888","500888","3461384","0","3461020","0","Bristling Hellboar","Interface\Icons\inv_giantboarmount_brown","vendor","Skeletal Stablemaster",""
"406","1","300889","2","406","0","4","300559","300889","500889","3461385","0","3461020","0","Deathtusk Felboar","Interface\Icons\ability_mount_felboarmount","vendor","Skeletal Stablemaster",""
"407","1","300890","2","407","0","4","300560","300890","500890","3461386","0","3461020","0","Frostplains Battleboar","Interface\Icons\inv_giantboarmount_brown","vendor","Skeletal Stablemaster",""
"408","1","300891","2","408","0","4","300561","300891","500891","3461387","0","3461020","0","Rocktusk Battleboar","Interface\Icons\inv_giantboarmount_brown","vendor","Skeletal Stablemaster",""
"409","1","300892","2","409","0","4","300562","300892","500892","3461388","0","3461020","0","Black Dragon Turtle","Interface\Icons\ability_mount_pandaranmountblack","vendor","Skeletal Stablemaster",""
"410","1","300893","2","410","0","4","300563","300893","500893","3461389","0","3461020","0","Blue Dragon Turtle","Interface\Icons\ability_mount_pandaranmountblue","vendor","Skeletal Stablemaster",""
"411","1","300894","2","411","0","4","300564","300894","500894","3461390","0","3461020","0","Brown Dragon Turtle","Interface\Icons\ability_mount_pandaranmountbrown","vendor","Skeletal Stablemaster",""
"412","1","300895","2","412","0","4","300565","300895","500895","3461391","0","3461020","0","Green Dragon Turtle","Interface\Icons\ability_mount_pandaranmountgreen","vendor","Skeletal Stablemaster",""
"413","1","300896","2","413","0","4","300566","300896","500896","3461392","0","3461020","0","Purple Dragon Turtle","Interface\Icons\ability_mount_pandaranmountpurple","vendor","Skeletal Stablemaster",""
"414","1","300897","2","414","0","4","300567","300897","500897","3461393","0","3461020","0","Red Dragon Turtle","Interface\Icons\ability_mount_pandaranmountred","vendor","Skeletal Stablemaster",""
"415","1","300898","2","415","0","4","300568","300898","500898","3461394","0","3461020","0","Black Riding Goat","Interface\Icons\ability_mount_goatmountblack","vendor","Skeletal Stablemaster",""
"416","1","300899","2","416","0","4","300569","300899","500899","3461395","0","3461020","0","Brown Riding Goat","Interface\Icons\ability_mount_goatmountbrown","vendor","Skeletal Stablemaster",""
"417","1","300900","2","417","0","4","300570","300900","500900","3461396","0","3461020","0","Little Red Riding Goat","Interface\Icons\ability_mount_goatmountdark_red","vendor","Skeletal Stablemaster",""
"418","1","300901","2","418","0","4","300571","300901","500901","3461397","0","3461020","0","Snowy Riding Goat","Interface\Icons\ability_mount_goatmountwhite","vendor","Skeletal Stablemaster",""
"419","1","300902","2","419","0","4","300572","300902","500902","3461398","0","3461020","0","Spotted Black Riding Goat","Interface\Icons\ability_mount_goatmountblack","vendor","Skeletal Stablemaster",""
"420","1","300903","2","420","0","4","300573","300903","500903","3461399","0","3461020","0","White Riding Goat","Interface\Icons\ability_mount_goatmountwhite","vendor","Skeletal Stablemaster",""
"421","1","300904","2","421","0","4","300574","300904","500904","3461400","0","3461020","0","Asset Advocator","Interface\Icons\inv_goblinshreddermech","vendor","Skeletal Stablemaster",""
"422","1","300905","2","422","0","4","300575","300905","500905","3461401","0","3461020","0","Blackwater Shredder Deluxe Mk 2","Interface\Icons\inv_goblinshreddermech_blue","vendor","Skeletal Stablemaster",""
"423","1","300906","2","423","0","4","300576","300906","500906","3461402","0","3461020","0","Darkfuse Demolisher","Interface\Icons\inv_goblinshreddermech_black","vendor","Skeletal Stablemaster",""
"424","1","300907","2","424","0","4","300577","300907","500907","3461403","0","3461020","0","Personalized Goblin S.C.R.A.P.per","Interface\Icons\inv_goblinshreddermech_green","vendor","Skeletal Stablemaster",""
"425","1","300908","2","425","0","4","300578","300908","500908","3461404","0","3461020","0","Venture Co-ordinator","Interface\Icons\inv_goblinshreddermech_yellow","vendor","Skeletal Stablemaster",""
"426","1","300909","2","426","0","4","300579","300909","500909","3461405","0","3461020","0","Violet Goblin Shredder","Interface\Icons\inv_goblinshreddermech_purple","vendor","Skeletal Stablemaster",""
"427","1","300910","2","427","0","4","300580","300910","500910","3461406","3","3461020","0","Blue-Chip Shreddertank","Interface\Icons\inv_goblinspidertank","vendor","Skeletal Stablemaster",""
"428","1","300911","2","428","0","4","300581","300911","500911","3461407","3","3461020","0","Crimson Shreddertank","Interface\Icons\inv_goblinspidertank","vendor","Skeletal Stablemaster",""
"429","1","300912","2","429","0","4","300582","300912","500912","3461408","3","3461020","0","Enterprising Shreddertank","Interface\Icons\inv_goblinspidertank","vendor","Skeletal Stablemaster",""
"430","1","300913","2","430","0","4","300583","300913","500913","3461409","3","3461020","0","High-Yield Shreddertank","Interface\Icons\inv_goblinspidertank","vendor","Skeletal Stablemaster",""
"431","1","300914","2","431","0","4","300584","300914","500914","3461410","3","3461020","0","Profit-Green Shreddertank","Interface\Icons\inv_goblinspidertank","vendor","Skeletal Stablemaster",""
"432","1","300915","2","432","0","4","300585","300915","500915","3461411","3","3461020","0","Speculative Shreddertank","Interface\Icons\inv_goblinspidertank","vendor","Skeletal Stablemaster",""
"433","1","300916","2","433","0","4","300586","300916","500916","3461412","0","3461020","0","Brown Kodo","Interface\Icons\ability_mount_kodo_03","vendor","Skeletal Stablemaster",""
"434","1","300917","2","434","0","4","300587","300917","500917","3461413","0","3461020","0","Frightened Kodo","Interface\Icons\ability_mount_kodo_03","vendor","Skeletal Stablemaster",""
"435","1","300918","2","435","0","4","300588","300918","500918","3461414","0","3461020","0","Gray Kodo","Interface\Icons\ability_mount_kodo_01","vendor","Skeletal Stablemaster",""
"436","1","300919","2","436","0","4","300589","300919","500919","3461415","0","3461020","0","Green Kodo","Interface\Icons\ability_mount_kodo_02","vendor","Skeletal Stablemaster",""
"437","1","300920","2","437","0","4","300590","300920","500920","3461416","0","3461020","0","Teal Kodo","Interface\Icons\ability_mount_kodo_02","vendor","Skeletal Stablemaster",""
"438","1","300921","2","438","0","4","300591","300921","500921","3461417","0","3461020","0","White Kodo","Interface\Icons\ability_mount_kodo_01","vendor","Skeletal Stablemaster",""
"439","1","300922","2","439","0","4","300592","300922","500922","3461418","3","3461020","0","Jade Panther","Interface\Icons\ability_mount_onyxpanther_green","vendor","Skeletal Stablemaster",""
"440","1","300923","2","440","0","4","300593","300923","500923","3461419","3","3461020","0","Jeweled Onyx Panther","Interface\Icons\ability_mount_onyxpanther","vendor","Skeletal Stablemaster",""
"441","1","300924","2","441","0","4","300594","300924","500924","3461420","3","3461020","0","Ruby Panther","Interface\Icons\ability_mount_onyxpanther_red","vendor","Skeletal Stablemaster",""
"442","1","300925","2","442","0","4","300595","300925","500925","3461421","3","3461020","0","Sapphire Panther","Interface\Icons\ability_mount_onyxpanther_blue","vendor","Skeletal Stablemaster",""
"443","1","300926","2","443","0","4","300596","300926","500926","3461422","3","3461020","0","Sunstone Panther","Interface\Icons\ability_mount_onyxpanther_yellow","vendor","Skeletal Stablemaster",""
"444","1","300927","2","444","0","4","300597","300927","500927","3461423","3","3461020","0","Void-Crystal Panther","Interface\Icons\ability_mount_onyxpanther_black","vendor","Skeletal Stablemaster",""
"445","1","300928","2","445","0","4","300598","300928","500928","3461424","3","3461020","0","Cruel Gladiators Storm Dragon","Interface\Icons\inv_stormdragonmount2dark","vendor","Skeletal Stablemaster",""
"446","1","300929","2","446","0","4","300599","300929","500929","3461425","3","3461020","0","Dominant Gladiators Storm Dragon","Interface\Icons\inv_stormdragonmount2yellow","vendor","Skeletal Stablemaster",""
"447","1","300930","2","447","0","4","300600","300930","500930","3461426","3","3461020","0","Fearless Gladiators Storm Dragon","Interface\Icons\inv_stormdragonmount2blue","vendor","Skeletal Stablemaster",""
"448","1","300931","2","448","0","4","300601","300931","500931","3461427","3","3461020","0","Ferocious Gladiators Storm Dragon","Interface\Icons\inv_stormdragonmount2green","vendor","Skeletal Stablemaster",""
"449","1","300932","2","449","0","4","300602","300932","500932","3461428","3","3461020","0","Fierce Gladiators Storm Dragon","Interface\Icons\inv_stormdragonmount2light","vendor","Skeletal Stablemaster",""
"450","1","300933","2","450","0","4","300603","300933","500933","3461429","3","3461020","0","Vindictive Gladiators Storm Dragon","Interface\Icons\inv_stormdragonmount2","vendor","Skeletal Stablemaster",""
"451","1","300934","2","451","0","4","300604","300934","500934","3461430","3","3461020","0","Ascendants Aquilon","Interface\Icons\inv_automatonfliermount_silver","vendor","Skeletal Stablemaster",""
"452","1","300935","2","452","0","4","300605","300935","500935","3461431","3","3461020","0","Battle-Hardened Aquilon","Interface\Icons\inv_automatonfliermount_copper","vendor","Skeletal Stablemaster",""
"453","1","300936","2","453","0","4","300606","300936","500936","3461432","3","3461020","0","Bronze Aquilon","Interface\Icons\inv_automatonfliermount_bronze","vendor","Skeletal Stablemaster",""
"454","1","300937","2","454","0","4","300607","300937","500937","3461433","3","3461020","0","Elysian Aquilon","Interface\Icons\inv_automatonfliermount","vendor","Skeletal Stablemaster",""
"455","1","300938","2","455","0","4","300608","300938","500938","3461434","3","3461020","0","Forsworn Aquilon","Interface\Icons\inv_automatonfliermount_dark","vendor","Skeletal Stablemaster",""
"456","1","300939","2","456","0","4","300609","300939","500939","3461435","0","3461020","0","Aquamarine Basilisk","Interface\Icons\inv_basaliskmount_blue","vendor","Skeletal Stablemaster",""
"457","1","300940","2","457","0","4","300610","300940","500940","3461436","0","3461020","0","Brawlers Burly Basilisk","Interface\Icons\inv_basaliskmount","vendor","Skeletal Stablemaster",""
"458","1","300941","2","458","0","4","300611","300941","500941","3461437","0","3461020","0","Felslate Basilisk","Interface\Icons\inv_basaliskmount_felslate","vendor","Skeletal Stablemaster",""
"459","1","300942","2","459","0","4","300612","300942","500942","3461438","0","3461020","0","Leystone Basilisk","Interface\Icons\inv_basaliskmount_leystone","vendor","Skeletal Stablemaster",""
"460","1","300943","2","460","0","4","300613","300943","500943","3461439","0","3461020","0","Slag Basilisk","Interface\Icons\inv_basaliskmount_red","vendor","Skeletal Stablemaster",""
"461","1","300944","2","461","0","4","300614","300944","500944","3461440","0","3461020","0","Ancestral Clefthoof","Interface\Icons\inv_clefthoofdraenormount_purple","vendor","Skeletal Stablemaster",""
"462","1","300945","2","462","0","4","300615","300945","500945","3461441","0","3461020","0","Bloodhoof Bull","Interface\Icons\inv_clefthoofdraenormount_blue","vendor","Skeletal Stablemaster",""
"463","1","300946","2","463","0","4","300616","300946","500946","3461442","0","3461020","0","Trained Icehoof","Interface\Icons\inv_clefthoofdraenormount_blue","vendor","Skeletal Stablemaster",""
"464","1","300947","2","464","0","4","300617","300947","500947","3461443","0","3461020","0","Tundra Icehoof","Interface\Icons\inv_clefthoofdraenormount_blue","vendor","Skeletal Stablemaster",""
"465","1","300948","2","465","0","4","300618","300948","500948","3461444","0","3461020","0","Witherhide Cliffstomper","Interface\Icons\inv_clefthoofdraenormount_blue","vendor","Skeletal Stablemaster",""
"466","1","300949","2","466","0","4","300619","300949","500949","3461445","3","3461020","0","Cerulean Deathwalker","Interface\Icons\inv_deathelementalmount_blue","vendor","Skeletal Stablemaster",""
"467","1","300950","2","467","0","4","300620","300950","500950","3461446","3","3461020","0","Restoration Deathwalker","Interface\Icons\inv_deathelementalmount_purple","vendor","Skeletal Stablemaster",""
"468","1","300951","2","468","0","4","300621","300951","500951","3461447","3","3461020","0","Sintouched Deathwalker","Interface\Icons\inv_deathelementalmount_black","vendor","Skeletal Stablemaster",""
"469","1","300952","2","469","0","4","300622","300952","500952","3461448","3","3461020","0","Soultwisted Deathwalker","Interface\Icons\inv_deathelementalmount_green","vendor","Skeletal Stablemaster",""
"470","1","300953","2","470","0","4","300623","300953","500953","3461449","3","3461020","0","Wastewarped Deathwalker","Interface\Icons\inv_deathelementalmount_red","vendor","Skeletal Stablemaster",""
"471","1","300954","2","471","0","4","300624","300954","500954","3461450","0","3461020","0","Darkwarren Hardshell","Interface\Icons\inv_decomposermountpurple","vendor","Skeletal Stablemaster",""
"472","1","300955","2","472","0","4","300625","300955","500955","3461451","0","3461020","0","Pale Acidmaw","Interface\Icons\inv_decomposermountwhite","vendor","Skeletal Stablemaster",""
"473","1","300956","2","473","0","4","300626","300956","500956","3461452","0","3461020","0","Spinemaw Gladechewer","Interface\Icons\inv_decomposermountyellow","vendor","Skeletal Stablemaster",""
"474","1","300957","2","474","0","4","300627","300957","500957","3461453","0","3461020","0","Umbral Scythehorn","Interface\Icons\inv_decomposermountblack","vendor","Skeletal Stablemaster",""
"475","1","300958","2","475","0","4","300628","300958","500958","3461454","0","3461020","0","Wild Hunt Legsplitter","Interface\Icons\inv_decomposermountgreen","vendor","Skeletal Stablemaster",""
"476","1","300959","2","476","0","4","300629","300959","500959","3461455","3","3461020","0","Cobalt Dragonhawk","Interface\Icons\inv_dragonhawk2mount_cyan","vendor","Skeletal Stablemaster",""
"477","1","300960","2","477","0","4","300630","300960","500960","3461456","3","3461020","0","Crimson Dragonhawk","Interface\Icons\inv_dragonhawk2mount_red","vendor","Skeletal Stablemaster",""
"478","1","300961","2","478","0","4","300631","300961","500961","3461457","3","3461020","0","Fiery Dragonhawk","Interface\Icons\inv_dragonhawk2mount_orange","vendor","Skeletal Stablemaster",""
"479","1","300962","2","479","0","4","300632","300962","500962","3461458","3","3461020","0","Peridot Dragonhawk","Interface\Icons\inv_dragonhawk2mount_green","vendor","Skeletal Stablemaster",""
"480","1","300963","2","480","0","4","300633","300963","500963","3461459","3","3461020","0","Umbral Dragonhawk","Interface\Icons\inv_dragonhawk2mount_black","vendor","Skeletal Stablemaster",""
"481","1","300964","2","481","0","4","300634","300964","500964","3461460","3","3461020","0","Drake of the East Wind","Interface\Icons\inv_misc_stormdragonred","vendor","Skeletal Stablemaster",""
"482","1","300965","2","482","0","4","300635","300965","500965","3461461","3","3461020","0","Drake of the Four Winds","Interface\Icons\inv_dragonskywallmount_bronze","vendor","Skeletal Stablemaster",""
"483","1","300966","2","483","0","4","300636","300966","500966","3461462","3","3461020","0","Drake of the North Wind","Interface\Icons\inv_misc_stormdragonpale","vendor","Skeletal Stablemaster",""
"484","1","300967","2","484","0","4","300637","300967","500967","3461463","3","3461020","0","Drake of the South Wind","Interface\Icons\inv_misc_stormdragonpurple","vendor","Skeletal Stablemaster",""
"485","1","300968","2","485","0","4","300638","300968","500968","3461464","3","3461020","0","Drake of the West Wind","Interface\Icons\inv_misc_stormdragongreen","vendor","Skeletal Stablemaster",""
"486","1","300969","2","486","0","4","300639","300969","500969","3461465","0","3461020","0","Beastlords Irontusk","Interface\Icons\inv_iron horde elekk","vendor","Skeletal Stablemaster",""
"487","1","300970","2","487","0","4","300640","300970","500970","3461466","0","3461020","0","Dusty Rockhide","Interface\Icons\ability_mount_elekkdraenormount","vendor","Skeletal Stablemaster",""
"488","1","300971","2","488","0","4","300641","300971","500971","3461467","0","3461020","0","Mottled Meadowstomper","Interface\Icons\ability_mount_elekkdraenormount","vendor","Skeletal Stablemaster",""
"489","1","300972","2","489","0","4","300642","300972","500972","3461468","0","3461020","0","Shadowhide Pearltusk","Interface\Icons\ability_mount_elekkdraenormount","vendor","Skeletal Stablemaster",""
"490","1","300973","2","490","0","4","300643","300973","500973","3461469","0","3461020","0","Trained Meadowstomper","Interface\Icons\ability_mount_elekkdraenormount","vendor","Skeletal Stablemaster",""
"491","1","300974","2","491","0","4","300644","300974","500974","3461470","3","3461020","0","Dusky Waycrest Gryphon","Interface\Icons\inv_misc_elitegryphonarmored","vendor","Skeletal Stablemaster",""
"492","1","300975","2","492","0","4","300645","300975","500975","3461471","3","3461020","0","Grand Armored Gryphon","Interface\Icons\inv_misc_elitegryphonarmored","vendor","Skeletal Stablemaster",""
"493","1","300976","2","493","0","4","300646","300976","500976","3461472","3","3461020","0","Harbor Gryphon","Interface\Icons\inv_misc_elitegryphon","vendor","Skeletal Stablemaster",""
"494","1","300977","2","494","0","4","300647","300977","500977","3461473","3","3461020","0","Proudmoore Sea Scout","Interface\Icons\inv_misc_elitegryphonarmored","vendor","Skeletal Stablemaster",""
"495","1","300978","2","495","0","4","300648","300978","500978","3461474","3","3461020","0","Stormsong Coastwatcher","Interface\Icons\inv_misc_elitegryphonarmored","vendor","Skeletal Stablemaster",""
"496","1","300979","2","496","0","4","300649","300979","500979","3461475","3","3461020","0","Battlefield Swarmer","Interface\Icons\inv_flymaldraxxusmount_copper","vendor","Skeletal Stablemaster",""
"497","1","300980","2","497","0","4","300650","300980","500980","3461476","3","3461020","0","Bronze Corpsefly","Interface\Icons\inv_flymaldraxxusmount_bronze","vendor","Skeletal Stablemaster",""
"498","1","300981","2","498","0","4","300651","300981","500981","3461477","3","3461020","0","Lord of the Corpseflies","Interface\Icons\inv_flymaldraxxusmount_black","vendor","Skeletal Stablemaster",""
"499","1","300982","2","499","0","4","300652","300982","500982","3461478","3","3461020","0","Maldraxxian Corpsefly","Interface\Icons\inv_flymaldraxxusmount_green","vendor","Skeletal Stablemaster",""
"500","1","300983","2","500","0","4","300653","300983","500983","3461479","3","3461020","0","Regal Corpsefly","Interface\Icons\inv_flymaldraxxusmount_purple","vendor","Skeletal Stablemaster",""
"501","1","300984","2","501","0","4","300654","300984","500984","3461480","3","3461020","0","Bronze Gravewing","Interface\Icons\inv_gargoylebrute2mount_bronze","vendor","Skeletal Stablemaster",""
"502","1","300985","2","502","0","4","300655","300985","500985","3461481","3","3461020","0","Mastercraft Gravewing","Interface\Icons\inv_gargoylebrute2mount_brown","vendor","Skeletal Stablemaster",""
"503","1","300986","2","503","0","4","300656","300986","500986","3461482","3","3461020","0","Obsidian Gravewing","Interface\Icons\inv_gargoylebrute2mount_dark","vendor","Skeletal Stablemaster",""
"504","1","300987","2","504","0","4","300657","300987","500987","3461483","3","3461020","0","Pale Gravewing","Interface\Icons\inv_gargoylebrute2mount_pale","vendor","Skeletal Stablemaster",""
"505","1","300988","2","505","0","4","300658","300988","500988","3461484","3","3461020","0","Sinfall Gravewing","Interface\Icons\inv_gargoylebrute2mount_gray","vendor","Skeletal Stablemaster",""
"506","1","300989","2","506","0","4","300659","300989","500989","3461485","3","3461020","0","Bilgewater Bombardier","Interface\Icons\inv_goblinflyingmachine_red","vendor","Skeletal Stablemaster",""
"507","1","300990","2","507","0","4","300660","300990","500990","3461486","3","3461020","0","Darkfuse Spy-Eye","Interface\Icons\inv_goblinflyingmachine_black","vendor","Skeletal Stablemaster",""
"508","1","300991","2","508","0","4","300661","300991","500991","3461487","3","3461020","0","Margin Manipulator","Interface\Icons\inv_goblinflyingmachine_blue","vendor","Skeletal Stablemaster",""
"509","1","300992","2","509","0","4","300662","300992","500992","3461488","3","3461020","0","Mean Green Flying Machine","Interface\Icons\inv_goblinflyingmachine_green","vendor","Skeletal Stablemaster",""
"510","1","300993","2","510","0","4","300663","300993","500993","3461489","3","3461020","0","Salvaged Goblin Gazillionaires Flying Machine","Interface\Icons\inv_goblinflyingmachine_yellow","vendor","Skeletal Stablemaster",""
"511","1","300994","2","511","0","4","300664","300994","500994","3461490","3","3461020","0","Bronze Goblin Waveshredder","Interface\Icons\inv_goblinsurfboardmount_green","vendor","Skeletal Stablemaster",""
"512","1","300995","2","512","0","4","300665","300995","500995","3461491","3","3461020","0","Fantastical Goblin Waveshredder","Interface\Icons\inv_goblinsurfboardmount_orange","vendor","Skeletal Stablemaster",""
"513","1","300996","2","513","0","4","300666","300996","500996","3461492","3","3461020","0","Kickin Kezan Waveshredder","Interface\Icons\inv_goblinsurfboardmount_blue","vendor","Skeletal Stablemaster",""
"514","1","300997","2","514","0","4","300667","300997","500997","3461493","3","3461020","0","Pearlescent Goblin Wave Shredder","Interface\Icons\inv_goblinsurfboardmount_white","vendor","Skeletal Stablemaster",""
"515","1","300998","2","515","0","4","300668","300998","500998","3461494","3","3461020","0","Soweezis Vintage Waveshredder","Interface\Icons\inv_goblinsurfboardmount_red","vendor","Skeletal Stablemaster",""
"516","1","300999","2","516","0","4","300669","300999","500999","3461495","0","3461020","0","Cerulean Hawkstrider","Interface\Icons\inv_hawkstridermount_blue","vendor","Skeletal Stablemaster",""
"517","1","301000","2","517","0","4","300670","301000","501000","3461496","0","3461020","0","Crimson Silvermoon Hawkstrider","Interface\Icons\inv_hawkstridermount_red","vendor","Skeletal Stablemaster",""
"518","1","301001","2","518","0","4","300671","301001","501001","3461497","0","3461020","0","Emerald Hawkstrider","Interface\Icons\inv_hawkstridermount_green","vendor","Skeletal Stablemaster",""
"519","1","301002","2","519","0","4","300672","301002","501002","3461498","0","3461020","0","Lucent Hawkstrider","Interface\Icons\inv_hawkstridermount_white","vendor","Skeletal Stablemaster",""
"520","1","301003","2","520","0","4","300673","301003","501003","3461499","0","3461020","0","Void-Touched Hawkstrider","Interface\Icons\inv_blue_hawkstrider","vendor","Skeletal Stablemaster",""
"521","1","301004","2","521","0","4","300674","301004","501004","3461500","0","3461020","0","Ghastropod","Interface\Icons\inv_snailmount_green","vendor","Skeletal Stablemaster",""
"522","1","301005","2","522","0","4","300675","301005","501005","3461501","0","3461020","0","Gooey Snailemental","Interface\Icons\inv_snailmount_blue","vendor","Skeletal Stablemaster",""
"523","1","301006","2","523","0","4","300676","301006","501006","3461502","0","3461020","0","Magmashell","Interface\Icons\inv_snailmount_orange","vendor","Skeletal Stablemaster",""
"524","1","301007","2","524","0","4","300677","301007","501007","3461503","0","3461020","0","Scrappy Worldsnail","Interface\Icons\inv_snailmount_yellow","vendor","Skeletal Stablemaster",""
"525","1","301008","2","525","0","4","300678","301008","501008","3461504","0","3461020","0","Shellack","Interface\Icons\inv_snailmount_red","vendor","Skeletal Stablemaster",""
"526","1","301009","2","526","0","4","300679","301009","501009","3461505","3","3461020","0","Cloudborn Razorwing","Interface\Icons\inv_mawexpansionfliermountwhite","vendor","Skeletal Stablemaster",""
"527","1","301010","2","527","0","4","300680","301010","501010","3461506","3","3461020","0","Dusklight Razorwing","Interface\Icons\inv_mawexpansionfliermountpurple","vendor","Skeletal Stablemaster",""
"528","1","301011","2","528","0","4","300681","301011","501011","3461507","3","3461020","0","Fierce Razorwing","Interface\Icons\inv_mawexpansionfliermountgreen","vendor","Skeletal Stablemaster",""
