"ID","ContinentID","X","Y","Z","FalloffStart","FalloffEnd","LightParamsID_1","LightParamsID_2","LightParamsID_3","LightParamsID_4","LightParamsID_5","LightParamsID_6","LightParamsID_7","LightParamsID_8"
"639","555","0","0","0","37,20722","500","500","9","500","11","3","0","0","0"
"640","556","0","0","0","32,28096","32,60702","500","9","500","11","3","0","0","0"
"641","557","0","0","0","99,0025","123,8933","500","9","500","11","3","0","0","0"
"642","558","0","0","0","9,900249","10","500","9","500","11","3","0","0","0"
"643","530","507564,9","-166,931","663281,5","3233,514","4494,122","533","9","533","11","3","0","0","0"
"645","530","502701","-2314,725","668529,4","4761,263","7240,702","533","9","533","11","3","0","0","0"
"646","530","560657,8","576,2073","655540,8","4490,807","5917,512","534","9","533","11","3","0","0","0"
"647","530","558247,9","1052,1","648967,7","4228,577","5409,51","534","9","533","11","3","0","0","0"
"648","530","557646,8","1255,355","643148,8","4075,998","5376,543","534","9","533","11","3","0","0","0"
"650","530","502024,9","1200,312","661353,4","2113,904","2893,37","533","9","533","11","3","0","0","0"
"651","530","534494,4","10810,75","581054,6","6565,84","8354,355","446","518","446","518","3","0","0","0"
"652","530","526499,1","10361,14","584869,8","6565,84","8354,355","446","9","446","11","3","0","0","0"
"653","530","535786,9","4284,225","599857,7","2931,355","4604,988","558","518","558","518","3","0","0","0"
"654","530","524561,8","5342,036","599998,9","2233,115","3540,388","558","518","558","518","3","0","0","0"
"655","530","515084,9","7386,827","595262,1","2446,229","3722,662","558","518","558","518","3","0","0","0"
"657","530","352904,4","13093,87","559088,6","9908,5","12034,28","554","9","554","11","3","0","0","0"
"658","530","420884,1","9505,787","469860,8","8485,611","10797,3","525","9","525","11","3","0","0","0"
"659","530","418191,3","5367,221","536322,4","5091,56","6458,157","554","9","554","11","3","0","0","0"
"660","530","420771,7","4747,286","546163,8","5091,56","6458,157","554","9","554","11","3","0","0","0"
"661","530","363486,3","13151,19","507643,5","7111,727","9579,088","554","9","554","11","3","0","0","0"
"662","530","440430,3","10012,78","509485,6","3406,132","4292,577","554","538","554","11","3","0","0","0"
"663","530","530322","3023,967","536448,6","6141,605","7351,604","539","553","539","553","3","0","0","0"
"666","530","506645,4","4617,254","465269","9799,184","10262,45","552","209","552","209","3","0","0","0"
"667","530","508660,5","4310,913","455769","5723,367","6095,376","552","209","552","209","3","0","0","0"
"668","530","497460,7","4844,2","468157,6","5951,357","6439,241","552","209","552","209","3","0","0","0"
"669","530","506125,6","12387,4","465533,7","4833,855","5642,013","552","209","552","209","3","0","0","0"
"670","530","497348,9","5992,589","444466,8","3847,084","5157,805","520","553","520","553","3","0","0","0"
"671","530","500967,8","6135,943","444978,5","3864,909","5157,805","520","553","520","553","3","0","0","0"
"672","530","492136,1","5903,568","455220","4014,142","5478,339","520","553","520","553","3","0","0","0"
"673","530","508402,7","5130,603","489104,4","7080,14","7320,245","552","209","552","209","3","0","0","0"
"674","530","517516,4","5323,697","497231","3661,166","4375,748","520","553","520","553","3","0","0","0"
"675","530","517506,1","5678,601","491884,3","1847,758","2443,97","520","553","520","553","3","0","0","0"
"676","530","537276,5","2730,945","533753,3","8176,273","9559,975","539","553","539","553","3","0","0","0"
"677","530","539937,3","3233,101","524750,3","5865,312","6835,631","539","553","539","553","3","0","0","0"
"681","530","444946,7","5559,703","545614,3","13331,63","16417,39","504","9","504","11","3","0","0","0"
"683","530","502708,3","12146,8","757399","10789,65","12946,74","435","441","435","441","3","0","0","0"
"694","530","502878,2","1820,988","720536,8","6456,407","8219,057","559","526","547","526","3","0","0","0"
"695","530","490256,8","8,233951","721279,6","4127,178","6664,988","435","441","435","441","3","0","0","0"
"702","530","516062,4","4068,908","732134,1","12695,36","14526,96","563","526","563","526","3","0","0","0"
"709","530","516585,8","4092,555","505615,6","1597,194","2186,995","520","553","520","553","3","0","0","0"
"710","530","518182,9","5621,416","490348,5","1597,194","2186,995","520","553","520","553","3","0","0","0"
"718","530","478507","5792,051","512891,6","26186,25","30022,75","508","553","508","553","3","0","0","0"
"721","530","443501","8639,348","488107,7","13224,14","16380,18","438","9","438","11","3","0","0","0"
"722","540","0","0","0","10,201","12,05089","384","9","384","11","3","0","0","0"
"723","530","275866,7","2446,376","678830,1","3151,417","4031,916","555","519","555","519","3","0","0","0"
"729","560","0","0","0","9,643213","10","122","123","10","123","3","0","0","0"
"730","560","534647,8","6071,709","530605,1","31564,41","32422,55","557","123","557","123","3","0","0","0"
"732","560","534870,4","4540,969","550587,9","31564,41","32422,55","557","123","557","123","3","0","0","0"
"734","530","412560,3","9556,613","551829,6","3380,352","4698,964","560","9","560","11","3","0","0","0"
"735","530","415038,9","9750,906","556669,5","4528,967","5659,513","560","9","560","11","3","0","0","0"
"736","530","421424,6","9610,454","556385,1","4399,53","5096,676","560","9","560","11","3","0","0","0"
"737","530","426508,4","9610,027","554891,4","3725,17","4812,248","560","9","560","11","3","0","0","0"
"742","530","457415","-334,5776","759828,6","11060,83","15961,53","500","441","500","441","3","0","0","0"
"743","530","522214","3244,273","751536,3","4491,688","7184,229","566","9","566","11","3","0","0","0"
"744","530","522359","5254,833","758767,2","4491,688","7184,229","566","9","566","11","3","0","0","0"
"745","530","554881,2","5894,167","773539,5","3757,798","5016,216","567","9","567","11","3","0","0","0"
"747","530","438516,7","9641,054","482983,1","4123,106","5420,901","568","9","568","11","3","0","0","0"
"750","530","411256,4","667,0645","759631,8","9469,927","12900,16","500","441","500","441","3","0","0","0"
"751","530","390027,5","-1156,182","762864","13386,8","17055,11","435","441","435","441","3","0","0","0"
"752","571","0","0","0","32,58149","46,13813","569","648","569","648","3","0","0","0"
"753","560","593093,8","-5998,503","604070,8","30643,23","32722,54","557","557","557","557","3","0","0","0"
"754","560","566441,9","-2411,674","585042,2","20143,33","23385,04","557","557","557","557","3","0","0","0"
"755","530","436394,7","-3753,116","735553,2","7860,122","9113,69","570","9","570","11","3","0","0","0"
"764","530","463117,3","166,319","778242,6","14698,29","16518,53","500","9","500","11","3","0","0","0"
"765","530","461585,6","124,8784","751941,5","2304,367","3056,558","565","441","564","441","3","0","0","0"
"766","530","463290,7","-169,3308","754674,4","2304,367","3056,558","565","441","564","441","3","0","0","0"
"767","530","500701,9","97,63748","698011,4","1959,967","2269,803","511","441","511","441","3","0","0","0"
"769","530","502586,3","451,0702","696959,8","2149,177","2574,959","511","441","511","441","3","0","0","0"
"770","530","500118,8","69,47092","701139,3","1377,576","1629,258","511","441","511","441","3","0","0","0"
"772","530","503144","3967,694","696776,4","2149,177","2574,959","511","441","511","441","3","0","0","0"
"773","530","527212,1","2852,952","749539,6","2424,14","3191,014","566","9","566","11","3","0","0","0"
"774","530","518697,8","2878,185","712544,9","3352,411","3878,68","446","9","446","11","3","0","0","0"
"775","530","522974,5","2698,658","712751,6","3346,102","3778,019","446","9","446","11","3","0","0","0"
"777","530","526833,8","3319,163","714231,6","2447,726","3028,092","446","9","446","11","3","0","0","0"
"778","530","529925,2","3341,385","715336,4","2141,452","2829,418","446","9","446","11","3","0","0","0"
"779","530","533059,9","3358,102","715886,6","2141,452","2829,418","446","9","446","11","3","0","0","0"
"780","530","536498","4133,456","714750,8","2141,452","2829,418","446","9","446","11","3","0","0","0"
"781","530","539475,8","4220,107","712750,3","2141,452","2829,418","446","9","446","11","3","0","0","0"
"782","530","543248,3","6057,598","714147,4","3461,527","4020,728","446","9","446","11","3","0","0","0"
"783","530","523830,5","3358,067","712531,6","1311,364","1451,619","446","9","446","11","3","0","0","0"
"784","530","553579,8","6122,272","776642,6","3757,798","5016,216","567","9","567","11","3","0","0","0"
"793","530","435065,1","9602,664","471080,5","5898,601","7729,644","525","225","525","225","3","0","0","0"
"794","530","403191,4","-797,6945","738078,1","10879,78","16263,42","500","9","500","11","3","0","0","0"
"796","530","388829","-844,431","739697,8","6886,056","9427,451","500","9","500","11","3","0","0","0"
"797","530","428857,1","-478,9158","716171,7","5864,853","8680,627","500","9","500","11","3","0","0","0"
"798","530","456926,1","-535,2442","744196,1","7714,275","10090,86","500","9","500","11","3","0","0","0"
"799","530","466980,8","125,0879","731351,4","4181,839","5485,208","500","9","500","11","3","0","0","0"
"803","530","265258","7227,451","665639,6","6926,278","10460,93","575","491","575","491","3","0","0","0"
"809","530","534648","2258,49","726160","2685,28","3434,35","566","9","566","11","3","0","0","0"
"818","530","539042","4247,72","725069","2662,41","3724,19","566","9","566","11","3","0","0","0"
"820","530","541875,1","3482,864","723003,8","1973,779","2506,843","566","9","566","11","3","0","0","0"
"825","571","646944,2","19930,2","468694","460,7713","460,7713","792","648","792","648","3","0","0","0"
"828","451","432703,5","-671,1394","487782,3","28191,45","31158,19","586","586","582","615","3","0","0","0"
"833","530","413720,4","-46,29808","488081,5","2749,171","3954,059","587","9","10","11","3","0","0","0"
"835","451","653544,9","-5499,874","558281,5","20072,77","22365,98","579","9","10","11","3","0","0","0"
"836","451","665848,6","749,504","475713,8","15889,88","19357,33","579","9","10","11","3","0","0","0"
"862","571","814728,6","27640,01","586960,3","108,6332","118,6715","589","593","678","593","3","0","0","0"
"867","451","683565,5","-5136,219","574343","8447,145","9473,406","594","9","594","11","3","0","0","0"
"868","451","682422,8","-5609,24","562061,9","8447,145","9473,406","594","9","594","11","3","0","0","0"
"869","451","681808,6","-7514,822","549621,6","8447,145","9473,406","594","9","594","11","3","0","0","0"
"874","451","625609,3","8479,331","412447","12485,23","14204,66","596","9","597","11","3","0","0","0"
"879","451","588313,9","9374,713","395521,9","21445,25","23971,68","599","602","599","602","3","0","0","0"
"880","530","412309,9","9642,792","470041,6","8485,611","10797,3","525","9","525","11","3","0","0","0"
"881","451","498916,9","110,7305","479885,1","21535,78","28335,84","600","9","600","11","3","0","0","0"
"882","530","355347,2","13133,48","522873,8","7537,219","9075,359","525","9","525","11","3","0","0","0"
"883","530","354999,9","13187,31","533177,9","7537,219","9075,359","525","9","525","11","3","0","0","0"
"884","530","352467,9","13123,98","542284","4590,049","6766,729","525","9","525","11","3","0","0","0"
"885","451","937204,8","5248,441","725431,6","17998,19","20095,22","601","9","601","11","3","0","0","0"
"886","451","580139,7","9908,114","494665,3","4982,931","7377,991","589","9","589","11","3","0","0","0"
"887","451","565384,5","-8498,325","929565,7","42333,33","50740,39","579","9","579","11","3","0","0","0"
"888","451","664705,4","1791,081","931842,4","19619","23113,12","599","602","599","11","3","0","0","0"
"890","572","554291,1","1161,502","568209,3","37752,14","40006,79","605","9","605","11","3","0","0","0"
"891","571","773708,8","5853,963","577375,6","4584,423","6689,596","646","647","646","647","3","0","0","0"
"892","571","773505,4","5920,039","582877,5","4549,555","7852,072","646","647","646","647","3","0","0","0"
"893","451","688751,9","-67,02117","922026,3","19668,04","25383,29","608","602","608","11","3","0","0","0"
"895","451","465949,3","8109,201","990356,1","27497,95","29648,33","612","9","612","11","3","0","0","0"
"911","451","797000,6","-724,3837","893273,4","33798,41","35711,77","614","581","614","581","3","0","0","0"
"912","571","779152,6","8200,442","598806,1","4815,883","6717,763","646","647","646","647","3","0","0","0"
"914","571","447564,1","17545,49","473785,1","210,8631","215,749","616","648","616","648","3","0","0","0"
"959","571","701965,7","12413,71","499756,6","323,8708","323,8708","672","782","672","782","3","0","0","0"
"987","451","583643,8","9803,473","454571,2","19254,83","32983,9","652","613","610","610","3","0","0","0"
"1236","451","656237,1","334,6278","699799,4","21101,56","25790,32","645","9","645","11","3","0","0","0"
"1237","451","598784,8","277,0785","629979,2","35197,36","35197,36","645","9","645","11","3","0","0","0"
"1239","571","753123,3","5814,825","576834,2","4736,859","6660,085","650","593","650","593","3","0","0","0"
"1243","451","1192299","238,4067","1986,197","46,81568","903,7385","8","9","10","11","3","0","0","0"
"1368","573","562618,9","-10,18716","444567,5","377,3542","1195,687","8","9","10","11","3","0","0","0"
"1369","573","562486,6","2134,411","446477,6","491,1039","671,74","8","9","10","11","3","0","0","0"
"1370","573","593669,5","0,000243","473535,4","5","393,8565","8","9","10","11","3","0","0","0"
"1374","571","776828,7","7477,52","541553,1","1888,203","3274,05","653","648","653","648","3","0","0","0"
"1386","571","490559,7","2662,644","481412,2","17078,02","23777,89","732","648","732","648","3","0","0","0"
"1400","580","0","0","0","411,9013","671,7808","379","9","503","11","2","0","0","0"
"1401","580","573742,6","3243,298","563160,8","2130,51","2219,329","657","9","10","11","3","0","0","0"
"1402","580","571478,1","3003,434","564281,4","961,7926","1576,284","657","9","10","11","3","0","0","0"
"1403","580","572506,2","3239,256","565628,9","1135,408","1504,302","657","9","10","11","3","0","0","0"
"1404","580","566142,1","919,4575","559601,6","2599,861","3918,967","658","9","10","11","3","0","0","0"
"1406","571","763122","9853,178","552863,8","5012,602","6002,817","661","593","661","593","3","0","0","0"
"1407","571","763740,4","7769,021","546028,8","5012,602","7547,909","661","593","661","593","3","0","0","0"
"1408","571","798348,8","8524,319","535665,7","1742,806","2603,326","664","9","664","11","3","0","0","0"
"1409","571","814335,7","6704,066","579834,4","4724,846","7907,314","661","593","661","593","3","0","0","0"
"1410","571","805625,9","6461,867","560730","3554,291","6160,071","661","593","661","593","3","0","0","0"
"1411","571","728622,6","5914,952","531245,1","6084,976","8796,688","665","9","665","11","3","0","0","0"
"1414","571","743336,5","1076,36","556642,9","3485,387","4516,829","666","593","666","593","3","0","0","0"
"1417","571","738357","2793,736","553553,7","1705,403","2222,174","666","9","666","11","3","0","0","0"
"1423","571","738411","1900,361","557341","3485,387","4516,829","666","593","666","593","3","0","0","0"
"1424","571","731905,3","539,9979","557956,6","4092,999","4854,421","666","593","666","593","3","0","0","0"
"1425","571","733650","1413,316","552801,4","2990,025","3392,845","666","9","666","11","3","0","0","0"
"1426","571","738988,6","1381,627","560163,8","3106,858","3821,27","666","9","666","11","3","0","0","0"
"1427","451","271680,1","0,000686","584100,4","1195,648","1849,278","668","9","10","11","3","0","0","0"
"1435","571","747734,9","5622,049","574613,5","4736,859","6660,085","650","593","650","593","3","0","0","0"
"1436","571","833891,4","612,3434","547003,4","5198,935","8173,88","669","593","669","593","3","0","0","0"
"1447","573","563164,1","-45,07994","445918,4","5","872,8625","8","9","10","11","3","0","0","0"
"1448","573","562329,6","80,56771","446811,9","100","500","8","9","10","11","3","0","0","0"
"1450","573","563325,3","-85,70222","445817,9","100","500","8","9","10","11","3","0","0","0"
"1452","574","0","0","0","5","158,4438","589","593","589","593","3","0","0","0"
"1453","571","750246,4","-34261,79","514087,3","3619,327","3619,327","671","9","671","11","3","0","0","0"
"1455","451","968006,4","130,4899","404630,5","19424,37","21246,31","673","9","673","11","3","0","0","0"
"1457","451","887267,8","2712,7","868590,8","4311,541","5745,712","674","9","10","11","3","0","0","0"
"1458","451","904975,8","2705,622","868714,8","4605,314","6045,863","675","9","10","11","3","0","0","0"
"1483","451","297952,8","24,90638","684290,6","2495,634","5528,235","677","9","677","11","3","0","0","0"
"1484","585","0","0","0","10,04078","10,04078","655","9","655","11","3","0","0","0"
"1486","451","935992,1","324,0386","408132,8","19424,37","21246,31","683","9","673","11","3","0","0","0"
"1487","575","0","0","0","26,43826","29,21329","678","9","678","11","3","0","0","0"
"1496","451","318348,8","4654,992","635562,2","13112,26","13540,01","655","9","10","11","3","0","0","0"
"1501","571","1083369","4878,243","965532,4","5654,071","6897,704","792","705","792","705","3","0","0","0"
"1502","571","560816,1","4807,519","457401,1","3335,018","5532,079","681","9","681","11","3","0","0","0"
"1503","571","563945,8","5140,275","456803,3","2056,427","4292,774","681","9","681","11","3","0","0","0"
"1504","451","938341,1","4975,912","381227,1","19424,37","21246,31","683","9","673","11","3","0","0","0"
"1505","571","562315,4","343,8321","423006,8","4951,84","8199,521","682","9","10","11","3","0","0","0"
"1506","571","564935,1","520,7619","428785,4","4951,84","8199,521","682","9","10","11","3","0","0","0"
"1585","451","48599,79","1758,328","30559,25","487,1885","689,4193","2","9","10","11","3","0","0","0"
"1586","451","45958,42","1268,431","30724,32","487,1885","689,4193","8","9","10","11","3","0","0","0"
"1589","571","706364,5","25894,76","416086","339,2202","339,2202","683","783","683","783","3","0","0","0"
"1600","451","635240,2","-0,000172","599430,7","6197,075","8016,052","8","9","10","11","3","0","0","0"
"1601","451","636755,4","0,000668","597222,7","2720,532","3760,11","8","9","10","11","3","0","0","0"
"1606","530","869699,8","766,4857","175374","9935,062","11873,62","686","380","687","380","2","0","0","0"
"1607","595","0","0","0","157,4842","419,89","690","387","691","387","4","0","0","0"
"1609","451","409435,1","-7925,87","988472,4","38162,55","42347,13","618","9","10","11","3","0","0","0"
"1610","597","0","0","0","1722,192","2367,831","694","693","693","693","694","0","0","0"
"1617","451","579823,7","30910,99","190919,3","127511,4","142004,5","700","699","699","699","3","0","0","0"
"1618","451","890075,2","9372,772","210634,3","139363,5","140420,1","700","699","699","699","3","0","0","0"
"1619","451","330366,8","9938,943","216125,7","116066","151329,7","700","699","699","699","3","0","0","0"
"1620","451","348200,8","11302,83","992552,9","2909,044","4598,97","701","9","10","11","3","0","0","0"
"1631","571","738023","13530,56","387926,7","19345,71","26970,06","703","783","703","783","3","0","0","0"
"1633","571","778159,7","15871,16","360212,8","20391,23","27784,99","755","783","805","783","3","0","0","0"
"1635","451","507751,1","1503,394","1004258","14886,7","16026,57","683","9","10","11","3","0","0","0"
"1636","571","762102,1","13530,56","407833,7","22460,19","28914,81","703","783","703","783","3","0","0","0"
"1638","571","565711,5","4657,401","504530,3","7106,477","9259,211","792","705","792","705","3","0","0","0"
"1639","598","0","0","0","109,08","1944,491","379","380","503","380","2","0","0","0"
"1640","451","395011,2","2061,52","929508,2","14743,77","29343,37","708","708","712","698","3","0","0","0"
"1642","451","300540","2,245474","852251,1","13312,5","16237,41","710","708","708","11","3","0","0","0"
"1643","571","612533,5","-67,22741","513169,4","5212,869","6432,887","711","593","711","593","3","0","0","0"
"1644","571","687335,3","11733,12","391987,6","5156,244","8610,011","704","783","704","783","3","0","0","0"
"1645","571","674426","11905,96","428208,3","4133,849","5578,46","704","783","704","783","3","0","0","0"
"1646","451","425847,2","911,3358","919869,9","23184,81","32419,9","708","9","10","11","3","0","0","0"
"1647","451","259880,7","1989,452","853005","9691,038","13129,18","710","9","10","11","3","0","0","0"
"1648","571","629001,5","4040,753","466544,2","4912,866","5959,322","717","715","715","715","3","0","0","0"
"1673","595","550687,5","4861,23","524437,7","3515,114","4301,276","720","9","720","11","3","0","0","0"
"1674","571","626946,9","4704,292","512112,4","5940,254","8271,581","735","648","735","648","3","0","0","0"
"1677","451","1201499","0,000137","1200954","723,1343","991,7042","701","9","10","11","3","0","0","0"
"1679","571","595786,9","696,6876","502831","5725,398","7005,75","726","9","726","11","3","0","0","0"
"1680","451","1209985","7075,927","112829,6","21681,74","23883,53","379","9","379","11","3","0","0","0"
"1681","571","580052,6","2029,468","478702","8425,001","10994,64","729","730","729","11","3","0","0","0"
"1682","451","967240,8","0,000227","276543,2","25807,39","34193,66","650","9","10","11","3","0","0","0"
"1686","585","644158,2","-2457,229","614739,2","7385,696","9107,619","686","9","687","11","3","0","0","0"
"1687","580","592195,6","903,5986","560698,1","7024,223","8806,331","686","9","686","11","3","0","0","0"
"1688","571","406414,5","-2585,842","434964,4","11465,21","14024,42","723","9","723","11","3","0","0","0"
"1689","571","416956,6","-1521,753","442510,4","5794,406","8125,327","723","9","723","11","3","0","0","0"
"1690","571","400599,3","-1737,488","410862,2","10431,11","13465,96","723","739","723","739","3","0","0","0"
"1691","571","596257,1","-263,7143","459555,8","4497,018","5809,492","737","9","737","11","3","0","0","0"
"1694","571","524496","-546,8013","493844,2","6452,43","8053,131","726","9","726","11","3","0","0","0"
"1697","578","0","0","0","803,0575","803,0575","820","9","820","11","3","0","0","0"
"1698","571","460607,5","-1719,007","386761","4227,567","5237,829","743","807","743","807","3","0","0","0"
"1699","571","452114,7","-1514,961","378192,1","2572,479","3526,677","743","807","743","807","3","0","0","0"
"1700","571","415057,2","-3243,026","430759","3116,35","3963,9","744","739","744","739","3","0","0","0"
"1701","571","534956,7","4566,133","473053,7","11231,17","14415,95","745","747","745","747","3","0","0","0"
"1702","451","258869,1","-3,9E-05","644396,9","7028,351","8777,536","746","9","746","11","3","0","0","0"
"1703","571","576310,6","2489,959","349945,1","819,4006","819,4006","748","648","779","648","3","0","0","0"
"1704","571","685458,1","7433,136","462305,7","3966,052","5184,111","749","782","749","782","3","0","0","0"
"1708","451","84636,09","17997,71","657321,6","50565,82","55935,08","748","9","748","11","3","0","0","0"
"1709","451","82106,33","26281,37","720957,8","54286,85","64284,27","748","9","748","11","3","0","0","0"
"1710","451","80647,13","23426,48","813044,7","55090,71","63534,2","748","9","748","11","3","0","0","0"
"1711","600","0","0","0","9,702989","22,41462","754","9","683","11","3","0","0","0"
"1730","571","363079,6","16471,96","474827","24414,46","26112,45","660","9","660","11","3","0","0","0"
"1733","451","47767,71","1333,612","28439,34","498,0595","498,0595","701","9","10","11","3","0","0","0"
"1740","571","614564,6","16024,32","417372,4","178,0831","178,0831","765","796","765","796","3","0","0","0"
"1747","451","1008086","-3,1E-05","1200962","33,11927","4591,208","8","9","10","11","3","0","0","0"
"1752","451","553215","4226,892","738210,6","18808,99","21709,22","8","9","10","11","3","0","0","0"
"1753","451","662404,9","-4,012041","662211,5","10810,34","11389,12","763","9","10","11","3","0","0","0"
"1761","451","469669,6","-41165,89","797723,7","64651,28","423275,9","579","9","579","11","3","0","0","0"
"1763","0","832692,2","2992,302","545634,1","46080","59513","56","37","444","37","4","0","0","0"
"1764","609","806303,8","2651,777","554154,6","5428,483","7437,109","776","33","776","33","3","775","0","0"
"1766","609","828800,3","4557,022","556538,3","18286,78","21453,8","12","33","12","33","3","775","0","0"
"1767","609","833969,9","916,5754","541949,8","18286,78","21453,8","12","33","12","33","3","775","0","0"
"1768","609","0","0","0","56,21414","438,5891","56","45","56","45","3","775","0","0"
"1769","615","0","0","0","102,0125","173,4616","767","9","10","11","3","0","0","0"
"1771","609","815224,3","17858,14","526100,1","8941,755","10883,18","748","9","10","11","3","0","0","0"
"1773","616","0","0","0","23262,19","30725,88","8","9","8","11","3","8","0","0"
"1775","571","596329,4","14594,82","372269,7","8101,279","9128,985","774","9","774","11","3","0","0","0"
"1777","571","652257,9","51300,2","352937,3","485,7882","492,1416","810","9","810","11","3","810","0","0"
"1778","609","820136","6961,672","500351,4","7941,691","8990,213","775","9","775","11","3","0","0","0"
"1780","571","438097,1","-285,9393","377071,2","4199,324","5579,021","650","739","650","739","3","777","0","0"
"1781","571","382122,9","1563,37","528116,8","3326,77","4121,523","778","9","778","11","3","0","0","0"
"1782","571","381458,4","1508,005","523647,7","3206,851","3968,99","778","9","778","11","3","0","0","0"
"1783","571","380469,9","1518,386","518809,3","3541,775","4256,23","778","9","778","11","3","0","0","0"
"1784","571","383065,4","1636,829","530488,8","3326,77","4121,523","778","9","778","11","3","0","0","0"
"1786","571","493124,6","24844,22","372541","10741,97","13482,09","774","9","774","11","3","0","0","0"
"1789","619","0","0","0","99,0025","119,271","811","9","795","11","3","0","0","0"
"1790","571","545630,5","4782,439","417450,8","262,9594","309,1284","748","9","10","11","3","0","0","0"
"1792","571","497298,3","24355,06","440945,4","281,0641","281,0641","588","785","788","786","3","0","0","0"
"1794","607","0","0","0","100,5","231,6203","790","782","791","782","3","0","0","0"
"1796","571","444585,1","11889,21","415244,7","208,6694","209,5908","789","739","789","739","3","0","0","0"
"1797","571","424898,2","-4969,229","418564,8","9319,752","12125,02","781","739","781","739","3","0","0","0"
"1798","571","435393,2","-4817,691","407504","5271,475","7808,546","781","739","781","739","3","0","0","0"
"1800","571","432926,5","-4894,44","426573,2","4484,15","6790,022","781","739","781","739","3","0","0","0"
"1802","571","590413,8","27916,71","405705,3","14587,44","17163,29","793","794","793","794","3","0","0","0"
"1803","571","439879,8","-5084,61","428100,6","3770,046","5202,538","781","739","781","739","3","0","0","0"
"1804","571","446171,3","-4805,441","426482,9","3770,046","5202,538","781","739","781","739","3","0","0","0"
"1805","571","449778,6","-4663,592","418827,3","3770,046","5202,538","781","739","781","739","3","0","0","0"
"1806","571","447515,9","-4916,29","408415,3","5271,475","7808,546","781","739","781","739","3","0","0","0"
"1809","571","604752,9","5826,446","412946,8","9415,08","12732","797","796","797","796","3","0","0","0"
"1810","571","592896,9","5654,42","405484,4","6042,278","8255,982","797","796","797","796","3","0","0","0"
"1811","571","580982,8","5295,844","397882,7","9671,326","11866,09","797","796","797","796","3","0","0","0"
"1812","571","579868,1","5716,809","404355,3","9671,326","11866,09","797","796","797","796","3","0","0","0"
"1813","571","535604","33742,44","397171,3","26452,53","29713,04","808","9","10","11","3","806","0","0"
"1814","609","815987,9","-1358,323","521639,5","11630,2","13994,32","12","33","12","33","3","775","0","0"
"1815","609","808571,1","5786,72","514085","5767,785","8195,183","12","33","12","33","3","775","0","0"
"1816","609","839314,1","-881,2911","513459,3","18286,78","21453,8","12","33","12","33","3","775","0","0"
"1817","571","438147,2","4679,821","339370,5","12881,95","15867,03","735","705","735","705","3","0","0","0"
"1818","571","631522,2","30546,3","336886,7","371,374","509,3773","700","9","800","11","3","810","0","0"
"1821","571","764621,6","9664,772","432718","6224,795","9145,458","703","783","703","783","3","0","0","0"
"1822","616","583144,8","-217,6231","564661,6","12337,82","14779,58","801","9","801","11","3","0","0","0"
"1823","616","544046,8","769,5334","605838,4","12567","14715,33","802","9","802","11","3","0","0","0"
"1824","616","592758,4","-0,00168","594770,2","13030,84","15145,25","803","9","803","11","3","0","0","0"
"1825","616","570769,6","-0,000375","610585,4","9885,564","11399,53","804","9","804","11","3","0","0","0"
"1826","601","0","0","0","33023,02","35539,34","812","9","10","11","3","0","0","0"
"1831","571","437743,5","-1224,885","382487,9","3758,554","4884,295","650","9","650","11","3","777","0","0"
"1832","571","752668,8","13719,37","439425,3","3633,903","4802,846","813","9","813","11","3","0","0","0"
"1833","571","752825,8","12353,26","443821,8","1748,169","3097,51","813","9","813","11","3","0","0","0"
"1834","618","0","0","0","78,49139","810,6625","192","9","192","11","3","0","0","0"
"1835","599","0","0","0","23,64107","1937,923","810","9","810","11","3","0","0","0"
"1836","602","0","0","0","99,5","1079,74","810","9","810","11","3","0","0","0"
"1838","595","583661,9","15453,17","570467,5","16345,54","18558,73","720","387","816","387","3","0","0","0"
"1839","595","602648,4","3543,818","535585,2","21805,33","24420,06","720","387","816","387","3","0","0","0"
"1840","595","586732,3","3906,167","545071,7","7804,528","10156,09","720","387","816","387","3","0","0","0"
"1841","595","559935,4","3833,45","563788","13093,97","15668,61","720","387","816","387","3","0","0","0"
"1843","571","607109,4","47233,89","346426,6","24092,73","27436,7","818","818","818","818","3","0","0","0"
"1845","571","731811,1","31051,56","334434","9653,136","13505,66","819","819","819","819","819","0","0","0"
"1846","571","745784,9","6400,396","516371,6","10615,84","13662,69","671","9","671","11","3","0","0","0"
"1847","571","767192,3","4864,283","529909,4","60,19949","129,1904","603","593","679","593","3","0","0","0"
"1848","571","476300,2","12793,96","443435,2","6277,916","8681,461","821","9","821","11","3","0","0","0"
"1849","595","610310,4","15441,71","566693,9","20104,77","21644,18","720","387","816","387","3","0","0","0"
"1850","595","556235","5723,796","546383,8","9161,918","11912,07","720","387","816","387","3","0","0","0"
"1851","595","607029,7","3539,188","548539,6","13723,52","15781,66","720","387","816","387","3","0","0","0"
"1852","595","595275,2","13122,94","571101","13002,81","14990,05","720","387","816","387","3","0","0","0"
"1853","595","570798,4","4192,315","572195,1","16327,12","18378,02","720","387","816","387","3","0","0","0"
"1854","595","576526,6","5403,361","545232,1","6903,657","8558,093","720","387","816","387","3","0","0","0"
"1855","617","0","0","0","102,0125","1673,762","8","9","8","11","3","0","0","0"
"1856","571","740826,5","10259,62","433964,7","4845,493","8149,664","704","783","704","783","3","0","0","0"
"1857","571","509545,3","15293,73","328628,5","10976,08","12794,84","822","824","823","824","3","0","0","0"
