item_id;name;ItemLevel;RequiredLevel;InventoryType;Quality
9791;Ivycloth Tunic;29;24;5;2
9798;Ivycloth Robe;29;24;20;2
9800;Ivy Orb;29;24;23;2
9822;Durable Cape;29;24;16;2
9829;Scaled Leather Bracers;29;24;9;2
9831;Scaled Cloak;29;24;16;2
9838;Banded Cloak;29;24;16;2
11969;Jacinth Circle;29;24;11;2
11984;Cobalt Ring;29;24;11;2
13024;Beazel's Basher;29;24;13;3
13049;Deanship Claymore;29;26;17;3
13097;Thunderbrow Ring;29;24;11;3
13099;Moccasins of the White Hare;29;24;8;3
13131;Sparkleshell Mantle;29;24;3;3
14186;Raincaller Mantle;29;24;3;2
14195;Raincaller Boots;29;24;8;2
14379;Sanguine Trousers;29;24;7;2
14400;Resilient Cape;29;24;16;2
14402;Resilient Bands;29;24;9;2
14578;Dokebi Cord;29;24;6;2
14754;Slayer's Gloves;29;24;10;2
14756;Slayer's Slippers;29;24;8;2
15125;Robust Gloves;29;24;10;2
15126;Robust Leggings;29;24;7;2
15132;Cutthroat's Armguards;29;24;9;2
15284;Long Battle Bow;29;24;15;2
15337;Wrangler's Wraps;29;24;5;2
15468;Windsong Drape;29;0;16;2
15469;Windsong Cinch;29;0;6;2
15470;Plainsguard Leggings;29;0;7;2
15471;Brawnhide Armor;29;0;5;2
15522;Spiked Chain Shield;29;24;14;2
15529;Sentry's Leggings;29;24;7;2
15535;Wicked Chain Bracers;29;24;9;2
15547;Thick Scale Cloak;29;24;16;2
30420;Heavy Jade Ring;29;24;11;2
914;Large Ogre Chain Armor;30;25;5;2
1547;Shield of the Faith;30;0;14;2
1717;Double Link Tunic;30;25;5;3
2084;Darksteel Bastard Sword;30;25;17;2
2234;Nightwalker Armor;30;25;5;2
2264;Mantle of Thieves;30;25;3;3
2878;Bearded Boneaxe;30;25;13;3
2902;Cloak of the Faith;30;0;16;2
3186;Viking Sword;30;25;21;2
3210;Brutal War Axe;30;25;17;2
3392;Ringed Helm;30;25;1;2
3485;Green Iron Gauntlets;30;25;10;2
3492;Mighty Iron Hammer;30;25;13;2
3493;Raptor's End;30;0;15;2
3556;Dread Mage Hat;30;0;1;2
3719;Hillman's Cloak;30;25;16;2
3747;Meditative Sash;30;0;6;2
3749;High Apothecary Cloak;30;0;16;2
3750;Ribbed Breastplate;30;0;5;2
3751;Mercenary Leggings;30;0;7;2
3895;TEST Legendary;30;25;21;5
4037;Silver-thread Pants;30;25;7;2
4051;Emblazoned Boots;30;25;8;2
4064;Emblazoned Buckler;30;25;14;2
4072;Glimmering Mail Gauntlets;30;25;10;2
4196;Feathered Mantle;30;20;3;3
4254;Barbaric Gloves;30;25;10;2
4324;Azure Silk Vest;30;25;5;2
4385;Green Tinted Goggles;30;0;1;2
4438;Pugilist Bracers;30;25;9;3
4724;Humbert's Helm;30;25;1;2
4835;Elite Shoulders;30;25;3;2
4837;Strength of Will;30;25;23;2
5002;Glowing Green Talisman;30;25;2;2
5244;Consecrated Wand;30;0;26;2
5246;Excavation Rod;30;0;26;2
5770;Robes of Arcana;30;25;20;2
5814;Snapbrook Armor;30;0;5;2
5817;Lunaris Bow;30;0;15;2
5818;Moonbeam Wand;30;0;26;2
6198;Jurassic Wristguards;30;25;9;2
6386;Glimmering Mail Legguards;30;25;7;2
6388;Glimmering Mail Pauldrons;30;25;3;2
6399;Emblazoned Shoulders;30;25;3;2
6603;Dervish Tunic;30;25;5;2
6607;Dervish Leggings;30;25;7;2
6617;Sage's Mantle;30;25;3;2
6685;Death Speaker Mantle;30;25;3;3
6719;Windborne Belt;30;0;6;2
6722;Beastial Manacles;30;0;9;2
6751;Mourning Shawl;30;0;16;2
6752;Lancer Boots;30;0;8;2
6972;Fire Hardened Hauberk;30;0;5;3
7049;Truefaith Gloves;30;25;10;2
7133;Brutal Hauberk;30;0;5;3
7356;Elder's Cloak;30;25;16;2
7419;Phalanx Cloak;30;25;16;2
7426;Cerulean Ring;30;25;11;2
7751;Vorrel's Boots;30;0;8;2
7754;Harbinger Boots;30;25;8;3
7786;Headsplitter;30;25;13;3
7948;Ninja Belt;30;0;6;2
7949;Ninja Pants;30;0;7;2
7950;Ninja Armor;30;0;5;2
7951;Ninja Gloves;30;0;10;2
7952;Ninja Boots;30;0;8;2
9485;Vibroblade;30;25;13;3
9509;Petrolspill Leggings;30;25;7;3
9535;Fire-welded Bracers;30;0;9;2
9536;Fairywing Mantle;30;0;3;2
9604;Mechanic's Pipehammer;30;0;17;2
9605;Repairman's Cape;30;0;16;2
9821;Durable Bracers;30;25;9;2
9827;Scaled Leather Belt;30;25;6;2
9837;Banded Bracers;30;25;9;2
10298;Gnomeregan Band;30;25;11;2
10404;Durable Belt;30;25;6;2
10653;Trailblazer Boots;30;0;8;2
12047;Spectral Necklace;30;25;2;2
13079;Shield of Thorsen;30;25;14;3
13094;The Queen's Jewel;30;25;11;3
13114;Troll's Bane Leggings;30;25;7;3
14180;Watcher's Jerkin;30;25;5;2
14183;Watcher's Leggings;30;25;7;2
14184;Watcher's Robes;30;25;20;2
14191;Raincaller Mitts;30;25;10;2
14197;Thistlefur Bands;30;25;9;2
14406;Resilient Cord;30;25;6;2
15127;Robust Shoulders;30;25;3;2
15135;Cutthroat's Cape;30;25;16;2
15242;Honed Stiletto;30;25;13;2
15341;Pathfinder Footpads;30;25;8;2
15342;Pathfinder Guard;30;25;14;2
15343;Pathfinder Gloves;30;25;10;2
15351;Headhunter's Bands;30;25;9;2
15518;Spiked Chain Breastplate;30;25;5;2
15531;Sentry's Shoulderguards;30;25;3;2
15538;Wicked Chain Gauntlets;30;25;10;2
15539;Wicked Chain Waistband;30;25;6;2
15545;Thick Scale Bracelets;30;25;9;2
15973;Watcher's Star;30;25;23;2
16315;Sergeant Major's Cape;30;25;16;3
16886;Outlaw Sabre;30;0;13;3
16887;Witch's Finger;30;0;23;3
17047;Luminescent Amice;30;0;3;2
20830;Amulet of the Moon;30;25;2;2
20909;Barbaric Iron Collar;30;25;2;2
776;Vendetta;31;26;13;3
791;Gnarled Ash Staff;31;26;17;3
865;Leaden Mace;31;26;13;2
1116;Ring of Pure Silver;31;0;11;2
1297;Robes of the Shadowcaster;31;26;20;2
1488;Avenger's Armor;31;26;5;3
2278;Forest Tracker Epaulets;31;26;3;3
2933;Seal of Wrynn;31;0;11;3
2943;Eye of Paleth;31;0;23;2
2944;Cursed Eye of Paleth;31;26;23;2
3041;"Mage-Eye" Blunderbuss;31;26;26;2
3842;Green Iron Leggings;31;26;7;2
3851;Solid Iron Maul;31;26;17;2
4035;Silver-thread Robe;31;26;20;2
4048;Emblazoned Hat;31;26;1;2
4050;Emblazoned Leggings;31;26;7;2
4071;Glimmering Mail Breastplate;31;26;5;2
4073;Glimmering Mail Greaves;31;26;8;2
4255;Green Leather Armor;31;26;5;2
4462;Cloak of Rot;31;26;16;2
4463;Beaded Raptor Collar;31;26;6;2
4504;Dwarven Guard Cloak;31;0;16;2
4505;Swampland Trousers;31;0;7;2
4535;Ironforge Memorial Ring;31;0;11;2
5003;Crystal Starfire Medallion;31;26;2;2
5007;Band of Thorns;31;26;11;2
5614;Seraph's Strike;31;0;17;2
5753;Ruffled Chaplet;31;26;1;2
5754;Wolfpack Medallion;31;26;2;2
5815;Glacial Stone;31;0;17;2
6389;Glimmering Mail Coif;31;26;1;2
6400;Glimmering Shield;31;26;14;2
6682;Death Speaker Robes;31;26;20;3
6748;Monkey Ring;31;0;11;2
6749;Tiger Band;31;0;11;2
6750;Snake Hoop;31;0;11;2
6909;Strike of the Hydra;31;24;17;3
6910;Leech Pants;31;24;7;3
6911;Moss Cinch;31;24;6;3
6953;Verigan's Fist;31;0;17;3
6971;Fire Hardened Coif;31;0;1;2
6974;Fire Hardened Gauntlets;31;0;10;2
7110;Silver-thread Armor;31;26;5;2
7129;Brutal Gauntlets;31;0;10;2
7130;Brutal Helm;31;0;1;2
7355;Elder's Bracers;31;26;9;2
7370;Elder's Sash;31;26;6;2
7410;Infiltrator Bracers;31;26;9;2
7411;Infiltrator Cloak;31;26;16;2
7416;Phalanx Bracers;31;26;9;2
7427;Cerulean Talisman;31;26;2;2
7511;Astral Knot Robe;31;0;20;2
7512;Nether-lace Robe;31;0;20;2
7787;Resplendent Guardian;31;26;14;3
8226;The Butcher;31;26;13;3
9362;Brilliant Gold Ring;31;0;11;2
9489;Gyromatic Icemaker;31;26;26;2
9508;Mechbuilder's Overalls;31;26;20;3
9515;Nether-lace Tunic;31;0;5;2
9516;Astral Knot Blouse;31;0;5;2
9608;Shoni's Disarming Tool;31;0;22;2
9609;Shilly Mitts;31;0;10;2
9820;Durable Boots;31;26;8;2
9823;Durable Gloves;31;26;10;2
9828;Scaled Leather Boots;31;26;8;2
9832;Scaled Leather Gloves;31;26;10;2
9839;Banded Gauntlets;31;26;10;2
9840;Banded Girdle;31;26;6;2
10043;Pious Legwraps;31;0;7;2
10288;Sage's Circlet;31;26;1;2
10299;Gnomeregan Amulet;31;26;2;2
10423;Silvered Bronze Leggings;31;26;7;2
10654;Jutebraid Gloves;31;0;10;2
11289;Lesser Mystic Wand;31;26;26;2
12249;Merciless Axe;31;26;17;2
12974;The Black Knight;31;26;13;3
13048;Looming Gavel;31;26;13;3
13106;Glowing Magical Bracelets;31;26;9;3
14178;Watcher's Cap;31;26;1;2
14190;Raincaller Vest;31;26;5;2
14192;Raincaller Robes;31;26;20;2
14193;Raincaller Pants;31;26;7;2
14198;Thistlefur Cloak;31;26;16;2
14399;Resilient Boots;31;26;8;2
14403;Resilient Handgrips;31;26;10;2
14579;Dokebi Boots;31;26;8;2
14608;Dokebi Buckler;31;26;14;2
14758;Slayer's Shoulderguards;31;26;3;2
15128;Robust Tunic;31;26;5;2
15129;Robust Helm;31;26;1;2
15136;Cutthroat's Belt;31;26;6;2
15231;Splitting Hatchet;31;26;13;2
15344;Pathfinder Pants;31;26;7;2
15345;Pathfinder Shoulder Pads;31;26;3;2
15467;Inventor's League Ring;31;0;11;2
15524;Sentry's Surcoat;31;26;5;2
15530;Sentry's Shield;31;26;14;2
15533;Sentry's Headdress;31;26;1;2
15534;Wicked Chain Boots;31;26;8;2
15549;Thick Scale Belt;31;26;6;2
15559;Pillager's Cloak;31;26;16;2
15928;Silver-thread Rod;31;26;23;2
15975;Raincaller Scepter;31;26;23;2
16740;Shredder Operating Gloves;31;0;10;2
16741;Oilrag Handwraps;31;0;10;2
17046;Gutterblade;31;0;13;2
20832;Moonsoul Crown;31;26;1;3
20950;Pendant of the Agate Shield;31;26;2;2
29200;Falfindel's Blaster;31;0;26;2
2721;Holy Shroud;32;27;1;3
2912;Claw of the Shadowmancer;32;27;13;3
3068;Deprecated Silver-thread Cowl;32;27;1;2
3209;Ancient War Sword;32;0;17;2
3341;Gauntlets of Ogre Strength;32;27;10;2
3755;Fish Gutter;32;0;13;2
3760;Band of the Undercity;32;0;11;2
3761;Deadskull Shield;32;0;14;2
3822;Runic Darkblade;32;0;17;2
3840;Green Iron Shoulders;32;27;3;2
3849;Hardened Iron Shortsword;32;27;13;2
4257;Green Leather Belt;32;27;6;2
4464;Trouncing Boots;32;27;8;2
4465;Felstrom's Gauntlets;32;27;10;2
4474;Ravenwood Bow;32;27;15;2
4716;Combat Cloak;32;27;16;2
4719;Nightsky Cloak;32;27;16;2
4722;Insignia Cloak;32;27;16;2
5214;Wand of Eventide;32;27;26;2
5813;Emil's Brand;32;0;17;2
5820;Faerie Mantle;32;0;3;2
5962;Guardian Pants;32;27;7;2
6194;Barreling Reaper;32;0;13;2
6204;Tribal Worg Helm;32;27;1;2
6282;Sacred Burial Trousers;32;0;7;2
6396;Emblazoned Chestpiece;32;27;5;2
6609;Sage's Cloth;32;27;5;2
6610;Sage's Robe;32;27;20;2
6616;Sage's Pants;32;27;7;2
6681;Thornspike;32;27;13;3
6688;Whisperwind Headdress;32;27;1;3
6689;Wind Spirit Staff;32;27;17;3
6695;Stygian Bone Amulet;32;27;2;3
6696;Nightstalker Bow;32;27;15;3
6697;Batwing Mantle;32;27;3;3
6790;Ring of Calm;32;0;11;2
7050;Silk Headband;32;27;1;2
7366;Elder's Gloves;32;27;10;2
7406;Infiltrator Cord;32;27;6;2
7412;Infiltrator Gloves;32;27;10;2
7422;Phalanx Girdle;32;27;6;2
7727;Watchman Pauldrons;32;27;3;3
7753;Bloodspiller;32;27;17;3
7913;Barbaric Iron Shoulders;32;27;3;2
7914;Barbaric Iron Breastplate;32;27;5;2
9452;Hydrocane;32;27;17;3
9453;Toxic Revenger;32;27;13;3
9454;Acidic Walkers;32;27;8;3
9491;Hotshot Pilot's Gloves;32;27;10;3
9510;Caverndeep Trudgers;32;27;8;3
9824;Durable Shoulders;32;27;3;2
9830;Scaled Shield;32;27;14;2
9834;Scaled Leather Shoulders;32;27;3;2
9841;Banded Leggings;32;27;7;2
9842;Banded Pauldrons;32;27;3;2
10289;Durable Hat;32;27;1;2
10406;Scaled Leather Headband;32;27;1;2
10408;Banded Helm;32;27;1;2
10409;Banded Boots;32;27;8;2
11229;Brightscale Girdle;32;0;6;2
11306;Sturdy Recurve;32;27;15;2
12019;Cerulean Talisman;32;27;2;2
12028;Basalt Necklace;32;27;2;2
12247;Broad Bladed Knife;32;27;13;2
13019;Harpyclaw Short Bow;32;27;15;3
13037;Crystalpine Stinger;32;27;26;3
13127;Frostreaver Crown;32;27;1;3
14189;Raincaller Cap;32;27;1;2
14196;Thistlefur Sandals;32;27;8;2
14205;Thistlefur Belt;32;27;6;2
14206;Vital Bracelets;32;27;9;2
14210;Vital Cape;32;27;16;2
14397;Resilient Mantle;32;27;3;2
14583;Dokebi Gloves;32;27;10;2
14585;Dokebi Leggings;32;27;7;2
14587;Dokebi Mantle;32;27;3;2
14757;Slayer's Pants;32;27;7;2
14763;Enduring Cape;32;27;16;2
15131;Cutthroat's Boots;32;27;8;2
15250;Glimmering Flamberge;32;27;17;2
15285;Archer's Longbow;32;27;15;2
15346;Pathfinder Vest;32;27;5;2
15354;Headhunter's Cloak;32;27;16;2
15542;Wicked Chain Shoulder Pads;32;27;3;2
15544;Thick Scale Sabatons;32;27;8;2
15548;Thick Scale Gauntlets;32;27;10;2
15556;Pillager's Bracers;32;27;9;2
15892;Slayer's Shield;32;27;14;2
15934;Sage's Stave;32;27;23;2
16658;Wildhunter Cloak;32;0;16;2
18948;Barbaric Bracers;32;27;9;3
20833;Wicked Moonstone Ring;32;27;11;2
20954;Heavy Iron Knuckles;32;27;13;2
24118;Signet of Argas;32;0;11;2
24119;Band of Argas;32;0;11;2
24120;Seal of Argas;32;0;11;2
1216;Frost Bracers;33;28;9;2
1282;Sparkmetal Coif;33;0;1;2
1998;Bloodscalp Channeling Staff;33;28;17;2
2299;Burning War Axe;33;28;17;3
2816;Death Speaker Scepter;33;27;21;3
2877;Combatant Claymore;33;28;17;3
2917;Tranquil Ring;33;0;11;2
2953;Watch Master's Cloak;33;0;16;2
2954;Night Watch Pantaloons;33;0;7;2
3020;Enduring Cap;33;28;1;3
3042;BKP "Sparrow" Smallbore;33;28;26;2
3754;Shepherd's Gloves;33;0;10;2
3758;Crusader Belt;33;0;6;2
3759;Insulated Sage Gloves;33;0;10;2
3835;Green Iron Bracers;33;28;9;2
4322;Enchanter's Cowl;33;28;1;2
4455;Raptor Hide Harness;33;28;5;2
4456;Raptor Hide Belt;33;28;6;2
4643;Grimsteel Cape;33;0;16;2
4720;Nightsky Sash;33;28;6;2
5181;Vibrant Silk Cape;33;28;16;2
5819;Sunblaze Coif;33;28;1;3
6403;Mail Combat Armguards;33;28;9;2
6407;Nightsky Wristbands;33;28;9;2
6410;Insignia Bracers;33;28;9;2
6686;Tusken Helm;33;27;1;3
6744;Gloves of Kapelan;33;0;10;2
6745;Swiftrunner Cape;33;0;16;2
7065;Green Silk Armor;33;28;5;2
7106;Zodiac Gloves;33;0;10;2
7107;Belt of the Stars;33;0;6;2
7330;Infiltrator Buckler;33;28;14;2
7344;Torch of Holy Flame;33;0;23;2
7354;Elder's Boots;33;28;8;2
7367;Elder's Mantle;33;28;3;2
7373;Dusky Leather Leggings;33;28;7;2
7408;Infiltrator Shoulders;33;28;3;2
7409;Infiltrator Boots;33;28;8;2
7413;Infiltrator Cap;33;28;1;2
7420;Phalanx Headguard;33;28;1;2
7421;Phalanx Gauntlets;33;28;10;2
7424;Phalanx Spaulders;33;28;3;2
7729;Chesterfall Musket;33;28;26;3
7750;Mantle of Woe;33;0;3;2
7752;Dreamslayer;33;28;13;3
9405;Girdle of Golem Strength;33;28;6;3
9448;Spidertank Oilrag;33;28;9;3
9450;Gnomebot Operating Boots;33;28;8;3
9455;Emissary Cuffs;33;28;9;3
9687;Grappler's Belt;33;0;6;2
9698;Gloves of Insight;33;0;10;2
9699;Garrison Cloak;33;0;16;2
9825;Durable Pants;33;28;7;2
9833;Scaled Leather Leggings;33;28;7;2
9835;Scaled Leather Tunic;33;28;5;2
9836;Banded Armor;33;28;5;2
9843;Banded Shield;33;28;14;2
9847;Conjurer's Cloak;33;28;16;2
9867;Renegade Cloak;33;28;16;2
11884;Moonlit Amice;33;0;3;2
12009;Tundra Ring;33;28;11;2
12039;Tundra Necklace;33;28;2;2
13087;River Pride Choker;33;28;2;3
14199;Thistlefur Gloves;33;28;10;2
14209;Vital Sash;33;28;6;2
14398;Resilient Tunic;33;28;5;2
14401;Resilient Cap;33;28;1;2
14404;Resilient Leggings;33;28;7;2
14405;Resilient Robe;33;28;20;2
14409;Stonecloth Cape;33;28;16;2
14581;Dokebi Chestguard;33;28;5;2
14751;Slayer's Surcoat;33;28;5;2
14753;Slayer's Skullcap;33;28;1;2
15133;Cutthroat's Buckler;33;28;14;2
15137;Cutthroat's Mitts;33;28;10;2
15139;Cutthroat's Pants;33;28;7;2
15143;Ghostwalker Bindings;33;28;9;2
15147;Ghostwalker Cloak;33;28;16;2
15225;Sequoia Hammer;33;28;21;2
15232;Hacking Cleaver;33;28;13;2
15349;Headhunter's Belt;33;28;6;2
15541;Wicked Chain Legguards;33;28;7;2
15554;Pillager's Girdle;33;28;6;2
15555;Pillager's Boots;33;28;8;2
15568;Marauder's Cloak;33;28;16;2
15962;Satyr's Rod;33;28;23;2
19513;Legionnaire's Band;33;28;11;3
19517;Protector's Band;33;28;11;3
19521;Advisor's Ring;33;28;11;3
19525;Lorekeeper's Ring;33;28;11;3
19529;Battle Healer's Cloak;33;28;16;3
19533;Caretaker's Cape;33;28;16;3
19537;Scout's Medallion;33;28;2;3
19541;Sentinel's Medallion;33;28;2;3
19545;Scout's Blade;33;28;13;3
19549;Sentinel's Blade;33;28;13;3
19553;Legionnaire's Sword;33;28;13;3
19557;Protector's Sword;33;28;13;3
19561;Outrider's Bow;33;28;15;3
19565;Outrunner's Bow;33;28;15;3
19569;Advisor's Gnarled Staff;33;28;17;3
19573;Lorekeeper's Staff;33;28;17;3
20090;Highlander's Padded Girdle;33;28;6;3
20093;Highlander's Padded Greaves;33;28;8;3
20096;Highlander's Cloth Boots;33;28;8;3
20099;Highlander's Cloth Girdle;33;28;6;3
20102;Highlander's Lizardhide Boots;33;28;8;3
20105;Highlander's Lizardhide Girdle;33;28;6;3
20108;Highlander's Lamellar Girdle;33;28;6;3
20111;Highlander's Lamellar Greaves;33;28;8;3
20114;Highlander's Leather Boots;33;28;8;3
20117;Highlander's Leather Girdle;33;28;6;3
20120;Highlander's Mail Girdle;33;28;6;3
20123;Highlander's Mail Greaves;33;28;8;3
20126;Highlander's Mail Girdle;33;28;6;3
20129;Highlander's Mail Greaves;33;28;8;3
20152;Defiler's Chain Girdle;33;28;6;3
20157;Defiler's Chain Greaves;33;28;8;3
20162;Defiler's Cloth Boots;33;28;8;3
20164;Defiler's Cloth Girdle;33;28;6;3
20169;Defiler's Lizardhide Boots;33;28;8;3
20172;Defiler's Lizardhide Girdle;33;28;6;3
20178;Defiler's Lamellar Girdle;33;28;6;3
20182;Defiler's Lamellar Greaves;33;28;8;3
20188;Defiler's Leather Boots;33;28;8;3
20191;Defiler's Leather Girdle;33;28;6;3
20197;Defiler's Padded Girdle;33;28;6;3
20201;Defiler's Mail Greaves;33;28;8;3
20207;Defiler's Mail Girdle;33;28;6;3
20210;Defiler's Mail Greaves;33;28;8;3
20955;Golden Dragon Ring;33;28;11;2
21119;Talisman of Arathor;33;28;12;3
21120;Defiler's Talisman;33;28;12;3
1991;Goblin Power Shovel;34;29;17;2
1997;Pressed Felt Robe;34;29;20;2
2080;Hillborne Axe;34;29;13;2
2805;Yeti Fur Cloak;34;0;16;2
2916;Gold Lion Shield;34;0;14;2
3037;Whipwood Recurve Bow;34;29;15;2
3185;Acrobatic Staff;34;29;17;2
3753;Shepherd's Girdle;34;0;6;2
3836;Green Iron Helm;34;29;1;2
3843;Golden Scale Leggings;34;29;7;2
3852;Golden Iron Destroyer;34;29;17;2
4040;Nightsky Gloves;34;29;10;2
4055;Insignia Boots;34;29;8;2
4075;Mail Combat Gauntlets;34;29;10;2
4126;Guerrilla Cleaver;34;0;13;2
4140;Palm Frond Mantle;34;0;3;2
4258;Guardian Belt;34;29;6;2
4323;Shadow Hood;34;29;1;2
4476;Beastwalker Robe;34;29;20;2
4477;Nefarious Buckler;34;29;14;2
4717;Mail Combat Belt;34;29;6;2
5180;Necklace of Harmony;34;29;2;2
5245;Summoner's Wand;34;29;26;2
5782;Thick Murloc Armor;34;29;5;2
5963;Barbaric Leggings;34;29;7;2
6406;Nightsky Boots;34;29;8;2
6408;Insignia Gloves;34;29;10;2
6409;Insignia Belt;34;29;6;2
6687;Corpsemaker;34;27;17;3
6690;Ferine Leggings;34;29;7;3
6804;Windstorm Hammer;34;0;13;3
7051;Earthen Vest;34;29;5;2
7331;Phalanx Shield;34;29;14;2
7357;Elder's Hat;34;29;1;2
7368;Elder's Pants;34;29;7;2
7414;Infiltrator Pants;34;29;7;2
7417;Phalanx Boots;34;29;8;2
7423;Phalanx Leggings;34;29;7;2
7460;Knight's Cloak;34;29;16;2
7682;Torturing Poker;34;29;13;3
7683;Bloody Brass Knuckles;34;29;13;3
7728;Beguiler Robes;34;29;20;3
7730;Cobalt Crusher;34;29;17;3
7756;Dog Training Gloves;34;29;10;3
9395;Gloves of Old;34;29;10;3
9445;Grubbis Paws;34;29;10;3
9446;Electrocutioner Leg;34;28;13;3
9447;Electrocutioner Lagnut;34;28;11;3
9449;Manual Crowd Pummeler;34;28;17;3
9819;Durable Tunic;34;29;5;2
9826;Durable Robe;34;29;20;2
9853;Conjurer's Cinch;34;29;6;2
9857;Archer's Bracers;34;29;9;2
9860;Archer's Cloak;34;29;16;2
9865;Renegade Bracers;34;29;9;2
11970;Spinel Ring;34;29;11;2
11996;Basalt Ring;34;29;11;2
12248;Daring Dirk;34;29;13;2
12250;Midnight Axe;34;29;17;2
13033;Zealot Blade;34;29;13;3
13063;Starfaller;34;29;26;3
13108;Tigerstrike Mantle;34;29;16;3
13137;Ironweaver;34;29;26;3
14201;Thistlefur Mantle;34;29;3;2
14211;Vital Handwraps;34;29;10;2
14214;Vital Boots;34;29;8;2
14219;Geomancer's Cloak;34;29;16;2
14414;Stonecloth Belt;34;29;6;2
14416;Stonecloth Bindings;34;29;9;2
14759;Enduring Bracers;34;29;9;2
14761;Enduring Belt;34;29;6;2
15130;Cutthroat's Vest;34;29;5;2
15140;Cutthroat's Mantle;34;29;3;2
15148;Ghostwalker Belt;34;29;6;2
15339;Pathfinder Hat;34;29;1;2
15350;Headhunter's Slippers;34;29;8;2
15352;Headhunter's Buckler;34;29;14;2
15355;Headhunter's Mitts;34;29;10;2
15536;Wicked Chain Chestpiece;34;29;5;2
15540;Wicked Chain Helmet;34;29;1;2
15543;Wicked Chain Shield;34;29;14;2
15553;Thick Scale Shoulder Pads;34;29;3;2
15560;Pillager's Gloves;34;29;10;2
15935;Durable Rod;34;29;23;2
20956;Silver Rose Pendant;34;29;2;2
45627;Amulet of Truesight;34;29;2;3
2000;Archeus;35;0;17;2
2043;Ring of Forlorn Spirits;35;0;11;3
2044;Crescent of Forlorn Spirits;35;0;13;3
2277;Necromancer Leggings;35;30;7;3
2565;Rod of Molten Fire;35;30;23;3
3197;Stonecutter Claymore;35;30;17;2
3560;Mantle of Honor;35;0;3;2
3841;Golden Scale Shoulders;35;30;3;2
3850;Jade Serpentblade;35;30;13;2
4039;Nightsky Cowl;35;30;1;2
4052;Insignia Cap;35;30;1;2
4054;Insignia Leggings;35;30;7;2
4066;Insignia Buckler;35;30;14;2
4076;Mail Combat Boots;35;30;8;2
4077;Mail Combat Headguard;35;30;1;2
4121;Gemmed Gloves;35;0;10;2
4135;Bloodbone Band;35;0;11;2
4256;Guardian Armor;35;30;5;2
4325;Boots of the Enchanter;35;30;8;2
4614;Pendant of Myzrael;35;30;2;2
4718;Nightsky Mantle;35;30;3;2
4721;Insignia Mantle;35;30;3;2
5004;Mark of the Kirin Tor;35;30;2;2
5005;Emberspark Pendant;35;30;2;2
5016;Artisan's Trousers;35;0;7;2
5213;Scorching Wand;35;30;26;2
5256;Kovork's Rattle;35;30;13;2
5755;Onyx Shredder Plate;35;30;5;2
5964;Barbaric Shoulders;35;30;3;2
6223;Crest of Darkshire;35;0;14;2
6404;Mail Combat Spaulders;35;30;3;2
6691;Swinetusk Shank;35;30;13;3
6737;Dryleaf Pants;35;0;7;2
6738;Bleeding Crescent;35;0;13;2
7052;Azure Silk Belt;35;30;6;2
7053;Azure Silk Cloak;35;30;16;2
7055;Crimson Silk Belt;35;30;6;2
7058;Crimson Silk Vest;35;30;5;2
7353;Elder's Padded Armor;35;30;5;2
7369;Elder's Robe;35;30;20;2
7374;Dusky Leather Armor;35;30;5;2
7375;Green Whelp Armor;35;30;5;2
7407;Infiltrator Armor;35;30;5;2
7418;Phalanx Breastplate;35;30;5;2
7436;Twilight Cape;35;30;16;2
7467;Vermilion Necklace;35;30;2;2
7609;Elder's Amber Stave;35;30;23;2
7684;Bloodmage Mantle;35;30;3;3
7686;Ironspine's Eye;35;30;11;3
7687;Ironspine's Fist;35;30;13;3
7688;Ironspine's Ribcage;35;30;5;3
7689;Morbid Dawn;35;30;17;3
7690;Ebon Vise;35;30;10;3
7691;Embalmed Shroud;35;30;1;3
7708;Necrotic Wand;35;30;26;3
7709;Blighted Leggings;35;30;7;3
7731;Ghostshard Talisman;35;30;2;3
7915;Barbaric Iron Helm;35;30;1;2
9406;Spirewind Fetter;35;30;5;3
9428;Unearthed Bands;35;30;9;3
9456;Glass Shooter;35;30;26;3
9457;Royal Diplomatic Scepter;35;30;13;3
9538;Talvash's Gold Ring;35;0;11;3
9588;Nogg's Gold Ring;35;0;11;3
9622;Reedknot Ring;35;0;11;2
9845;Conjurer's Shoes;35;30;8;2
9846;Conjurer's Bracers;35;30;9;2
9855;Archer's Belt;35;30;6;2
9861;Archer's Gloves;35;30;10;2
9868;Renegade Gauntlets;35;30;10;2
9869;Renegade Belt;35;30;6;2
10332;Scarlet Boots;35;30;8;3
10499;Bright-Eye Goggles;35;0;1;2
11290;Greater Mystic Wand;35;30;26;2
11305;Dense Shortbow;35;30;15;2
11985;Cerulean Ring;35;30;11;2
12029;Greenstone Talisman;35;30;2;2
13045;Viscous Hammer;35;30;17;3
13084;Kaleidoscope Chain;35;30;2;3
13124;Ravasaur Scale Boots;35;30;8;3
14200;Thistlefur Cap;35;30;1;2
14203;Thistlefur Pants;35;30;7;2
14212;Vital Shoulders;35;30;3;2
14221;Geomancer's Bracers;35;30;9;2
14408;Stonecloth Boots;35;30;8;2
14411;Stonecloth Gloves;35;30;10;2
14584;Dokebi Hat;35;30;1;2
14590;Hawkeye's Bracers;35;30;9;2
14593;Hawkeye's Cloak;35;30;16;2
14764;Enduring Gauntlets;35;30;10;2
15142;Ghostwalker Boots;35;30;8;2
