item_id;name;ItemLevel;RequiredLevel;InventoryType;class;subclass
51349;Wrathful Gladiator's Pendant of Deliverance;264;80;2;4;0
51350;Wrathful Gladiator's Waistguard of Triumph;264;80;6;4;3
51351;Wrathful Gladiator's Sabatons of Triumph;264;80;8;4;3
51352;Wrathful Gladiator's Wristguards of Triumph;264;80;9;4;3
51353;Wrathful Gladiator's Pendant of Sundering;264;80;2;4;0
51354;Wrathful Gladiator's Cloak of Triumph;264;80;16;4;1
51355;Wrathful Gladiator's Pendant of Triumph;264;80;2;4;0
51356;Wrathful Gladiator's Cloak of Victory;264;80;16;4;1
51357;Wrathful Gladiator's Pendant of Victory;264;80;2;4;0
51358;Wrathful Gladiator's Band of Triumph;264;80;11;4;0
51359;Wrathful Gladiator's Girdle of Salvation;264;80;6;4;4
51360;Wrathful Gladiator's Greaves of Salvation;264;80;8;4;4
51361;Wrathful Gladiator's Bracers of Salvation;264;80;9;4;4
51362;Wrathful Gladiator's Girdle of Triumph;264;80;6;4;4
51363;Wrathful Gladiator's Greaves of Triumph;264;80;8;4;4
51364;Wrathful Gladiator's Bracers of Triumph;264;80;9;4;4
51365;Wrathful Gladiator's Cord of Salvation;264;80;6;4;1
51366;Wrathful Gladiator's Treads of Salvation;264;80;8;4;1
51367;Wrathful Gladiator's Cuffs of Salvation;264;80;9;4;1
51368;Wrathful Gladiator's Belt of Triumph;264;80;6;4;2
51369;Wrathful Gladiator's Boots of Triumph;264;80;8;4;2
51370;Wrathful Gladiator's Armwraps of Triumph;264;80;9;4;2
51371;Wrathful Gladiator's Waistguard of Salvation;264;80;6;4;3
51372;Wrathful Gladiator's Sabatons of Salvation;264;80;8;4;3
51373;Wrathful Gladiator's Wristguards of Salvation;264;80;9;4;3
51374;Wrathful Gladiator's Waistguard of Dominance;264;80;6;4;3
51375;Wrathful Gladiator's Sabatons of Dominance;264;80;8;4;3
51376;Wrathful Gladiator's Wristguards of Dominance;264;80;9;4;3
51377;Medallion of the Alliance;264;80;12;4;0
51378;Medallion of the Horde;264;80;12;4;0
51388;Wrathful Gladiator's Decapitator;264;80;17;2;1
51390;Wrathful Gladiator's Bonegrinder;264;80;17;2;5
51392;Wrathful Gladiator's Greatsword;264;80;17;2;8
51394;Wrathful Gladiator's Longbow;264;80;15;2;2
51397;Wrathful Gladiator's Spellblade;264;80;21;2;15
51400;Wrathful Gladiator's War Staff;264;80;17;2;10
51402;Wrathful Gladiator's Focus Staff;264;80;17;2;10
51404;Wrathful Gladiator's Battle Staff;264;80;17;2;10
51406;Wrathful Gladiator's Blade of Alacrity;264;80;21;2;15
51410;Wrathful Gladiator's Touch of Defeat;264;80;26;2;19
51411;Wrathful Gladiator's Heavy Crossbow;264;80;26;2;18
51431;Wrathful Gladiator's Staff;264;80;17;2;10
51439;Wrathful Gladiator's Hacker;264;80;22;2;0
51441;Wrathful Gladiator's Shiv;264;80;22;2;15
51443;Wrathful Gladiator's Left Ripper;264;80;22;2;13
51445;Wrathful Gladiator's Bonecracker;264;80;22;2;4
51447;Wrathful Gladiator's Quickblade;264;80;22;2;7
51449;Wrathful Gladiator's Rifle;264;80;26;2;3
51451;Wrathful Gladiator's Wand of Alacrity;264;80;26;2;19
51453;Wrathful Gladiator's Gavel;264;80;21;2;4
51456;Wrathful Gladiator's Energy Staff;264;80;17;2;10
51480;Wrathful Gladiator's Pike;264;80;17;2;6
51515;Wrathful Gladiator's Cleaver;264;80;13;2;0
51517;Wrathful Gladiator's Shanker;264;80;13;2;15
51519;Wrathful Gladiator's Pummeler;264;80;13;2;4
51521;Wrathful Gladiator's Slicer;264;80;13;2;7
51523;Wrathful Gladiator's Right Ripper;264;80;21;2;13
51525;Wrathful Gladiator's Chopper;264;80;22;2;0
51527;Wrathful Gladiator's Mutilator;264;80;22;2;15
51530;Wrathful Gladiator's Left Render;264;80;22;2;13
51531;Wrathful Gladiator's Piercing Touch;264;80;26;2;19
51532;Wrathful Gladiator's Baton of Light;264;80;26;2;19
51535;Wrathful Gladiator's War Edge;264;80;25;2;16
51811;Shoulderguards of Crystalline Bone;264;80;3;4;3
51812;Lost Pavise of the Blue Flight;264;80;14;4;6
51813;Robes of Azure Downfall;264;80;20;4;1
51814;Icicle Shapers;264;80;10;4;2
51815;Bleak Coldarra Carver;264;80;21;2;15
51816;Scourge Fanged Stompers;264;80;8;4;4
51817;Legplates of Aetheric Strife;264;80;7;4;4
51818;Wyrmwing Treads;264;80;8;4;3
51819;Splintershard;264;80;22;2;13
51820;Vambraces of the Frost Wyrm Queen;264;80;9;4;2
51821;Etched Dragonbone Girdle;264;80;6;4;4
51822;Rimetooth Pendant;264;80;2;4;0
51823;Leggings of the Refracted Mind;264;80;7;4;1
51824;Emerald Saint's Spaulders;264;80;3;4;4
51825;Sister Svalna's Spangenhelm;264;80;1;4;2
51826;Lich Wrappings;264;80;16;4;1
51827;Stormbringer Gloves;264;80;10;4;3
51828;Sister Svalna's Aether Staff;264;80;17;2;10
51829;Legguards of the Twisted Dream;264;80;7;4;3
51830;Skinned Whelp Shoulders;264;80;3;4;2
51831;Ironrope Belt of Ymirjar;264;80;6;4;4
51832;Taiga Bindings;264;80;9;4;4
51833;Oxheart;264;80;17;2;5
51834;Dreamhunter's Carbine;264;80;26;2;3
51835;Veincrusher Gauntlets;264;80;10;4;4
51836;Tightening Waistband;264;80;6;4;4
51837;Cowl of Malefic Repose;264;80;1;4;1
51838;Lana'thel's Bloody Nail;264;80;26;2;19
51839;Shoulderpads of the Searing Kiss;264;80;3;4;2
51840;Chestguard of Siphoned Elements;264;80;5;4;3
51841;Ivory-Inlaid Leggings;264;80;7;4;2
51842;Collar of Haughty Disdain;264;80;2;4;0
51843;Seal of the Twilight Queen;264;80;11;4;0
51844;Throatrender Handguards;264;80;10;4;4
51845;Stakethrower;264;80;26;2;3
51846;Bloodsipper;264;80;13;2;15
51847;Spaulders of the Blood Princes;264;80;3;4;4
51848;Heartsick Mender's Cape;264;80;16;4;1
51849;Cerise Coiled Ring;264;80;11;4;0
51850;Pale Corpse Boots;264;80;8;4;1
51851;Bloodsoul Raiment;264;80;20;4;1
51852;Wand of Ruby Claret;264;80;26;2;19
51853;Blood-Drinker's Girdle;264;80;6;4;3
51854;Battle-Maiden's Legguards;264;80;7;4;4
51855;Thrice Fanged Signet;264;80;11;4;0
51856;Taldaram's Soft Slippers;264;80;8;4;2
51857;Hersir's Greatspear;264;80;17;2;6
51858;Soulbreaker;264;80;13;2;7
51859;Shoulders of Ruinous Senility;264;80;3;4;1
51860;Rippling Flesh Kilt;264;80;7;4;3
51861;Chestplate of Septic Stitches;264;80;5;4;4
51862;Cauterized Cord;264;80;6;4;1
51863;Pendant of Split Veins;264;80;2;4;0
51864;Shoulderpads of the Morbid Ritual;264;80;3;4;3
51865;Scalpel-Sharpening Shoulderguards;264;80;3;4;4
51866;Discarded Bag of Entrails;264;80;1;4;2
51867;Infected Choker;264;80;2;4;0
51868;Flesh-Carving Scalpel;264;80;13;2;15
51869;The Facelifter;264;80;13;2;7
51870;Chestguard of the Failed Experiment;264;80;20;4;2
51871;Choker of Filthy Diamonds;264;80;2;4;0
51872;Ether-Soaked Bracers;264;80;9;4;1
51873;Shuffling Shoes;264;80;8;4;3
51874;Gloves of Broken Fingers;264;80;10;4;1
51875;Lockjaw;264;80;21;2;4
51876;Abomination Knuckles;264;80;21;2;13
51877;Taldron's Short-Sighted Helm;264;80;1;4;3
51878;Rotface's Rupturing Ring;264;80;11;4;0
51879;Flesh-Shaper's Gurney Strap;264;80;6;4;4
51880;Gluth's Fetching Knife;264;80;25;2;16
51881;Shaft of Glacial Ice;264;80;17;2;10
51882;Kilt of Untreated Wounds;264;80;7;4;1
51883;Bloodstained Surgeon's Shoulderguards;264;80;3;4;1
51884;Signet of Putrefaction;264;80;11;4;0
51885;Wrists of Septic Shock;264;80;9;4;2
51886;Festergut's Gaseous Gloves;264;80;10;4;4
51887;Abracadaver;264;80;17;2;10
51888;Cloak of Many Skins;264;80;16;4;1
51889;Plague-Soaked Leather Leggings;264;80;7;4;2
51890;Precious's Putrid Collar;264;80;2;4;0
51891;Taldron's Long Neglected Boots;264;80;8;4;3
51892;Festering Fingerguards;264;80;10;4;4
51893;Gutbuster;264;80;13;2;4
51894;Soulcleave Pendant;264;80;2;4;0
51895;Deathforged Legplates;264;80;7;4;4
51896;Thaumaturge's Crackling Cowl;264;80;1;4;1
51897;Leggings of Unrelenting Blood;264;80;7;4;2
51898;Mag'hari Chieftain's Staff;264;80;17;2;10
51899;Icecrown Spire Sandals;264;80;8;4;1
51900;Saurfang's Cold-Forged Band;264;80;11;4;0
51901;Gargoyle Spit Bracers;264;80;9;4;4
51902;Blade-Scored Carapace;264;80;5;4;4
51903;Hauberk of a Thousand Cuts;264;80;5;4;3
51904;Scourge Stranglers;264;80;10;4;2
51905;Ramaladni's Blade of Culling;264;80;17;2;1
51906;Ice-Reinforced Vrykul Helm;264;80;1;4;3
51907;Bracers of Pale Illumination;264;80;9;4;4
51908;Cord of Dark Suffering;264;80;6;4;2
51909;Neverending Winter;264;80;14;4;6
51910;Midnight Sun;264;80;21;2;15
51911;Pauldrons of Lost Hope;264;80;3;4;3
51912;Saronite Gargoyle Cloak;264;80;16;4;1
51913;Abomination's Bloody Ring;264;80;11;4;0
51914;Icecrown Rampart Bracers;264;80;9;4;3
51915;Bone Drake's Enameled Boots;264;80;8;4;4
51916;Frost Giant's Cleaver;264;80;13;2;0
51917;Ghoul Commander's Cuirass;264;80;5;4;4
51918;Bracers of Dark Blessings;264;80;9;4;1
51919;Deathspeaker Disciple's Belt;264;80;6;4;3
51920;Boots of the Frozen Seed;264;80;8;4;2
51921;Sister's Handshrouds;264;80;10;4;1
51922;Scourgelord's Baton;264;80;23;4;0
51923;Chestguard of the Frigid Noose;264;80;5;4;2
51924;Deathspeaker Zealot's Helm;264;80;1;4;4
51925;Soulthief's Braided Belt;264;80;6;4;2
51926;Handgrips of Frost and Sleet;264;80;10;4;3
51927;Njorndar Bone Bow;264;80;15;2;2
51928;Corrupted Silverplate Leggings;264;80;7;4;4
51929;Coldwraith Bracers;264;80;9;4;3
51930;Cord of the Patronizing Practitioner;264;80;6;4;1
51931;Ancient Skeletal Boots;264;80;8;4;4
51932;Frost Needle;264;80;21;2;7
51933;Shawl of Nerubian Silk;264;80;16;4;1
51934;Marrowgar's Scratching Choker;264;80;2;4;0
51935;Linked Scourge Vertebrae;264;80;6;4;3
51936;Citadel Enforcer's Claymore;264;80;17;2;8
51937;Bonebreaker Scepter;264;80;13;2;4
51938;Bone Warden's Splitter;264;80;13;2;0
50384;Ashen Band of Greater Destruction;259;80;11;4;0
50386;Ashen Band of Greater Wisdom;259;80;11;4;0
50387;Ashen Band of Greater Vengeance;259;80;11;4;0
50388;Ashen Band of Greater Courage;259;80;11;4;0
52570;Ashen Band of Greater Might;259;1;11;4;0
46964;Crystal Plated Vanguard;258;80;14;4;6
46965;Breastplate of Cruel Intent;258;80;5;4;3
46966;Band of the Violent Temperment;258;80;11;4;0
46967;Boneshatter Armplates;258;80;9;4;4
46968;Chestplate of the Towering Monstrosity;258;80;5;4;4
46969;Steel Bladebreaker;258;80;13;2;15
46971;Drape of the Untamed Predator;258;80;16;4;1
46973;Cord of the Tenebrous Mist;258;80;6;4;1
46975;Leggings of the Broken Beast;258;80;7;4;2
46977;Shawl of the Refreshing Winds;258;80;16;4;1
46980;Blade of Tarasque;258;80;21;2;15
46986;Boots of the Courageous;258;80;8;4;4
46989;Boots of the Unrelenting Storm;258;80;8;4;2
46991;Belt of the Ice Burrower;258;80;6;4;3
46993;Flowing Vestments of Ascent;258;80;20;4;1
46995;Talonstrike;258;80;26;2;18
47001;Lionhead Slasher;258;80;13;2;0
47002;Bloodbath Belt;258;80;6;4;4
47003;Dawnbreaker Greaves;258;80;8;4;4
47004;Cuirass of Calamitous Fate;258;80;5;4;2
47059;Solace of the Defeated;258;80;12;4;0
47060;Charge of the Demon Lord;258;80;2;4;0
47061;Legguards of Feverish Dedication;258;80;7;4;4
47062;Leggings of the Soothing Touch;258;80;7;4;1
47063;Pride of the Eredar;258;80;16;4;1
47064;Symbol of Transgression;258;80;23;4;0
47066;Bracers of the Autumn Willow;258;80;9;4;2
47067;Legplates of Failing Light;258;80;7;4;4
47068;Bracers of Cloudy Omen;258;80;9;4;3
47074;Bracers of the Untold Massacre;258;80;9;4;3
47075;Ring of Callous Aggression;258;80;11;4;0
47076;Girdle of Bloodied Scars;258;80;6;4;4
47077;Treads of the Icewalker;258;80;8;4;2
47078;Justicebringer;258;80;17;2;1
47084;Cord of Biting Cold;258;80;6;4;1
47085;Bastion of Purity;258;80;14;4;6
47086;Chestplate of the Frostborn Hero;258;80;5;4;4
47087;Legguards of Concealed Hatred;258;80;7;4;3
47088;Satrina's Impeding Scarab;258;80;12;4;0
47095;Cloak of Displacement;258;80;16;4;1
47096;Vestments of the Shattered Fellowship;258;80;20;4;2
47097;Boots of the Mourning Widow;258;80;8;4;1
47098;Vambraces of the Broken Bond;258;80;9;4;4
47099;Boots of Tremoring Earth;258;80;8;4;3
47109;Sabatons of Ruthless Judgment;258;80;8;4;3
47110;The Executioner's Malice;258;80;2;4;0
47111;Bracers of the Shieldmaiden;258;80;9;4;4
47112;Belt of the Merciless Killer;258;80;6;4;2
47113;Twin Spike;258;80;13;2;15
47129;Skyweaver Robes;258;80;20;4;1
47130;Lupine Longstaff;258;80;17;2;10
47131;Death's Verdict;258;80;12;4;0
47132;Legguards of Ascension;258;80;7;4;4
47133;The Arbiter's Muse;258;80;2;4;0
47143;Bindings of Dark Essence;258;80;9;4;1
47144;Wail of the Val'kyr;258;80;2;4;0
47145;Cord of Pale Thorns;258;80;6;4;2
47146;Chalice of Searing Light;258;80;23;4;0
47147;Breastplate of the Frozen Lake;258;80;5;4;4
47153;Belt of Deathly Dominion;258;80;6;4;3
47154;Greaves of the 7th Legion;258;80;8;4;4
47155;Bracers of Dark Determination;258;80;9;4;2
47156;Stormpike Cleaver;258;80;13;2;0
47157;Signet of the Traitor King;258;80;11;4;0
47188;Reign of the Unliving;258;80;12;4;0
47189;Leggings of the Deepening Void;258;80;7;4;1
47190;Legwraps of the Awakening;258;80;7;4;2
47191;Legguards of the Lurking Threat;258;80;7;4;3
47192;Strength of the Nerub;258;80;16;4;1
47205;Footpads of the Icy Floe;258;80;8;4;1
47206;Misery's End;258;80;21;2;4
47207;Belt of the Forgotten Martyr;258;80;6;4;4
47208;Armbands of the Ashen Saint;258;80;9;4;1
47209;Chestguard of Flowing Elements;258;80;5;4;3
47224;Ring of the Darkmender;258;80;11;4;0
47236;Gloves of the Lifeless Touch;258;80;10;4;1
47237;Band of Deplorable Violence;258;80;11;4;0
47238;Maiden's Favor;258;80;16;4;1
47239;Archon Glaive;258;80;17;2;6
47240;Gloves of Bitter Reprisal;258;80;10;4;4
47412;Cuirass of Cruel Intent;258;80;5;4;3
47413;Ring of the Violent Temperament;258;80;11;4;0
47414;Boneshatter Vambraces;258;80;9;4;4
47415;Hauberk of the Towering Monstrosity;258;80;5;4;4
47416;Stygian Bladebreaker;258;80;13;2;15
47417;Drape of the Refreshing Winds;258;80;16;4;1
47418;Cloak of the Untamed Predator;258;80;16;4;1
47419;Belt of the Tenebrous Mist;258;80;6;4;1
47420;Legwraps of the Broken Beast;258;80;7;4;2
47421;Forlorn Barrier;258;80;14;4;6
47422;Barb of Tarasque;258;80;21;2;15
47423;Boots of the Harsh Winter;258;80;8;4;2
47424;Sabatons of the Courageous;258;80;8;4;4
47425;Flowing Robes of Ascent;258;80;20;4;1
47426;Binding of the Ice Burrower;258;80;6;4;3
47427;Blood Fury;258;80;13;2;0
47428;Death's Head Crossbow;258;80;26;2;18
47429;Bloodbath Girdle;258;80;6;4;4
47430;Dawnbreaker Sabatons;258;80;8;4;4
47431;Vest of Calamitous Fate;258;80;5;4;2
47432;Solace of the Fallen;258;80;12;4;0
47433;Charge of the Eredar;258;80;2;4;0
47434;Legplates of Feverish Dedication;258;80;7;4;4
47435;Pants of the Soothing Touch;258;80;7;4;1
47436;Pride of the Demon Lord;258;80;16;4;1
47437;Talisman of Heedless Sins;258;80;23;4;0
47438;Bindings of the Autumn Willow;258;80;9;4;2
47439;Circle of the Darkmender;258;80;11;4;0
47440;Leggings of Failing Light;258;80;7;4;4
47441;Wristwraps of Cloudy Omen;258;80;9;4;3
47442;Bracers of the Silent Massacre;258;80;9;4;3
47443;Band of Callous Aggression;258;80;11;4;0
47444;Belt of Bloodied Scars;258;80;6;4;4
47445;Icewalker Treads;258;80;8;4;2
47446;Dual-blade Butcher;258;80;17;2;1
47447;Belt of Biting Cold;258;80;6;4;1
47448;Bastion of Resolve;258;80;14;4;6
47449;Chestplate of the Frostwolf Hero;258;80;5;4;4
47450;Leggings of Concealed Hatred;258;80;7;4;3
47451;Juggernaut's Vitality;258;80;12;4;0
47452;Shroud of Displacement;258;80;16;4;1
47453;Robes of the Shattered Fellowship;258;80;20;4;2
47454;Sandals of the Mourning Widow;258;80;8;4;1
47455;Bracers of the Broken Bond;258;80;9;4;4
47456;Sabatons of Tremoring Earth;258;80;8;4;3
47457;Greaves of Ruthless Judgment;258;80;8;4;3
47458;The Executioner's Vice;258;80;2;4;0
47459;Armguards of the Shieldmaiden;258;80;9;4;4
47460;Belt of the Pitiless Killer;258;80;6;4;2
47461;Gouge of the Frigid Heart;258;80;13;2;15
47462;Skyweaver Vestments;258;80;20;4;1
47463;Twin's Pact;258;80;17;2;10
47464;Death's Choice;258;80;12;4;0
47465;Legplates of Ascension;258;80;7;4;4
47466;Legionnaire's Gorget;258;80;2;4;0
47467;Dark Essence Bindings;258;80;9;4;1
47468;Cry of the Val'kyr;258;80;2;4;0
47469;Belt of Pale Thorns;258;80;6;4;2
47470;Mystifying Charm;258;80;23;4;0
47471;Chestplate of the Frozen Lake;258;80;5;4;4
47472;Waistguard of Deathly Dominion;258;80;6;4;3
47473;Greaves of the Saronite Citadel;258;80;8;4;4
47474;Armbands of Dark Determination;258;80;9;4;2
47475;Hellscream Slicer;258;80;13;2;0
47476;Band of the Traitor King;258;80;11;4;0
47477;Reign of the Dead;258;80;12;4;0
47478;Breeches of the Deepening Void;258;80;7;4;1
47479;Leggings of the Awakening;258;80;7;4;2
47480;Leggings of the Lurking Threat;258;80;7;4;3
47481;Might of the Nerub;258;80;16;4;1
47482;Boots of the Icy Floe;258;80;8;4;1
47483;Suffering's End;258;80;21;2;4
47484;Girdle of the Forgotten Martyr;258;80;6;4;4
47485;Bindings of the Ashen Saint;258;80;9;4;1
47486;Cuirass of Flowing Elements;258;80;5;4;3
47487;Handwraps of the Lifeless Touch;258;80;10;4;1
47489;Lurid Manifestation;258;80;11;4;0
47490;Maiden's Adoration;258;80;16;4;1
47491;Hellion Glaive;258;80;17;2;6
47492;Gauntlets of Bitter Reprisal;258;80;10;4;4
47506;Silverwing Defender;258;80;13;2;7
47513;Orgrim's Deflector;258;80;13;2;7
47515;Decimation;258;80;17;2;8
47516;Fleshrender;258;80;17;2;8
47517;Blade of the Unbroken Covenant;258;80;21;2;7
47518;Mortalis;258;80;21;2;7
47519;Catastrophe;258;80;17;2;5
47520;Grievance;258;80;17;2;5
47521;BRK-1000;258;80;26;2;3
47523;Fezzik's Autocannon;258;80;26;2;3
47524;Clemency;258;80;17;2;10
47525;Sufferance;258;80;17;2;10
47526;Remorseless;258;80;13;2;4
47528;Cudgel of the Damned;258;80;13;2;4
47758;Khadgar's Shoulderpads of Triumph;258;80;3;4;1
47759;Khadgar's Robe of Triumph;258;80;20;4;1
47760;Khadgar's Leggings of Triumph;258;80;7;4;1
47761;Khadgar's Hood of Triumph;258;80;1;4;1
47762;Khadgar's Gauntlets of Triumph;258;80;10;4;1
47763;Sunstrider's Gauntlets of Triumph;258;80;10;4;1
47764;Sunstrider's Hood of Triumph;258;80;1;4;1
47765;Sunstrider's Leggings of Triumph;258;80;7;4;1
47766;Sunstrider's Robe of Triumph;258;80;20;4;1
47767;Sunstrider's Shoulderpads of Triumph;258;80;3;4;1
47788;Kel'Thuzad's Gloves of Triumph;258;80;10;4;1
47789;Kel'Thuzad's Hood of Triumph;258;80;1;4;1
47790;Kel'Thuzad's Leggings of Triumph;258;80;7;4;1
47791;Kel'Thuzad's Robe of Triumph;258;80;20;4;1
47792;Kel'Thuzad's Shoulderpads of Triumph;258;80;3;4;1
47793;Gul'dan's Shoulderpads of Triumph;258;80;3;4;1
47794;Gul'dan's Robe of Triumph;258;80;20;4;1
47795;Gul'dan's Leggings of Triumph;258;80;7;4;1
47796;Gul'dan's Hood of Triumph;258;80;1;4;1
47797;Gul'dan's Gloves of Triumph;258;80;10;4;1
48029;Velen's Shoulderpads of Triumph;258;80;3;4;1
48031;Velen's Robe of Triumph;258;80;20;4;1
48033;Velen's Leggings of Triumph;258;80;7;4;1
48035;Velen's Cowl of Triumph;258;80;1;4;1
48037;Velen's Gloves of Triumph;258;80;10;4;1
48057;Zabra's Gloves of Triumph;258;80;10;4;1
48058;Zabra's Cowl of Triumph;258;80;1;4;1
48059;Zabra's Leggings of Triumph;258;80;7;4;1
48060;Zabra's Robe of Triumph;258;80;20;4;1
48061;Zabra's Shoulderpads of Triumph;258;80;3;4;1
48082;Velen's Mantle of Triumph;258;80;3;4;1
48083;Velen's Raiments of Triumph;258;80;20;4;1
48084;Velen's Pants of Triumph;258;80;7;4;1
48085;Velen's Circlet of Triumph;258;80;1;4;1
48086;Velen's Handwraps of Triumph;258;80;10;4;1
48087;Zabra's Handwraps of Triumph;258;80;10;4;1
48088;Zabra's Circlet of Triumph;258;80;1;4;1
48089;Zabra's Pants of Triumph;258;80;7;4;1
48090;Zabra's Raiments of Triumph;258;80;20;4;1
48091;Zabra's Mantle of Triumph;258;80;3;4;1
48138;Malfurion's Spaulders of Triumph;258;80;3;4;2
48139;Malfurion's Robe of Triumph;258;80;20;4;2
48140;Malfurion's Leggings of Triumph;258;80;7;4;2
48141;Malfurion's Headpiece of Triumph;258;80;1;4;2
48142;Malfurion's Handguards of Triumph;258;80;10;4;2
48143;Runetotem's Handguards of Triumph;258;80;10;4;2
48144;Runetotem's Headpiece of Triumph;258;80;1;4;2
48145;Runetotem's Leggings of Triumph;258;80;7;4;2
48146;Runetotem's Robe of Triumph;258;80;20;4;2
48147;Runetotem's Spaulders of Triumph;258;80;3;4;2
48168;Malfurion's Mantle of Triumph;258;80;3;4;2
48169;Malfurion's Vestments of Triumph;258;80;20;4;2
48170;Malfurion's Trousers of Triumph;258;80;7;4;2
48171;Malfurion's Cover of Triumph;258;80;1;4;2
48172;Malfurion's Gloves of Triumph;258;80;10;4;2
48173;Runetotem's Gloves of Triumph;258;80;10;4;2
48174;Runetotem's Cover of Triumph;258;80;1;4;2
48175;Runetotem's Trousers of Triumph;258;80;7;4;2
48176;Runetotem's Vestments of Triumph;258;80;20;4;2
48177;Runetotem's Mantle of Triumph;258;80;3;4;2
48198;Runetotem's Shoulderpads of Triumph;258;80;3;4;2
48199;Runetotem's Raiments of Triumph;258;80;20;4;2
48200;Runetotem's Legguards of Triumph;258;80;7;4;2
48201;Runetotem's Headguard of Triumph;258;80;1;4;2
48202;Runetotem's Handgrips of Triumph;258;80;10;4;2
48203;Malfurion's Handgrips of Triumph;258;80;10;4;2
48204;Malfurion's Headguard of Triumph;258;80;1;4;2
48205;Malfurion's Legguards of Triumph;258;80;7;4;2
48206;Malfurion's Raiments of Triumph;258;80;20;4;2
48207;Malfurion's Shoulderpads of Triumph;258;80;3;4;2
48228;VanCleef's Pauldrons of Triumph;258;80;3;4;2
48229;VanCleef's Legplates of Triumph;258;80;7;4;2
48230;VanCleef's Helmet of Triumph;258;80;1;4;2
48231;VanCleef's Gauntlets of Triumph;258;80;10;4;2
48232;VanCleef's Breastplate of Triumph;258;80;5;4;2
48233;Garona's Breastplate of Triumph;258;80;5;4;2
48234;Garona's Gauntlets of Triumph;258;80;10;4;2
48235;Garona's Helmet of Triumph;258;80;1;4;2
48236;Garona's Legplates of Triumph;258;80;7;4;2
48237;Garona's Pauldrons of Triumph;258;80;3;4;2
48260;Windrunner's Spaulders of Triumph;258;80;3;4;3
48261;Windrunner's Legguards of Triumph;258;80;7;4;3
48262;Windrunner's Headpiece of Triumph;258;80;1;4;3
48263;Windrunner's Handguards of Triumph;258;80;10;4;3
48264;Windrunner's Tunic of Triumph;258;80;5;4;3
48265;Windrunner's Tunic of Triumph;258;80;5;4;3
48266;Windrunner's Handguards of Triumph;258;80;10;4;3
48267;Windrunner's Headpiece of Triumph;258;80;1;4;3
48268;Windrunner's Legguards of Triumph;258;80;7;4;3
48269;Windrunner's Spaulders of Triumph;258;80;3;4;3
48290;Nobundo's Spaulders of Triumph;258;80;3;4;3
48291;Nobundo's Legguards of Triumph;258;80;7;4;3
48292;Nobundo's Headpiece of Triumph;258;80;1;4;3
48293;Nobundo's Handguards of Triumph;258;80;10;4;3
48294;Nobundo's Tunic of Triumph;258;80;5;4;3
48305;Thrall's Tunic of Triumph;258;80;5;4;3
48306;Thrall's Handguards of Triumph;258;80;10;4;3
48307;Thrall's Headpiece of Triumph;258;80;1;4;3
48308;Thrall's Legguards of Triumph;258;80;7;4;3
48309;Thrall's Spaulders of Triumph;258;80;3;4;3
48321;Nobundo's Shoulderpads of Triumph;258;80;3;4;3
48322;Nobundo's Kilt of Triumph;258;80;7;4;3
48323;Nobundo's Helm of Triumph;258;80;1;4;3
48324;Nobundo's Gloves of Triumph;258;80;10;4;3
48325;Nobundo's Hauberk of Triumph;258;80;5;4;3
48326;Thrall's Hauberk of Triumph;258;80;5;4;3
48327;Thrall's Gloves of Triumph;258;80;10;4;3
48328;Thrall's Helm of Triumph;258;80;1;4;3
48329;Thrall's Kilt of Triumph;258;80;7;4;3
48330;Thrall's Shoulderpads of Triumph;258;80;3;4;3
48351;Nobundo's Shoulderguards of Triumph;258;80;3;4;3
48352;Nobundo's War-Kilt of Triumph;258;80;7;4;3
48353;Nobundo's Faceguard of Triumph;258;80;1;4;3
48354;Nobundo's Grips of Triumph;258;80;10;4;3
48355;Nobundo's Chestguard of Triumph;258;80;5;4;3
48356;Thrall's Chestguard of Triumph;258;80;5;4;3
48357;Thrall's Grips of Triumph;258;80;10;4;3
48358;Thrall's Faceguard of Triumph;258;80;1;4;3
48359;Thrall's War-Kilt of Triumph;258;80;7;4;3
48360;Thrall's Shoulderguards of Triumph;258;80;3;4;3
48381;Wrynn's Shoulderplates of Triumph;258;80;3;4;4
48382;Wrynn's Legplates of Triumph;258;80;7;4;4
48383;Wrynn's Helmet of Triumph;258;80;1;4;4
48384;Wrynn's Gauntlets of Triumph;258;80;10;4;4
48385;Wrynn's Battleplate of Triumph;258;80;5;4;4
48396;Hellscream's Battleplate of Triumph;258;80;5;4;4
48397;Hellscream's Gauntlets of Triumph;258;80;10;4;4
48398;Hellscream's Helmet of Triumph;258;80;1;4;4
48399;Hellscream's Legplates of Triumph;258;80;7;4;4
48400;Hellscream's Shoulderplates of Triumph;258;80;3;4;4
48402;Relentless Gladiator's Sunderer;258;80;17;2;1
48404;Relentless Gladiator's Crusher;258;80;17;2;5
48406;Relentless Gladiator's Claymore;258;80;17;2;8
48408;Relentless Gladiator's Mageblade;258;80;21;2;15
48410;Relentless Gladiator's Skirmish Staff;258;80;17;2;10
48412;Relentless Gladiator's Acute Staff;258;80;17;2;10
48414;Relentless Gladiator's Combat Staff;258;80;17;2;10
48420;Relentless Gladiator's Recurve;258;80;15;2;2
48422;Relentless Gladiator's Repeater;258;80;26;2;18
48424;Relentless Gladiator's Shotgun;258;80;26;2;3
48426;Relentless Gladiator's Dicer;258;80;22;2;0
48428;Relentless Gladiator's Dirk;258;80;22;2;15
