"ID","Directory","InstanceType","Flags","PVP","MapName_Lang_enUS","MapName_Lang_enGB","MapName_Lang_koKR","MapName_Lang_frFR","MapName_Lang_deDE","MapName_Lang_enCN","MapName_Lang_zhCN","MapName_Lang_enTW","MapName_Lang_zhTW","MapName_Lang_esES","MapName_Lang_esMX","MapName_Lang_ruRU","MapName_Lang_ptPT","MapName_Lang_ptBR","MapName_Lang_itIT","MapName_Lang_Unk","MapName_Lang_Mask","AreaTableID","MapDescription0_Lang_enUS","MapDescription0_Lang_enGB","MapDescription0_Lang_koKR","MapDescription0_Lang_frFR","MapDescription0_Lang_deDE","MapDescription0_Lang_enCN","MapDescription0_Lang_zhCN","MapDescription0_Lang_enTW","MapDescription0_Lang_zhTW","MapDescription0_Lang_esES","MapDescription0_Lang_esMX","MapDescription0_Lang_ruRU","MapDescription0_Lang_ptPT","MapDescription0_Lang_ptBR","MapDescription0_Lang_itIT","MapDescription0_Lang_Unk","MapDescription0_Lang_Mask","MapDescription1_Lang_enUS","MapDescription1_Lang_enGB","MapDescription1_Lang_koKR","MapDescription1_Lang_frFR","MapDescription1_Lang_deDE","MapDescription1_Lang_enCN","MapDescription1_Lang_zhCN","MapDescription1_Lang_enTW","MapDescription1_Lang_zhTW","MapDescription1_Lang_esES","MapDescription1_Lang_esMX","MapDescription1_Lang_ruRU","MapDescription1_Lang_ptPT","MapDescription1_Lang_ptBR","MapDescription1_Lang_itIT","MapDescription1_Lang_Unk","MapDescription1_Lang_Mask","LoadingScreenID","MinimapIconScale","CorpseMapID","CorpseX","CorpseY","TimeOfDayOverride","ExpansionID","RaidOffset","MaxPlayers"
"529","PVPZone04","3","1","1","Arathi Basin","Arathi Basin","Bassin d'Arathi","Arathibecken","","","Cuenca de Arathi","Cuenca de Arathi","Низина Арати","","","","","","","","16712190","3358","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.

The Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.

Meanwhile, the League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.

The Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.

Meanwhile, the League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.","Le bassin d’Arathi est l’un des principaux théâtres de la guerre entre humains et Réprouvés en Azeroth.

Les soldats d'élite des Profanateurs s’efforcent de couper les communications entre les humains et leurs alliés nains au sud.

Quant à la Ligue d’Arathor, elle tente de récupérer les territoires perdus pour le compte de ses bienfaiteurs de Hurlevent.","Das Arathibecken ist einer der wichtigsten Schauplätze im Kampf zwischen den Menschen und den Verlassenen Azeroths.Die Elitetruppen der Entweihten wollen die Verbindung zwischen den Menschen und ihren Verbündeten im Süden, den Zwergen, zerstören.Gleichzeitig versucht der Bund von Arathor für seine Wohltäter in Sturmwind Territorien zurückzuerobern.","","","La Cuenca de Arathi es uno de los principales puntos de conflicto de Azeroth entre los humanos y los Renegados.

Las tropas de élite de los Rapiñadores persiguen cortar la conexión vital entre los humanos y sus aliados enanos al sur.

Mientras, la Liga de Arathor quiere reclamar los territorios perdidos para sus benefactores de Ventormenta.","La Cuenca de Arathi es uno de los principales puntos de conflicto de Azeroth entre los humanos y los Renegados.

Las tropas de élite de los Rapiñadores persiguen cortar la conexión vital entre los humanos y sus aliados enanos al sur.

Mientras, la Liga de Arathor quiere reclamar los territorios perdidos para sus benefactores de Ventormenta.","Низина Арати стала местом крупнейшего столкновения между людьми и Отрекшимися.

Элитные отряды Осквернителей стремятся отрезать людей от их южных союзников – дворфов, но Лига Аратора твердо намерена вернуть эти земли своим покровителям из Штормграда.","","","","","","","","16712190","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.

The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.

Meanwhile, the Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.

The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.

Meanwhile, the Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.","Le bassin d’Arathi est l’un des principaux théâtres de la guerre entre humains et Réprouvés en Azeroth.

La Ligue d’Arathor tente de récupérer les territoires perdus pour le compte de ses bienfaiteurs de Hurlevent.

Quant aux Profanateurs, ces soldats d’élites s’efforcent de couper les communications entre les humains et leurs alliés nains au sud.","Das Arathibecken ist einer der wichtigsten Schauplätze im Kampf zwischen den Menschen und den Verlassenen Azeroths.Der Bund von Arathor versucht Territorien für seine Wohltäter in Sturmwind zurückzuerobern.Gleichzeitig wollen die Entweihten die Verbindung zwischen den Menschen und ihren Verbündeten, den Zwergen, zerstören.","","","La Cuenca de Arathi es uno de los principales puntos de conflicto de Azeroth entre los humanos y los Renegados.

La Liga de Arathor quiere reclamar los territorios perdidos para sus benefactores de Ventormenta.

Mientras, las tropas de élite de los Rapiñadores persiguen cortar la conexión vital entre los humanos y sus aliados enanos hacia el sur.","La Cuenca de Arathi es uno de los principales puntos de conflicto de Azeroth entre los humanos y los Renegados.

La Liga de Arathor quiere reclamar los territorios perdidos para sus benefactores de Ventormenta.

Mientras, las tropas de élite de los Rapiñadores persiguen cortar la conexión vital entre los humanos y sus aliados enanos hacia el sur.","Низина Арати стала местом крупнейшего столкновения между людьми и Отрекшимися.

Лига Аратора твердо намерена вернуть эти земли своим покровителям из Штормграда, а элитные отряды Осквернителей стремятся отрезать людей от их южных союзников – дворфов.","","","","","","","","16712190","183","1","0","0","0","-1","0","0","0"
"530","Expansion01","0","1","0","Outland","Outland","Outreterre","Scherbenwelt","","","Terrallende","Terrallende","Запределье","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","198","1","0","0","0","-1","1","0","0"
"531","AhnQirajTemple","2","0","0","Ahn'Qiraj Temple","Ahn'Qiraj Temple","Temple d'Ahn'Qiraj","Tempel von Ahn'Qiraj","","","Templo de Ahn'Qiraj","Templo de Ahn'Qiraj","Храм Ан'Киража","","","","","","","","16712190","3428","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","185","1","1","-8111","1526","-1","0","0","40"
"532","Karazahn","2","1","0","Karazhan","Karazhan","Karazhan","Karazhan","","","Karazhan","Karazhan","Каражан","","","","","","","","16712190","3457","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","200","1","0","-11110","-2004","-1","1","0","10"
"533","Stratholme Raid","2","0","0","Naxxramas","Naxxramas","Naxxramas","Naxxramas","","","Naxxramas","Naxxramas","Наксрамас","","","","","","","","16712190","3456","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","197","1","0","0","0","-1","2","0","25"
"534","HyjalPast","2","1","0","The Battle for Mount Hyjal","The Battle for Mount Hyjal","La bataille du mont Hyjal","Die Schlacht um den Berg Hyjal","","","Batalla del Monte Hyjal","Batalla del Monte Hyjal","Битва за гору Хиджал","","","","","","","","16712190","616","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","212","1","1","-8178","-4182","-1","1","0","25"
"540","HellfireMilitary","1","1","0","Hellfire Citadel: The Shattered Halls","Hellfire Citadel: The Shattered Halls","Citadelle des Flammes infernales : les Salles brisées","Höllenfeuerzitadelle: Zerschmetterte Hallen","","","Ciudadela del Fuego Infernal: Salas Arrasadas","Ciudadela del Fuego Infernal: Salas Arrasadas","Цитадель Адского Пламени: Разрушенные залы","","","","","","","","16712190","3714","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","199","1","530","-306","3064","-1","1","0","5"
"542","HellfireDemon","1","1","0","Hellfire Citadel: The Blood Furnace","Hellfire Citadel: The Blood Furnace","Citadelle des Flammes infernales : la Fournaise du sang","Höllenfeuerzitadelle: Blutkessel","","","Ciudadela del Fuego Infernal: Horno de Sangre","Ciudadela del Fuego Infernal: Horno de Sangre","Цитадель Адского Пламени: Кузня Крови","","","","","","","","16712190","3713","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","199","1","530","-295","3151","-1","1","0","5"
"543","HellfireRampart","1","1","0","Hellfire Citadel: Ramparts","Hellfire Citadel: Ramparts","Citadelle des Flammes infernales : les Remparts","Höllenfeuerzitadelle: Bollwerk","","","Ciudadela del Fuego Infernal: Murallas","Ciudadela del Fuego Infernal: Murallas","Цитадель Адского Пламени: Бастионы","","","","","","","","16712190","3562","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","199","1","530","-360","3067","-1","1","0","5"
"544","HellfireRaid","2","1","0","Magtheridon's Lair","Magtheridon's Lair","Repaire de Magtheridon","Magtheridons Kammer","","","Guarida de Magtheridon","Guarida de Magtheridon","Логово Магтеридона","","","","","","","","16712190","3836","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","208","1","530","-330","3106","-1","1","0","25"
"545","CoilfangPumping","1","1","0","Coilfang: The Steamvault","Coilfang: The Steamvault","Glissecroc : le Caveau de la vapeur","Echsenkessel: Dampfkammer","","","Colmillo Torcido: Cámara de Vapor","Colmillo Torcido: Cámara de Vapor","Кривой Клык: Паровое подземелье","","","","","","","","16712190","3715","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","764","6915","-1","1","0","5"
"546","CoilfangMarsh","1","1","0","Coilfang: The Underbog","Coilfang: The Underbog","Glissecroc : la Basse-tourbière","Echsenkessel: Tiefensumpf","","","Colmillo Torcido: La Sotiénaga","Colmillo Torcido: La Sotiénaga","Кривой Клык: Нижетопь","","","","","","","","16712190","3716","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","764","6768","-1","1","0","5"
"547","CoilfangDraenei","1","1","0","Coilfang: The Slave Pens","Coilfang: The Slave Pens","Glissecroc : les Enclos aux esclaves","Echsenkessel: Sklavenunterkünfte","","","Colmillo Torcido: Recinto de los Esclavos","Colmillo Torcido: Recinto de los Esclavos","Кривой Клык: Узилище","","","","","","","","16712190","3717","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","742","7011","-1","1","0","5"
"548","CoilfangRaid","2","1","0","Coilfang: Serpentshrine Cavern","Coilfang: Serpentshrine Cavern","Glissecroc : caverne du sanctuaire du Serpent","Echsenkessel: Höhle des Schlangenschreins","","","Reserva Colmillo Torcido: Caverna Santuario Serpiente","Reserva Colmillo Torcido: Caverna Santuario Serpiente","Кривой Клык: Змеиное святилище","","","","","","","","16712190","3607","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","775","6865","-1","1","0","25"
"550","TempestKeepRaid","2","1","0","Tempest Keep","Tempest Keep","Donjon de la Tempête","Festung der Stürme","","","El Castillo de la Tempestad","El Castillo de la Tempestad","Крепость Бурь","","","","","","","","16712190","3845","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","25"
"552","TempestKeepArcane","1","1","0","Tempest Keep: The Arcatraz","Tempest Keep: The Arcatraz","Donjon de la Tempête : l'Arcatraz","Festung der Stürme: Die Arkatraz","","","El Castillo de la Tempestad: El Arcatraz","El Castillo de la Tempestad: El Arcatraz","Крепость Бурь: Аркатрац","","","","","","","","16712190","3848","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","5"
"553","TempestKeepAtrium","1","1","0","Tempest Keep: The Botanica","Tempest Keep: The Botanica","Donjon de la Tempête : la Botanica","Festung der Stürme: Die Botanika","","","El Castillo de la Tempestad: El Invernáculo","El Castillo de la Tempestad: El Invernáculo","Крепость Бурь: Ботаника","","","","","","","","16712190","3847","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","5"
"554","TempestKeepFactory","1","1","0","Tempest Keep: The Mechanar","Tempest Keep: The Mechanar","Donjon de la Tempête : le Méchanar","Festung der Stürme: Die Mechanar","","","El Castillo de la Tempestad: El Mechanar","El Castillo de la Tempestad: El Mechanar","Крепость Бурь – Механар","","","","","","","","16712190","3849","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","5"
"555","AuchindounShadow","1","1","0","Auchindoun: Shadow Labyrinth","Auchindoun: Shadow Labyrinth","Auchindoun : Labyrinthe des ombres","Auchindoun: Schattenlabyrinth","","","Auchindoun: Laberinto de las Sombras","Auchindoun: Laberinto de las Sombras","Аукиндон: Темный лабиринт","","","","","","","","16712190","3789","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3640","4943","-1","1","0","5"
"556","AuchindounDemon","1","1","0","Auchindoun: Sethekk Halls","Auchindoun: Sethekk Halls","Auchindoun : Salles des Sethekk","Auchindoun: Sethekkhallen","","","Auchindoun: Salas Sethekk","Auchindoun: Salas Sethekk","Аукиндон: Сетеккские залы","","","","","","","","16712190","3791","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3361","4665","-1","1","0","5"
"557","AuchindounEthereal","1","1","0","Auchindoun: Mana-Tombs","Auchindoun: Mana-Tombs","Auchindoun : Tombes-mana","Auchindoun: Managruft","","","Auchindoun: Tumbas de Maná","Auchindoun: Tumbas de Maná","Аукиндон: Гробницы Маны","","","","","","","","16712190","3792","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3089","4942","-1","1","0","5"
"558","AuchindounDraenei","1","1","0","Auchindoun: Auchenai Crypts","Auchindoun: Auchenai Crypts","Auchindoun : Cryptes Auchenaï","Auchindoun: Auchenaikrypta","","","Auchindoun: Criptas Auchenai","Auchindoun: Criptas Auchenai","Аукиндон: Аукенайские гробницы","","","","","","","","16712190","3790","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3363","5156","-1","1","0","5"
"559","PVPZone05","4","1","0","Nagrand Arena","Nagrand Arena","Arène de Nagrand","Arena von Nagrand","","","Arena de Nagrand","Arena de Nagrand","Арена Награнда","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","219","1","0","0","0","-1","0","0","0"
"560","HillsbradPast","1","1","0","The Escape From Durnholde","The Escape From Durnholde","L'évasion de Fort-de-Durn","Die Flucht von Durnholde","","","La Fuga de Durnholde","La Fuga de Durnholde","Побег из Дарнхольда","","","","","","","","16712190","267","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","212","1","1","-8309","-4061","-1","1","0","5"
"562","bladesedgearena","4","1","0","Blade's Edge Arena","Blade's Edge Arena","Arène des Tranchantes","Arena des Schergrats","","","Arena Filospada","Arena Filospada","Арена Острогорья","","","","","","","","16712190","3702","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","218","1","0","0","0","-1","0","0","0"
"564","BlackTemple","2","1","0","Black Temple","Black Temple","Temple noir","Der Schwarze Tempel","","","El Templo Oscuro","El Templo Oscuro","Черный храм","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","215","1","530","-3644","317","-1","1","0","25"
"565","GruulsLair","2","1","0","Gruul's Lair","Gruul's Lair","Le repaire de Gruul","Gruuls Unterschlupf","","","Guarida de Gruul","Guarida de Gruul","Логово Груула","","","","","","","","16712190","3923","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","213","1","530","3525","5144","-1","1","0","25"
"566","NetherstormBG","3","1","1","Eye of the Storm","Eye of the Storm","L'Œil du cyclone","Auge des Sturms","","","Ojo de la Tormenta","Ojo de la Tormenta","Око Бури","","","","","","","","16712190","0","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Flottant en altitude au-dessus des terres dévastées du Raz-de-Néant se trouve l’île appelée l’Œil du cyclone.

Les elfes de sang convoitent ce champ de bataille pour ses abondants gisements d’énergie, alors que les draeneï le revendiquent au nom de sa proximité avec le mystérieux vaisseau naaru : le donjon de la Tempête.","Hoch über der zerklüfteten Landschaft des Nethersturms befindet sich die Insel, die als Auge des Sturms bekannt ist.Dieses Schlachtfeld ist bei den Blutelfen wegen seiner reichhaltigen Energiequellen sehr begehrt.Doch auch die Draenei erheben wegen der Nähe zu dem mysteriösen Gefährt der Naaru Anspruch darauf - die Festung der Stürme.","","","Planeando alto sobre el devastado paisaje de Tormenta Abisal se encuentra la isla conocida por el Ojo de la Tormenta.

Este campo de batalla es codiciado por los elfos de sangre debido a sus ricos depósitos de energía.

Por su parte los draenei buscan reivindicarlo por su proximidad a la misteriosa fortificación naaru: El Castillo de la Tempestad.","Planeando alto sobre el devastado paisaje de Tormenta Abisal se encuentra la isla conocida por el Ojo de la Tormenta.

Este campo de batalla es codiciado por los elfos de sangre debido a sus ricos depósitos de energía.

Por su parte los draenei buscan reivindicarlo por su proximidad a la misteriosa fortificación naaru: El Castillo de la Tempestad.","Высоко над разоренными просторами Пустоверти находится остров Око Бури, за который ведут войну эльфы крови и дренеи.

Первых туда привлекают богатые запасы энергии, а вторых – близость Крепости Бурь, таинственного корабля наару.","","","","","","","","16712190","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.","Flottant en altitude au-dessus des terres dévastées du Raz-de-Néant se trouve l’île appelée l’Œil du cyclone.

Les draeneï revendiquent ce champ de bataille au nom de sa proximité avec le mystérieux vaisseau naaru : le donjon de la Tempête, tandis que les elfes de sang le convoitent pour ses abondants gisements d’énergie.","Hoch über der zerklüfteten Landschaft des Nethersturms befindet sich die Insel, die als Auge des Sturms bekannt ist.Die Draenei erheben wegen der Nähe zu dem mysteriösen Gefährt der Naaru Anspruch darauf - die Festung der Stürme.Dieses Schlachtfeld ist jedoch auch bei den Blutelfen wegen seiner reichhaltigen Energiequellen sehr begehrt.","","","Planeando alto sobre el devastado paisaje de Tormenta Abisal se encuentra la isla conocida por el Ojo de la Tormenta.

Los draenei buscan reivindicarlo por su proximidad a la misteriosa fortificación naaru: El Castillo de la Tempestad.

Este campo de batalla es codiciado por los elfos de sangre debido a sus ricos depósitos de energía.","Planeando alto sobre el devastado paisaje de Tormenta Abisal se encuentra la isla conocida por el Ojo de la Tormenta.

Los draenei buscan reivindicarlo por su proximidad a la misteriosa fortificación naaru: El Castillo de la Tempestad.

Este campo de batalla es codiciado por los elfos de sangre debido a sus ricos depósitos de energía.","Высоко над разоренными просторами Пустоверти находится остров Око Бури, за который ведут войну дренеи и эльфы крови.

Первых туда привлекает близость Крепости Бурь, таинственного корабля наару, а вторых – богатые запасы энергии.","","","","","","","","16712190","210","1","0","0","0","-1","1","0","0"
"568","ZulAman","2","1","0","Zul'Aman","Zul'Aman","Zul'Aman","Zul'Aman","","","Zul'Aman","Zul'Aman","Зул'Аман","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","214","1","530","6851","-7989","-1","1","0","10"
"571","Northrend","0","29","0","Northrend","Northrend","Norfendre","Nordend","","","Rasganorte","Rasganorte","Нордскол","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","216","1","0","0","0","-1","2","0","0"
"572","PVPLordaeron","4","1","0","Ruins of Lordaeron","Ruins of Lordaeron","Ruines de Lordaeron","Ruinen von Lordaeron","","","Ruinas de Lordaeron","Ruinas de Lordaeron","Руины Лордерона","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","217","1","0","0","0","-1","0","0","0"
"573","ExteriorTest","0","15","0","ExteriorTest","ExteriorTest","Test d'extérieur","ExteriorTest","","","ExteriorTest","ExteriorTest","ExteriorTest","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"574","Valgarde70","1","13","0","Utgarde Keep","Utgarde Keep","Donjon d'Utgarde","Burg Utgarde","","","Fortaleza de Utgarde","Fortaleza de Utgarde","Крепость Утгард","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","220","1","571","1211","-4868","-1","2","0","5"
"575","UtgardePinnacle","1","13","0","Utgarde Pinnacle","Utgarde Pinnacle","Cime d'Utgarde","Turm Utgarde","","","Pináculo de Utgarde","Pináculo de Utgarde","Вершина Утгард","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","221","1","571","1232","-4860","-1","2","0","5"
"576","Nexus70","1","1","0","The Nexus","The Nexus","Le Nexus","Der Nexus","","","El Nexo","El Nexo","Нексус","","","","","","","","16712190","4265","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","226","1","571","3899","6985","-1","2","0","5"
"578","Nexus80","1","13","0","The Oculus","The Oculus","L'Oculus","Das Oculus","","","El Oculus","El Oculus","Окулус","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","227","1","571","3865","6983","-1","2","0","5"
"580","SunwellPlateau","2","1","0","The Sunwell","The Sunwell","Le Puits de soleil","Der Sonnenbrunnen","","","La Fuente del Sol","La Fuente del Sol","Солнечный Колодец","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","225","1","530","12551","-6774","-1","1","0","25"
"582","Transport176244","0","1","0","Transport: Rut'theran to Auberdine","Transport: Rut'theran to Auberdine","Transport : de Rut'theran à Auberdine","Transport: Rut'theran nach Auberdine","","","Transporte - de Rut'theran a Auberdine","Transporte - de Rut'theran a Auberdine","Перевозка: из Рут'терана в Аубердин","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"584","Transport176231","0","1","0","Transport: Menethil to Theramore","Transport: Menethil to Theramore","Transport : de Menethil à Theramore","Transport: Menethil nach Theramore","","","Transporte - de Menethil a Theramore","Transporte - de Menethil a Theramore","Перевозка: из Менетила на Терамор","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"585","Sunwell5ManFix","1","13","0","Magister's Terrace","Magister's Terrace","Terrasse des magistères","Terrasse der Magister","","","Bancal del Magister","Bancal del Magister","Терраса Магистров","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","224","1","530","12881","-7343","-1","1","0","5"
"586","Transport181645","0","1","0","Transport: Exodar to Auberdine","Transport: Exodar to Auberdine","Transport : de l'Exodar à Auberdine","Transport: Exodar nach Auberdine","","","Transporte - de El Exodar a Auberdine","Transporte - de El Exodar a Auberdine","Перевозка: из Экзодара в Аубердин","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"587","Transport177233","0","1","0","Transport: Feathermoon Ferry","Transport: Feathermoon Ferry","Transport : bac de Pennelune","Transport: Mondfederfähre","","","Transporte - Transbordador de Plumaluna","Transporte - Transbordador de Plumaluna","Перевозка: Переправа Оперенной Луны","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"588","Transport176310","0","1","0","Transport: Menethil to Auberdine","Transport: Menethil to Auberdine","Transport : de Menethil à Auberdine","Transport: Menethil nach Auberdine","","","Transporte - de Menethil a Auberdine","Transporte - de Menethil a Auberdine","Перевозка: из Менетила в Аубердин","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"589","Transport175080","0","1","0","Transport: Orgrimmar to Grom'Gol","Transport: Orgrimmar to Grom'Gol","Transport : d'Orgrimmar à Grom'Gol","Transport: Orgrimmar nach Grom'Gol","","","Transporte - de Orgrimmar a Grom'Gol","Transporte - de Orgrimmar a Grom'Gol","Перевозка: из Оргриммара в Гром'гол","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"590","Transport176495","0","1","0","Transport: Grom'Gol to Undercity","Transport: Grom'Gol to Undercity","Transport : de Grom'Gol à Fossoyeuse","Transport: Grom'Gol nach Unterstadt","","","Transporte - de Grom'Gol a Entrañas","Transporte - de Grom'Gol a Entrañas","Перевозка: из Гром'гола в Подгород","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"591","Transport164871","0","1","0","Transport: Undercity to Orgrimmar","Transport: Undercity to Orgrimmar","Transport : de Fossoyeuse à Orgrimmar","Transport: Unterstadt nach Orgrimmar","","","Transporte - de Entrañas a Orgrimmar","Transporte - de Entrañas a Orgrimmar","Перевозка: из Подгорода в Оргриммар","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"592","Transport186238","0","1","0","Transport: Borean Tundra Test","Transport: Borean Tundra Test","Transport : test de la toundra Boréenne","Transport: Boreanische Tundra - Test","","","Transporte - Tundra Boreal prueba","Transporte - Tundra Boreal prueba","Перевозка: Борейская тундра (тест)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"593","Transport20808","0","1","0","Transport: Booty Bay to Ratchet","Transport: Booty Bay to Ratchet","Transport : Baie-du-Butin à Cabestan","Transport: Beutebucht nach Ratschet","","","Transporte: Bahía del Botín a Trinquete","Transporte: Bahía del Botín a Trinquete","Перевозка: из Пиратской Бухты в Кабестан","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"594","Transport187038","0","1","0","Transport: Howling Fjord Sister Mercy (Quest)","Transport: Howling Fjord Sister Mercy (Quest)","Transport : Fjord hurlant Sœur Miséricorde (quête)","Transport: Heulender Fjord Barmherzige Schwester (Quest)","","","Transporte: Fiordo Aquilonal Hermana Misericordia (misión)","Transporte: Fiordo Aquilonal Hermana Misericordia (misión)","Перевозка: Сестры милосердия Ревущего фьорда (задание)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"595","StratholmeCOT","1","1","0","The Culling of Stratholme","The Culling of Stratholme","L'Épuration de Stratholme","Das Ausmerzen von Stratholme","","","La Matanza de Stratholme","La Matanza de Stratholme","Очищение Стратхольма","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","222","1","1","-8756","-4457","-1","2","0","5"
