"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderwater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","Ambient_Multiplier","Lightid"
"1581","36","0","695","0","76","0","53","204","0","0","The Deadmines","The Deadmines","Les Mortemines","Die Todesminen","","","Las Minas de la Muerte","Las Minas de la Muerte","Мертвые копи","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1582","36","1581","696","1073741824","76","0","53","204","181","0","Ironclad Cove","Ironclad Cove","Crique du cuirassé","Eiserne Bucht","","","Cala del Acorazado","Cala del Acorazado","Потайная бухта","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1583","229","0","697","0","0","0","0","0","0","0","Blackrock Spire","Blackrock Spire","Pic Rochenoire","Schwarzfelsspitze","","","Cumbre de Roca Negra","Cumbre de Roca Negra","Пик Черной горы","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1584","230","0","698","0","0","0","0","0","0","0","Blackrock Depths","Blackrock Depths","Profondeurs de Rochenoire","Schwarzfelstiefen","","","Profundidades de Roca Negra","Profundidades de Roca Negra","Глубины Черной горы","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1597","1","17","699","1073741888","0","0","0","0","0","0","Raptor Grounds UNUSED","Raptor Grounds UNUSED","Terres des Raptors","Raptor Grounds UNUSED","","","Raptor Grounds UNUSED","Raptor Grounds UNUSED","Земли ящеров НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1598","1","17","700","1073741888","0","0","0","0","0","0","Grol'dom Farm UNUSED","Grol'dom Farm UNUSED","Ferme de Grol'dom","Grol'dom Hof UNUSED","","","Grol'dom Farm UNUSED","Grol'dom Farm UNUSED","Ферма Гроль'дома НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1599","1","17","701","1073741888","0","0","0","0","0","0","Mor'shan Base Camp","Mor'shan Base Camp","Campement de Mor'shan","Stützpunkt Mor'shan","","","Campamento de Mor'shan","Campamento de Mor'shan","Лагерь Мор'шан","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1600","1","17","702","1073741888","0","0","0","0","0","0","Honor's Stand UNUSED","Honor's Stand UNUSED","Le lieu de l'Honneur","Honor's Stand UNUSED","","","Honor's Stand UNUSED","Honor's Stand UNUSED","Застава Чести НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1601","1","17","703","1073741888","0","0","0","0","0","0","Blackthorn Ridge UNUSED","Blackthorn Ridge UNUSED","Crête de Noirépine","Blackthorn Ridge UNUSED","","","Blackthorn Ridge UNUSED","Blackthorn Ridge UNUSED","Хребет Черный шип НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1602","1","17","704","1073741888","0","0","0","0","0","0","Bramblescar UNUSED","Bramblescar UNUSED","Ronceplaie","Bramblescar UNUSED","","","Bramblescar UNUSED","Bramblescar UNUSED","Ежевичный Шип НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1603","1","17","705","1073741888","0","0","0","0","0","0","Agama'gor UNUSED","Agama'gor UNUSED","Agama'gor","Agama'gor UNUSED","","","Agama'gor UNUSED","Agama'gor UNUSED","Агамагор НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1617","0","1519","706","1073741888","0","0","43","13","61","0","Valley of Heroes","Valley of Heroes","Vallée des Héros","Das Tal der Helden","","","Valle de los Héroes","Valle de los Héroes","Аллея Героев","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1637","1","0","707","2097464","0","0","25","7","62","10","Orgrimmar","Orgrimmar","Orgrimmar","Orgrimmar","","","Orgrimmar","Orgrimmar","Оргриммар","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1638","1","0","708","2097464","0","0","45","226","381","10","Thunder Bluff","Thunder Bluff","Les Pitons du Tonnerre","Donnerfels","","","Cima del Trueno","Cima del Trueno","Громовой Утес","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1639","1","1638","709","1073741888","0","0","0","0","0","0","Elder Rise","Elder Rise","Cime des Anciens","Die Anhöhe der Ältesten","","","Alto de los Ancestros","Alto de los Ancestros","Вершина Старейшин","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1640","1","1638","710","1073741888","0","0","0","0","0","0","Spirit Rise","Spirit Rise","Cime des Esprits","Die Anhöhe der Geister","","","Alto de los Espíritus","Alto de los Espíritus","Вершина Духов","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1641","1","1638","711","1073741888","0","0","0","0","0","0","Hunter Rise","Hunter Rise","Cime des chasseurs","Die Anhöhe der Jäger","","","Alto de los Cazadores","Alto de los Cazadores","Вершина Охотников","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1657","1","0","712","2097464","0","0","48","76","63","10","Darnassus","Darnassus","Darnassus","Darnassus","","","Darnassus","Darnassus","Дарнас","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1658","1","1657","713","1073741888","0","0","0","0","103","0","Cenarion Enclave","Cenarion Enclave","Enclave cénarienne","Die Enklave des Cenarius","","","Enclave Cenarion","Enclave Cenarion","Анклав Кенария","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1659","1","1657","714","1073741888","0","0","0","0","0","0","Craftsmen's Terrace","Craftsmen's Terrace","Terrasse des Artisans","Die Terrasse der Handwerker","","","Bancal del Artesano","Bancal del Artesano","Терраса Ремесленников","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1660","1","1657","715","1073741888","0","0","0","0","0","0","Warrior's Terrace","Warrior's Terrace","Terrasse des Guerriers","Die Terrasse der Krieger","","","Bancal del Guerrero","Bancal del Guerrero","Терраса Воинов","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1661","1","1657","716","1073741888","0","0","0","0","0","0","The Temple Gardens","The Temple Gardens","Les Jardins du temple","Die Tempelgärten","","","Los Jardines del Templo","Los Jardines del Templo","Храмовые сады","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1662","1","1657","717","1073741888","0","0","0","0","0","0","Tradesmen's Terrace","Tradesmen's Terrace","Terrasse des Marchands","Die Terrasse der Händler","","","Bancal de los Mercaderes","Bancal de los Mercaderes","Терраса Торговцев","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"1677","0","36","718","1073741888","0","0","0","0","0","33","Gavin's Naze","Gavin's Naze","Promontoire de Gavin","Gavins Landspitze","","","Saliente de Gavin","Saliente de Gavin","Возвышенность Гэвина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1678","0","36","719","1073741888","0","0","0","0","0","33","Sofera's Naze","Sofera's Naze","Promontoire de Sofera","Soferas Landspitze","","","Saliente de Sofera","Saliente de Sofera","Возвышенность Соферы","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1679","0","36","720","1073741888","0","0","0","0","0","33","Corrahn's Dagger","Corrahn's Dagger","Dague de Corrahn","Corrahns Dolch","","","Daga de Corrahn","Daga de Corrahn","Уступ Коррана","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1680","0","36","721","1073741888","0","0","0","0","0","34","The Headland","The Headland","L'Avancée","Die Landzunge","","","La Punta","La Punta","Высокий отрог","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1681","0","36","722","1073741888","0","0","0","0","0","31","Misty Shore","Misty Shore","Rivage brumeux","Nebelufer","","","Costa de la Neblina","Costa de la Neblina","Мглистый берег","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1682","0","36","723","1073741888","0","0","0","0","0","39","Dandred's Fold","Dandred's Fold","Clos de Dandred","Dandreds Senke","","","Redil de Dandred","Redil de Dandred","Овчарня Дандреда","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1683","0","36","724","1073741888","0","0","37","10","0","34","Growless Cave","Growless Cave","Caverne stérile","Eisfellhöhle","","","Caverna Estrecha","Caverna Estrecha","Промерзшая пещера","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1684","0","36","725","1073741888","0","0","0","0","0","30","Chillwind Point","Chillwind Point","Pointe du Noroît","Zugwindspitze","","","Alto del Orvallo","Alto del Orvallo","Берег Промозглого Ветра","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1697","1","17","726","1073741888","0","0","0","0","0","18","Raptor Grounds","Raptor Grounds","Terres des Raptors","Raptorgründe","","","Tierras de los Raptores","Tierras de los Raptores","Земли Ящеров","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1698","1","17","727","1073741888","0","0","0","0","0","20","Bramblescar","Bramblescar","Ronceplaie","Dornennarbe","","","Rajazarza","Rajazarza","Ежевичный овраг","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1699","1","17","728","1073741888","0","0","0","0","0","13","Thorn Hill","Thorn Hill","Colline des épines","Dornenhügel","","","Colina Espinosa","Colina Espinosa","Тернистый холм","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1700","1","17","729","1073741888","0","0","0","0","0","19","Agama'gor","Agama'gor","Agama'gor","Agama'gor","","","Agama'gor","Agama'gor","Агама'гор","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1701","1","17","730","1073741888","0","0","0","0","0","20","Blackthorn Ridge","Blackthorn Ridge","Crête de Noirépine","Schwarzdorngrat","","","Loma Espina Negra","Loma Espina Negra","Хребет Черных Шипов","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1702","1","17","731","1075839040","0","0","0","0","0","18","Honor's Stand","Honor's Stand","Le lieu de l'Honneur","Ehrenmal","","","El Alto del Honor","El Alto del Honor","Застава Чести","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1703","1","17","732","1075839040","0","0","0","0","0","17","The Mor'shan Rampart","The Mor'shan Rampart","Le Rempart de Mor'shan","Schutzwall von Mor'shan","","","La Empalizada de Mor'shan","La Empalizada de Mor'shan","Застава Мор'шан","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1704","1","17","733","1073741888","0","0","0","0","0","11","Grol'dom Farm","Grol'dom Farm","Ferme de Grol'dom","Grol'doms Hof","","","Granja de Grol'dom","Granja de Grol'dom","Ферма Гроль'дома","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1717","1","17","734","1073741888","0","0","0","0","0","24","Razorfen Kraul","Razorfen Kraul","Kraal de Tranchebauge","Kral der Klingenhauer","","","Horado Rajacieno","Horado Rajacieno","Лабиринты Иглошкурых","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1718","1","17","735","1075839040","0","0","0","0","0","0","The Great Lift","The Great Lift","La Grande élévation","Der große Aufzug","","","El Gran Elevador","El Gran Elevador","Великий Подъемник","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"1737","0","33","736","1073741888","0","0","0","0","0","40","Mistvale Valley","Mistvale Valley","Valbrume","Nebeltal","","","Valle del Velo de Bruma","Valle del Velo de Bruma","Мглистая долина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1738","0","33","737","1073741888","0","0","0","0","0","43","Nek'mani Wellspring","Nek'mani Wellspring","Fontaine des Nek'mani","Nek'maniquellbrunnen","","","Manantial Nek'mani","Manantial Nek'mani","Родник Нек'Мани","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1739","0","33","738","1073741888","0","0","0","0","0","42","Bloodsail Compound","Bloodsail Compound","Base de la Voile sanglante","Truppenlager der Blutsegelbukaniere","","","Dominios Velasangre","Dominios Velasangre","Лагерь Кровавого Паруса","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1740","0","33","739","1073741888","0","0","0","0","0","36","Venture Co. Base Camp","Venture Co. Base Camp","Campement de la KapitalRisk","Stützpunkt der Venture Co.","","","Base de Ventura y Cía.","Base de Ventura y Cía.","Главный лагерь Торговой Компании","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1741","0","33","740","1073741888","0","0","0","0","0","43","Gurubashi Arena","Gurubashi Arena","Arène des Gurubashi","Arena der Gurubashi","","","Arena Gurubashi","Arena Gurubashi","Арена Гурубаши","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1742","0","33","741","1073741888","0","0","0","0","0","0","Spirit Den","Spirit Den","Antre des esprits","Geisterhöhlenbau","","","Cubil del Espíritu","Cubil del Espíritu","Пещера Духов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1757","0","33","742","1073741888","0","0","0","0","0","0","The Crimson Veil","The Crimson Veil","Le Voile cramoisi","Die Purpurschleier","","","El Velo Carmesí","El Velo Carmesí","Кровавая Завеса","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1758","0","33","743","1073741888","0","0","0","0","0","0","The Riptide","The Riptide","Le Courant","Die Springflut","","","Las Mareas Vivas","Las Mareas Vivas","Бурун","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1759","0","33","744","1073741888","0","0","0","0","0","0","The Damsel's Luck","The Damsel's Luck","La Chance de la demoiselle","Die ""Maid im Glück""","","","La Damisela Afortunada","La Damisela Afortunada","Госпожа Удача","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1760","0","33","745","1073741888","0","0","0","0","0","0","Venture Co. Operations Center","Venture Co. Operations Center","Centre d'opérations de la KapitalRisk","Arbeitszentrale der Venture Co.","","","Centro de Operaciones de Ventura y Cía.","Centro de Operaciones de Ventura y Cía.","Штаб-квартира Торговой Компании","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1761","1","361","746","1073741888","0","0","0","194","0","47","Deadwood Village","Deadwood Village","Village des Mort-bois","Lager der Totenwaldfelle","","","Aldea Muertobosque","Aldea Muertobosque","Деревня Мертвого Леса","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1762","1","361","747","1073741888","0","0","0","194","0","54","Felpaw Village","Felpaw Village","Village de Gangrepatte","Revier der Teufelspfoten","","","Poblado Zarpavil","Poblado Zarpavil","Деревня Сквернолапов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1763","1","361","748","1073741888","0","0","0","193","161","51","Jaedenar","Jaedenar","Jaedenar","Jaedenar","","","Jaedenar","Jaedenar","Джеденар","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1764","1","361","749","1073741888","0","0","0","193","0","0","Bloodvenom River","Bloodvenom River","La Vénéneuse","Blutgiftbach","","","Río del Veneno","Río del Veneno","Река Отравленной Крови","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1765","1","361","750","1073741888","0","0","0","193","0","52","Bloodvenom Falls","Bloodvenom Falls","Chutes de la Vénéneuse","Die Blutgiftfälle","","","Cascadas del Veneno","Cascadas del Veneno","Водопад Отравленной Крови","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1766","1","361","751","1073741888","0","0","0","0","0","53","Shatter Scar Vale","Shatter Scar Vale","Val Grêlé","Narbengrund","","","Cañada Gran Cicatriz","Cañada Gran Cicatriz","Долина Рваных Ран","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1767","1","361","752","1073741888","0","0","0","0","0","53","Irontree Woods","Irontree Woods","Bois d'Arbrefer","Der Eisenwald","","","Bosque de Troncoferro","Bosque de Troncoferro","Железнолесье","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1768","1","361","753","1073741888","0","0","0","0","0","0","Irontree Cavern","Irontree Cavern","Caverne d'Arbrefer","Eisenstammhöhle","","","Caverna de Troncoferro","Caverna de Troncoferro","Пещера Железнолесья","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1769","1","361","754","1073741888","0","0","0","0","0","54","Timbermaw Hold","Timbermaw Hold","Repaire des Grumegueules","Holzschlundfeste","","","Bastión Fauces de Madera","Bastión Fauces de Madera","Крепость Древобрюхов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1770","1","361","755","1073741888","0","0","0","0","0","0","Shadow Hold","Shadow Hold","Fort des ombres","Schattenfeste","","","Guarida Sombría","Guarida Sombría","Оплот Теней","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1771","1","361","756","1073741888","0","0","0","0","0","0","Shrine of the Deceiver","Shrine of the Deceiver","Sanctuaire du Trompeur","Schrein des Betrügers","","","Santuario del Impostor","Santuario del Impostor","Святилище Искусителя","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1777","0","8","757","1073741888","0","0","0","0","0","36","Itharius's Cave","Itharius's Cave","Caverne d'Itharius","Itharius' Höhle","","","Cueva de Itharius","Cueva de Itharius","Пещера Итара","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1778","0","8","758","1073741888","0","0","0","0","0","41","Sorrowmurk","Sorrowmurk","Noirchagrin","Sorgendunkel","","","Tinieblas de las Penas","Tinieblas de las Penas","Горемрак","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1779","0","8","759","1073741888","0","0","0","0","0","0","Draenil'dur Village","Draenil'dur Village","Village de Draenil'dur","Draenil'dur","","","Aldea Draenil'dur","Aldea Draenil'dur","Деревня Дренил'дур","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1780","0","8","760","1073741888","0","0","0","0","0","36","Splinterspear Junction","Splinterspear Junction","Croisement de Lance-brisée","Splitterspeerkreuzung","","","Cruce Lanzarrota","Cruce Lanzarrota","Развилка Расщепленного Копья","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1797","0","8","761","1073741888","0","0","0","0","0","41","Stagalbog","Stagalbog","Stagalbog","Stagalsumpf","","","Stagalbog","Stagalbog","Вязкая топь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1798","0","8","762","1073741888","0","0","0","0","0","36","The Shifting Mire","The Shifting Mire","Le Bourbier changeant","Der Wabersumpf","","","Lodo Traicionero","Lodo Traicionero","Ползучая трясина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1817","0","8","763","1073741888","0","0","0","0","0","0","Stagalbog Cave","Stagalbog Cave","Caverne de Stagalbog","Stagalsumpfhöhle","","","Cueva Stagalbog","Cueva Stagalbog","Пещера у Вязкой топи","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1837","0","45","764","1073741888","0","0","0","3","0","0","Witherbark Caverns","Witherbark Caverns","Cavernes Fânécorce","Höhlen der Bleichborken","","","Cuevas Secacorteza","Cuevas Secacorteza","Пещеры Сухокожих","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1857","0","45","765","1073741888","0","0","0","0","0","32","Thoradin's Wall","Thoradin's Wall","Mur de Thoradin","Thoradinswall","","","Muralla de Thoradin","Muralla de Thoradin","Стена Торадина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1858","0","45","766","1073741888","0","0","0","0","0","32","Boulder'gor","Boulder'gor","Roche'gor","Fels'gor","","","Boulder'gor","Boulder'gor","Камен'гор","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1877","0","3","767","1073741888","0","0","0","0","0","42","Valley of Fangs","Valley of Fangs","Vallée des crocs","Fangzahntal","","","Valle de los Colmillos","Valle de los Colmillos","Долина Клыков","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1878","0","3","768","1073741888","0","0","0","0","0","39","The Dustbowl","The Dustbowl","Vallée de la poussière","Das Staubbecken","","","Terraseca","Terraseca","Знойные Пески","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1879","0","3","769","1073741888","0","0","0","0","0","40","Mirage Flats","Mirage Flats","Vallée des mirages","Illusionenebene","","","Explanada del Espejismo","Explanada del Espejismo","Маревые равнины","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1880","0","47","770","1073741888","0","0","0","0","0","0","Featherbeard's Hovel","Featherbeard's Hovel","Taudis de Barbe-de-plumes","Federbarts Hütte","","","Cobertizo de Barbapluma","Cobertizo de Barbapluma","Домик Пероборода","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1881","0","47","771","1073741888","0","0","0","0","0","0","Shindigger's Camp","Shindigger's Camp","Camp de Croquejarret","Kniegräbers Lager","","","Campamento Machacacanillas","Campamento Machacacanillas","Лагерь Выпивохи","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1882","0","47","772","1073741888","0","0","0","0","0","45","Plaguemist Ravine","Plaguemist Ravine","Ravin de Pestebrume","Seuchennebelklamm","","","Barranco Bruma Enferma","Barranco Bruma Enferma","Чумная лощина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1883","0","47","773","1073741888","0","0","0","0","0","48","Valorwind Lake","Valorwind Lake","Lac Vent-vaillant","Ehrenwindsee","","","Lago Ventobravo","Lago Ventobravo","Озеро Доблести","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1884","0","47","774","1073741888","0","0","0","0","0","46","Agol'watha","Agol'watha","Agol'watha","Agol'watha","","","Agol'watha","Agol'watha","Агол'вата","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1885","0","47","775","1073741888","0","0","0","0","0","42","Hiri'watha","Hiri'watha","Hiri'watha","Hiri'watha","","","Hiri'watha","Hiri'watha","Хири'вата","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1886","0","47","776","1073741888","0","0","0","0","0","47","The Creeping Ruin","The Creeping Ruin","La Ruine aux rampants","Die Gruselruinen","","","Las Ruinas Abyectas","Las Ruinas Abyectas","Ползучие руины","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1887","0","47","777","1073741888","0","0","0","0","0","0","Bogen's Ledge","Bogen's Ledge","Escarpement de Bogen","Bogens Kante","","","Arrecife de Bogen","Arrecife de Bogen","Грот Богена","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1897","0","3","778","1073741888","0","0","0","0","0","36","The Maker's Terrace","The Maker's Terrace","La Terrasse du Faiseur","Terrasse des Schöpfers","","","Bancal del Hacedor","Bancal del Hacedor","Терраса Творца","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1898","0","3","779","1073741888","0","0","0","0","0","39","Dustwind Gulch","Dustwind Gulch","Goulet de la Bourrasque","Staubwindschlucht","","","Barranco Viento Seco","Barranco Viento Seco","Лощина Суховея","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1917","0","47","780","1073741888","0","0","0","0","0","49","Shaol'watha","Shaol'watha","Shaol'watha","Shaol'watha","","","Shaol'watha","Shaol'watha","Шаол'вата","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1937","1","440","781","1073741888","0","0","0","0","0","42","Noonshade Ruins","Noonshade Ruins","Ruines d'Ombre-du-Zénith","Tagschattenruinen","","","Ruinas Sombrasol","Ruinas Sombrasol","Руины Полуденной Тени","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1938","1","440","782","1073741888","0","0","0","0","0","45","Broken Pillar","Broken Pillar","Pilier brisé","Zerbrochene Säule","","","Pilar Partido","Pilar Partido","Разбитая Колонна","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1939","1","440","783","1073741888","0","0","0","0","0","45","Abyssal Sands","Abyssal Sands","Désert Abysséen","Die ewigen Sande","","","Arenas Abisales","Arenas Abisales","Безбрежные пески","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1940","1","440","784","1073741888","0","0","0","0","0","49","Southbreak Shore","Southbreak Shore","Rivage de Brisesud","Südbrandung","","","Tierras del Sur","Tierras del Sur","Берег за Южной грядой","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1941","1","0","785","64","0","0","0","0","0","0","Caverns of Time","Caverns of Time","Grottes du temps","Höhlen der Zeit","","","Cavernas del Tiempo","Cavernas del Tiempo","Пещеры Времени","","","","","","","","16712190","0","0","0","0","0","-500","1","0"
"1942","1","490","786","1073741888","0","0","0","0","0","48","The Marshlands","The Marshlands","La Fondrière","Die Marschen","","","Los Pantanales","Los Pantanales","Топи","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1943","1","490","787","1073741888","0","0","0","0","0","50","Ironstone Plateau","Ironstone Plateau","Plateau de Rochefer","Eisensteinplateau","","","Meseta Roca de Hierro","Meseta Roca de Hierro","Плато Железного Камня","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1957","0","51","788","1073741888","0","0","0","0","0","47","Blackchar Cave","Blackchar Cave","Caverne de Noircharbon","Schwarzbrandhöhle","","","Cueva Tizonegro","Cueva Tizonegro","Обугленная пещера","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1958","0","51","789","1073741888","0","0","0","0","0","43","Tanner Camp","Tanner Camp","Camp de Tanner","Gerbers Lager","","","Base de Peleteros","Base de Peleteros","Палатка Дубильщицы","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1959","0","51","790","1073741888","0","0","0","0","0","45","Dustfire Valley","Dustfire Valley","Vallée des Escarbilles","Staubfeuertal","","","Valle Polvofuego","Valle Polvofuego","Выжженная долина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1977","309","0","791","0","0","11","32","3","0","0","Zul'Gurub","Zul'Gurub","Zul'Gurub","Zul'Gurub","","","Zul'Gurub","Zul'Gurub","Зул'Гуруб","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1978","0","8","792","1073741888","0","0","0","0","0","41","Misty Reed Post","Misty Reed Post","Poste de Brumejonc","Nebelschilfposten","","","Puesto Juncobruma","Puesto Juncobruma","Тростниковая застава","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1997","1","361","793","1075839040","0","0","0","0","0","0","Bloodvenom Post ","Bloodvenom Post ","Poste de la Vénéneuse","Blutgiftposten","","","Puesto del Veneno","Puesto del Veneno","Застава Отравленной Крови","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1998","1","361","794","1073741888","0","0","0","0","0","53","Talonbranch Glade ","Talonbranch Glade ","Clairière de Griffebranche","Nachtlaublichtung","","","Claro Ramaespolón","Claro Ramaespolón","Поляна Когтистых Ветвей","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"2017","329","0","795","0","0","0","37","0","0","0","Stratholme","Stratholme","Stratholme","Stratholme","","","Stratholme","Stratholme","Стратхольм","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"2037","0","0","796","64","0","0","0","0","0","0","Quel'thalas","Quel'thalas","Quel'thalas","Quel'Thalas","","","Quel'thalas","Quel'thalas","Кель'Талас","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"2057","289","0","797","0","0","0","37","15","0","0","Scholomance","Scholomance","Scholomance","Scholomance","","","Scholomance","Scholomance","Некроситет","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"2077","1","148","798","1073741888","0","0","0","0","0","0","Twilight Vale","Twilight Vale","Vallée du crépuscule","Zwielichttal","","","Vega Crepuscular","Vega Crepuscular","Сумеречная долина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"2078","1","148","799","1073741888","0","0","0","0","0","0","Twilight Shore","Twilight Shore","Rivage du crépuscule","Zwielichtufer","","","Orilla Crepuscular","Orilla Crepuscular","Сумеречная излучина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
