"ID","Importance","Icon_1","Icon_2","Icon_3","Icon_4","Icon_5","Icon_6","Icon_7","Icon_8","Icon_9","FactionID","X","Y","Z","ContinentID","Flags","AreaID","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","WorldStateID","WorldMapLink"
"31","3","7","0","0","0","0","0","0","0","0","83","312","-4745","9","1","517","362","Razor Hill","Razor Hill","Tranchecolline","Klingenhügel","","","Cerrotajo","Cerrotajo","Колючий Холм","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"913","0","7","0","0","0","0","0","0","0","0","0","636","-4534","8","1","516","410","Razorwind Canyon","Razorwind Canyon","Canyon de Tranchevent","Klingenschlucht","","","Cañón del Ventajo","Cañón del Ventajo","Каньон Колючего Ветра","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1216","0","7","0","0","0","0","0","0","0","0","0","2195","-6438","2","1","516","1256","Rethress Sanctum","Rethress Sanctum","Sanctuaire de Rethress","Rethress Sanktum","","","Sagrario de Rethress","Sagrario de Rethress","Святилище Ретресса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1109","0","7","0","0","0","0","0","0","0","0","0","-5466","-1636","29","1","516","483","Roguefeather Den","Roguefeather Den","Tanière des Volplumes","Bau der Wildfedern","","","Guarida Malapluma","Guarida Malapluma","Логово Легкоперых","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1169","0","7","0","0","0","0","0","0","0","0","0","-4852","3616","16","1","516","1117","Ruins of Solarsal","Ruins of Solarsal","Ruines de Solarsal","Ruinen von Solarsal","","","Ruinas de Solarsal","Ruinas de Solarsal","Руины Соларсаля","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1724","0","42","0","0","0","0","0","0","0","0","0","-6548","1150","-1","1","646","1377","Sandworm!","Sandworm!","Un ver des sables !","Sandwurm!","","","¡Gusano de Arena!","¡Gusano de Arena!","Песчаный червь!","","","","","","","","16712190","A Silithyst beast has surfaced","A Silithyst beast has surfaced","Une bête de silithyste a fait surface","Ein Silithystmonster ist aufgetaucht.","","","Ha aparecido una bestia de silitista","Ha aparecido una bestia de silitista","Силитистовая тварь на поверхности","","","","","","","","16712190","2322","0"
"1725","0","42","0","0","0","0","0","0","0","0","0","-7786","978","-2","1","646","1377","Sandworm!","Sandworm!","Un ver des sables !","Sandwurm!","","","¡Gusano de Arena!","¡Gusano de Arena!","Песчаный червь!","","","","","","","","16712190","A Silithyst beast has surfaced","A Silithyst beast has surfaced","Une bête de silithyste a fait surface","Ein Silithystmonster ist aufgetaucht.","","","Ha aparecido una bestia de silitista","Ha aparecido una bestia de silitista","Силитистовая тварь на поверхности","","","","","","","","16712190","2323","0"
"1726","0","42","0","0","0","0","0","0","0","0","0","-7463","1411","3","1","646","1377","Sandworm!","Sandworm!","Un ver des sables !","Sandwurm!","","","¡Gusano de Arena!","¡Gusano de Arena!","Песчаный червь!","","","","","","","","16712190","A Silithyst beast has surfaced","A Silithyst beast has surfaced","Une bête de silithyste a fait surface","Ein Silithystmonster ist aufgetaucht.","","","Ha aparecido una bestia de silitista","Ha aparecido una bestia de silitista","Силитистовая тварь на поверхности","","","","","","","","16712190","2324","0"
"1727","0","42","0","0","0","0","0","0","0","0","0","-7377","447","4","1","646","1377","Sandworm!","Sandworm!","Un ver des sables !","Sandwurm!","","","¡Gusano de Arena!","¡Gusano de Arena!","Песчаный червь!","","","","","","","","16712190","A Silithyst beast has surfaced","A Silithyst beast has surfaced","Une bête de silithyste a fait surface","Ein Silithystmonster ist aufgetaucht.","","","Ha aparecido una bestia de silitista","Ha aparecido una bestia de silitista","Силитистовая тварь на поверхности","","","","","","","","16712190","2325","0"
"1211","0","7","0","0","0","0","0","0","0","0","0","3705","-6043","2","1","516","1227","Scalebeard's Cave","Scalebeard's Cave","Caverne de Barbe-d'écailles","Schuppenbarts Höhle","","","Cueva de Barbaescamas","Cueva de Barbaescamas","Пещера Чешуеборода","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1150","0","7","0","0","0","0","0","0","0","0","0","-1407","1493","60","1","516","602","Scrabblescrew's Camp","Scrabblescrew's Camp","Camp de Fouillevis","Schraubenbuddels Lager","","","Campamento de los Mezclatornillos","Campamento de los Mezclatornillos","Лагерь Заржавня","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"34","3","7","0","0","0","0","0","0","0","0","83","-819","-4918","19","1","517","367","Sen'jin Village","Sen'jin Village","Village de Sen'jin","Sen'jin","","","Poblado Sen'jin","Poblado Sen'jin","Деревня Сен'джин","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1097","0","7","0","0","0","0","0","0","0","0","0","-3476","-4109","17","1","516","502","Sentry Point","Sentry Point","Halte de la Vigie","Späherwacht","","","Alto del Centinela","Alto del Centinela","Сторожевой пост","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"795","3","5","0","0","0","0","0","0","0","0","0","-1657","3097","30","1","525","405","Shadowprey Village","Shadowprey Village","Proie-de-l'Ombre","Schattenflucht","","","Aldea Cazasombras","Aldea Cazasombras","Деревня Ночных Охотников","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"908","0","7","0","0","0","0","0","0","0","0","0","10756","921","1338","1","516","188","Shadowthread Cave","Shadowthread Cave","Grotte de Sombrefil","Schattenweberhöhle","","","Gruta Narácnida","Gruta Narácnida","Паучье логово","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1087","0","7","0","0","0","0","0","0","0","0","0","-3723","-2535","69","1","516","2302","Shady Rest Inn","Shady Rest Inn","Auberge du Repos ombragé","Gasthaus Zur süßen Ruh","","","Posada Reposo Umbrío","Posada Reposo Umbrío","Таверна ""Последний привал""","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1187","0","7","0","0","0","0","0","0","0","0","0","-5492","3622","3","1","516","1121","Shalzaru's Lair","Shalzaru's Lair","Antre de Shalzaru","Shalzarus Unterschlupf","","","Guarida de Shalzaru","Guarida de Shalzaru","Убежище Шалзару","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1246","0","7","0","0","0","0","0","0","0","0","0","7856","-2215","471","1","516","656","Shrine of Remulos","Shrine of Remulos","Sanctuaire de Remulos","Schrein von Remulos","","","Santuario de Remulos","Santuario de Remulos","Святилище Ремула","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1242","0","7","0","0","0","0","0","0","0","0","0","2130","-1190","99","1","516","421","Silverwind Refuge","Silverwind Refuge","Refuge de Vent-argent","Silberwindzuflucht","","","Refugio Brisa de Plata","Refugio Brisa de Plata","Приют Серебряного Ветра","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1513","0","7","0","0","0","0","0","0","0","0","0","1462","-1858","123","1","516","422","Silverwing Grove","Silverwing Grove","Bosquet d'Aile-argent","Hain der Silberschwingen","","","Claro Ala de Plata","Claro Ala de Plata","Роща Среброкрылых","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1240","0","7","0","0","0","0","0","0","0","0","0","1776","-2065","104","1","516","422","Silverwing Outpost","Silverwing Outpost","Avant-poste d'Aile-argent","Außenposten der Silberschwingen","","","Avanzada Ala de Plata","Avanzada Ala de Plata","Аванпост Среброкрылых","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1227","0","7","0","0","0","0","0","0","0","0","0","515","624","68","1","516","2541","Sishir Canyon","Sishir Canyon","Canyon de Sishir","Sishircanyon","","","Cañón Sishir","Cañón Sishir","Сиширский каньон","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1471","3","5","0","0","0","0","0","0","0","0","0","2286","-2564","105","1","525","331","Splintertree Post","Splintertree Post","Poste de Bois-brisé","Splitterholzposten","","","Puesto del Hachazo","Puesto del Hachazo","Застава Расщепленного Дерева","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1112","0","7","0","0","0","0","0","0","0","0","0","-5065","-2367","-53","1","516","481","Splithoof Hold","Splithoof Hold","Bastion du Sabot fendu","Spalthufhöhle","","","Campamento Pezuña Quebrada","Campamento Pezuña Quebrada","Оплот Треснувшего Копыта","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1688","0","7","0","0","0","0","0","0","0","0","0","-6517","97","126","1","516","3426","Staghelm Point","Staghelm Point","Halte de Forteramure","Hirschhaupts Stätte","","","Punta de Corzocelada","Punta de Corzocelada","Лагерь Оленьего Шлема","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1093","0","7","0","0","0","0","0","0","0","0","0","-4346","-3321","34","1","516","510","Stonemaul Ruins","Stonemaul Ruins","Ruines Cognepierres","Ruinen der Steinbrecher","","","Ruinas Quebrantarrocas","Ruinas Quebrantarrocas","Руины Деревни Каменного Молота","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"44","3","5","0","0","0","0","0","0","0","0","84","2658","1449","226","1","525","467","Stonetalon Peak","Stonetalon Peak","Pic des Serres-Rocheuses","Der Steinkrallengipfel","","","Cima del Espolón","Cima del Espolón","Пик Каменного Когтя","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1248","0","7","0","0","0","0","0","0","0","0","0","7564","-2951","466","1","516","656","Stormrage Barrow Dens","Stormrage Barrow Dens","Refuge des saisons de Malfurion","Sturmgrimms Grabhügel","","","Túmulo de Tempestira","Túmulo de Tempestira","Кельи Малфуриона","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"701","3","5","0","0","0","0","0","0","0","0","0","936","910","104","1","525","406","Sun Rock Retreat","Sun Rock Retreat","Retraite de Roche-Soleil","Sonnenfels","","","Refugio Roca del Sol","Refugio Roca del Sol","Приют у Солнечного Камня","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1098","0","7","0","0","0","0","0","0","0","0","0","-2949","-3893","35","1","516","502","Swamplight Manor","Swamplight Manor","Manoir des Flammeroles","Irrlichtanwesen","","","Mansión Cienaluz","Mansión Cienaluz","Сторожка ""Болотный огонек""","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1116","0","7","0","0","0","0","0","0","0","0","0","-6569","-3894","-58","1","516","439","Tahonda Ruins","Tahonda Ruins","Ruines de Tahonda","Ruinen von Tahonda","","","Ruinas de Tahonda","Ruinas de Tahonda","Руины Тахонды","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1215","0","7","0","0","0","0","0","0","0","0","0","2707","-3869","104","1","516","1235","Talrendis Point","Talrendis Point","Halte de Talrendis","Talrendisspitze","","","Punta Talrendis","Punta Talrendis","Застава Талрендис","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"707","0","7","0","0","0","0","0","0","0","0","0","3549","-5359","204","1","516","1221","Temple of Zin-Malor","Temple of Zin-Malor","Temple de Zin-Malor","Tempel von Zin-Malor","","","Templo de Zin-Malor","Templo de Zin-Malor","Храм Зин-Малор","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"45","3","5","0","0","0","0","0","0","0","0","84","-4510","-779","-41","1","525","489","Thalanaar","Thalanaar","Thalanaar","Thalanaar","","","Thalanaar","Thalanaar","Таланаар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"912","0","7","0","0","0","0","0","0","0","0","0","10316","1200","1458","1","516","266","The Cleft","The Cleft","La Faille","Die Kluft","","","La Grieta","La Grieta","Расселина","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"35","3","5","0","0","0","0","0","0","0","0","83","-455","-2652","95","1","525","17","The Crossroads","The Crossroads","La Croisée","Das Wegekreuz","","","El Cruce","El Cruce","Перекресток","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"32","3","7","0","0","0","0","0","0","0","0","83","-604","-4202","38","1","517","364","The Den","The Den","L'Antre","Der Höhlenbau","","","El Cubil","El Cubil","Логово","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1241","0","7","0","0","0","0","0","0","0","0","0","1776","-2678","111","1","516","422","The Dor'Danil Barrow Den","The Dor'Danil Barrow Den","Le Refuge des saisons de Dor'danil","Grabhügel von Dor'Danil","","","El Túmulo de Dor'danil","El Túmulo de Dor'danil","Обитель Дор'Данил","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1213","0","7","0","0","0","0","0","0","0","0","0","6426","-4304","666","1","516","2251","The Ruins of Kel'Theril","The Ruins of Kel'Theril","Les ruines de Kel'Theril","Die Ruinen von Kel'Theril","","","Las Ruinas de Kel'Theril","Las Ruinas de Kel'Theril","Руины Кел'Терила","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1232","0","7","0","0","0","0","0","0","0","0","0","3493","-119","0","1","516","413","The Ruins of Ordil'Aran","The Ruins of Ordil'Aran","Les ruines d'Ordil'Aran","Die Ruinen von Ordil'Aran","","","Las Ruinas de Ordil'Aran","Las Ruinas de Ordil'Aran","Руины Ордил'Арана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1111","0","7","0","0","0","0","0","0","0","0","0","-6490","-3449","-58","1","516","439","The Rustmaul Digsite","The Rustmaul Digsite","Site de fouilles de Cognerouille","Rostnagels Grabungsstätte","","","Excavación Oximelena","Excavación Oximelena","Карьер Ржавой Кувалды","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1472","0","7","0","0","0","0","0","0","0","0","0","-7066","731","67","1","516","3425","The Swarming Pillar","The Swarming Pillar","Le pilier grouillant","Die Schwarmsäule","","","El Pilar de la Ascensión","El Pilar de la Ascensión","Роящаяся вершина","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1231","0","7","0","0","0","0","0","0","0","0","0","2416","1792","394","1","516","467","The Talon Den","The Talon Den","L'antre des Serres","Der Krallenbau","","","El Cubil del Espolón","El Cubil del Espolón","Логово Когтя","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1230","0","7","0","0","0","0","0","0","0","0","0","1531","-576","68","1","516","461","The Talondeep Path","The Talondeep Path","La Perce des Serres","Der Steinkrallenpfad","","","El Paso del Espolón","El Paso del Espolón","Туннель Когтя","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1245","0","7","0","0","0","0","0","0","0","0","0","1930","-732","114","1","516","421","The Talondeep Path","The Talondeep Path","La Perce des Serres","Der Steinkrallenpfad","","","El Paso del Espolón","El Paso del Espolón","Туннель Когтя","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1113","0","7","0","0","0","0","0","0","0","0","0","-5213","-2794","-7","1","516","481","The Weathered Nook","The Weathered Nook","La niche érodée","Der Wetterwinkel","","","El Hueco Perdido","El Hueco Perdido","Угол Семи Ветров","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"791","3","5","0","0","0","0","0","0","0","0","0","-3680","-4388","10","1","525","15","Theramore Isle","Theramore Isle","Île de Theramore","Die Insel Theramore","","","Isla Theramore","Isla Theramore","Остров Терамор","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"29","3","6","0","0","0","0","0","0","0","0","83","-1205","29","126","1","541","215","Thunder Bluff","Thunder Bluff","Les Pitons du Tonnerre","Donnerfels","","","Cima del Trueno","Cima del Trueno","Громовой Утес","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1092","0","7","0","0","0","0","0","0","0","0","0","-4300","-4062","-10","1","516","511","Tidefury Cove","Tidefury Cove","Crique du Mascaret","Tidenbucht","","","Cala Furiamarea","Cala Furiamarea","Залив Яростных Волн","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1212","0","7","0","0","0","0","0","0","0","0","0","6900","-2298","588","1","516","2246","Timbermaw Hold","Timbermaw Hold","Repaire des Grumegueules","Holzschlundfeste","","","Bastión Fauces de Madera","Bastión Fauces de Madera","Крепость Древобрюхов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1218","0","7","0","0","0","0","0","0","0","0","0","6817","-2097","624","1","516","1762","Timbermaw Hold","Timbermaw Hold","Repaire des Grumegueules","Holzschlundfeste","","","Bastión Fauces de Madera","Bastión Fauces de Madera","Крепость Древобрюхов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"929","0","7","0","0","0","0","0","0","0","0","0","726","-4242","17","1","516","369","Tor'kren Farm","Tor'kren Farm","Ferme de Tor'kren","Tor'krens Hof","","","Granja Tor'kren","Granja Tor'kren","Ферма Тор'кренов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1687","0","7","0","0","0","0","0","0","0","0","0","-6996","1195","11","1","516","2739","Twilight Base Camp","Twilight Base Camp","Camp de base du Crépuscule","Basislager des Schattenhammers","","","Campamento Crepúsculo","Campamento Crepúsculo","Сумеречный лагерь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1173","0","7","0","0","0","0","0","0","0","0","0","-7929","1833","4","1","516","2743","Twilight Outpost","Twilight Outpost","Avant-poste du Crépuscule","Außenposten des Schattenhammers","","","Avanzada Crepúsculo","Avanzada Crepúsculo","Сумеречный форт","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1172","0","7","0","0","0","0","0","0","0","0","0","-6740","1636","15","1","516","3098","Twilight Post","Twilight Post","Poste du Crépuscule","Posten des Schattenhammers","","","Puesto Crepúsculo","Puesto Crepúsculo","Сумеречная застава","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1689","0","7","0","0","0","0","0","0","0","0","0","-6310","136","15","1","516","3426","Twilight's Run","Twilight's Run","Défilé du crépuscule","Kavernen des Schattenhammers","","","Paseo Crepúsculo","Paseo Crepúsculo","Сумеречная пещера","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1107","0","7","0","0","0","0","0","0","0","0","0","-9635","-2787","7","1","516","990","Uldum","Uldum","Uldum","Uldum","","","Uldum","Uldum","Ульдум","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1696","3","41","0","0","0","0","0","0","0","0","0","6519","-4117","661","1","152","-1","Under Attack","Under Attack","Attaqué","Wird angegriffen","","","Ataque enemigo","Ataque enemigo","Под угрозой","","","","","","","","16712190","Winterspring","Winterspring","Berceau-de-l'hiver","Winterquell","","","Cuna del Invierno","Cuna del Invierno","Зимние Ключи","","","","","","","","16712190","2259","0"
"1697","3","41","0","0","0","0","0","0","0","0","0","3366","-6226","-15","1","152","-1","Under Attack","Under Attack","Attaqué","Wird angegriffen","","","Ataque enemigo","Ataque enemigo","Под угрозой","","","","","","","","16712190","Azshara","Azshara","Azshara","Azshara","","","Azshara","Azshara","Азшара","","","","","","","","16712190","2260","0"
"1700","3","41","0","0","0","0","0","0","0","0","0","-8277","-3484","17","1","152","-1","Under Attack","Under Attack","Attaqué","Wird angegriffen","","","Ataque enemigo","Ataque enemigo","Под угрозой","","","","","","","","16712190","Tanaris Desert","Tanaris Desert","Désert de Tanaris","Tanariswüste","","","Desierto de Tanaris","Desierto de Tanaris","Пустыня Танарис","","","","","","","","16712190","2263","0"
"1151","0","7","0","0","0","0","0","0","0","0","0","-2251","1513","63","1","516","602","Valley of Bones","Valley of Bones","Vallée des ossements","Tal der Knochen","","","Valle de los Huesos","Valle de los Huesos","Долина Костей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1567","0","7","0","0","0","0","0","0","0","0","0","-6404","-292","1","1","516","2738","Valor's Rest","Valor's Rest","Le Repos des vaillants","Heldenwacht","","","Sosiego del Valor","Sosiego del Valor","Погост Отважных","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1047","0","7","0","0","0","0","0","0","0","0","0","-1501","-1036","151","1","516","820","Venture Co. Mine","Venture Co. Mine","Mine de la KapitalRisk","Mine der Venture Co.","","","Mina Ventura y Cía.","Mina Ventura y Cía.","Рудник Торговой Компании","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1068","0","7","0","0","0","0","0","0","0","0","0","-837","-2037","80","1","516","387","Wailing Caverns","Wailing Caverns","Cavernes des lamentations","Die Höhlen des Wehklagens","","","Cuevas de los Lamentos","Cuevas de los Lamentos","Пещеры Стенаний","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1268","0","7","0","0","0","0","0","0","0","0","0","1575","-2463","98","1","516","422","Warsong Labor Camp","Warsong Labor Camp","Camp de travail Chanteguerre","Lager des Kriegshymnenklans","","","Campo de trabajos forzados Grito de Guerra","Campo de trabajos forzados Grito de Guerra","Рабочий лагерь Песни Войны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1106","0","7","0","0","0","0","0","0","0","0","0","-7693","-4878","0","1","516","1336","Wavestrider Beach","Wavestrider Beach","Plage des Déferlantes","Wellenschreiterstrand","","","Playa Baile de las Olas","Playa Baile de las Olas","Берег Морского Бродяги","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1115","0","7","0","0","0","0","0","0","0","0","0","-5799","-3899","-96","1","516","439","Weazel's Crater","Weazel's Crater","Cratère de Fouignard","Weazels Krater","","","Cráter de la Comadreja","Cráter de la Comadreja","Кратер Криворука","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"767","0","7","0","0","0","0","0","0","0","0","0","-4917","-1375","-52","1","516","480","Whitereach Post","Whitereach Post","Poste de Blanc-relais","Weißgipfelposten","","","Campamento del Tramo Blanco","Campamento del Tramo Blanco","Застава Белого Плеса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1049","0","7","0","0","0","0","0","0","0","0","0","5056","220","22","1","516","448","Wildbend River","Wildbend River","La Sinueuse","Wildschnellen","","","Río Culebra","Río Culebra","Петляющая река","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1229","0","7","0","0","0","0","0","0","0","0","0","981","-358","15","1","516","461","Windshear Mine","Windshear Mine","Mine des Cisailles","Scherwindmine","","","Mina Cortaviento","Mina Cortaviento","Рудник Ветрорезов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1475","0","7","0","0","0","0","0","0","0","0","0","-4835","863","137","1","516","1101","Woodpaw Den","Woodpaw Den","Tanière des Griffebois","Waldpfotenbau","","","Guarida de los Zarpaleña","Guarida de los Zarpaleña","Логово Древолапов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1174","0","7","0","0","0","0","0","0","0","0","0","-4915","199","52","1","516","1101","Woodpaw Hills","Woodpaw Hills","Collines des Griffebois","Waldpfotenhügel","","","Colinas Zarpaleña","Colinas Zarpaleña","Холмы Древолапов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1237","0","7","0","0","0","0","0","0","0","0","0","2936","-2822","212","1","516","430","Xavian","Xavian","Xavian","Xavian","","","Xavian","Xavian","Ксавиан","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1234","0","7","0","0","0","0","0","0","0","0","0","3362","1010","3","1","516","414","Zoram'gar Outpost","Zoram'gar Outpost","Avant-poste de Zoram'gar","Außenposten von Zoram'gar","","","Avanzada de Zoram'gar","Avanzada de Zoram'gar","Форт Зорам'гар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1102","0","2","0","0","0","0","0","0","0","0","0","-946","-195","76","30","644","0","Coldtooth Mine","Coldtooth Mine","Mine de Froide-dent","Eisbeißermine","","","Mina Dentefrío","Mina Dentefrío","Рудник Ледяного Зуба","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlée par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","1356","0"
"1358","0","3","0","0","0","0","0","0","0","0","0","-948","-193","99","30","644","0","Coldtooth Mine","Coldtooth Mine","Mine de Froide-dent","Eisbeißermine","","","Mina Dentefrío","Mina Dentefrío","Рудник Ледяного Зуба","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlée par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","1355","0"
"1359","0","1","0","0","0","0","0","0","0","0","0","-948","-193","99","30","644","0","Coldtooth Mine","Coldtooth Mine","Mine de Froide-dent","Eisbeißermine","","","Mina Dentefrío","Mina Dentefrío","Рудник Ледяного Зуба","","","","","","","","16712190","Kobold Controlled","Kobold Controlled","Contrôlée par les kobolds","Kontrolliert von Kobolden","","","Bajo el control de los kóbolds","Bajo el control de los kóbolds","Под контролем кобольдов","","","","","","","","16712190","1357","0"
"1328","0","7","0","0","0","0","0","0","0","0","0","693","-19","51","30","516","0","Dun Baldar","Dun Baldar","Dun Baldar","Dun Baldar","","","Dun Baldar","Dun Baldar","Дун Болдар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1250","0","11","0","0","0","0","0","0","0","0","0","668","-128","49","30","644","0","Dun Baldar North Bunker","Dun Baldar North Bunker","Fortin nord de Dun Baldar","Nordbunker von Dun Baldar","","","Búnker Norte de Dun Baldar","Búnker Norte de Dun Baldar","Северный оплот Дун Болдара","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlé par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","1362","0"
"1352","0","6","0","0","0","0","0","0","0","0","0","678","-137","76","30","644","-1","Dun Baldar North Bunker","Dun Baldar North Bunker","Fortin nord de Dun Baldar","Nordbunker von Dun Baldar","","","Búnker Norte de Dun Baldar","Búnker Norte de Dun Baldar","Северный оплот Дун Болдара","","","","","","","","16712190","Destroyed","Destroyed","Détruite","Zerstört","","","Destruido","Destruido","Уничтожено","","","","","","","","16712190","1371","0"
"1353","0","9","0","0","0","0","0","0","0","0","0","678","-137","76","30","644","0","Dun Baldar North Bunker","Dun Baldar North Bunker","Fortin nord de Dun Baldar","Nordbunker von Dun Baldar","","","Búnker Norte de Dun Baldar","Búnker Norte de Dun Baldar","Северный оплот Дун Болдара","","","","","","","","16712190","In Conflict","In Conflict","Territoire disputé","Umkämpft","","","En conflicto","En conflicto","Оспариваемая территория","","","","","","","","16712190","1375","0"
"1354","0","12","0","0","0","0","0","0","0","0","0","678","-137","76","30","644","0","Dun Baldar North Bunker","Dun Baldar North Bunker","Fortin nord de Dun Baldar","Nordbunker von Dun Baldar","","","Búnker Norte de Dun Baldar","Búnker Norte de Dun Baldar","Северный оплот Дун Болдара","","","","","","","","16712190","In Conflict","In Conflict","Territoire disputé","Umkämpft","","","En conflicto","En conflicto","Оспариваемая территория","","","","","","","","16712190","1379","0"
