creature_entry;level;hp;mana;armor;str;agi;sta;inte;spi;min_dmg;max_dmg
6250;189;9144;8711;4528;511;276;518;1167;502;0;0
6250;190;9208;8764;4549;514;278;520;1174;504;0;0
6250;191;9272;8817;4570;517;280;522;1181;506;0;0
6250;192;9336;8870;4591;520;282;524;1188;508;0;0
6250;193;9400;8923;4612;523;284;526;1195;510;0;0
6250;194;9464;8976;4633;526;286;528;1202;512;0;0
6250;195;9528;9029;4654;529;288;530;1209;514;0;0
6250;196;9592;9082;4675;532;290;532;1216;516;0;0
6250;197;9656;9135;4696;535;292;534;1223;518;0;0
6250;198;9720;9188;4717;538;294;536;1230;520;0;0
6250;199;9784;9241;4738;541;296;538;1237;522;0;0
6250;200;9848;9294;4759;544;298;540;1244;524;0;0
6250;201;9912;9347;4780;547;300;542;1251;526;0;0
6250;202;9976;9400;4801;550;302;544;1258;528;0;0
6250;203;10040;9453;4822;553;304;546;1265;530;0;0
6250;204;10104;9506;4843;556;306;548;1272;532;0;0
6250;205;10168;9559;4864;559;308;550;1279;534;0;0
6250;206;10232;9612;4885;562;310;552;1286;536;0;0
6250;207;10296;9665;4906;565;312;554;1293;538;0;0
6250;208;10360;9718;4927;568;314;556;1300;540;0;0
6250;209;10424;9771;4948;571;316;558;1307;542;0;0
6250;210;10488;9824;4969;574;318;560;1314;544;0;0
6250;211;10552;9877;4990;577;320;562;1321;546;0;0
6250;212;10616;9930;5011;580;322;564;1328;548;0;0
6250;213;10680;9983;5032;583;324;566;1335;550;0;0
6250;214;10744;10036;5053;586;326;568;1342;552;0;0
6250;215;10808;10089;5074;589;328;570;1349;554;0;0
6250;216;10872;10142;5095;592;330;572;1356;556;0;0
6250;217;10936;10195;5116;595;332;574;1363;558;0;0
6250;218;11000;10248;5137;598;334;576;1370;560;0;0
6250;219;11064;10301;5158;601;336;578;1377;562;0;0
6250;220;11128;10354;5179;604;338;580;1384;564;0;0
6250;221;11192;10407;5200;607;340;582;1391;566;0;0
6250;222;11256;10460;5221;610;342;584;1398;568;0;0
6250;223;11320;10513;5242;613;344;586;1405;570;0;0
6250;224;11384;10566;5263;616;346;588;1412;572;0;0
6250;225;11448;10619;5284;619;348;590;1419;574;0;0
6250;226;11512;10672;5305;622;350;592;1426;576;0;0
6250;227;11576;10725;5326;625;352;594;1433;578;0;0
6250;228;11640;10778;5347;628;354;596;1440;580;0;0
6250;229;11704;10831;5368;631;356;598;1447;582;0;0
6250;230;11768;10884;5389;634;358;600;1454;584;0;0
6250;231;11832;10937;5410;637;360;602;1461;586;0;0
6250;232;11896;10990;5431;640;362;604;1468;588;0;0
6250;233;11960;11043;5452;643;364;606;1475;590;0;0
6250;234;12024;11096;5473;646;366;608;1482;592;0;0
6250;235;12088;11149;5494;649;368;610;1489;594;0;0
6250;236;12152;11202;5515;652;370;612;1496;596;0;0
6250;237;12216;11255;5536;655;372;614;1503;598;0;0
6250;238;12280;11308;5557;658;374;616;1510;600;0;0
6250;239;12344;11361;5578;661;376;618;1517;602;0;0
6250;240;12408;11414;5599;664;378;620;1524;604;0;0
6250;241;12472;11467;5620;667;380;622;1531;606;0;0
6250;242;12536;11520;5641;670;382;624;1538;608;0;0
6250;243;12600;11573;5662;673;384;626;1545;610;0;0
6250;244;12664;11626;5683;676;386;628;1552;612;0;0
6250;245;12728;11679;5704;679;388;630;1559;614;0;0
6250;246;12792;11732;5725;682;390;632;1566;616;0;0
6250;247;12856;11785;5746;685;392;634;1573;618;0;0
6250;248;12920;11838;5767;688;394;636;1580;620;0;0
6250;249;12984;11891;5788;691;396;638;1587;622;0;0
6250;250;13048;11944;5809;694;398;640;1594;624;0;0
6250;251;13112;11997;5830;697;400;642;1601;626;0;0
6250;252;13176;12050;5851;700;402;644;1608;628;0;0
6250;253;13240;12103;5872;703;404;646;1615;630;0;0
6250;254;13304;12156;5893;706;406;648;1622;632;0;0
6250;255;13368;12209;5914;709;408;650;1629;634;0;0
8477;1;80;48;0;0;0;0;0;0;0;0
8477;2;100;59;0;0;0;0;0;0;0;0
8477;3;120;70;0;0;0;0;0;0;0;0
8477;4;140;81;0;0;0;0;0;0;0;0
8477;5;160;92;0;0;0;0;0;0;0;0
8477;6;180;103;0;0;0;0;0;0;0;0
8477;7;200;114;0;0;0;0;0;0;0;0
8477;8;220;125;0;0;0;0;0;0;0;0
8477;9;240;136;0;0;0;0;0;0;0;0
8477;10;260;147;694;29;25;29;22;26;0;0
8477;11;291;158;734;30;25;32;23;28;0;0
8477;12;322;180;782;31;26;36;24;31;0;0
8477;13;354;203;827;32;28;43;26;32;0;0
8477;14;368;227;878;33;28;44;25;35;0;0
8477;15;421;251;925;34;30;48;26;37;0;0
8477;16;455;275;975;36;30;52;27;39;0;0
8477;17;490;300;1022;38;31;55;28;42;0;0
8477;18;528;314;1068;39;33;59;28;44;0;0
8477;19;566;351;1120;40;33;63;29;46;0;0
8477;20;606;377;1165;42;35;67;30;49;0;0
8477;21;653;400;1232;44;36;80;31;51;0;0
8477;22;699;423;1282;46;36;84;32;53;0;0
8477;23;746;447;1330;47;38;89;33;55;0;0
8477;24;823;476;1378;49;39;93;34;58;0;0
8477;25;854;504;1427;50;40;97;35;61;0;0
8477;26;911;543;1474;52;41;101;36;62;0;0
8477;27;966;564;1524;53;42;105;37;65;0;0
8477;28;1047;592;1572;55;43;110;38;67;0;0
8477;29;1129;620;1619;56;44;114;39;70;0;0
8477;30;1210;648;1667;58;46;118;40;72;0;0
8477;31;1292;676;1715;59;47;123;40;74;0;0
8477;32;1373;720;1766;61;48;127;41;77;0;0
8477;33;1455;742;1812;62;49;131;42;79;0;0
8477;34;1573;793;1861;63;51;135;43;82;0;0
8477;35;1690;845;2000;65;52;136;44;84;0;0
8477;36;1760;879;2154;66;53;137;45;87;0;0
8477;37;1827;916;2248;68;53;138;46;89;0;0
8477;38;1900;952;2331;70;55;139;47;91;0;0
8477;39;1974;988;2483;72;56;144;48;94;0;0
8477;40;2041;1026;2770;74;58;150;49;97;0;0
8477;41;2127;1063;2856;76;59;153;50;99;0;0
8477;42;2171;1103;3034;81;59;156;51;102;0;0
8477;43;2215;1187;3228;86;61;169;52;104;0;0
8477;44;2259;1214;2463;89;62;172;53;107;0;0
8477;45;2303;1240;2638;91;64;175;54;109;0;0
8477;46;2347;1267;2862;94;65;178;55;112;0;0
8477;47;2391;1294;3021;96;66;181;56;115;0;0
8477;48;2435;1320;3218;99;68;184;57;117;0;0
8477;49;2479;1347;3370;101;69;187;58;120;0;0
8477;50;2523;1391;3528;104;71;190;59;123;0;0
8477;51;2568;1435;3963;107;72;193;61;126;0;0
8477;52;2661;1481;4132;109;73;199;62;128;0;0
8477;53;2755;1527;4286;112;75;203;63;131;0;0
8477;54;2848;1573;4307;114;76;207;64;133;0;0
8477;55;2942;1620;4389;117;77;213;65;136;0;0
8477;56;3036;1666;4476;119;79;218;66;139;0;0
8477;57;3129;1714;4532;122;80;222;67;142;0;0
8477;58;3223;1763;4599;124;82;227;68;144;0;0
8477;59;3317;1824;4673;127;83;230;69;147;0;0
8477;60;3419;1874;4745;129;85;249;70;150;0;0
8477;61;3522;1925;5238;131;87;252;78;153;0;0
8477;62;3624;1977;5670;135;90;255;86;157;0;0
8477;63;3727;2030;6133;138;94;258;93;160;0;0
8477;64;3830;2084;6492;142;97;261;102;164;0;0
8477;65;3934;2139;6981;145;101;264;110;167;0;0
8477;66;4039;2195;7429;149;104;267;119;171;0;0
8477;67;4143;2252;7912;152;108;270;125;175;0;0
8477;68;4248;2310;8320;156;111;273;127;180;0;0
8477;69;4352;2369;8693;159;115;276;130;185;0;0
8477;70;4460;2429;9070;162;119;280;133;189;0;0
8477;71;4568;2489;9447;165;123;284;136;193;0;0
8477;72;4676;2549;9824;168;127;288;139;197;0;0
8477;73;4784;2609;10201;171;131;292;142;201;0;0
8477;74;4892;2669;10578;174;135;296;145;205;0;0
8477;75;5000;2729;10955;177;139;300;148;209;0;0
8477;76;5108;2789;11332;180;143;304;151;213;0;0
8477;77;5216;2849;11709;183;147;308;154;217;0;0
8477;78;5324;2909;12086;186;151;312;157;221;0;0
8477;79;5432;2969;12463;189;155;316;160;225;0;0
8477;80;5540;3029;12840;192;159;320;163;229;0;0
8477;81;5648;3089;13217;195;163;324;166;233;0;0
8477;82;5756;3149;13594;198;167;328;169;237;0;0
8477;83;5864;3209;13971;201;171;332;172;241;0;0
8477;84;5972;3269;14348;204;175;336;175;245;0;0
8477;85;6080;3329;14725;207;179;340;178;249;0;0
8477;86;6188;3389;15102;210;183;344;181;253;0;0
8477;87;6296;3449;15479;213;187;348;184;257;0;0
8477;88;6404;3509;15856;216;191;352;187;261;0;0
8477;89;6512;3569;16233;219;195;356;190;265;0;0
8477;90;6620;3629;16610;222;199;360;193;269;0;0
8477;91;6728;3689;16987;225;203;364;196;273;0;0
8477;92;6836;3749;17364;228;207;368;199;277;0;0
8477;93;6944;3809;17741;231;211;372;202;281;0;0
8477;94;7052;3869;18118;234;215;376;205;285;0;0
8477;95;7160;3929;18495;237;219;380;208;289;0;0
8477;96;7268;3989;18872;240;223;384;211;293;0;0
8477;97;7376;4049;19249;243;227;388;214;297;0;0
8477;98;7484;4109;19626;246;231;392;217;301;0;0
8477;99;7592;4169;20003;249;235;396;220;305;0;0
8477;100;7700;4229;20380;252;239;400;223;309;0;0
8477;101;7808;4289;20757;255;243;404;226;313;0;0
8477;102;7916;4349;21134;258;247;408;229;317;0;0
8477;103;8024;4409;21511;261;251;412;232;321;0;0
8477;104;8132;4469;21888;264;255;416;235;325;0;0
8477;105;8240;4529;22265;267;259;420;238;329;0;0
8477;106;8348;4589;22642;270;263;424;241;333;0;0
8477;107;8456;4649;23019;273;267;428;244;337;0;0
8477;108;8564;4709;23396;276;271;432;247;341;0;0
8477;109;8672;4769;23773;279;275;436;250;345;0;0
8477;110;8780;4829;24150;282;279;440;253;349;0;0
8477;111;8888;4889;24527;285;283;444;256;353;0;0
8477;112;8996;4949;24904;288;287;448;259;357;0;0
8477;113;9104;5009;25281;291;291;452;262;361;0;0
8477;114;9212;5069;25658;294;295;456;265;365;0;0
8477;115;9320;5129;26035;297;299;460;268;369;0;0
8477;116;9428;5189;26412;300;303;464;271;373;0;0
8477;117;9536;5249;26789;303;307;468;274;377;0;0
8477;118;9644;5309;27166;306;311;472;277;381;0;0
8477;119;9752;5369;27543;309;315;476;280;385;0;0
8477;120;9860;5429;27920;312;319;480;283;389;0;0
8477;121;9968;5489;28297;315;323;484;286;393;0;0
8477;122;10076;5549;28674;318;327;488;289;397;0;0
8477;123;10184;5609;29051;321;331;492;292;401;0;0
8477;124;10292;5669;29428;324;335;496;295;405;0;0
8477;125;10400;5729;29805;327;339;500;298;409;0;0
8477;126;10508;5789;30182;330;343;504;301;413;0;0
8477;127;10616;5849;30559;333;347;508;304;417;0;0
8477;128;10724;5909;30936;336;351;512;307;421;0;0
8477;129;10832;5969;31313;339;355;516;310;425;0;0
8477;130;10940;6029;31690;342;359;520;313;429;0;0
8477;131;11048;6089;32067;345;363;524;316;433;0;0
8477;132;11156;6149;32444;348;367;528;319;437;0;0
8477;133;11264;6209;32821;351;371;532;322;441;0;0
8477;134;11372;6269;33198;354;375;536;325;445;0;0
8477;135;11480;6329;33575;357;379;540;328;449;0;0
8477;136;11588;6389;33952;360;383;544;331;453;0;0
8477;137;11696;6449;34329;363;387;548;334;457;0;0
8477;138;11804;6509;34706;366;391;552;337;461;0;0
8477;139;11912;6569;35083;369;395;556;340;465;0;0
8477;140;12020;6629;35460;372;399;560;343;469;0;0
8477;141;12128;6689;35837;375;403;564;346;473;0;0
8477;142;12236;6749;36214;378;407;568;349;477;0;0
8477;143;12344;6809;36591;381;411;572;352;481;0;0
8477;144;12452;6869;36968;384;415;576;355;485;0;0
8477;145;12560;6929;37345;387;419;580;358;489;0;0
8477;146;12668;6989;37722;390;423;584;361;493;0;0
8477;147;12776;7049;38099;393;427;588;364;497;0;0
8477;148;12884;7109;38476;396;431;592;367;501;0;0
8477;149;12992;7169;38853;399;435;596;370;505;0;0
8477;150;13100;7229;39230;402;439;600;373;509;0;0
8477;151;13208;7289;39607;405;443;604;376;513;0;0
8477;152;13316;7349;39984;408;447;608;379;517;0;0
8477;153;13424;7409;40361;411;451;612;382;521;0;0
8477;154;13532;7469;40738;414;455;616;385;525;0;0
8477;155;13640;7529;41115;417;459;620;388;529;0;0
8477;156;13748;7589;41492;420;463;624;391;533;0;0
8477;157;13856;7649;41869;423;467;628;394;537;0;0
8477;158;13964;7709;42246;426;471;632;397;541;0;0
8477;159;14072;7769;42623;429;475;636;400;545;0;0
8477;160;14180;7829;43000;432;479;640;403;549;0;0
8477;161;14288;7889;43377;435;483;644;406;553;0;0
8477;162;14396;7949;43754;438;487;648;409;557;0;0
8477;163;14504;8009;44131;441;491;652;412;561;0;0
8477;164;14612;8069;44508;444;495;656;415;565;0;0
8477;165;14720;8129;44885;447;499;660;418;569;0;0
8477;166;14828;8189;45262;450;503;664;421;573;0;0
8477;167;14936;8249;45639;453;507;668;424;577;0;0
8477;168;15044;8309;46016;456;511;672;427;581;0;0
8477;169;15152;8369;46393;459;515;676;430;585;0;0
8477;170;15260;8429;46770;462;519;680;433;589;0;0
8477;171;15368;8489;47147;465;523;684;436;593;0;0
8477;172;15476;8549;47524;468;527;688;439;597;0;0
8477;173;15584;8609;47901;471;531;692;442;601;0;0
8477;174;15692;8669;48278;474;535;696;445;605;0;0
8477;175;15800;8729;48655;477;539;700;448;609;0;0
8477;176;15908;8789;49032;480;543;704;451;613;0;0
8477;177;16016;8849;49409;483;547;708;454;617;0;0
8477;178;16124;8909;49786;486;551;712;457;621;0;0
8477;179;16232;8969;50163;489;555;716;460;625;0;0
8477;180;16340;9029;50540;492;559;720;463;629;0;0
8477;181;16448;9089;50917;495;563;724;466;633;0;0
8477;182;16556;9149;51294;498;567;728;469;637;0;0
8477;183;16664;9209;51671;501;571;732;472;641;0;0
8477;184;16772;9269;52048;504;575;736;475;645;0;0
8477;185;16880;9329;52425;507;579;740;478;649;0;0
8477;186;16988;9389;52802;510;583;744;481;653;0;0
8477;187;17096;9449;53179;513;587;748;484;657;0;0
8477;188;17204;9509;53556;516;591;752;487;661;0;0
8477;189;17312;9569;53933;519;595;756;490;665;0;0
8477;190;17420;9629;54310;522;599;760;493;669;0;0
8477;191;17528;9689;54687;525;603;764;496;673;0;0
8477;192;17636;9749;55064;528;607;768;499;677;0;0
8477;193;17744;9809;55441;531;611;772;502;681;0;0
8477;194;17852;9869;55818;534;615;776;505;685;0;0
8477;195;17960;9929;56195;537;619;780;508;689;0;0
8477;196;18068;9989;56572;540;623;784;511;693;0;0
8477;197;18176;10049;56949;543;627;788;514;697;0;0
8477;198;18284;10109;57326;546;631;792;517;701;0;0
8477;199;18392;10169;57703;549;635;796;520;705;0;0
8477;200;18500;10229;58080;552;639;800;523;709;0;0
8477;201;18608;10289;58457;555;643;804;526;713;0;0
8477;202;18716;10349;58834;558;647;808;529;717;0;0
8477;203;18824;10409;59211;561;651;812;532;721;0;0
8477;204;18932;10469;59588;564;655;816;535;725;0;0
8477;205;19040;10529;59965;567;659;820;538;729;0;0
8477;206;19148;10589;60342;570;663;824;541;733;0;0
8477;207;19256;10649;60719;573;667;828;544;737;0;0
8477;208;19364;10709;61096;576;671;832;547;741;0;0
8477;209;19472;10769;61473;579;675;836;550;745;0;0
8477;210;19580;10829;61850;582;679;840;553;749;0;0
8477;211;19688;10889;62227;585;683;844;556;753;0;0
8477;212;19796;10949;62604;588;687;848;559;757;0;0
8477;213;19904;11009;62981;591;691;852;562;761;0;0
8477;214;20012;11069;63358;594;695;856;565;765;0;0
8477;215;20120;11129;63735;597;699;860;568;769;0;0
8477;216;20228;11189;64112;600;703;864;571;773;0;0
8477;217;20336;11249;64489;603;707;868;574;777;0;0
8477;218;20444;11309;64866;606;711;872;577;781;0;0
8477;219;20552;11369;65243;609;715;876;580;785;0;0
8477;220;20660;11429;65620;612;719;880;583;789;0;0
8477;221;20768;11489;65997;615;723;884;586;793;0;0
8477;222;20876;11549;66374;618;727;888;589;797;0;0
8477;223;20984;11609;66751;621;731;892;592;801;0;0
8477;224;21092;11669;67128;624;735;896;595;805;0;0
8477;225;21200;11729;67505;627;739;900;598;809;0;0
8477;226;21308;11789;67882;630;743;904;601;813;0;0
8477;227;21416;11849;68259;633;747;908;604;817;0;0
8477;228;21524;11909;68636;636;751;912;607;821;0;0
8477;229;21632;11969;69013;639;755;916;610;825;0;0
8477;230;21740;12029;69390;642;759;920;613;829;0;0
8477;231;21848;12089;69767;645;763;924;616;833;0;0
8477;232;21956;12149;70144;648;767;928;619;837;0;0
8477;233;22064;12209;70521;651;771;932;622;841;0;0
8477;234;22172;12269;70898;654;775;936;625;845;0;0
8477;235;22280;12329;71275;657;779;940;628;849;0;0
8477;236;22388;12389;71652;660;783;944;631;853;0;0
8477;237;22496;12449;72029;663;787;948;634;857;0;0
8477;238;22604;12509;72406;666;791;952;637;861;0;0
8477;239;22712;12569;72783;669;795;956;640;865;0;0
8477;240;22820;12629;73160;672;799;960;643;869;0;0
8477;241;22928;12689;73537;675;803;964;646;873;0;0
8477;242;23036;12749;73914;678;807;968;649;877;0;0
8477;243;23144;12809;74291;681;811;972;652;881;0;0
8477;244;23252;12869;74668;684;815;976;655;885;0;0
8477;245;23360;12929;75045;687;819;980;658;889;0;0
8477;246;23468;12989;75422;690;823;984;661;893;0;0
8477;247;23576;13049;75799;693;827;988;664;897;0;0
8477;248;23684;13109;76176;696;831;992;667;901;0;0
8477;249;23792;13169;76553;699;835;996;670;905;0;0
8477;250;23900;13229;76930;702;839;1000;673;909;0;0
8477;251;24008;13289;77307;705;843;1004;676;913;0;0
8477;252;24116;13349;77684;708;847;1008;679;917;0;0
8477;253;24224;13409;78061;711;851;1012;682;921;0;0
8477;254;24332;13469;78438;714;855;1016;685;925;0;0
8477;255;24440;13529;78815;717;859;1020;688;929;0;0
8996;1;80;48;0;0;0;0;0;0;0;0
8996;2;100;59;0;0;0;0;0;0;0;0
8996;3;120;70;0;0;0;0;0;0;0;0
8996;4;140;81;0;0;0;0;0;0;0;0
8996;5;160;92;0;0;0;0;0;0;0;0
8996;6;180;103;0;0;0;0;0;0;0;0
8996;7;200;114;0;0;0;0;0;0;0;0
8996;8;220;125;0;0;0;0;0;0;0;0
8996;9;240;136;0;0;0;0;0;0;0;0
8996;10;260;147;694;29;25;29;22;26;0;0
8996;11;291;158;734;30;25;32;23;28;0;0
8996;12;322;180;782;31;26;36;24;31;0;0
8996;13;354;203;827;32;28;43;26;32;0;0
8996;14;368;227;878;33;28;44;25;35;0;0
8996;15;421;251;925;34;30;48;26;37;0;0
8996;16;455;275;975;36;30;52;27;39;0;0
8996;17;490;300;1022;38;31;55;28;42;0;0
8996;18;528;314;1068;39;33;59;28;44;0;0
8996;19;566;351;1120;40;33;63;29;46;0;0
8996;20;606;377;1165;42;35;67;30;49;0;0
8996;21;653;400;1232;44;36;80;31;51;0;0
8996;22;699;423;1282;46;36;84;32;53;0;0
8996;23;746;447;1330;47;38;89;33;55;0;0
8996;24;823;476;1378;49;39;93;34;58;0;0
8996;25;854;504;1427;50;40;97;35;61;0;0
8996;26;911;543;1474;52;41;101;36;62;0;0
8996;27;966;564;1524;53;42;105;37;65;0;0
8996;28;1047;592;1572;55;43;110;38;67;0;0
8996;29;1129;620;1619;56;44;114;39;70;0;0
8996;30;1210;648;1667;58;46;118;40;72;0;0
8996;31;1292;676;1715;59;47;123;40;74;0;0
8996;32;1373;720;1766;61;48;127;41;77;0;0
8996;33;1455;742;1812;62;49;131;42;79;0;0
8996;34;1573;793;1861;63;51;135;43;82;0;0
8996;35;1690;845;2000;65;52;136;44;84;0;0
8996;36;1760;879;2154;66;53;137;45;87;0;0
8996;37;1827;916;2248;68;53;138;46;89;0;0
8996;38;1900;952;2331;70;55;139;47;91;0;0
8996;39;1974;988;2483;72;56;144;48;94;0;0
8996;40;2041;1026;2770;74;58;150;49;97;0;0
8996;41;2127;1063;2856;76;59;153;50;99;0;0
8996;42;2171;1103;3034;81;59;156;51;102;0;0
8996;43;2215;1187;3228;86;61;169;52;104;0;0
8996;44;2259;1214;2463;89;62;172;53;107;0;0
8996;45;2303;1240;2638;91;64;175;54;109;0;0
8996;46;2347;1267;2862;94;65;178;55;112;0;0
8996;47;2391;1294;3021;96;66;181;56;115;0;0
8996;48;2435;1320;3218;99;68;184;57;117;0;0
8996;49;2479;1347;3370;101;69;187;58;120;0;0
8996;50;2523;1391;3528;104;71;190;59;123;0;0
8996;51;2568;1435;3963;107;72;193;61;126;0;0
8996;52;2661;1481;4132;109;73;199;62;128;0;0
8996;53;2755;1527;4286;112;75;203;63;131;0;0
8996;54;2848;1573;4307;114;76;207;64;133;0;0
8996;55;2942;1620;4389;117;77;213;65;136;0;0
8996;56;3036;1666;4476;119;79;218;66;139;0;0
8996;57;3129;1714;4532;122;80;222;67;142;0;0
8996;58;3223;1763;4599;124;82;227;68;144;0;0
8996;59;3317;1824;4673;127;83;230;69;147;0;0
8996;60;3419;1874;4745;129;85;249;70;150;0;0
8996;61;3522;1925;5238;131;87;252;78;153;0;0
8996;62;3624;1977;5670;135;90;255;86;157;0;0
8996;63;3727;2030;6133;138;94;258;93;160;0;0
8996;64;3830;2084;6492;142;97;261;102;164;0;0
8996;65;3934;2139;6981;145;101;264;110;167;0;0
8996;66;4039;2195;7429;149;104;267;119;171;0;0
8996;67;4143;2252;7912;152;108;270;125;175;0;0
8996;68;4248;2310;8320;156;111;273;127;180;0;0
8996;69;4352;2369;8693;159;115;276;130;185;0;0
8996;70;4460;2429;9070;162;119;280;133;189;0;0
8996;71;4568;2489;9447;165;123;284;136;193;0;0
8996;72;4676;2549;9824;168;127;288;139;197;0;0
8996;73;4784;2609;10201;171;131;292;142;201;0;0
8996;74;4892;2669;10578;174;135;296;145;205;0;0
8996;75;5000;2729;10955;177;139;300;148;209;0;0
8996;76;5108;2789;11332;180;143;304;151;213;0;0
8996;77;5216;2849;11709;183;147;308;154;217;0;0
8996;78;5324;2909;12086;186;151;312;157;221;0;0
8996;79;5432;2969;12463;189;155;316;160;225;0;0
8996;80;5540;3029;12840;192;159;320;163;229;0;0
8996;81;5648;3089;13217;195;163;324;166;233;0;0
8996;82;5756;3149;13594;198;167;328;169;237;0;0
8996;83;5864;3209;13971;201;171;332;172;241;0;0
8996;84;5972;3269;14348;204;175;336;175;245;0;0
8996;85;6080;3329;14725;207;179;340;178;249;0;0
8996;86;6188;3389;15102;210;183;344;181;253;0;0
8996;87;6296;3449;15479;213;187;348;184;257;0;0
8996;88;6404;3509;15856;216;191;352;187;261;0;0
8996;89;6512;3569;16233;219;195;356;190;265;0;0
8996;90;6620;3629;16610;222;199;360;193;269;0;0
8996;91;6728;3689;16987;225;203;364;196;273;0;0
8996;92;6836;3749;17364;228;207;368;199;277;0;0
8996;93;6944;3809;17741;231;211;372;202;281;0;0
8996;94;7052;3869;18118;234;215;376;205;285;0;0
8996;95;7160;3929;18495;237;219;380;208;289;0;0
8996;96;7268;3989;18872;240;223;384;211;293;0;0
8996;97;7376;4049;19249;243;227;388;214;297;0;0
8996;98;7484;4109;19626;246;231;392;217;301;0;0
8996;99;7592;4169;20003;249;235;396;220;305;0;0
8996;100;7700;4229;20380;252;239;400;223;309;0;0
8996;101;7808;4289;20757;255;243;404;226;313;0;0
8996;102;7916;4349;21134;258;247;408;229;317;0;0
8996;103;8024;4409;21511;261;251;412;232;321;0;0
8996;104;8132;4469;21888;264;255;416;235;325;0;0
8996;105;8240;4529;22265;267;259;420;238;329;0;0
8996;106;8348;4589;22642;270;263;424;241;333;0;0
8996;107;8456;4649;23019;273;267;428;244;337;0;0
8996;108;8564;4709;23396;276;271;432;247;341;0;0
8996;109;8672;4769;23773;279;275;436;250;345;0;0
8996;110;8780;4829;24150;282;279;440;253;349;0;0
8996;111;8888;4889;24527;285;283;444;256;353;0;0
8996;112;8996;4949;24904;288;287;448;259;357;0;0
8996;113;9104;5009;25281;291;291;452;262;361;0;0
8996;114;9212;5069;25658;294;295;456;265;365;0;0
8996;115;9320;5129;26035;297;299;460;268;369;0;0
8996;116;9428;5189;26412;300;303;464;271;373;0;0
8996;117;9536;5249;26789;303;307;468;274;377;0;0
8996;118;9644;5309;27166;306;311;472;277;381;0;0
8996;119;9752;5369;27543;309;315;476;280;385;0;0
8996;120;9860;5429;27920;312;319;480;283;389;0;0
8996;121;9968;5489;28297;315;323;484;286;393;0;0
8996;122;10076;5549;28674;318;327;488;289;397;0;0
8996;123;10184;5609;29051;321;331;492;292;401;0;0
8996;124;10292;5669;29428;324;335;496;295;405;0;0
8996;125;10400;5729;29805;327;339;500;298;409;0;0
8996;126;10508;5789;30182;330;343;504;301;413;0;0
8996;127;10616;5849;30559;333;347;508;304;417;0;0
8996;128;10724;5909;30936;336;351;512;307;421;0;0
8996;129;10832;5969;31313;339;355;516;310;425;0;0
8996;130;10940;6029;31690;342;359;520;313;429;0;0
8996;131;11048;6089;32067;345;363;524;316;433;0;0
8996;132;11156;6149;32444;348;367;528;319;437;0;0
8996;133;11264;6209;32821;351;371;532;322;441;0;0
8996;134;11372;6269;33198;354;375;536;325;445;0;0
8996;135;11480;6329;33575;357;379;540;328;449;0;0
8996;136;11588;6389;33952;360;383;544;331;453;0;0
8996;137;11696;6449;34329;363;387;548;334;457;0;0
8996;138;11804;6509;34706;366;391;552;337;461;0;0
8996;139;11912;6569;35083;369;395;556;340;465;0;0
8996;140;12020;6629;35460;372;399;560;343;469;0;0
8996;141;12128;6689;35837;375;403;564;346;473;0;0
8996;142;12236;6749;36214;378;407;568;349;477;0;0
8996;143;12344;6809;36591;381;411;572;352;481;0;0
8996;144;12452;6869;36968;384;415;576;355;485;0;0
8996;145;12560;6929;37345;387;419;580;358;489;0;0
8996;146;12668;6989;37722;390;423;584;361;493;0;0
8996;147;12776;7049;38099;393;427;588;364;497;0;0
8996;148;12884;7109;38476;396;431;592;367;501;0;0
8996;149;12992;7169;38853;399;435;596;370;505;0;0
8996;150;13100;7229;39230;402;439;600;373;509;0;0
8996;151;13208;7289;39607;405;443;604;376;513;0;0
8996;152;13316;7349;39984;408;447;608;379;517;0;0
8996;153;13424;7409;40361;411;451;612;382;521;0;0
8996;154;13532;7469;40738;414;455;616;385;525;0;0
8996;155;13640;7529;41115;417;459;620;388;529;0;0
8996;156;13748;7589;41492;420;463;624;391;533;0;0
8996;157;13856;7649;41869;423;467;628;394;537;0;0
8996;158;13964;7709;42246;426;471;632;397;541;0;0
8996;159;14072;7769;42623;429;475;636;400;545;0;0
8996;160;14180;7829;43000;432;479;640;403;549;0;0
8996;161;14288;7889;43377;435;483;644;406;553;0;0
8996;162;14396;7949;43754;438;487;648;409;557;0;0
8996;163;14504;8009;44131;441;491;652;412;561;0;0
8996;164;14612;8069;44508;444;495;656;415;565;0;0
8996;165;14720;8129;44885;447;499;660;418;569;0;0
8996;166;14828;8189;45262;450;503;664;421;573;0;0
8996;167;14936;8249;45639;453;507;668;424;577;0;0
8996;168;15044;8309;46016;456;511;672;427;581;0;0
8996;169;15152;8369;46393;459;515;676;430;585;0;0
8996;170;15260;8429;46770;462;519;680;433;589;0;0
8996;171;15368;8489;47147;465;523;684;436;593;0;0
8996;172;15476;8549;47524;468;527;688;439;597;0;0
8996;173;15584;8609;47901;471;531;692;442;601;0;0
8996;174;15692;8669;48278;474;535;696;445;605;0;0
8996;175;15800;8729;48655;477;539;700;448;609;0;0
8996;176;15908;8789;49032;480;543;704;451;613;0;0
8996;177;16016;8849;49409;483;547;708;454;617;0;0
8996;178;16124;8909;49786;486;551;712;457;621;0;0
8996;179;16232;8969;50163;489;555;716;460;625;0;0
