level;class;basehp0;basehp1;basehp2;basemana;basearmor;attackpower;rangedattackpower;damage_base;damage_exp1;damage_exp2;comment
107;2;7718;13119;25081;6456;18253;2151;266;61,9241;154,6;277,566;\N
108;2;7846;13332;25545;6547;18573;2208;273;62,5805;156,165;281,738;\N
109;2;7974;13545;26009;6638;18893;2265;280;63,2369;157,73;285,91;\N
110;2;8102;13758;26473;6729;19213;2322;287;63,8933;159,295;290,082;\N
111;2;8230;13971;26937;6820;19533;2379;294;64,5497;160,86;294,254;\N
112;2;8358;14184;27401;6911;19853;2436;301;65,2061;162,425;298,426;\N
113;2;8486;14397;27865;7002;20173;2493;308;65,8625;163,99;302,598;\N
114;2;8614;14610;28329;7093;20493;2550;315;66,5189;165,555;306,77;\N
115;2;8742;14823;28793;7184;20813;2607;322;67,1753;167,12;310,942;\N
116;2;8870;15036;29257;7275;21133;2664;329;67,8317;168,685;315,114;\N
117;2;8998;15249;29721;7366;21453;2721;336;68,4881;170,25;319,286;\N
118;2;9126;15462;30185;7457;21773;2778;343;69,1445;171,815;323,458;\N
119;2;9254;15675;30649;7548;22093;2835;350;69,8009;173,38;327,63;\N
120;2;9382;15888;31113;7639;22413;2892;357;70,4573;174,945;331,802;\N
121;2;9510;16101;31577;7730;22733;2949;364;71,1137;176,51;335,974;\N
122;2;9638;16314;32041;7821;23053;3006;371;71,7701;178,075;340,146;\N
123;2;9766;16527;32505;7912;23373;3063;378;72,4265;179,64;344,318;\N
124;2;9894;16740;32969;8003;23693;3120;385;73,0829;181,205;348,49;\N
125;2;10022;16953;33433;8094;24013;3177;392;73,7393;182,77;352,662;\N
126;2;10150;17166;33897;8185;24333;3234;399;74,3957;184,335;356,834;\N
127;2;10278;17379;34361;8276;24653;3291;406;75,0521;185,9;361,006;\N
128;2;10406;17592;34825;8367;24973;3348;413;75,7085;187,465;365,178;\N
129;2;10534;17805;35289;8458;25293;3405;420;76,3649;189,03;369,35;\N
130;2;10662;18018;35753;8549;25613;3462;427;77,0213;190,595;373,522;\N
131;2;10790;18231;36217;8640;25933;3519;434;77,6777;192,16;377,694;\N
132;2;10918;18444;36681;8731;26253;3576;441;78,3341;193,725;381,866;\N
133;2;11046;18657;37145;8822;26573;3633;448;78,9905;195,29;386,038;\N
134;2;11174;18870;37609;8913;26893;3690;455;79,6469;196,855;390,21;\N
135;2;11302;19083;38073;9004;27213;3747;462;80,3033;198,42;394,382;\N
136;2;11430;19296;38537;9095;27533;3804;469;80,9597;199,985;398,554;\N
137;2;11558;19509;39001;9186;27853;3861;476;81,6161;201,55;402,726;\N
138;2;11686;19722;39465;9277;28173;3918;483;82,2725;203,115;406,898;\N
139;2;11814;19935;39929;9368;28493;3975;490;82,9289;204,68;411,07;\N
140;2;11942;20148;40393;9459;28813;4032;497;83,5853;206,245;415,242;\N
141;2;12070;20361;40857;9550;29133;4089;504;84,2417;207,81;419,414;\N
142;2;12198;20574;41321;9641;29453;4146;511;84,8981;209,375;423,586;\N
143;2;12326;20787;41785;9732;29773;4203;518;85,5545;210,94;427,758;\N
144;2;12454;21000;42249;9823;30093;4260;525;86,2109;212,505;431,93;\N
145;2;12582;21213;42713;9914;30413;4317;532;86,8673;214,07;436,102;\N
146;2;12710;21426;43177;10005;30733;4374;539;87,5237;215,635;440,274;\N
147;2;12838;21639;43641;10096;31053;4431;546;88,1801;217,2;444,446;\N
148;2;12966;21852;44105;10187;31373;4488;553;88,8365;218,765;448,618;\N
149;2;13094;22065;44569;10278;31693;4545;560;89,4929;220,33;452,79;\N
150;2;13222;22278;45033;10369;32013;4602;567;90,1493;221,895;456,962;\N
151;2;13350;22491;45497;10460;32333;4659;574;90,8057;223,46;461,134;\N
152;2;13478;22704;45961;10551;32653;4716;581;91,4621;225,025;465,306;\N
153;2;13606;22917;46425;10642;32973;4773;588;92,1185;226,59;469,478;\N
154;2;13734;23130;46889;10733;33293;4830;595;92,7749;228,155;473,65;\N
155;2;13862;23343;47353;10824;33613;4887;602;93,4313;229,72;477,822;\N
156;2;13990;23556;47817;10915;33933;4944;609;94,0877;231,285;481,994;\N
157;2;14118;23769;48281;11006;34253;5001;616;94,7441;232,85;486,166;\N
158;2;14246;23982;48745;11097;34573;5058;623;95,4005;234,415;490,338;\N
159;2;14374;24195;49209;11188;34893;5115;630;96,0569;235,98;494,51;\N
160;2;14502;24408;49673;11279;35213;5172;637;96,7133;237,545;498,682;\N
161;2;14630;24621;50137;11370;35533;5229;644;97,3697;239,11;502,854;\N
162;2;14758;24834;50601;11461;35853;5286;651;98,0261;240,675;507,026;\N
163;2;14886;25047;51065;11552;36173;5343;658;98,6825;242,24;511,198;\N
164;2;15014;25260;51529;11643;36493;5400;665;99,3389;243,805;515,37;\N
165;2;15142;25473;51993;11734;36813;5457;672;99,9953;245,37;519,542;\N
166;2;15270;25686;52457;11825;37133;5514;679;100,652;246,935;523,714;\N
167;2;15398;25899;52921;11916;37453;5571;686;101,308;248,5;527,886;\N
168;2;15526;26112;53385;12007;37773;5628;693;101,964;250,065;532,058;\N
169;2;15654;26325;53849;12098;38093;5685;700;102,621;251,63;536,23;\N
170;2;15782;26538;54313;12189;38413;5742;707;103,277;253,195;540,402;\N
171;2;15910;26751;54777;12280;38733;5799;714;103,934;254,76;544,574;\N
172;2;16038;26964;55241;12371;39053;5856;721;104,59;256,325;548,746;\N
173;2;16166;27177;55705;12462;39373;5913;728;105,246;257,89;552,918;\N
174;2;16294;27390;56169;12553;39693;5970;735;105,903;259,455;557,09;\N
175;2;16422;27603;56633;12644;40013;6027;742;106,559;261,02;561,262;\N
176;2;16550;27816;57097;12735;40333;6084;749;107,216;262,585;565,434;\N
177;2;16678;28029;57561;12826;40653;6141;756;107,872;264,15;569,606;\N
178;2;16806;28242;58025;12917;40973;6198;763;108,528;265,715;573,778;\N
179;2;16934;28455;58489;13008;41293;6255;770;109,185;267,28;577,95;\N
180;2;17062;28668;58953;13099;41613;6312;777;109,841;268,845;582,122;\N
181;2;17190;28881;59417;13190;41933;6369;784;110,498;270,41;586,294;\N
182;2;17318;29094;59881;13281;42253;6426;791;111,154;271,975;590,466;\N
183;2;17446;29307;60345;13372;42573;6483;798;111,81;273,54;594,638;\N
184;2;17574;29520;60809;13463;42893;6540;805;112,467;275,105;598,81;\N
185;2;17702;29733;61273;13554;43213;6597;812;113,123;276,67;602,982;\N
186;2;17830;29946;61737;13645;43533;6654;819;113,78;278,235;607,154;\N
187;2;17958;30159;62201;13736;43853;6711;826;114,436;279,8;611,326;\N
188;2;18086;30372;62665;13827;44173;6768;833;115,092;281,365;615,498;\N
189;2;18214;30585;63129;13918;44493;6825;840;115,749;282,93;619,67;\N
190;2;18342;30798;63593;14009;44813;6882;847;116,405;284,495;623,842;\N
191;2;18470;31011;64057;14100;45133;6939;854;117,062;286,06;628,014;\N
192;2;18598;31224;64521;14191;45453;6996;861;117,718;287,625;632,186;\N
193;2;18726;31437;64985;14282;45773;7053;868;118,374;289,19;636,358;\N
194;2;18854;31650;65449;14373;46093;7110;875;119,031;290,755;640,53;\N
195;2;18982;31863;65913;14464;46413;7167;882;119,687;292,32;644,702;\N
196;2;19110;32076;66377;14555;46733;7224;889;120,344;293,885;648,874;\N
197;2;19238;32289;66841;14646;47053;7281;896;121;295,45;653,046;\N
198;2;19366;32502;67305;14737;47373;7338;903;121,656;297,015;657,218;\N
199;2;19494;32715;67769;14828;47693;7395;910;122,313;298,58;661,39;\N
200;2;19622;32928;68233;14919;48013;7452;917;122,969;300,145;665,562;\N
201;2;19750;33141;68697;15010;48333;7509;924;123,626;301,71;669,734;\N
202;2;19878;33354;69161;15101;48653;7566;931;124,282;303,275;673,906;\N
203;2;20006;33567;69625;15192;48973;7623;938;124,938;304,84;678,078;\N
204;2;20134;33780;70089;15283;49293;7680;945;125,595;306,405;682,25;\N
205;2;20262;33993;70553;15374;49613;7737;952;126,251;307,97;686,422;\N
206;2;20390;34206;71017;15465;49933;7794;959;126,908;309,535;690,594;\N
207;2;20518;34419;71481;15556;50253;7851;966;127,564;311,1;694,766;\N
208;2;20646;34632;71945;15647;50573;7908;973;128,22;312,665;698,938;\N
209;2;20774;34845;72409;15738;50893;7965;980;128,877;314,23;703,11;\N
210;2;20902;35058;72873;15829;51213;8022;987;129,533;315,795;707,282;\N
211;2;21030;35271;73337;15920;51533;8079;994;130,19;317,36;711,454;\N
212;2;21158;35484;73801;16011;51853;8136;1001;130,846;318,925;715,626;\N
213;2;21286;35697;74265;16102;52173;8193;1008;131,502;320,49;719,798;\N
214;2;21414;35910;74729;16193;52493;8250;1015;132,159;322,055;723,97;\N
215;2;21542;36123;75193;16284;52813;8307;1022;132,815;323,62;728,142;\N
216;2;21670;36336;75657;16375;53133;8364;1029;133,472;325,185;732,314;\N
217;2;21798;36549;76121;16466;53453;8421;1036;134,128;326,75;736,486;\N
218;2;21926;36762;76585;16557;53773;8478;1043;134,784;328,315;740,658;\N
219;2;22054;36975;77049;16648;54093;8535;1050;135,441;329,88;744,83;\N
220;2;22182;37188;77513;16739;54413;8592;1057;136,097;331,445;749,002;\N
221;2;22310;37401;77977;16830;54733;8649;1064;136,754;333,01;753,174;\N
222;2;22438;37614;78441;16921;55053;8706;1071;137,41;334,575;757,346;\N
223;2;22566;37827;78905;17012;55373;8763;1078;138,066;336,14;761,518;\N
224;2;22694;38040;79369;17103;55693;8820;1085;138,723;337,705;765,69;\N
225;2;22822;38253;79833;17194;56013;8877;1092;139,379;339,27;769,862;\N
226;2;22950;38466;80297;17285;56333;8934;1099;140,036;340,835;774,034;\N
227;2;23078;38679;80761;17376;56653;8991;1106;140,692;342,4;778,206;\N
228;2;23206;38892;81225;17467;56973;9048;1113;141,348;343,965;782,378;\N
229;2;23334;39105;81689;17558;57293;9105;1120;142,005;345,53;786,55;\N
230;2;23462;39318;82153;17649;57613;9162;1127;142,661;347,095;790,722;\N
231;2;23590;39531;82617;17740;57933;9219;1134;143,318;348,66;794,894;\N
232;2;23718;39744;83081;17831;58253;9276;1141;143,974;350,225;799,066;\N
233;2;23846;39957;83545;17922;58573;9333;1148;144,63;351,79;803,238;\N
234;2;23974;40170;84009;18013;58893;9390;1155;145,287;353,355;807,41;\N
235;2;24102;40383;84473;18104;59213;9447;1162;145,943;354,92;811,582;\N
236;2;24230;40596;84937;18195;59533;9504;1169;146,6;356,485;815,754;\N
237;2;24358;40809;85401;18286;59853;9561;1176;147,256;358,05;819,926;\N
238;2;24486;41022;85865;18377;60173;9618;1183;147,912;359,615;824,098;\N
239;2;24614;41235;86329;18468;60493;9675;1190;148,569;361,18;828,27;\N
240;2;24742;41448;86793;18559;60813;9732;1197;149,225;362,745;832,442;\N
241;2;24870;41661;87257;18650;61133;9789;1204;149,882;364,31;836,614;\N
242;2;24998;41874;87721;18741;61453;9846;1211;150,538;365,875;840,786;\N
243;2;25126;42087;88185;18832;61773;9903;1218;151,194;367,44;844,958;\N
244;2;25254;42300;88649;18923;62093;9960;1225;151,851;369,005;849,13;\N
245;2;25382;42513;89113;19014;62413;10017;1232;152,507;370,57;853,302;\N
246;2;25510;42726;89577;19105;62733;10074;1239;153,164;372,135;857,474;\N
247;2;25638;42939;90041;19196;63053;10131;1246;153,82;373,7;861,646;\N
248;2;25766;43152;90505;19287;63373;10188;1253;154,476;375,265;865,818;\N
249;2;25894;43365;90969;19378;63693;10245;1260;155,133;376,83;869,99;\N
250;2;26022;43578;91433;19469;64013;10302;1267;155,789;378,395;874,162;\N
251;2;26150;43791;91897;19560;64333;10359;1274;156,446;379,96;878,334;\N
252;2;26278;44004;92361;19651;64653;10416;1281;157,102;381,525;882,506;\N
253;2;26406;44217;92825;19742;64973;10473;1288;157,758;383,09;886,678;\N
254;2;26534;44430;93289;19833;65293;10530;1295;158,415;384,655;890,85;\N
255;2;26662;44643;93753;19924;65613;10587;1302;159,071;386,22;895,022;\N
1;3;2;2;2;2;0;0;0;0,1;0;0;\N
2;3;2;2;2;2;0;0;0;0,1;0;0;\N
3;3;2;2;2;2;0;0;0;0,1;0;0;\N
4;3;2;2;2;2;0;0;0;0,1;0;0;\N
5;3;2;2;2;2;0;0;0;0,1;0;0;\N
6;3;2;2;2;2;0;0;0;0,1;0;0;\N
7;3;2;2;2;2;0;0;0;0,1;0;0;\N
8;3;2;2;2;2;0;0;0;0,1;0;0;\N
9;3;2;2;2;2;0;0;0;0,1;0;0;\N
10;3;2;2;2;2;0;0;0;0,1;0;0;\N
11;3;2;2;2;2;0;0;0;0,1;0;0;\N
12;3;2;2;2;2;0;0;0;0,1;0;0;\N
13;3;2;2;2;2;0;0;0;0,1;0;0;\N
14;3;2;2;2;2;0;0;0;0,1;0;0;\N
15;3;2;2;2;2;0;0;0;0,1;0;0;\N
16;3;2;2;2;2;0;0;0;0,1;0;0;\N
17;3;2;2;2;2;0;0;0;0,1;0;0;\N
18;3;2;2;2;2;0;0;0;0,1;0;0;\N
19;3;2;2;2;2;0;0;0;0,1;0;0;\N
20;3;2;2;2;2;0;0;0;0,1;0;0;\N
21;3;2;2;2;2;0;0;0;0,1;0;0;\N
22;3;2;2;2;2;0;0;0;0,1;0;0;\N
23;3;2;2;2;2;0;0;0;0,1;0;0;\N
24;3;2;2;2;2;0;0;0;0,1;0;0;\N
25;3;2;2;2;2;0;0;0;0,1;0;0;\N
26;3;2;2;2;2;0;0;0;0,1;0;0;\N
27;3;2;2;2;2;0;0;0;0,1;0;0;\N
28;3;2;2;2;2;0;0;0;0,1;0;0;\N
29;3;2;2;2;2;0;0;0;0,1;0;0;\N
30;3;2;2;2;2;0;0;0;0,1;0;0;\N
31;3;2;2;2;2;0;0;0;0,1;0;0;\N
32;3;2;2;2;2;0;0;0;0,1;0;0;\N
33;3;2;2;2;2;0;0;0;0,1;0;0;\N
34;3;2;2;2;2;0;0;0;0,1;0;0;\N
35;3;2;2;2;2;0;0;0;0,1;0;0;\N
36;3;2;2;2;2;0;0;0;0,1;0;0;\N
37;3;2;2;2;2;0;0;0;0,1;0;0;\N
38;3;2;2;2;2;0;0;0;0,1;0;0;\N
39;3;2;2;2;2;0;0;0;0,1;0;0;\N
40;3;2;2;2;2;0;0;0;0,1;0;0;\N
41;3;2;2;2;2;0;0;0;0,1;0;0;\N
42;3;2;2;2;2;0;0;0;0,1;0;0;\N
43;3;2;2;2;2;0;0;0;0,1;0;0;\N
44;3;2;2;2;2;0;0;0;0,1;0;0;\N
45;3;2;2;2;2;0;0;0;0,1;0;0;\N
46;3;2;2;2;2;0;0;0;0,1;0;0;\N
47;3;2;2;2;2;0;0;0;0,1;0;0;\N
48;3;2;2;2;2;0;0;0;0,1;0;0;\N
49;3;2;2;2;2;0;0;0;0,1;0;0;\N
50;3;2;2;2;2;0;0;0;0,1;0;0;\N
51;3;2;2;2;2;0;0;0;0,1;0;0;\N
52;3;2;2;2;2;0;0;0;0,1;0;0;\N
53;3;2;2;2;2;0;0;0;0,1;0;0;\N
54;3;2;2;2;2;0;0;0;0,1;0;0;\N
55;3;2;2;2;2;0;0;0;0,1;0;0;\N
56;3;2;2;2;2;0;0;0;0,1;0;0;\N
57;3;2;2;2;2;0;0;0;0,1;0;0;\N
58;3;2;2;2;2;0;0;0;0,1;0;0;\N
59;3;2;2;2;2;0;0;0;0,1;0;0;\N
60;3;2;2;2;2;0;0;0;0,1;0;0;\N
61;3;2;2;2;2;0;0;0;0,1;0;0;\N
62;3;2;2;2;2;0;0;0;0,1;0;0;\N
63;3;2;2;2;2;0;0;0;0,1;0;0;\N
64;3;2;2;2;2;0;0;0;0,1;0;0;\N
65;3;2;2;2;2;0;0;0;0,1;0;0;\N
66;3;2;2;2;2;0;0;0;0,1;0;0;\N
67;3;2;2;2;2;0;0;0;0,1;0;0;\N
68;3;2;2;2;2;0;0;0;0,1;0;0;\N
69;3;2;2;2;2;0;0;0;0,1;0;0;\N
70;3;2;2;2;2;0;0;0;0,1;0;0;\N
71;3;2;2;2;2;0;0;0;0,1;0;0;\N
72;3;2;2;2;2;0;0;0;0,1;0;0;\N
73;3;2;2;2;2;0;0;0;0,1;0;0;\N
74;3;2;2;2;2;0;0;0;0,1;0;0;\N
75;3;2;2;2;2;0;0;0;0,1;0;0;\N
76;3;2;2;2;2;0;0;0;0,1;0;0;\N
77;3;2;2;2;2;0;0;0;0,1;0;0;\N
78;3;2;2;2;2;0;0;0;0,1;0;0;\N
79;3;2;2;2;2;0;0;0;0,1;0;0;\N
80;3;2;2;2;2;0;0;0;0,1;0;0;\N
81;3;2;2;2;2;0;0;0;0,1;0;0;\N
82;3;2;2;2;2;0;0;0;0,1;0;0;\N
83;3;2;2;2;2;0;0;0;0,1;0;0;\N
84;3;2;2;2;2;0;0;0;0,1;0;0;\N
85;3;2;2;2;2;0;0;0;0,1;0;0;\N
86;3;2;2;2;2;0;0;0;0,1;0;0;\N
87;3;2;2;2;2;0;0;0;0,1;0;0;\N
88;3;2;2;2;2;0;0;0;0,1;0;0;\N
89;3;2;2;2;2;0;0;0;0,1;0;0;\N
90;3;2;2;2;2;0;0;0;0,1;0;0;\N
91;3;2;2;2;2;0;0;0;0,1;0;0;\N
92;3;2;2;2;2;0;0;0;0,1;0;0;\N
93;3;2;2;2;2;0;0;0;0,1;0;0;\N
94;3;2;2;2;2;0;0;0;0,1;0;0;\N
95;3;2;2;2;2;0;0;0;0,1;0;0;\N
96;3;2;2;2;2;0;0;0;0,1;0;0;\N
97;3;2;2;2;2;0;0;0;0,1;0;0;\N
98;3;2;2;2;2;0;0;0;0,1;0;0;\N
99;3;2;2;2;2;0;0;0;0,1;0;0;\N
100;3;2;2;2;2;0;0;0;0,1;0;0;\N
1;4;42;1;1;0;6;9;1;0,1321;0,1321;0,1321;\N
2;4;55;1;1;0;18;11;1;0,2888;0,2888;0,2888;\N
3;4;71;1;1;0;31;13;1;0,5547;0,5547;0,5547;\N
4;4;86;1;1;0;63;15;1;0,9435;0,9435;0,9435;\N
5;4;102;1;1;0;102;18;1;1,3708;1,3708;1,3708;\N
6;4;120;1;1;0;152;20;1;2,0661;2,0661;2,0661;\N
7;4;137;1;1;0;212;24;1;2,7669;2,7669;2,7669;\N
8;4;156;1;1;0;286;28;1;3,1993;3,1993;3,1993;\N
9;4;176;1;1;0;363;31;1;3,7038;3,7038;3,7038;\N
10;4;198;1;1;0;443;34;1;4,1084;4,1084;4,1084;\N
11;4;222;1;1;0;488;38;1;4,6996;4,6996;4,6996;\N
12;4;247;1;1;0;519;42;1;5,4601;5,4601;5,4601;\N
13;4;273;1;1;0;553;46;1;5,9359;5,9359;5,9359;\N
14;4;300;1;1;0;577;50;1;6,5895;6,5895;6,5895;\N
15;4;328;1;1;0;612;54;2;7,1981;7,1981;7,1981;\N
16;4;356;1;1;0;645;56;2;7,6697;7,6697;7,6697;\N
17;4;386;1;1;0;676;60;2;8,2225;8,2225;8,2225;\N
18;4;417;1;1;0;706;64;3;8,5452;8,5452;8,5452;\N
19;4;449;1;1;0;738;68;3;8,9384;8,9384;8,9384;\N
20;4;484;1;1;0;769;70;4;9,6823;9,6823;9,6823;\N
21;4;521;1;1;0;801;74;4;9,9677;9,9677;9,9677;\N
22;4;562;1;1;0;833;78;4;10,4218;10,4218;10,4218;\N
23;4;605;1;1;0;863;80;5;10,8099;10,8099;10,8099;\N
24;4;651;1;1;0;895;84;6;11,2419;11,2419;11,2419;\N
25;4;699;1;1;0;926;86;6;11,7485;11,7485;11,7485;\N
26;4;750;1;1;0;957;90;7;12,0453;12,0453;12,0453;\N
27;4;800;1;1;0;989;92;7;12,6213;12,6213;12,6213;\N
28;4;853;1;1;0;1020;96;8;12,795;12,795;12,795;\N
29;4;905;1;1;0;1051;100;8;13,3432;13,3432;13,3432;\N
30;4;955;1;1;0;1082;102;9;13,9264;13,9264;13,9264;\N
31;4;1006;1;1;0;1113;106;9;14,1954;14,1954;14,1954;\N
32;4;1057;1;1;0;1146;108;10;14,696;14,696;14,696;\N
33;4;1110;1;1;0;1173;112;10;14,9914;14,9914;14,9914;\N
34;4;1163;1;1;0;1208;114;11;15,4944;15,4944;15,4944;\N
35;4;1220;1;1;0;1237;118;11;15,8617;15,8617;15,8617;\N
36;4;1277;1;1;0;1349;120;12;16,2984;16,2984;16,2984;\N
37;4;1336;1;1;0;1434;124;12;16,7962;16,7962;16,7962;\N
38;4;1395;1;1;0;1538;128;13;17,1865;17,1865;17,1865;\N
39;4;1459;1;1;0;1649;132;13;17,7286;17,7286;17,7286;\N
40;4;1524;1;1;0;1764;136;14;18,2971;18,2971;18,2971;\N
41;4;1585;1;1;0;1886;142;15;19,1997;19,1997;19,1997;\N
42;4;1651;1;1;0;2015;152;15;20,3431;20,3431;20,3431;\N
43;4;1716;1;1;0;2148;162;16;21,7088;21,7088;21,7088;\N
44;4;1782;1;1;0;2303;174;16;23,5881;23,5881;23,5881;\N
45;4;1848;1;1;0;2436;184;17;24,6797;24,6797;24,6797;\N
46;4;1919;1;1;0;2485;188;17;25,1735;25,1735;25,1735;\N
47;4;1990;1;1;0;2535;192;18;25,7137;25,7137;25,7137;\N
48;4;2062;1;1;0;2582;196;19;26,209;26,209;26,209;\N
49;4;2138;1;1;0;2631;200;19;26,9952;26,9952;26,9952;\N
50;4;2215;1;1;0;2680;206;20;27,5899;27,5899;27,5899;\N
51;4;2292;1;1;0;2728;210;20;28,128;28,128;28,128;\N
52;4;2371;1;1;0;2778;214;21;28,8795;28,8795;28,8795;\N
53;4;2453;1;1;0;2826;218;22;29,4381;29,4381;29,4381;\N
54;4;2533;1;1;0;2874;224;22;30,0501;30,0501;30,0501;\N
55;4;2614;1;5228;0;2922;228;23;30,7177;30,7177;30,7177;\N
56;4;2699;1;5398;0;2972;234;23;31,2387;31,2387;31,2387;\N
57;4;2784;1;5568;0;3020;238;24;31,945;31,945;31,945;\N
58;4;2871;3989;5742;0;3068;242;25;32,5967;40,2143;40,2143;\N
59;4;2961;4142;1;0;3117;248;25;33,2007;43,2857;43,2857;\N
60;4;3052;4979;1;0;3388;252;26;33,9625;53,4755;53,4755;\N
61;4;3144;5158;1;0;3655;258;28;34,5714;61,2729;61,2729;\N
62;4;3237;5341;1;0;3922;262;30;35,2381;67,4442;67,4442;\N
63;4;3331;5527;1;0;4189;268;32;35,9047;71,4361;71,4361;\N
64;4;3427;5715;1;0;4457;272;33;36,5714;75,9334;75,9334;\N
65;4;3524;5914;1;0;4724;278;35;37,2381;80,3794;80,3794;\N
66;4;3624;6116;1;0;5104;282;37;37,9047;84,8941;84,8941;\N
67;4;3728;6326;1;0;5326;288;39;38,5714;89,6211;94,901;\N
68;4;3834;6542;6986;0;5527;292;41;39,2381;94,4934;104,527;\N
69;4;3942;6761;7984;0;5795;298;43;39,9047;99,5328;114,153;\N
70;4;4050;6986;8982;0;6062;304;44;40,5714;104,527;123,779;\N
71;4;4163;7181;9291;0;6332;308;48;41,2381;106,357;127,382;\N
72;4;4278;7380;9610;0;6602;314;53;41,9047;108,071;131,091;\N
73;4;4399;7580;9940;0;6872;320;58;42,5714;118,643;134,908;\N
74;4;4524;1;10282;0;7143;354;63;43,2381;120,434;138,836;\N
75;4;4652;1;10635;0;7415;392;68;43,9047;122,226;142,878;\N
76;4;4781;1;11001;0;7686;432;74;44,5713;124,018;147,038;\N
77;4;4916;1;11379;0;7958;478;81;45,2379;125,81;151,319;\N
78;4;5052;1;11770;0;8230;528;88;45,9045;127,602;155,724;\N
79;4;5194;1;12175;0;8503;582;95;46,5711;129,394;160,258;\N
80;4;5342;1;12600;0;8776;642;103;47,2377;131,186;164,924;\N
81;4;5496;1;13033;0;9068;708;112;47,9043;132,978;168,974;\N
82;4;5647;1;13481;0;9348;782;121;48,5709;134,77;173,024;\N
83;4;5808;1;13945;0;9589;805;135;49,2375;136,562;177,074;\N
84;4;5969;9780;14409;0;9830;828;149;49,9041;138,354;181,124;\N
85;4;6130;9980;14873;0;10071;851;163;50,5707;140,146;185,174;\N
86;4;6291;10180;15337;0;10312;874;177;51,2373;141,938;189,224;\N
87;4;6452;10380;15801;0;10553;897;191;51,9039;143,73;193,274;\N
88;4;6613;10580;16265;0;10794;920;205;52,5705;145,522;197,324;\N
89;4;6774;10780;16729;0;11035;943;219;53,2371;147,314;201,374;\N
90;4;6935;10980;17193;0;11276;966;233;53,9037;149,106;205,424;\N
91;4;7096;11180;17657;0;11517;989;247;54,5703;150,898;209,474;\N
92;4;7257;11380;18121;0;11758;1012;261;55,2369;152,69;213,524;\N
93;4;7418;11580;18585;0;11999;1035;275;55,9035;154,482;217,574;\N
94;4;7579;11780;19049;0;12240;1058;289;56,5701;156,274;221,624;\N
95;4;7740;11980;19513;0;12481;1081;303;57,2367;158,066;225,674;\N
96;4;7901;12180;19977;0;12722;1104;317;57,9033;159,858;229,724;\N
97;4;8062;12380;20441;0;12963;1127;331;58,5699;161,65;233,774;\N
98;4;8223;12580;20905;0;13204;1150;345;59,2365;163,442;237,824;\N
99;4;8384;12780;21369;0;13445;1173;359;59,9031;165,234;241,874;\N
100;4;8545;12980;21833;0;13686;1196;373;60,5697;167,026;245,924;\N
101;4;8706;13180;22297;0;13927;1219;387;61,2363;168,818;249,974;\N
102;4;8867;13380;22761;0;14168;1242;401;61,9029;170,61;254,024;\N
103;4;9028;13580;23225;0;14409;1265;415;62,5695;172,402;258,074;\N
104;4;9189;13780;23689;0;14650;1288;429;63,2361;174,194;262,124;\N
105;4;9350;13980;24153;0;14891;1311;443;63,9027;175,986;266,174;\N
106;4;9511;14180;24617;0;15132;1334;457;64,5693;177,778;270,224;\N
107;4;9672;14380;25081;0;15373;1357;471;65,2359;179,57;274,274;\N
108;4;9833;14580;25545;0;15614;1380;485;65,9025;181,362;278,324;\N
109;4;9994;14780;26009;0;15855;1403;499;66,5691;183,154;282,374;\N
110;4;10155;14980;26473;0;16096;1426;513;67,2357;184,946;286,424;\N
111;4;10316;15180;26937;0;16337;1449;527;67,9023;186,738;290,474;\N
112;4;10477;15380;27401;0;16578;1472;541;68,5689;188,53;294,524;\N
113;4;10638;15580;27865;0;16819;1495;555;69,2355;190,322;298,574;\N
114;4;10799;15780;28329;0;17060;1518;569;69,9021;192,114;302,624;\N
115;4;10960;15980;28793;0;17301;1541;583;70,5687;193,906;306,674;\N
116;4;11121;16180;29257;0;17542;1564;597;71,2353;195,698;310,724;\N
117;4;11282;16380;29721;0;17783;1587;611;71,9019;197,49;314,774;\N
118;4;11443;16580;30185;0;18024;1610;625;72,5685;199,282;318,824;\N
119;4;11604;16780;30649;0;18265;1633;639;73,2351;201,074;322,874;\N
120;4;11765;16980;31113;0;18506;1656;653;73,9017;202,866;326,924;\N
121;4;11926;17180;31577;0;18747;1679;667;74,5683;204,658;330,974;\N
122;4;12087;17380;32041;0;18988;1702;681;75,2349;206,45;335,024;\N
123;4;12248;17580;32505;0;19229;1725;695;75,9015;208,242;339,074;\N
124;4;12409;17780;32969;0;19470;1748;709;76,5681;210,034;343,124;\N
125;4;12570;17980;33433;0;19711;1771;723;77,2347;211,826;347,174;\N
126;4;12731;18180;33897;0;19952;1794;737;77,9013;213,618;351,224;\N
127;4;12892;18380;34361;0;20193;1817;751;78,5679;215,41;355,274;\N
128;4;13053;18580;34825;0;20434;1840;765;79,2345;217,202;359,324;\N
129;4;13214;18780;35289;0;20675;1863;779;79,9011;218,994;363,374;\N
130;4;13375;18980;35753;0;20916;1886;793;80,5677;220,786;367,424;\N
131;4;13536;19180;36217;0;21157;1909;807;81,2343;222,578;371,474;\N
132;4;13697;19380;36681;0;21398;1932;821;81,9009;224,37;375,524;\N
133;4;13858;19580;37145;0;21639;1955;835;82,5675;226,162;379,574;\N
134;4;14019;19780;37609;0;21880;1978;849;83,2341;227,954;383,624;\N
135;4;14180;19980;38073;0;22121;2001;863;83,9007;229,746;387,674;\N
